"UniqueID","StreetAddress","City","State","ZIP"
303,"4800 BOWLAND AVE","BALTIMORE","Maryland","21206"
304,"2515 BOSTON ST","BALTIMORE","Maryland","21224"
305,"3000 TEMPLE GATE","BALTIMORE","Maryland","21209"
306,"2200 FLEETWOOD AVE","BALTIMORE","Maryland","21214"
307,"2100 FLEETWOOD AVE","BALTIMORE","Maryland","21214"
308,"1014 E 36TH ST","BALTIMORE","Maryland","21218"
309,"3061 FREDERICK AVE","BALTIMORE","Maryland","21223"
310,"3300 MERTENS ST","BALTIMORE","Maryland","21224"
311,"3200 ECHODALE AVE","BALTIMORE","Maryland","21214"
312,"5000 EDMONDSON AVE","BALTIMORE","Maryland","21229"
313,"N ROSE ST &E BALTIMORE ST","BALTIMORE","Maryland","21224"
314,"5510 THE ALAMEDA","BALTIMORE","Maryland","21239"
315,"6300 PARK HEIGHTS AVE","BALTIMORE","Maryland","21215"
316,"800 SEAGULL AVE","BALTIMORE","Maryland","21225"
317,"2829 WASHINGTON BLVD","BALTIMORE","Maryland","21230"
318,"WICOMICO ST & BUSH ST","BALTIMORE","Maryland","21230"
319,"WICOMICO ST & BAYARD ST","BALTIMORE","Maryland","21230"
320,"WICOMICO ST &W OSTEND ST","BALTIMORE","Maryland","21230"
321,"4200 NADINE DR","ARLINGTON","Maryland","21215"
322,"4200 LABYRINTH RD","BALTIMORE","Maryland","21215"
323,"5600 PENNINGTON AVE","BALTIMORE","Maryland","21226"
324,"MOUNT PLEASANT AVE &S FAGLEY ST","BALTIMORE","Maryland","21224"
325,"2000 WINFORD RD","BALTIMORE","Maryland","21239"
326,"2017 KELLY AVE","BALTIMORE","Maryland","21209"
327,"1111 MONROE CIR","BALTIMORE","Maryland","21225"
328,"2300 SAINT PAUL ST","BALTIMORE","Maryland","21218"
329,"5500 PEERLESS AVE","BALTIMORE","Maryland","21207"
330,"PALMER AVE & SPAULDING AVE","BALTIMORE","Maryland","21215"
331,"4012 RIDGECROFT RD","BALTIMORE","Maryland","21206"
332,"2614 ANNAPOLIS RD","BALTIMORE","Maryland","21230"
333,"5535 HARFORD RD","BALTIMORE","Maryland","21214"
334,"2700 BEECHLAND AVE","BALTIMORE","Maryland","21214"
335,"5900 GLEN FALLS AVE","BALTIMORE","Maryland","21206"
336,"3113 O'DONNELL ST","BALTIMORE","Maryland","21224"
337,"100 N LINWOOD AVE","BALTIMORE","Maryland","21224"
338,"LOCH RAVEN BLVD &E NORTHERN PKWY","BALTIMORE","Maryland","21239"
339,"31 LIGHT ST","BALTIMORE","Maryland","21202"
340,"37 S WASHINGTON ST","BALTIMORE","Maryland","21231"
341,"2000 N WOLFE ST","BALTIMORE","Maryland","21213"
342,"5923 KAVON AVE","BALTIMORE","Maryland","21206"
343,"250 W PRATT ST","BALTIMORE","Maryland","21201"
344,"208 SAINT DUNSTANS RD","BALTIMORE","Maryland","21212"
345,"THE ALAMEDA & NORTHWOOD DR","BALTIMORE","Maryland","21212"
346,"2300 GABLE AVE","HALETHORPE","Maryland","21227"
347,"BROENING HWY & BESSEMER AVE","BALTIMORE","Maryland","21224"
348,"1452 BROENING HWY","BALTIMORE","Maryland","21224"
349,"2152 W PATAPSCO AVE","BALTIMORE","Maryland","21230"
350,"421 N HOWARD ST","BALTIMORE","Maryland","21201"
351,"3908 FAIRHAVEN AVE","BALTIMORE","Maryland","21226"
352,"HUDSON ST &S MILTON AVE","BALTIMORE","Maryland","21224"
353,"3401 EASTERN AVE","BALTIMORE","Maryland","21224"
354,"2800 N CALVERT ST","BALTIMORE","Maryland","21218"
355,"2551 GREENMOUNT AVE","BALTIMORE","Maryland","21218"
356,"2000 N CALVERT ST","BALTIMORE","Maryland","21218"
357,"1700 N CALVERT ST","BALTIMORE","Maryland","21202"
358,"5401 WALTHER AVE","BALTIMORE","Maryland","21214"
359,"6411 FORT SMALLWOOD RD","BALTIMORE","Maryland","21226"
360,"6301 EFFICIENCY WAY","BALTIMORE","Maryland","21226"
361,"4600 HILLEN RD","BALTIMORE","Maryland","21218"
362,"500 E 39TH ST","BALTIMORE","Maryland","21218"
363,"HAVENWOOD RD & LOCH RAVEN BLVD","BALTIMORE","Maryland","21218"
364,"2713 BEECHLAND AVE","BALTIMORE","Maryland","21214"
365,"2700 BEECHLAND AVE","BALTIMORE","Maryland","21214"
366,"1120 E BALTIMORE ST","BALTIMORE","Maryland","21202"
367,"S HIGHLAND AVE & EASTERN AVE","BALTIMORE","Maryland","21224"
368,"EASTERN AVE &S HIGHLAND AVE","BALTIMORE","Maryland","21224"
369,"206 TAPLOW RD","BALTIMORE","Maryland","21212"
370,"798 E 33RD ST","BALTIMORE","Maryland","21218"
371,"W FOREST PARK AVE & PURNELL DR","BALTIMORE","Maryland","21207"
372,"1100 DESOTO RD","BALTIMORE","Maryland","21223"
373,"3217 BAYONNE AVE","BALTIMORE","Maryland","21214"
374,"WILHELM ST &S SMALLWOOD ST","BALTIMORE","Maryland","21223"
375,"3500 DUDLEY AVE","BALTIMORE","Maryland","21213"
376,"4443 BELAIR RD","BALTIMORE","Maryland","21206"
377,"5705 MORAVIA RD","BALTIMORE","Maryland","21206"
378,"4009 E NORTHERN PKWY","BALTIMORE","Maryland","21206"
379,"2906 E NORTHERN PKWY","BALTIMORE","Maryland","21214"
380,"2500 E NORTHERN PKWY","BALTIMORE","Maryland","21214"
381,"2904 E NORTHERN PKWY","BALTIMORE","Maryland","21214"
382,"2200 E NORTHERN PKWY","BALTIMORE","Maryland","21214"
383,"700 E NORTHERN PKWY","BALTIMORE","Maryland","21212"
384,"6213 EASTBOURNE AVE","BALTIMORE","Maryland","21224"
385,"3204 HOLLINS FERRY RD","BALTIMORE","Maryland","21230"
386,"1700 E 32ND ST","BALTIMORE","Maryland","21218"
387,"2048 E BELVEDERE AVE","BALTIMORE","Maryland","21239"
388,"3410 BELAIR RD","BALTIMORE","Maryland","21213"
389,"SHAMROCK AVE & GREENHILL AVE","BALTIMORE","Maryland","21206"
390,"3132 GUILFORD AVE","BALTIMORE","Maryland","21218"
391,"600 E 38TH ST","BALTIMORE","Maryland","21218"
392,"1945 GRIFFIS AVE","BALTIMORE","Maryland","21230"
393,"3505 GLENMORE AVE","BALTIMORE","Maryland","21206"
394,"2300 W PATAPSCO AVE","BALTIMORE","Maryland","21230"
395,"1210 WILDWOOD PKWY","BALTIMORE","Maryland","21229"
396,"19 S CONKLING ST","BALTIMORE","Maryland","21224"
397,"507 BALTIC AVE","BALTIMORE","Maryland","21225"
398,"1239 BAYARD ST","BALTIMORE","Maryland","21230"
399,"4301 MAINFIELD AVE","BALTIMORE","Maryland","21214"
400,"510 HOLLEN RD","BALTIMORE","Maryland","21212"
401,"1000 N CENTRAL AVE","BALTIMORE","Maryland","21202"
402,"3112 ROSEKEMP AVE","BALTIMORE","Maryland","21214"
403,"1446 STEVENSON ST","BALTIMORE","Maryland","21230"
404,"2500 PURNELL DR","GWYNN OAK","Maryland","21207"
405,"432 MILLINGTON AVE","BALTIMORE","Maryland","21223"
406,"2725 W FAIRMOUNT AVE","BALTIMORE","Maryland","21223"
407,"1100 S HANOVER ST","BALTIMORE","Maryland","21230"
408,"112 E 24TH ST","BALTIMORE","Maryland","21218"
409,"2413 SAINT PAUL ST","BALTIMORE","Maryland","21218"
410,"2420 N CALVERT ST","BALTIMORE","Maryland","21218"
