"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"E BALTIMORE ST &S BROADWAY","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-03-03T21:46:51.000","2015-03-04T21:46:51.000","WASHINGTON HILL","15-00164471","MD","CLOSED","2015-03-13T15:32:11.000","21231",NA,NA,NA,-88.1392461,41.3101454
"600 N BELNORD AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-03-03T16:15:00.000","2015-03-04T16:15:00.000","MCELDERRY PARK","15-00163396","MD","DUPCLOSD","2015-03-03T16:15:00.000","21205",NA,NA,NA,-76.5788522,39.2979796
"1409  JORDAN ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-03-02T23:16:26.000","2015-03-03T23:16:26.000","BOLTON HILL","15-00161568","MD","DUPCLOSD","2015-03-02T23:16:26.000","21217",NA,NA,NA,-76.6268616,39.3056826
"400 S CLINTON ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-03-03T01:24:00.000","2015-03-04T01:24:00.000","HIGHLANDTOWN","15-00161728","MD","DUPCLOSD","2015-03-03T01:24:00.000","21224",NA,NA,NA,-76.570297,39.287391
"3007  MARDEL AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-03-01T04:09:04.000","2015-03-02T04:09:04.000","LAKELAND","15-00156619","MD","DUPCLOSD","2015-03-10T19:50:51.000","21230",NA,NA,NA,-76.6536445,39.2558076
"5200  HARFORD RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-25T01:06:33.000","2015-02-26T01:06:33.000","LAURAVILLE","15-00144403","MD","DUPCLOSD","2015-02-25T10:16:36.000","21214",NA,NA,NA,-76.564443,39.349174
"2504  RUSCOMBE LN","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-24T00:36:31.000","2015-02-25T00:36:31.000","CYLBURN","15-00140009","MD","DUPCLOSD","2015-03-06T16:00:20.000","21215",NA,NA,NA,-76.659954,39.34843
"5135  HARFORD RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-21T12:56:33.000","2015-02-22T12:56:33.000","WALTHERSON","15-00130069","MD","DUPCLOSD","2015-03-06T13:00:23.000","21214",NA,NA,NA,-76.564051,39.3487889
"2900  ORLEANS ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-19T12:28:22.000","2015-02-20T12:28:22.000","ELLWOOD PARK/MONUMENT","15-00121892","MD","NEW","2015-03-09T11:59:19.000","21224","Cityworks SR Comments","UPDATED","2015-02-19T12:55:45.000",-76.576012,39.296053
"1214  FRAILEY WAY","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-16T11:57:22.000","2015-02-17T11:57:22.000","ARMISTEAD GARDENS","15-00109845","MD","CLOSED","2015-02-16T11:58:25.000","21205",NA,NA,NA,-76.5512541,39.307877
"1001 S POTOMAC ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-14T00:51:05.000","2015-02-15T00:51:05.000","CANTON","15-00106234","MD","DUPCLOSD","2015-02-14T00:51:05.000","21224",NA,NA,NA,-76.5737169,39.2811026
"709 S LAKEWOOD AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-11T21:26:55.000","2015-02-12T21:26:55.000","CANTON","15-00100139","MD","DUPCLOSD","2015-02-11T21:26:55.000","21224",NA,NA,NA,-76.5782399,39.283888
"5900  ROLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-10T14:47:49.000","2015-02-11T14:47:49.000","NORTH ROLAND PARK/POPLAR HILL","15-00094934","MD","DUPCLOSD","2015-02-12T10:29:45.000","21210",NA,NA,NA,-76.6339883,39.3695016
"3302  GILMAN TER","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-09T00:26:59.000","2015-02-10T00:26:59.000","WYMAN PARK","15-00090563","MD","DUPCLOSD","2015-02-09T00:26:59.000","21211",NA,NA,NA,-76.6259694,39.327574
"609 S SHARP ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-07T23:44:59.000","2015-02-08T23:44:59.000","OTTERBEIN","15-00089624","MD","DUPCLOSD","2015-02-07T23:44:59.000","21230",NA,NA,NA,-76.61724,39.28157
"E 39TH ST &N CHARLES ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-07T13:25:57.000","2015-02-08T13:25:57.000","GUILFORD","15-00088879","MD","NEW","2015-02-19T18:24:05.000","21218","Cityworks SR Comments","UPDATED","2015-02-07T14:59:03.000",-99.0260407,40.713871
"1020 N CHARLES ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-06T16:38:27.000","2015-02-07T16:38:27.000","MID-TOWN BELVEDERE","15-00087554","MD","DUPCLOSD","2015-02-06T16:38:27.000","21201",NA,NA,NA,-76.616249,39.301932
"1500 N DURHAM ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-03T23:35:40.000","2015-02-04T23:35:40.000","BROADWAY EAST","15-00079260","MD","DUPCLOSD","2015-02-03T23:35:40.000","21213",NA,NA,NA,-76.5922875,39.307905
"804 S SHARP ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-02-03T23:31:01.000","2015-02-04T23:31:01.000","OTTERBEIN","15-00079257","MD","DUPCLOSD","2015-02-03T23:31:01.000","21230",NA,NA,NA,-76.618014,39.280288
"5109  ROLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-17T20:04:39.000","2015-01-18T20:04:39.000","WYNDHURST","15-00038788","MD","DUPCLOSD","2015-01-17T20:04:39.000","21210",NA,NA,NA,-76.634064,39.355528
"5109  ROLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-17T20:03:01.000","2015-01-18T20:03:01.000","WYNDHURST","15-00038787","MD","DUPCLOSD","2015-01-17T20:03:01.000","21210",NA,NA,NA,-76.634064,39.355528
"708 S SHARP ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-13T22:14:53.000","2015-01-14T22:14:53.000","OTTERBEIN","15-00029149","MD","DUPCLOSD","2015-01-13T22:14:53.000","21230",NA,NA,NA,-76.617895,39.280634
"3300  SINCLAIR LN","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-13T11:52:57.000","2015-01-14T11:52:57.000","BELAIR-EDISON","15-00026948","MD","DUPCLOSD","2015-01-13T11:52:57.000","21213",NA,NA,NA,-76.571473,39.3140532
"1000  GLENWOOD AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-08T22:52:07.000","2015-01-09T22:52:07.000","KENILWORTH PARK","15-00018776","MD","DUPCLOSD","2015-02-03T17:30:12.000","21212",NA,NA,NA,-76.600644,39.352821
"2723 N HOWARD ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2015-01-07T10:35:46.000","2015-01-08T10:35:46.000","REMINGTON","15-00012619","MD","DUPCLOSD","2015-01-07T10:35:46.000","21218",NA,NA,NA,-76.619701,39.321393
"4301  ROLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-29T20:47:25.000","2014-12-30T20:47:25.000","KESWICK","14-00964450","MD","DUPCLOSD","2014-12-29T20:47:25.000","21210",NA,NA,NA,-76.634301,39.3425417
"224 E BIDDLE ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-29T10:02:40.000","2014-12-30T10:02:40.000","MID-TOWN BELVEDERE","14-00961802","MD","DUPCLOSD","2014-12-29T10:02:40.000","21202",NA,NA,NA,-76.612063,39.303812
"227 E BIDDLE ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-29T09:59:09.000","2014-12-30T09:59:09.000","MID-TOWN BELVEDERE","14-00961801","MD","DUPCLOSD","2014-12-29T09:59:09.000","21202",NA,NA,NA,-76.612042,39.303375
"652  WASHINGTON BLVD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-28T00:29:10.000","2014-12-29T00:29:10.000","RIDGELY'S DELIGHT","14-00961027","MD","DUPCLOSD","2014-12-28T00:29:10.000","21230",NA,NA,NA,-76.62499,39.284376
"2925  DILLON ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-25T21:51:11.000","2014-12-26T21:51:11.000","CANTON","14-00957476","MD","DUPCLOSD","2014-12-25T21:51:11.000","21224",NA,NA,NA,-76.574478,39.281038
"6700  BELAIR RD","RASPEBURG","ECCSLOW","ECC-Street Light Out","2014-12-15T14:50:41.000","2014-12-16T14:50:41.000","OVERLEA","14-00933348","MD","NEW","2014-12-15T14:50:41.000","21206",NA,NA,NA,-76.5293628,39.3559321
"3300  PARKLAWN AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-13T22:17:44.000","2014-12-14T22:17:44.000","BELAIR-EDISON","14-00931203","MD","CLOSED","2014-12-13T22:21:22.000","21213",NA,NA,NA,-76.576409,39.323797
"4410  LAPLATA AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-11T18:31:00.000","2014-12-12T18:31:00.000","MEDFIELD","14-00927310","MD","DUPCLOSD","2014-12-11T18:31:00.000","21211",NA,NA,NA,-76.6458157,39.3418386
"914 W 36TH ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-09T21:33:46.000","2014-12-10T21:33:46.000","HAMPDEN","14-00921979","MD","DUPCLOSD","2014-12-09T21:33:46.000","21211",NA,NA,NA,-76.6322428,39.3313963
"2800 N CHARLES ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-09T11:48:08.000","2014-12-10T11:48:08.000","CHARLES VILLAGE","14-00919843","MD","DUPCLOSD","2014-12-09T11:48:08.000","21218",NA,NA,NA,-76.617515,39.322148
"3400  AUCHENTOROLY TER","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-08T13:51:09.000","2014-12-09T13:51:09.000","PARKVIEW/WOODBROOK","14-00916944","MD","DUPCLOSD","2014-12-08T13:51:09.000","21217",NA,NA,NA,-76.648387,39.318549
"1802  FLEET ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-08T01:19:42.000","2014-12-09T01:19:42.000","FELLS POINT","14-00915755","MD","DUPCLOSD","2014-12-08T01:19:42.000","21231",NA,NA,NA,-76.5909646,39.284784
"2000 W FRANKLIN ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-12-04T12:31:52.000","2014-12-05T12:31:52.000","MIDTOWN-EDMONDSON","14-00908669","MD","DUPCLOSD","2014-12-04T12:31:52.000","21223",NA,NA,NA,-76.6494053,39.2939237
"2600  MARYLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-29T00:05:06.000","2014-11-30T00:05:06.000","CHARLES VILLAGE","14-00895959","MD","DUPCLOSD","2014-11-29T00:05:06.000","21218",NA,NA,NA,-76.6187209,39.319426
"2300  EASTERN AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-28T10:36:00.000","2014-11-29T10:36:00.000","PATTERSON PARK","14-00892705","MD","DUPCLOSD","2014-12-24T14:13:04.000","21224",NA,NA,NA,-76.5842824,39.2859729
"2500  EASTERN AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-28T10:27:50.000","2014-11-29T10:27:50.000","PATTERSON PARK","14-00892677","MD","DUPCLOSD","2014-12-30T14:36:41.000","21224",NA,NA,NA,-76.5814295,39.2860754
"5607  SAINT ALBANS WAY","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-27T22:08:55.000","2014-11-28T22:08:55.000","HOMELAND","14-00892300","MD","DUPCLOSD","2014-11-27T22:08:55.000","21212",NA,NA,NA,-76.621992,39.364899
"OVERHILL RD & KITTERY LN","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-25T23:14:27.000","2014-11-26T23:14:27.000","ROLAND PARK","14-00889073","MD","DUPCLOSD","2014-11-25T23:14:27.000","21210",NA,NA,NA,-122.1693978,37.8762422
"2023  MARYLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-25T22:39:15.000","2014-11-26T22:39:15.000","CHARLES NORTH","14-00889035","MD","DUPCLOSD","2014-11-25T22:39:15.000","21218",NA,NA,NA,-76.617653,39.3128529
"2100  MARYLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-25T22:37:03.000","2014-11-26T22:37:03.000","CHARLES NORTH","14-00889029","MD","DUPCLOSD","2014-11-25T22:37:03.000","21218",NA,NA,NA,-76.618446,39.313316
"2100  MARYLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-25T22:36:57.000","2014-11-26T22:36:57.000","CHARLES NORTH","14-00889028","MD","DUPCLOSD","2014-11-25T22:36:57.000","21218",NA,NA,NA,-76.618446,39.313316
"6711  REISTERSTOWN RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-21T19:10:38.000","2014-11-22T19:10:38.000","FALLSTAFF","14-00880011","MD","DUPCLOSD","2014-11-21T19:10:38.000","21215",NA,NA,NA,-76.7052898,39.3588649
"100  GUILFORD AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-21T12:23:39.000","2014-11-22T12:23:39.000","DOWNTOWN","14-00878012","MD","DUPCLOSD","2014-11-21T12:23:39.000","21202",NA,NA,NA,-76.6110518,39.2904621
"253 W LANVALE ST","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-20T23:49:17.000","2014-11-21T23:49:17.000","BOLTON HILL","14-00877417","MD","DUPCLOSD","2014-11-20T23:49:17.000","21217",NA,NA,NA,-76.6248036,39.3045696
"5726  UFFINGTON RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-18T23:46:28.000","2014-11-19T23:46:28.000","MOUNT WASHINGTON","14-00870633","MD","DUPCLOSD","2014-11-18T23:46:28.000","21209",NA,NA,NA,-76.66255,39.365358
"5607  ROLAND AVE","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-16T14:21:29.000","2014-11-17T14:21:29.000","NORTH ROLAND PARK/POPLAR HILL","14-00863567","MD","DUPCLOSD","2014-11-16T14:21:29.000","21210",NA,NA,NA,-76.633569,39.365273
"2921  KESWICK RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-16T14:24:46.000","2014-11-17T14:24:46.000","HAMPDEN","14-00863719","MD","DUPCLOSD","2014-11-16T14:24:46.000","21211",NA,NA,NA,-76.6276819,39.322667
"3028  KESWICK RD","BALTIMORE","ECCSLOW","ECC-Street Light Out","2014-11-16T14:24:40.000","2014-11-17T14:24:40.000","HAMPDEN","14-00863718","MD","DUPCLOSD","2014-11-16T14:24:40.000","21211",NA,NA,NA,-76.6280625,39.3242471
"1 N EUTAW ST","BALTIMORE CITY","ECCSLOW","ECC-Street Light Out","2014-11-13T12:13:41.000","2014-11-14T12:13:41.000","DOWNTOWN","14-00856598","MD","DUPCLOSD","2014-12-08T08:09:40.000","21201",NA,NA,NA,-76.6209082,39.2893447
"336 S PATTERSON PARK AVE","BALTIMORE CITY","ECCSLOW","ECC-Street Light Out","2014-11-11T03:16:45.000","2014-11-12T03:16:45.000","PATTERSON PARK","14-00849824","MD","DUPCLOSD","2014-11-11T03:16:45.000","21224",NA,NA,NA,-76.5845862,39.2870817
"404 S PATTERSON PARK AVE","BALTIMORE CITY","ECCSLOW","ECC-Street Light Out","2014-11-11T03:14:50.000","2014-11-12T03:14:50.000","UPPER FELLS POINT","14-00849823","MD","DUPCLOSD","2014-11-11T03:14:50.000","21224",NA,NA,NA,-76.584646,39.286716
"3201  WESTERWALD AVE","BALTIMORE CITY","ECCSLOW","ECC-Street Light Out","2014-11-07T17:42:22.000","2014-11-08T17:42:22.000","BETTER WAVERLY","14-00842372","MD","DUPOPEN","2014-11-07T17:42:22.000","21218",NA,NA,NA,-76.605053,39.327539
"2921  MONTEBELLO TER","BALTIMORE CITY","ECCSLOW","ECC-Street Light Out","2014-11-03T15:37:40.000","2014-11-04T15:37:40.000","LAURAVILLE","14-00827229","MD","DUPCLOSD","2014-11-05T16:53:15.000","21214",NA,NA,NA,-76.572987,39.340068
