"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","lon","lat"
"1214  CLEVELAND ST","BALTIMORE CITY","WWWATE20","WW-Surface Repair (Sidewalk)","2014-10-02T20:30:47.000","2014-12-31T20:30:47.000","WASHINGTON VILLAGE","14-00744890","MD","OPEN","2014-10-02T20:40:08.000","21230",NA,NA
