"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"HILLEN RD & ARGONNE DR, BALTIMORE, MD, 2",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-26T21:31:46.000","2015-07-28T21:31:46.000","MORGAN STATE UNIVERSITY","15-00591502","MD","CLOSED","2015-07-28T11:59:54.000",NA,NA,NA,NA,NA,NA
"505 S PATTERSON PARK AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-15T14:36:59.000","2015-05-17T14:36:59.000","CANTON","15-00382488","MD","CLOSED","2015-05-19T18:32:09.000","21231",NA,NA,NA,NA,NA
"LOCH RAVEN BLVD & E 33RD ST, BALTIMORE,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-21T11:34:11.000","2015-07-23T11:34:11.000","EDNOR GARDENS-LAKESIDE","15-00572691","MD","CLOSED","2015-07-24T10:20:57.000",NA,NA,NA,NA,NA,NA
"1300 N CHARLES ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-27T18:57:11.000","2015-07-29T18:57:11.000","MID-TOWN BELVEDERE","15-00594281","MD","CLOSED","2015-07-28T17:38:57.000","21202",NA,NA,NA,NA,NA
"735 S BROADWAY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-06T14:48:23.000","2015-07-08T14:48:23.000","FELLS POINT","15-00528033","MD","O-PENDNG","2015-07-07T11:05:54.000","21231",NA,NA,NA,NA,NA
"1 E MOUNT VERNON PL","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-12T23:50:58.000","2015-06-14T23:50:58.000","MOUNT VERNON","15-00460048","MD","CLOSED","2015-06-19T11:31:06.000","21201",NA,NA,NA,NA,NA
"3500  HILLEN RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-21T17:20:24.000","2015-05-23T17:20:24.000","EDNOR GARDENS-LAKESIDE","15-00399412","MD","CLOSED","2015-06-03T11:26:50.000","21218",NA,NA,NA,NA,NA
"6309  HARFORD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-23T22:18:58.000","2015-07-25T22:18:58.000","WESTFIELD","15-00583678","MD","CLOSED","2015-07-24T14:56:37.000","21214",NA,NA,NA,NA,NA
"1613  EUTAW PL","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-07T19:01:47.000","2015-06-09T19:01:47.000","MADISON PARK","15-00443868","MD","CLOSED","2015-06-09T10:43:19.000","21217",NA,NA,NA,NA,NA
"7100  BOXFORD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-12T10:59:20.000","2015-06-14T10:59:20.000","CROSS COUNTRY","15-00457048","MD","CLOSED","2015-06-16T13:29:20.000","21215",NA,NA,NA,NA,NA
"EASTERN AVE & S LUZERNE AVE, BALTIMORE,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-19T14:22:29.000","2015-06-21T14:22:29.000","CANTON","15-00479048","MD","CLOSED","2015-06-22T11:20:13.000",NA,NA,NA,NA,NA,NA
"3318  MONDAWMIN AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-04T23:14:09.000","2015-06-06T23:14:09.000","HANLON-LONGWOOD","15-00438068","MD","CLOSED","2015-06-09T12:03:52.000","21216",NA,NA,NA,NA,NA
"1700 E COLD SPRING LN","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-05T13:47:07.000","2015-07-07T13:47:07.000","STONEWOOD-PENTWOOD-WINSTON","15-00525213","MD","CLOSED","2015-07-16T12:10:44.000","21239",NA,NA,NA,NA,NA
"KEY HWY &E CROSS ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-03T11:19:40.000","2015-06-05T11:19:40.000","RIVERSIDE","15-00432087","MD","CLOSED","2015-06-04T11:53:44.000","21230",NA,NA,NA,NA,NA
"6037  BELAIR RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-17T16:35:19.000","2015-07-19T16:35:19.000","CEDMONT","15-00565036","MD","CLOSED","2015-07-22T12:01:45.000","21206",NA,NA,NA,NA,NA
"E NORTHERN PKWY & OLD HARFORD RD, BALTIM",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-14T19:15:20.000","2015-06-16T19:15:20.000","WESTFIELD","15-00461876","MD","CLOSED","2015-06-16T13:07:16.000",NA,NA,NA,NA,NA,NA
"HILLEN RD & E 33RD ST, BALTIMORE, MD, 21",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-30T10:11:56.000","2015-08-01T10:11:56.000","MONTEBELLO","15-00602198","MD","CLOSED","2015-07-31T17:37:57.000",NA,NA,NA,NA,NA,NA
"200 N MILTON AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-07T10:59:26.000","2015-05-09T10:59:26.000","PATTERSON PLACE","15-00356323","MD","CLOSED","2015-05-12T12:52:25.000","21224",NA,NA,NA,NA,NA
"E MADISON ST &N ROSE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-27T09:45:01.000","2015-05-29T09:45:01.000","MILTON-MONTFORD","15-00410675","MD","CLOSED","2015-05-28T13:03:10.000","21205",NA,NA,NA,NA,NA
"800 S BROADWAY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-08-04T13:19:17.000","2015-08-06T13:19:17.000","FELLS POINT","15-00616623","MD","O-PENDNG","2015-08-04T18:29:03.000","21231",NA,NA,NA,NA,NA
"EASTERN AVE &S LUZERNE AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-16T16:30:16.000","2015-05-18T16:30:16.000","CANTON","15-00385135","MD","CLOSED","2015-05-19T18:17:20.000","21224",NA,NA,NA,NA,NA
"1606 W FRANKLIN ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-11T14:56:21.000","2015-07-13T14:56:21.000","HARLEM PARK","15-00545608","MD","CLOSED","2015-07-16T12:05:18.000","21223",NA,NA,NA,NA,NA
"2510 E MADISON ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-22T20:55:38.000","2015-06-24T20:55:38.000","MILTON-MONTFORD","15-00486953","MD","CLOSED","2015-06-24T10:43:05.000","21205",NA,NA,NA,NA,NA
"3300  LOCH RAVEN BLVD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-18T09:14:05.000","2015-06-20T09:14:05.000","EDNOR GARDENS-LAKESIDE","15-00474702","MD","CLOSED","2015-07-07T10:32:06.000","21218",NA,NA,NA,NA,NA
"LOUISE AVE & OLD HARFORD RD, BALTIMORE,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-18T21:44:48.000","2015-06-20T21:44:48.000","CHRISTOPHER","15-00477416","MD","CLOSED","2015-06-22T11:38:44.000",NA,NA,NA,NA,NA,NA
"S CAROLINE ST &E LOMBARD ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-10T13:55:37.000","2015-05-12T13:55:37.000","WASHINGTON HILL","15-00365447","MD","CLOSED","2015-05-22T10:51:03.000","21231",NA,NA,NA,NA,NA
"3100  ELMORA AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-15T18:16:53.000","2015-07-17T18:16:53.000","CLIFTON PARK","15-00558013","MD","CLOSED","2015-07-20T17:53:35.000","21213",NA,NA,NA,NA,NA
"700 S CHARLES ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-24T18:18:49.000","2015-07-26T18:18:49.000","OTTERBEIN","15-00587087","MD","CLOSED","2015-07-28T12:02:40.000","21230",NA,NA,NA,NA,NA
"900 S POTOMAC ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-26T18:52:54.000","2015-06-28T18:52:54.000","CANTON","15-00502534","MD","CLOSED","2015-06-30T10:54:56.000","21224",NA,NA,NA,NA,NA
"PARK HEIGHTS AVE & VIRGINIA AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-04T10:43:31.000","2015-06-06T10:43:31.000","CENTRAL PARK HEIGHTS","15-00435424","MD","CLOSED","2015-06-05T10:59:01.000","21215",NA,NA,NA,NA,NA
"OLD HARFORD RD & E NORTHERN PKWY, BALTIM",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-06T20:46:41.000","2015-07-08T20:46:41.000","CHRISTOPHER","15-00529448","MD","CLOSED","2015-07-09T11:14:56.000",NA,NA,NA,NA,NA,NA
"102 S MONROE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-02T15:57:05.000","2015-07-04T15:57:05.000","CARROLLTON RIDGE","15-00520229","MD","CLOSED","2015-07-09T12:00:41.000","21223",NA,NA,NA,NA,NA
"2304 E FAYETTE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-30T10:51:34.000","2015-08-01T10:51:34.000","PATTERSON PLACE","15-00602318","MD","CLOSED","2015-07-31T17:26:40.000","21221",NA,NA,NA,NA,NA
"2321  BOSTON ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-08-02T00:05:19.000","2015-08-04T00:05:19.000","CANTON","15-00609635","MD","CLOSED","2015-08-04T18:24:27.000","21224",NA,NA,NA,NA,NA
"3016  SPAULDING AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-27T19:45:55.000","2015-05-29T19:45:55.000","CENTRAL PARK HEIGHTS","15-00413742","MD","CLOSED","2015-06-04T11:57:14.000","21215",NA,NA,NA,NA,NA
"E SARATOGA ST & GUILFORD AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-26T16:17:49.000","2015-05-28T16:17:49.000","DOWNTOWN","15-00408658","MD","CLOSED","2015-06-02T12:50:14.000","21202",NA,NA,NA,NA,NA
"S MONROE ST &W BALTIMORE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-26T14:16:47.000","2015-05-28T14:16:47.000","PENROSE/FAYETTE STREET OUTREACH","15-00407928","MD","CLOSED","2015-06-01T10:38:11.000","21223",NA,NA,NA,NA,NA
"5800  FALLS RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-10T18:05:47.000","2015-05-12T18:05:47.000","SABINA-MATTFELDT","15-00365695","MD","CLOSED","2015-05-12T14:10:44.000","21209",NA,NA,NA,NA,NA
"HILLEN RD & PERRING PKWY, BALTIMORE, MD,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-06T20:07:43.000","2015-07-08T20:07:43.000","MORGAN STATE UNIVERSITY","15-00529360","MD","CLOSED","2015-07-09T11:20:26.000",NA,NA,NA,NA,NA,NA
"3441  FAIRFIELD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-11T20:04:28.000","2015-05-13T20:04:28.000","FAIRFIELD AREA","15-00368823","MD","CLOSED","2015-05-12T12:44:35.000","21226",NA,NA,NA,NA,NA
"201 S ROBINSON ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-15T21:43:58.000","2015-07-17T21:43:58.000","HIGHLANDTOWN","15-00558943","MD","CLOSED","2015-07-17T18:09:42.000","21224",NA,NA,NA,NA,NA
"OLD HARFORD RD & E NORTHERN PKWY, BALTIM","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-23T22:27:43.000","2015-07-25T22:27:43.000","WESTFIELD","15-00583694","MD","CLOSED","2015-07-23T23:38:50.000",NA,NA,NA,NA,NA,NA
"637  PERKINS ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-19T17:31:59.000","2015-05-21T17:31:59.000","HERITAGE CROSSING","15-00393177","MD","CLOSED","2015-05-28T13:12:25.000","21201",NA,NA,NA,NA,NA
"W BALTIMORE ST & N LIBERTY ST, BALTIMORE",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-22T16:17:52.000","2015-06-24T16:17:52.000","DOWNTOWN","15-00485844","MD","CLOSED","2015-06-24T11:04:40.000",NA,NA,NA,NA,NA,NA
"6500  OLD HARFORD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-10T17:56:28.000","2015-05-12T17:56:28.000","CHRISTOPHER","15-00365687","MD","CLOSED","2015-05-12T14:05:40.000","21214",NA,NA,NA,NA,NA
"2801 E NORTHERN PKWY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-06T19:36:29.000","2015-07-08T19:36:29.000","WESTFIELD","15-00529270","MD","CLOSED","2015-07-09T11:28:37.000","21214",NA,NA,NA,NA,NA
"1700 E COLD SPRING LN","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-06T16:31:32.000","2015-07-08T16:31:32.000","STONEWOOD-PENTWOOD-WINSTON","15-00528555","MD","CLOSED","2015-07-07T10:25:24.000","21239",NA,NA,NA,NA,NA
"OLD HARFORD RD &E NORTHERN PKWY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-10T17:59:30.000","2015-05-12T17:59:30.000","CHRISTOPHER","15-00365689","MD","CLOSED","2015-05-12T13:55:09.000","21214",NA,NA,NA,NA,NA
"PERRING PKWY & HILLEN RD, BALTIMORE, MD,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-20T17:30:59.000","2015-07-22T17:30:59.000","MORGAN STATE UNIVERSITY","15-00571056","MD","CLOSED","2015-07-23T11:20:43.000",NA,NA,NA,NA,NA,NA
"1 E CHASE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-15T11:44:55.000","2015-06-17T11:44:55.000","MID-TOWN BELVEDERE","15-00462700","MD","CLOSED","2015-06-16T12:53:35.000","21202",NA,NA,NA,NA,NA
"LAKESIDE AVE & LOCH RAVEN BLVD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-07T13:00:38.000","2015-05-09T13:00:38.000","EDNOR GARDENS-LAKESIDE","15-00356878","MD","CLOSED","2015-05-12T13:04:01.000","21218",NA,NA,NA,NA,NA
"OLD HARFORD RD & HEMLOCK AVE, BALTIMORE,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-23T22:35:03.000","2015-07-25T22:35:03.000","CHRISTOPHER","15-00583707","MD","CLOSED","2015-07-23T23:41:14.000",NA,NA,NA,NA,NA,NA
"3025 E MONUMENT ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-07T19:52:35.000","2015-07-09T19:52:35.000","ELLWOOD PARK/MONUMENT","15-00532619","MD","CLOSED","2015-07-14T12:00:16.000","21205",NA,NA,NA,NA,NA
"2506  ARBUTON AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-27T19:12:34.000","2015-05-29T19:12:34.000","LAKELAND","15-00413606","MD","CLOSED","2015-06-16T13:18:17.000","21230",NA,NA,NA,NA,NA
"LAKESIDE AVE & LOCH RAVEN BLVD, BALTIMOR",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-22T12:37:59.000","2015-06-24T12:37:59.000","EDNOR GARDENS-LAKESIDE","15-00484543","MD","CLOSED","2015-06-23T10:20:58.000",NA,NA,NA,NA,NA,NA
"2100 N CHARLES ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-13T20:40:00.000","2015-07-15T20:40:00.000","CHARLES NORTH","15-00550919","MD","CLOSED","2015-07-17T10:56:23.000","21218",NA,NA,NA,NA,NA
"2100 W COLD SPRING LN","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-20T18:55:39.000","2015-06-22T18:55:39.000","COLDSPRING","15-00482614","MD","CLOSED","2015-06-23T10:49:16.000","21209",NA,NA,NA,NA,NA
"N WARWICK AVE & EDMONDSON AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-17T00:05:07.000","2015-05-19T00:05:07.000","ROSEMONT HOMEOWNERS/TENANTS","15-00385626","MD","CLOSED","2015-05-19T18:10:36.000","21223",NA,NA,NA,NA,NA
"LOCH RAVEN BLVD & LAKESIDE AVE, BALTIMOR",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-01T11:09:07.000","2015-07-03T11:09:07.000","EDNOR GARDENS-LAKESIDE","15-00515221","MD","CLOSED","2015-07-02T10:57:54.000",NA,NA,NA,NA,NA,NA
"OLD HARFORD RD & E NORTHERN PKWY, BALTIM",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-18T22:37:48.000","2015-06-20T22:37:48.000","CHRISTOPHER","15-00477513","MD","CLOSED","2015-06-19T11:08:33.000",NA,NA,NA,NA,NA,NA
"2440  EASTERN AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-17T13:57:33.000","2015-05-19T13:57:33.000","PATTERSON PARK","15-00386183","MD","CLOSED","2015-05-19T18:04:43.000","21224",NA,NA,NA,NA,NA
