"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"2011 W COLD SPRING LN","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-27T20:21:23.000","2014-10-29T20:21:23.000","WOODBERRY","14-00808232","MD","CLOSED","2014-11-05T13:58:21.000","21209",NA,NA,NA,NA,NA
"1012 N ROSEDALE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-27T04:22:23.000","2014-10-29T04:22:23.000","FRANKLINTOWN ROAD","14-00805201","MD","CLOSED","2014-10-28T11:21:02.000","21216",NA,NA,NA,NA,NA
"5615  REISTERSTOWN RD","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-24T10:22:58.000","2014-10-26T10:22:58.000","GLEN","14-00800850","MD","CLOSED","2014-10-24T18:11:48.000","21215",NA,NA,NA,NA,NA
"30 E BARNEY ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-23T18:33:11.000","2014-10-25T18:33:11.000","SBIC","14-00799729","MD","CLOSED","2014-10-28T11:52:27.000","21230",NA,NA,NA,NA,NA
"W NORTHERN PKWY & REISTERSTOWN RD","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-22T21:56:02.000","2014-10-24T21:56:02.000","WOODMERE","14-00796997","MD","CLOSED","2014-10-24T18:03:54.000","21215",NA,NA,NA,NA,NA
"5900  SMITH AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-21T18:14:47.000","2014-10-23T18:14:47.000","MOUNT WASHINGTON","14-00793417","MD","CLOSED","2014-10-22T12:36:41.000","21209",NA,NA,NA,NA,NA
"333 S FULTON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-20T11:55:26.000","2014-10-22T11:55:26.000","CARROLLTON RIDGE","14-00787931","MD","CLOSED","2014-10-22T12:08:53.000","21223",NA,NA,NA,NA,NA
"5800  SMITH AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-17T21:17:43.000","2014-10-19T21:17:43.000","MOUNT WASHINGTON","14-00784384","MD","CLOSED","2014-10-28T11:06:14.000","21209",NA,NA,NA,NA,NA
"2018  GOUGH ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-17T01:38:53.000","2014-10-19T01:38:53.000","UPPER FELLS POINT","14-00781704","MD","CLOSED","2014-10-23T15:59:11.000","21231",NA,NA,NA,NA,NA
"1714  BOLTON ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-16T23:27:08.000","2014-10-18T23:27:08.000","BOLTON HILL","14-00781606","MD","CLOSED","2014-10-17T18:31:03.000","21217",NA,NA,NA,NA,NA
"3200 W COLD SPRING LN","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-16T20:22:54.000","2014-10-18T20:22:54.000","LUCILLE PARK","14-00781346","MD","CLOSED","2014-10-17T18:39:09.000","21215",NA,NA,NA,NA,NA
"2437  EASTERN AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-16T12:40:39.000","2014-10-18T12:40:39.000","CANTON","14-00779405","MD","CLOSED","2014-10-17T18:42:16.000","21224",NA,NA,NA,NA,NA
"ASH ST & UNION AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-15T20:51:35.000","2014-10-17T20:51:35.000","HAMPDEN","14-00778156","MD","CLOSED","2014-10-17T18:47:11.000","21211",NA,NA,NA,NA,NA
"1704 S CHARLES ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-14T21:11:34.000","2014-10-16T21:11:34.000","SBIC","14-00774962","MD","CLOSED","2014-10-16T12:02:05.000","21230",NA,NA,NA,NA,NA
"4200  ROLAND AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-14T11:49:28.000","2014-10-16T11:49:28.000","ROLAND PARK","14-00772392","MD","CLOSED","2014-10-15T11:22:06.000","21210",NA,NA,NA,NA,NA
"1619  UNION AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-13T12:04:41.000","2014-10-15T12:04:41.000","HAMPDEN","14-00770573","MD","CLOSED","2014-10-21T11:20:09.000","21211",NA,NA,NA,NA,NA
"N CHARLES ST &W CENTRE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-10T14:10:29.000","2014-10-12T14:10:29.000","MOUNT VERNON","14-00765782","MD","CLOSED","2014-10-10T15:17:07.000","21201",NA,NA,NA,NA,NA
"HOLABIRD AVE & DUNDALK AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-09T21:45:46.000","2014-10-11T21:45:46.000","GRACELAND PARK","14-00764174","MD","CLOSED","2014-10-14T11:51:06.000","21224",NA,NA,NA,NA,NA
"E BARNEY ST & PATAPSCO ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-06T20:36:13.000","2014-10-08T20:36:13.000","SBIC","14-00753558","MD","CLOSED","2014-10-09T13:01:15.000","21230",NA,NA,NA,NA,NA
"1101 N GILMOR ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-04T20:36:52.000","2014-10-06T20:36:52.000","SANDTOWN-WINCHESTER","14-00749664","MD","CLOSED","2014-10-07T10:52:13.000","21217",NA,NA,NA,NA,NA
"HOLABIRD AVE & BROENING HWY","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-03T21:15:04.000","2014-10-05T21:15:04.000","HOLABIRD INDUSTRIAL PARK","14-00748590","MD","CLOSED","2014-10-07T11:09:40.000","21224",NA,NA,NA,NA,NA
"403 N CHARLES ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-02T12:18:26.000","2014-10-04T12:18:26.000","DOWNTOWN","14-00742574","MD","CLOSED","2014-10-03T10:42:45.000","21201",NA,NA,NA,NA,NA
"2011 W COLD SPRING LN","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-01T20:14:51.000","2014-10-03T20:14:51.000","WOODBERRY","14-00741284","MD","CLOSED","2014-10-07T11:01:58.000","21209",NA,NA,NA,NA,NA
"5 E CENTRE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-10-01T18:11:35.000","2014-10-03T18:11:35.000","MOUNT VERNON","14-00740813","MD","CLOSED","2014-10-02T14:39:10.000","21201",NA,NA,NA,NA,NA
"W FORT AVE &S CHARLES ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-28T11:39:02.000","2014-09-30T11:39:02.000","SBIC","14-00730746","MD","CLOSED","2014-09-30T11:01:35.000","21230",NA,NA,NA,NA,NA
"S MONROE ST &W BALTIMORE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-26T14:03:41.000","2014-09-28T14:03:41.000","PENROSE/FAYETTE STREET OUTREACH","14-00727622","MD","CLOSED","2014-09-30T10:51:20.000","21223",NA,NA,NA,NA,NA
"2605  EASTERN AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-26T11:36:46.000","2014-09-28T11:36:46.000","CANTON","14-00726814","MD","CLOSED","2014-10-01T10:52:27.000","21224",NA,NA,NA,NA,NA
"CANARY CT &S MADEIRA ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-25T14:19:13.000","2014-09-27T14:19:13.000","UPPER FELLS POINT","14-00724535","MD","CLOSED","2014-09-26T10:59:09.000","21231",NA,NA,NA,NA,NA
"529 N CHARLES ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-24T22:45:50.000","2014-09-26T22:45:50.000","MOUNT VERNON","14-00723006","MD","CLOSED","2014-09-30T11:12:17.000","21201",NA,NA,NA,NA,NA
"709 E PRESTON ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-22T17:39:27.000","2014-09-24T17:39:27.000","JOHNSTON SQUARE","14-00715576","MD","CLOSED","2014-09-24T11:14:33.000","21202",NA,NA,NA,NA,NA
"E NORTH AVE & HARFORD RD","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-19T16:12:13.000","2014-09-21T16:12:13.000","OLIVER","14-00709394","MD","CLOSED","2014-09-19T18:58:42.000","21213",NA,NA,NA,NA,NA
"E NORTH AVE & HARFORD AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-19T11:44:56.000","2014-09-21T11:44:56.000","OLIVER","14-00708022","MD","CLOSED","2014-09-23T10:58:48.000","21213",NA,NA,NA,NA,NA
"1000  SAINT PAUL ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-18T16:37:36.000","2014-09-20T16:37:36.000","MID-TOWN BELVEDERE","14-00706208","MD","CLOSED","2014-09-19T11:07:24.000","21202",NA,NA,NA,NA,NA
"2501  EASTERN AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-15T10:07:27.000","2014-09-17T10:07:27.000","CANTON","14-00693917","MD","CLOSED","2014-09-16T11:10:16.000","21224",NA,NA,NA,NA,NA
"4200  ROLAND AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-11T20:47:51.000","2014-09-13T20:47:51.000","ROLAND PARK","14-00687827","MD","CLOSED","2014-09-16T10:43:34.000","21210",NA,NA,NA,NA,NA
"5213  PURLINGTON WAY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2014-09-10T21:13:56.000","2014-09-12T21:13:56.000","HOMELAND","14-00684350","MD","CLOSED","2014-09-11T19:51:30.000",NA,NA,NA,NA,NA,NA
"WASHINGTON BLVD & DESOTO RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2014-09-09T15:56:31.000","2014-09-11T15:56:31.000","MORRELL PARK","14-00679316","MD","CLOSED","2014-09-17T10:19:17.000",NA,NA,NA,NA,NA,NA
"4300  ROLAND AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2014-09-08T23:29:22.000","2014-09-10T23:29:22.000","ROLAND PARK","14-00677468","MD","CLOSED","2014-09-16T11:19:32.000","21210-    ",NA,NA,NA,NA,NA
"PELHAM AVE & HARFORD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2014-09-08T09:48:25.000","2014-09-10T09:48:25.000","MAYFIELD","14-00673900","MD","CLOSED","2014-09-11T10:38:40.000",NA,NA,NA,NA,NA,NA
"1100 N LONGWOOD ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-04T19:12:01.000","2014-09-06T19:12:01.000","FRANKLINTOWN ROAD","14-00667846","MD","CLOSED","2014-09-09T11:43:09.000","21216",NA,NA,NA,NA,NA
"1800  WEBSTER ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-03T19:36:49.000","2014-09-05T19:36:49.000","RIVERSIDE","14-00664168","MD","CLOSED","2014-09-04T10:52:58.000","21230",NA,NA,NA,NA,NA
"1800  WEBSTER ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-09-03T11:29:19.000","2014-09-05T11:29:19.000","RIVERSIDE","14-00661450","MD","CLOSED","2014-09-05T10:50:16.000","21230",NA,NA,NA,NA,NA
"EASTERN AVE &S MILTON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-27T18:19:27.000","2014-08-29T18:19:27.000","CANTON","14-00647107","MD","CLOSED","2014-08-28T21:02:20.000","21224",NA,NA,NA,NA,NA
"1100  DUNDALK AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-27T17:52:46.000","2014-08-29T17:52:46.000","GRACELAND PARK","14-00647011","MD","CLOSED","2014-09-04T11:04:44.000","21224",NA,NA,NA,NA,NA
"4200  SAINT GEORGES AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-27T11:28:27.000","2014-08-29T11:28:27.000","PEN LUCY","14-00645181","MD","CLOSED","2014-08-27T18:08:10.000","21212",NA,NA,NA,NA,NA
"4708  GRINDON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-26T17:27:49.000","2014-08-28T17:27:49.000","LAURAVILLE","14-00643603","MD","CLOSED","2014-08-28T21:20:48.000","21214",NA,NA,NA,NA,NA
"100 N HAVEN ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-25T17:00:06.000","2014-08-27T17:00:06.000","BALTIMORE HIGHLANDS","14-00639925","MD","CLOSED","2014-08-26T13:10:01.000","21224",NA,NA,NA,NA,NA
"100 S FULTON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-25T16:32:04.000","2014-08-27T16:32:04.000","UNION SQUARE","14-00639802","MD","CLOSED","2014-09-04T11:20:06.000","21223",NA,NA,NA,NA,NA
"1800 E NORTH AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-22T20:31:04.000","2014-08-24T20:31:04.000","BROADWAY EAST","14-00634723","MD","CLOSED","2014-08-25T14:59:42.000","21213",NA,NA,NA,NA,NA
"E NORTH AVE &N WOLFE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-21T18:12:12.000","2014-08-23T18:12:12.000","BROADWAY EAST","14-00630861","MD","CLOSED","2014-08-28T21:28:36.000","21213",NA,NA,NA,NA,NA
"BOSWORTH AVE & WAYNE AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-21T14:53:01.000","2014-08-23T14:53:01.000","HOWARD PARK","14-00629989","MD","CLOSED","2014-08-25T11:52:15.000","21207",NA,NA,NA,NA,NA
"800 E BELVEDERE AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-20T18:37:23.000","2014-08-22T18:37:23.000","MID-GOVANS","14-00627534","MD","CLOSED","2014-08-22T12:45:24.000","21212",NA,NA,NA,NA,NA
"4119  SAINT GEORGES AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-19T12:06:18.000","2014-08-21T12:06:18.000","PEN LUCY","14-00621985","MD","CLOSED","2014-09-03T14:49:55.000","21218",NA,NA,NA,NA,NA
"201 W BALTIMORE ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-16T23:51:06.000","2014-08-18T23:51:06.000","DOWNTOWN","14-00616501","MD","CLOSED","2014-08-20T10:53:39.000","21201",NA,NA,NA,NA,NA
"S HANOVER ST & WATERVIEW AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-16T18:49:52.000","2014-08-18T18:49:52.000","MIDDLE BRANCH/REEDBIRD PARKS","14-00616218","MD","CLOSED","2014-08-19T10:27:07.000","21225",NA,NA,NA,NA,NA
"PORTUGAL ST &S MADEIRA ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-16T15:11:48.000","2014-08-18T15:11:48.000","UPPER FELLS POINT","14-00615967","MD","CLOSED","2014-08-20T11:27:30.000","21231",NA,NA,NA,NA,NA
"2119  EDMONDSON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-15T20:21:57.000","2014-08-17T20:21:57.000","MIDTOWN-EDMONDSON","14-00614909","MD","CLOSED","2014-08-22T12:29:47.000","21223",NA,NA,NA,NA,NA
"EASTERN AVE &S MILTON AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-14T15:54:50.000","2014-08-16T15:54:50.000","CANTON","14-00610303","MD","CLOSED","2014-08-18T11:07:05.000","21224",NA,NA,NA,NA,NA
"1700 W NORTH AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-13T11:37:25.000","2014-08-15T11:37:25.000","SANDTOWN-WINCHESTER","14-00605290","MD","CLOSED","2014-08-14T14:15:47.000","21217",NA,NA,NA,NA,NA
"EDMONDSON AVE &N BENTALOU ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-12T22:55:50.000","2014-08-14T22:55:50.000","ROSEMONT HOMEOWNERS/TENANTS","14-00604477","MD","CLOSED","2014-08-14T11:48:30.000","21223",NA,NA,NA,NA,NA
"1522  EASTERN AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-11T00:02:55.000","2014-08-13T00:02:55.000","FELLS POINT","14-00597403","MD","CLOSED","2014-08-13T10:38:56.000","21231",NA,NA,NA,NA,NA
"W COLD SPRING LN & LINKWOOD RD","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-07T13:25:14.000","2014-08-09T13:25:14.000","LOYOLA/NOTRE DAME","14-00589186","MD","CLOSED","2014-08-07T13:46:16.000","21210",NA,NA,NA,NA,NA
"300 N HILTON ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-07T11:40:23.000","2014-08-09T11:40:23.000","ALLENDALE","14-00588521","MD","CLOSED","2014-08-08T11:25:52.000","21229",NA,NA,NA,NA,NA
"E NORTH AVE & GREENMOUNT AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-06T16:25:25.000","2014-08-08T16:25:25.000","BARCLAY","14-00586304","MD","CLOSED","2014-08-08T12:44:48.000","21202",NA,NA,NA,NA,NA
"424  HOWIL TER","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-05T11:48:23.000","2014-08-07T11:48:23.000","ROSEBANK","14-00580867","MD","CLOSED","2014-08-07T11:12:57.000","21212",NA,NA,NA,NA,NA
"ERDMAN AVE & NORTH PT RD","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-04T20:02:17.000","2014-08-06T20:02:17.000","PULASKI INDUSTRIAL AREA","14-00579974","MD","CLOSED","2014-08-07T13:16:26.000","21237",NA,NA,NA,NA,NA
"N BROADWAY & ORLEANS ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-04T13:36:23.000","2014-08-06T13:36:23.000","DUNBAR-BROADWAY","14-00578072","MD","CLOSED","2014-08-05T13:09:08.000","21287",NA,NA,NA,NA,NA
"N BROADWAY & ORLEANS ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-02T22:48:05.000","2014-08-04T22:48:05.000","DUNBAR-BROADWAY","14-00575731","MD","CLOSED","2014-08-05T15:15:36.000","21287",NA,NA,NA,NA,NA
"S FULTON AVE &W PRATT ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-02T21:02:44.000","2014-08-04T21:02:44.000","NEW SOUTHWEST/MOUNT CLARE","14-00575614","MD","CLOSED","2014-08-07T13:51:20.000","21223",NA,NA,NA,NA,NA
"FALLS RD &W 36TH ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-02T19:34:20.000","2014-08-04T19:34:20.000","HAMPDEN","14-00575523","MD","CLOSED","2014-08-07T13:31:58.000","21211",NA,NA,NA,NA,NA
"FALLS RD &W 37TH ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-02T13:05:27.000","2014-08-04T13:05:27.000","HAMPDEN","14-00574969","MD","CLOSED","2014-08-07T13:26:52.000","21211",NA,NA,NA,NA,NA
"E SARATOGA ST &N CALVERT ST","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-01T17:09:33.000","2014-08-03T17:09:33.000","DOWNTOWN","14-00573344","MD","CLOSED","2014-08-05T14:30:02.000","21202",NA,NA,NA,NA,NA
"HARFORD AVE &E NORTH AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-01T14:37:42.000","2014-08-03T14:37:42.000","OLIVER","14-00572733","MD","CLOSED","2014-08-05T14:07:05.000","21213",NA,NA,NA,NA,NA
"2437  EASTERN AVE","BALTIMORE CITY","STEELPL2","TRM-Steel Plate Complaint","2014-08-01T12:29:14.000","2014-08-03T12:29:14.000","CANTON","14-00571998","MD","CLOSED","2014-08-04T11:16:16.000","21224",NA,NA,NA,NA,NA
"1526 S CHARLES ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-25T21:07:06.000","2015-05-27T21:07:06.000","SBIC","15-00406379","MD","CLOSED","2015-05-27T15:17:29.000","21230",NA,NA,NA,NA,NA
"LOCH RAVEN BLVD & LAKESIDE AVE, BALTIMOR",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-07-29T12:36:54.000","2015-07-31T12:36:54.000","EDNOR GARDENS-LAKESIDE","15-00599157","MD","CLOSED","2015-07-30T11:06:13.000",NA,NA,NA,NA,NA,NA
"508  BLOOM ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-10T21:48:52.000","2015-06-12T21:48:52.000","DRUID HEIGHTS","15-00453396","MD","CLOSED","2015-07-24T15:06:48.000","21217",NA,NA,NA,NA,NA
"414 N CALVERT ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-26T12:06:54.000","2015-06-28T12:06:54.000","DOWNTOWN","15-00500835","MD","CLOSED","2015-07-01T11:34:40.000","21202",NA,NA,NA,NA,NA
"2400  EDMONDSON AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-15T16:16:12.000","2015-07-17T16:16:12.000","ROSEMONT HOMEOWNERS/TENANTS","15-00557436","MD","CLOSED","2015-07-16T12:18:32.000","21223",NA,NA,NA,NA,NA
"3300  EASTERN AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-30T19:55:49.000","2015-08-01T19:55:49.000","HIGHLANDTOWN","15-00604849","MD","CLOSED","2015-07-31T17:17:41.000","21224",NA,NA,NA,NA,NA
"1500 E LOMBARD ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-10T12:49:55.000","2015-05-12T12:49:55.000","WASHINGTON HILL","15-00365395","MD","CLOSED","2015-05-12T13:23:57.000","21231",NA,NA,NA,NA,NA
"100 W BALTIMORE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-22T20:05:15.000","2015-06-24T20:05:15.000","DOWNTOWN","15-00486788","MD","CLOSED","2015-06-24T10:52:35.000","21201",NA,NA,NA,NA,NA
"153 S ROBINSON ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-13T11:33:13.000","2015-07-15T11:33:13.000","BALTIMORE-LINWOOD","15-00547820","MD","CLOSED","2015-07-17T18:13:00.000","21224",NA,NA,NA,NA,NA
"875 W FAYETTE ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-08T22:05:38.000","2015-05-10T22:05:38.000","POPPLETON","15-00362280","MD","CLOSED","2015-05-12T13:18:23.000","21201",NA,NA,NA,NA,NA
"N HOWARD ST & W BALTIMORE ST, BALTIMORE,",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-22T19:59:49.000","2015-06-24T19:59:49.000","DOWNTOWN","15-00486776","MD","CLOSED","2015-06-24T10:56:02.000",NA,NA,NA,NA,NA,NA
"2500  ORLEANS ST","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-17T14:48:53.000","2015-05-19T14:48:53.000","MCELDERRY PARK","15-00386236","MD","CLOSED","2015-05-19T17:58:29.000","21224",NA,NA,NA,NA,NA
"2501  EDMONDSON AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-10T11:35:42.000","2015-07-12T11:35:42.000","ROSEMONT HOMEOWNERS/TENANTS","15-00542058","MD","CLOSED","2015-07-13T12:01:45.000","21223",NA,NA,NA,NA,NA
"PERRING PKWY & E NORTHERN PKWY, BALTIMOR","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-11T22:45:08.000","2015-06-13T22:45:08.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00456793","MD","CLOSED","2015-06-15T14:51:28.000","21239",NA,NA,NA,NA,NA
"2719 E NORTHERN PKWY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-28T21:33:15.000","2015-06-30T21:33:15.000","WESTFIELD","15-00505658","MD","CLOSED","2015-07-01T11:20:34.000","21214",NA,NA,NA,NA,NA
"2901  FOREST GLEN RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-07T10:29:26.000","2015-07-09T10:29:26.000","WEST FOREST PARK","15-00529983","MD","CLOSED","2015-07-09T11:09:44.000","21216",NA,NA,NA,NA,NA
"3507  CHESLEY AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-19T21:34:29.000","2015-06-21T21:34:29.000","WOODRING","15-00480932","MD","CLOSED","2015-06-30T11:02:20.000","21234",NA,NA,NA,NA,NA
"6037  BELAIR RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-08T22:27:23.000","2015-05-10T22:27:23.000","CEDMONT","15-00362417","MD","CLOSED","2015-05-14T19:52:20.000","21206",NA,NA,NA,NA,NA
"2719 E NORTHERN PKWY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-23T22:52:01.000","2015-06-25T22:52:01.000","WESTFIELD","15-00490999","MD","CLOSED","2015-06-25T10:54:46.000","21214",NA,NA,NA,NA,NA
"REISTERSTOWN RD & BOARMAN AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-21T21:05:17.000","2015-05-23T21:05:17.000","TOWANDA-GRANTLEY","15-00400075","MD","CLOSED","2015-05-28T13:19:49.000","21215",NA,NA,NA,NA,NA
"PERRING PKWY & E NORTHERN PKWY, BALTIMOR",NA,"STEELPL2","TRM-Steel Plate Complaint","2015-06-11T11:15:28.000","2015-06-13T11:15:28.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00453976","MD","CLOSED","2015-06-16T12:12:07.000",NA,NA,NA,NA,NA,NA
"PERRING PKWY & HILLEN RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-21T10:35:14.000","2015-05-23T10:35:14.000","MORGAN STATE UNIVERSITY","15-00397850","MD","CLOSED","2015-05-27T12:03:39.000","21239",NA,NA,NA,NA,NA
"2700 E NORTHERN PKWY","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-28T23:01:57.000","2015-06-30T23:01:57.000","NORTH HARFORD ROAD","15-00505746","MD","CLOSED","2015-06-30T10:43:39.000","21214",NA,NA,NA,NA,NA
"2328  REISTERSTOWN RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-07-02T11:21:00.000","2015-07-04T11:21:00.000","MONDAWMIN","15-00518715","MD","CLOSED","2015-07-09T12:56:26.000","21217",NA,NA,NA,NA,NA
"3441  FAIRFIELD RD","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-05-08T18:55:37.000","2015-05-10T18:55:37.000","FAIRFIELD AREA","15-00361687","MD","CLOSED","2015-06-03T11:30:17.000","21226",NA,NA,NA,NA,NA
"945 E PATAPSCO AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-15T12:47:20.000","2015-06-17T12:47:20.000","BROOKLYN","15-00463249","MD","CLOSED","2015-06-22T11:47:21.000","21225",NA,NA,NA,NA,NA
"900  BONAPARTE AVE","BALTIMORE","STEELPL2","TRM-Steel Plate Complaint","2015-06-20T00:55:52.000","2015-06-22T00:55:52.000","EAST BALTIMORE MIDWAY","15-00481170","MD","CLOSED","2015-06-23T10:55:34.000","21218",NA,NA,NA,NA,NA
