"activity","address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","updateddate","zip","outcome","lon","lat"
"Cityworks SR Comments","1400 E BELVEDERE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-29T14:50:51.000","2015-06-19T14:50:51.000","RAMBLEWOOD","15-00420339","MD","CLOSED","2015-07-13T11:28:01.000","2015-06-03T13:19:57.000","21239","UPDATED",-76.5884584,39.3598035
"Dispatch Work Crew","96 W SARATOGA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-29T21:31:22.000","2015-06-19T21:31:22.000","DOWNTOWN","15-00421930","MD","CLOSED","2015-06-22T11:36:14.000","2015-06-05T12:20:00.000","21201",NA,-76.6166506,39.2930318
"Dispatch Work Crew","4101  EASTERN AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-03T13:17:14.000","2014-11-24T13:17:14.000","CANTON INDUSTRIAL AREA","14-00826240","MD","CLOSED","2014-12-11T12:44:17.000","2014-12-11T12:42:00.000","21224",NA,-76.5621282,39.2865141
"Cityworks SR Comments","3919  FOSTER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-02T13:49:54.000","2014-12-23T13:49:54.000","BREWERS HILL","14-00902777","MD","CLOSED","2014-12-04T18:40:06.000","2014-12-02T15:13:55.000","21224","UPDATED",-76.5635439,39.2845194
"Cityworks SR Comments","1900 E 32ND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-17T21:30:54.000","2014-12-08T21:30:54.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00867556","MD","CLOSED","2015-02-06T12:32:50.000","2014-11-17T22:29:23.000","21218","UPDATED",-76.5892938,39.3273246
NA,"1300 E 33RD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-10T18:48:54.000","2014-12-01T18:48:54.000","EDNOR GARDENS-LAKESIDE","14-00849089","MD","CLOSED","2015-01-21T09:42:56.000",NA,"21218",NA,-76.597662,39.328732
"Cityworks SR Comments","LIGHT ST &E CLEMENT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-18T15:18:42.000","2014-12-09T15:18:42.000","SBIC","14-00869203","MD","CLOSED","2015-01-23T12:38:01.000","2014-11-18T16:23:50.000","21230","UPDATED",-76.6125962,39.2785869
"Dispatch Work Crew","6300  GREEN MEADOW PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-14T16:52:32.000","2015-06-04T16:52:32.000","CHESWOLDE","15-00379263","MD","CLOSED","2015-07-06T12:03:59.000","2015-05-19T11:53:00.000","21209",NA,-76.676513,39.37003
"Cityworks SR Comments","ERDMAN AVE &E 32ND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-10T12:01:19.000","2015-03-03T12:01:19.000","BELAIR-EDISON","15-00094051","MD","CLOSED","2015-04-01T11:59:57.000","2015-02-10T12:20:03.000","21213","UPDATED",-76.5621044,39.308984
"Cityworks SR Comments","LOCH RAVEN BLVD &E 36TH ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-09T09:04:07.000","2014-08-30T09:04:07.000","EDNOR GARDENS-LAKESIDE","14-00595434","MD","CLOSED","2014-08-21T12:54:30.000","2014-08-09T09:46:22.000","21218","UPDATED",-76.5859898,39.3650581
"Cityworks SR Comments","1000 E NORTHERN PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-15T11:30:12.000","2015-05-06T11:30:12.000","CHINQUAPIN PARK-BELVEDERE","15-00293452","MD","CLOSED","2015-05-28T12:54:06.000","2015-04-15T11:44:53.000","21212","UPDATED",-76.6029289,39.365033
"Cityworks SR Comments","512 E 21ST ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-28T16:35:07.000","2015-05-19T16:35:07.000","EAST BALTIMORE MIDWAY","15-00331603","MD","CLOSED","2015-05-01T18:38:58.000","2015-05-01T15:42:03.000","21218","UPDATED",-76.609048,39.31375
NA,"3902  HILTON RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-13T17:41:45.000","2014-09-03T17:41:45.000","EAST ARLINGTON","14-00607140","MD","CLOSED","2014-08-13T18:09:06.000",NA,"21215",NA,-76.6683685,39.3304073
NA,"1100  HARFORD AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-09T12:38:44.000","2015-01-30T12:38:44.000","JOHNSTON SQUARE","15-00019774","MD","CLOSED","2015-02-19T11:48:51.000",NA,"21202",NA,-76.602714,39.3031986
NA,"1600  DARLEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T18:06:21.000","2015-06-10T18:06:21.000","DARLEY PARK","15-00396382","MD","CLOSED","2015-05-21T11:27:38.000",NA,"21213",NA,-76.5960798,39.3149279
"Cityworks SR Comments","5924  NORTHWOOD DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T19:32:03.000","2015-04-14T19:32:03.000","CHINQUAPIN PARK-BELVEDERE","15-00233854","MD","CLOSED","2015-04-09T12:11:08.000","2015-03-24T21:06:10.000","21212","UPDATED",-76.5998316,39.3649603
"Dispatch Work Crew","3RD ST & CAMBRIA ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-05T14:58:08.000","2014-11-26T14:58:08.000","BROOKLYN","14-00834266","MD","CLOSED","2014-12-15T11:31:08.000","2014-11-10T11:28:00.000","21225",NA,-96.9591177,43.2576697
"Dispatch Work Crew","1505 W OLD COLD SPRING LN","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-02T12:22:23.000","2015-06-23T12:22:23.000","MEDFIELD","15-00428980","MD","CLOSED","2015-07-06T12:02:04.000","2015-06-11T11:21:00.000","21209",NA,-76.644027,39.343749
"Dispatch Work Crew","N HOWARD ST &W NORTH AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T12:22:28.000","2015-04-14T12:22:28.000","CHARLES NORTH","15-00231146","MD","CLOSED","2015-03-31T11:48:15.000","2015-03-31T11:48:00.000","21217",NA,-82.1996942,35.180609
"Cityworks SR Comments","4001  RIDGECROFT RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-23T16:12:39.000","2015-07-14T16:12:39.000","WALTHERSON","15-00489628","MD","CLOSED","2015-07-22T11:58:44.000","2015-06-24T18:50:53.000","21206","UPDATED",-76.557858,39.336874
"Cityworks SR Comments","HILLEN RD & ARGONNE DR, BALTIMORE, MD, 2",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-07-23T13:37:58.000","2015-08-13T13:37:58.000","MONTEBELLO","15-00581444","MD","O-WIP","2015-07-30T11:29:31.000","2015-07-23T13:55:48.000",NA,"UPDATED",-76.5816433,39.3595487
"Dispatch Work Crew","2948  GARRISON BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-01T08:54:09.000","2015-02-22T08:54:09.000","GARWYN OAKS","15-00072096","MD","CLOSED","2015-03-24T12:15:14.000","2015-02-03T11:25:00.000","21216",NA,-76.6789783,39.3216692
"Dispatch Work Crew","N PULASKI ST & GWYNNS FALLS PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-23T17:39:15.000","2015-01-13T17:39:15.000","MONDAWMIN","14-00953755","MD","O-WIP","2015-01-16T11:43:04.000","2014-12-29T11:18:00.000","21215",NA,-87.4437384,41.6425383
"Cityworks SR Comments","EASTERN AVE & DUNDALK AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-18T03:32:45.000","2015-02-08T03:32:45.000","PULASKI INDUSTRIAL AREA","15-00039014","MD","CLOSED","2015-01-26T03:42:35.000","2015-01-18T05:28:24.000","21224","UPDATED",-71.130511,41.68958
NA,"3900  FOSTER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-04T18:50:08.000","2014-12-25T18:50:08.000","BREWERS HILL","14-00910504","MD","CLOSED","2015-02-09T12:02:41.000",NA,"21224",NA,-76.564027,39.2848929
"Cityworks SR Comments","2101  BELAIR RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-17T11:16:06.000","2015-03-10T11:16:06.000","FOUR BY FOUR","15-00113116","MD","CLOSED","2015-04-09T12:12:16.000","2015-02-17T13:56:04.000","21213","UPDATED",-76.5799225,39.3159076
"Dispatch Work Crew","3400  AYRDALE AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-02T15:32:47.000","2014-11-23T15:32:47.000","CALLAWAY-GARRISON","14-00824193","MD","CLOSED","2014-11-05T18:16:03.000","2014-11-05T18:15:00.000","21215",NA,-76.6810594,39.3269693
NA,"5911  YORK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-26T19:05:43.000","2015-06-16T19:05:43.000","MID-GOVANS","15-00409505","MD","CLOSED","2015-07-01T12:58:39.000",NA,"21212",NA,-76.6095943,39.3638564
"Dispatch Work Crew","EDMONDSON AVE & WILDWOOD PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-27T12:06:26.000","2015-03-20T12:06:26.000","EDMONDSON VILLAGE","15-00152411","MD","CLOSED","2015-03-03T12:08:20.000","2015-03-03T12:00:00.000","21229",NA,-76.7051535,39.2908485
"Dispatch Work Crew","CANTERBURY RD & TUSCANY RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T18:46:50.000","2015-06-10T18:46:50.000","TUSCANY-CANTERBURY","15-00396553","MD","CLOSED","2015-06-05T13:27:10.000","2015-05-20T18:48:00.000","21218",NA,1.287046,51.3622492
"Cityworks SR Comments","5906  LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T12:45:46.000","2015-04-07T12:45:46.000","RAMBLEWOOD","15-00210507","MD","CLOSED","2015-03-18T13:43:51.000","2015-03-17T15:56:38.000","21239","UPDATED",-76.587339,39.363478
"Cityworks SR Comments","4700  O'DONNELL ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-19T18:13:13.000","2014-09-09T18:13:13.000","CANTON INDUSTRIAL AREA","14-00623889","MD","CLOSED","2014-09-29T13:17:50.000","2014-08-19T18:40:35.000","21224","UPDATED",-76.555912,39.2811499
"Dispatch Work Crew","EDMONDSON AVE & EVERGREEN ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-06T00:38:32.000","2014-08-27T00:38:32.000","ROSEMONT HOMEOWNERS/TENANTS","14-00584306","MD","CLOSED","2014-08-07T18:36:53.000","2014-08-07T18:35:00.000","21223",NA,-76.7051535,39.2908485
"Dispatch Work Crew","2999  KESWICK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T13:18:00.000","2015-04-07T13:18:00.000","HAMPDEN","15-00210740","MD","CLOSED","2015-03-23T15:01:58.000","2015-03-19T11:24:00.000","21211",NA,-76.6278546,39.3236181
"Dispatch Work Crew","3800  HILLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-23T18:44:28.000","2015-02-13T18:44:28.000","EDNOR GARDENS-LAKESIDE","15-00053718","MD","CLOSED","2015-01-29T11:27:38.000","2015-01-29T11:27:00.000","21218",NA,-76.5884917,39.3368815
"Dispatch Work Crew","4000  FORDLEIGH RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-09T16:29:33.000","2015-07-30T16:29:33.000","GLEN","15-00539908","MD","O-PENDNG","2015-07-24T13:54:15.000","2015-07-13T11:02:00.000","21215",NA,-76.6998731,39.3552164
"Dispatch Work Crew","606 N HILTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-18T13:07:08.000","2015-07-09T13:07:08.000","EDMONDSON VILLAGE","15-00475324","MD","CLOSED","2015-06-22T19:28:03.000","2015-06-22T11:19:00.000","21229",NA,-76.673024,39.294458
"Cityworks SR Comments","5316  READY AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-05T19:34:48.000","2014-09-26T19:34:48.000","WOODBOURNE-MCCABE","14-00671055","MD","CLOSED","2014-10-03T13:15:13.000","2014-09-05T20:08:00.000","21212","UPDATED",-76.608064,39.354291
"Dispatch Work Crew","N MONROE ST &W FRANKLIN ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-23T10:55:31.000","2014-09-13T10:55:31.000","MIDTOWN-EDMONDSON","14-00635620","MD","CLOSED","2014-10-15T12:35:35.000","2014-10-15T12:35:00.000","21223",NA,-84.3283999,30.5006278
"Dispatch Work Crew","HILTON PKWY &N HILTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-01T23:32:59.000","2015-06-22T23:32:59.000","CARROLL-SOUTH HILTON","15-00428349","MD","CLOSED","2015-06-08T19:29:11.000","2015-06-08T19:28:00.000","21229",NA,-76.6740541,39.2988867
NA,"1800 E PRESTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T14:02:37.000","2015-02-20T14:02:37.000","BROADWAY EAST","15-00069298","MD","CLOSED","2015-03-12T13:34:33.000",NA,"21213",NA,-76.5924826,39.3054542
"Cityworks SR Comments","2200  SAINT PAUL ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-25T11:16:16.000","2015-04-15T11:16:16.000","CHARLES VILLAGE","15-00234698","MD","CLOSED","2015-04-24T13:03:55.000","2015-03-25T13:43:34.000","21218","UPDATED",-76.615617,39.314577
"Cityworks SR Comments","3928  DUDLEY BALFERN","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-20T02:01:48.000","2015-02-10T02:01:48.000","BELAIR-EDISON","15-00041499","MD","CLOSED","2015-01-22T19:41:33.000","2015-01-20T02:29:45.000","21213","UPDATED",-76.6121893,39.2903848
"Dispatch Work Crew","1707  LINDEN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-06T18:44:59.000","2015-07-27T18:44:59.000","BOLTON HILL","15-00529113","MD","O-WIP","2015-07-28T18:13:00.000","2015-07-08T11:44:00.000","21217",NA,-76.628931,39.308114
"Dispatch Work Crew","227 N MONTFORD AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-01T12:36:32.000","2014-08-22T12:36:32.000","PATTERSON PLACE","14-00572035","MD","CLOSED","2014-08-22T12:37:05.000","2014-08-05T18:46:00.000","21224",NA,-76.583235,39.295132
"Dispatch Work Crew","2900  CHELSEA TER","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-21T11:11:18.000","2015-05-12T11:11:18.000","WINDSOR HILLS","15-00309747","MD","CLOSED","2015-04-24T19:41:24.000","2015-04-24T19:41:00.000","21216",NA,-76.682176,39.3202
"Dispatch Work Crew","1028 N MILTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-01T12:16:53.000","2015-05-22T12:16:53.000","BIDDLE STREET","15-00340394","MD","CLOSED","2015-06-03T11:50:28.000","2015-06-03T11:50:00.000","21205",NA,-76.5827703,39.3030672
"Dispatch Work Crew","100 E 27TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-25T11:20:22.000","2014-12-16T11:20:22.000","CHARLES VILLAGE","14-00885584","MD","CLOSED","2015-01-28T17:51:38.000","2014-11-26T11:26:00.000","21218",NA,-76.6155627,39.3207174
"Dispatch Work Crew","5700  FALLS RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T17:18:13.000","2015-04-06T17:18:13.000","SABINA-MATTFELDT","15-00207440","MD","CLOSED","2015-05-11T12:03:27.000","2015-03-17T11:00:00.000","21209",NA,-76.6474511,39.3649029
"Dispatch Work Crew","500 S PACA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-19T18:34:39.000","2015-05-10T18:34:39.000","RIDGELY'S DELIGHT","15-00306197","MD","O-WIP","2015-05-13T15:15:41.000","2015-04-21T11:27:00.000","21230",NA,-76.6234453,39.2837725
NA,"500 E 25TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-17T18:08:45.000","2015-08-07T18:08:45.000","BETTER WAVERLY","15-00565398","MD","O-WIP","2015-07-27T13:13:03.000",NA,"21218",NA,-76.6090045,39.3181547
"Cityworks SR Comments","5900  MORAVIA PARK DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-31T14:45:46.000","2015-04-21T14:45:46.000","FRANKFORD","15-00252720","MD","CLOSED","2015-04-29T12:35:31.000","2015-03-31T16:33:17.000","21206","UPDATED",-76.5468339,39.3154988
NA,"4511  YORK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-30T19:02:59.000","2015-04-20T19:02:59.000","WILSON PARK","15-00250478","MD","CLOSED","2015-03-31T19:14:16.000",NA,"21212",NA,-76.6093657,39.3437518
"Dispatch Work Crew","FREDERICK AVE & FONTHILL AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-06T16:02:56.000","2014-08-27T16:02:56.000","GWYNNS FALLS","14-00586207","MD","CLOSED","2014-08-08T19:10:38.000","2014-08-08T19:00:00.000","21223",NA,-94.8048155,39.7769802
"Cityworks SR Comments","4500  YORK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-28T15:10:21.000","2015-04-18T15:10:21.000","GUILFORD","15-00246012","MD","CLOSED","2015-04-22T11:43:29.000","2015-03-30T19:17:56.000","21212","UPDATED",-76.6098188,39.3432335
"Dispatch Work Crew","3000  MALLVIEW RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-07T15:09:11.000","2015-01-28T15:09:11.000","LAKELAND","15-00014239","MD","CLOSED","2015-02-26T16:51:03.000","2015-01-09T11:30:00.000","21230",NA,-76.64238,39.251731
"Cityworks SR Comments","2506  HALCYON AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-28T14:58:55.000","2014-10-19T14:58:55.000","LAURAVILLE","14-00730977","MD","CLOSED","2014-11-20T12:04:41.000","2014-09-28T15:43:04.000","21214","UPDATED",-76.572943,39.347873
"Dispatch Work Crew","712 S POTOMAC ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-10T19:04:51.000","2015-05-31T19:04:51.000","CANTON","15-00365743","MD","CLOSED","2015-05-13T18:53:35.000","2015-05-13T18:53:00.000","21224",NA,-76.5744434,39.2839427
NA,"WHITMAN DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-07T18:53:00.000","2015-05-28T18:53:00.000","MONTEBELLO","15-00358363","MD","CLOSED","2015-06-05T13:28:00.000",NA,"21218",NA,-76.5852156,39.333114
"Dispatch Work Crew","HOLLINS FERRY RD &W PATAPSCO AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-06T00:15:02.000","2015-03-27T00:15:02.000","LAKELAND","15-00171535","MD","O-WIP","2015-03-17T13:49:01.000","2015-03-10T11:25:00.000","21230",NA,-76.663282,39.2375785
"Cityworks SR Comments","2800  CHESLEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-23T16:24:48.000","2014-12-14T16:24:48.000","NORTH HARFORD ROAD","14-00881872","MD","CLOSED","2014-12-31T13:21:29.000","2014-11-25T11:53:10.000","21234","UPDATED",-76.553145,39.367315
NA,"1816  LAURENS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-11T14:30:26.000","2015-07-02T14:30:26.000","SANDTOWN-WINCHESTER","15-00454909","MD","CLOSED","2015-06-22T11:34:35.000",NA,"21217",NA,-76.647006,39.3032899
"Dispatch Work Crew","712 S POTOMAC ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-06T19:28:18.000","2015-05-27T19:28:18.000","CANTON","15-00355417","MD","CLOSED","2015-07-01T13:00:14.000","2015-05-13T12:29:00.000","21224",NA,-76.5744434,39.2839427
"Cityworks SR Comments","4900  O'DONNELL ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-18T16:53:16.000","2015-01-08T16:53:16.000","GREEKTOWN","14-00942788","MD","CLOSED","2014-12-22T16:19:36.000","2014-12-18T18:22:02.000","21224","UPDATED",-76.5535264,39.2810635
NA,"1819 E 32ND ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-15T18:48:23.000","2014-10-06T18:48:23.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00696420","MD","CLOSED","2014-09-23T11:39:07.000",NA,"21218",NA,-76.589891,39.32659
NA,"3520  PULASKI HWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-27T18:35:02.000","2015-04-17T18:35:02.000","ELLWOOD PARK/MONUMENT","15-00244635","MD","CLOSED","2015-04-02T12:49:49.000",NA,"21224",NA,-76.5682834,39.2962409
"Cityworks SR Comments","3735  EASTERN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-15T11:48:28.000","2015-05-06T11:48:28.000","BREWERS HILL","15-00293530","MD","CLOSED","2015-06-01T12:22:03.000","2015-04-15T12:04:42.000","21224","UPDATED",-76.565427,39.286466
"Cityworks SR Comments","4301  PULASKI HWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-16T16:16:18.000","2015-02-06T16:16:18.000","KRESSON","15-00036926","MD","CLOSED","2015-03-03T12:17:34.000","2015-01-16T16:40:20.000","21224","UPDATED",-76.5604776,39.2970705
NA,"PERRING PKWY & WOODBOURNE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-12T12:53:36.000","2015-04-02T12:53:36.000","LOCH RAVEN","15-00194068","MD","CLOSED","2015-04-21T12:32:45.000",NA,"21239",NA,-76.562038,39.374293
"Dispatch Work Crew","W LEXINGTON ST &N LIBERTY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-23T10:29:59.000","2015-06-13T10:29:59.000","DOWNTOWN","15-00403040","MD","CLOSED","2015-06-30T12:22:50.000","2015-05-27T11:27:00.000","21201",NA,-87.7034007,41.8718844
"Dispatch Work Crew","4804  BRIARCLIFT RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T23:10:38.000","2015-04-07T23:10:38.000","WEST HILLS","15-00214042","MD","CLOSED","2015-03-19T18:56:38.000","2015-03-19T18:56:00.000","21229",NA,-76.703727,39.295965
"Dispatch Work Crew","935  ASHBURTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-05T21:58:55.000","2015-01-26T21:58:55.000","MOSHER","15-00008937","MD","CLOSED","2015-03-03T12:19:40.000","2015-01-07T13:10:00.000","21216",NA,-76.66139,39.299029
"Dispatch Work Crew","REISTERSTOWN RD & GWYNNS FALLS PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-27T12:14:05.000","2015-02-17T12:14:05.000","PARKVIEW/WOODBROOK","15-00060291","MD","CLOSED","2015-03-20T06:38:35.000","2015-01-28T17:57:00.000","21215",NA,-76.7338154,39.3843237
NA,"2516  HERMOSA AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-15T12:31:38.000","2014-10-06T12:31:38.000","LAURAVILLE","14-00694374","MD","CLOSED","2014-11-06T12:23:21.000",NA,"21214",NA,-76.5711649,39.348958
"Dispatch Work Crew","ROCKSPRING RD & BRIARWOOD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-20T11:29:10.000","2014-12-11T11:29:10.000","MOUNT WASHINGTON","14-00874463","MD","CLOSED","2014-11-24T11:45:44.000","2014-11-24T11:45:00.000","21209",NA,-80.0254269,35.974587
"Cityworks SR Comments","E 33RD ST & HILLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-12T10:39:58.000","2015-06-02T10:39:58.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00369528","MD","O-WIP","2015-06-09T13:33:39.000","2015-05-12T10:51:02.000","21218","UPDATED",-97.4291472,35.6237229
"Cityworks SR Comments","900 S EAST AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-21T00:29:33.000","2015-05-12T00:29:33.000","CANTON","15-00309568","MD","CLOSED","2015-05-29T12:43:57.000","2015-04-21T14:49:50.000","21224","UPDATED",-76.571548,39.2821273
"Dispatch Work Crew","3601  COTTAGE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-06T20:34:53.000","2015-04-27T20:34:53.000","PARK CIRCLE","15-00268914","MD","CLOSED","2015-05-13T12:13:09.000","2015-04-08T12:21:00.000","21215",NA,-76.658068,39.329609
"Dispatch Work Crew","REISTERSTOWN RD & DRUID PARK DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-22T21:23:28.000","2015-05-13T21:23:28.000","PARK CIRCLE","15-00316760","MD","CLOSED","2015-04-24T12:02:08.000","2015-04-24T12:01:00.000","21215",NA,-76.7338154,39.3843237
"Dispatch Work Crew","W ROGERS AVE & PARK HEIGHTS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-15T11:02:48.000","2015-03-08T11:02:48.000","PIMLICO GOOD NEIGHBORS","15-00107616","MD","O-WIP","2015-03-02T12:39:42.000","2015-02-19T11:46:00.000","21215",NA,-76.6730012,39.3565612
"Cityworks SR Comments","1406  LOCUST ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-26T02:11:14.000","2015-05-17T02:11:14.000","CURTIS BAY","15-00325161","MD","CLOSED","2015-05-11T12:00:44.000","2015-04-27T22:05:00.000","21226","UPDATED",-76.591145,39.226888
"Dispatch Work Crew","1201 W MOUNT ROYAL AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-06T08:43:30.000","2015-01-27T08:43:30.000","MID-TOWN BELVEDERE","15-00009183","MD","CLOSED","2015-03-03T12:18:57.000","2015-01-07T13:06:00.000","21217",NA,-76.6192911,39.3078195
"Dispatch Work Crew","W NORTHERN PKWY & FALLS RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-27T12:44:30.000","2014-11-17T12:44:30.000","SABINA-MATTFELDT","14-00805864","MD","CLOSED","2014-12-15T11:35:00.000","2014-10-30T13:07:00.000","21209",NA,-76.6656161,39.3557104
"Dispatch Work Crew","GWYNNS FALLS PKWY & DENISON ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-02T13:48:00.000","2014-08-23T13:48:00.000","HANLON-LONGWOOD","14-00575035","MD","CLOSED","2014-08-14T18:26:44.000","2014-08-05T10:53:00.000","21216",NA,-76.6651752,39.3146693
"Dispatch Work Crew","2300  ERDMAN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-17T14:09:50.000","2015-03-10T14:09:50.000","MAYFIELD","15-00114396","MD","CLOSED","2015-04-13T12:04:06.000","2015-04-13T12:03:00.000","21213",NA,-76.581496,39.326994
"Dispatch Work Crew","W BALTIMORE ST &S ARLINGTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-12T18:21:34.000","2015-03-05T18:21:34.000","POPPLETON","15-00102704","MD","CLOSED","2015-03-12T13:33:29.000","2015-02-18T12:00:00.000","21223",NA,-88.1542236,41.3052771
