"activity","address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","updateddate","zip","outcome","lon","lat"
"Cityworks SR Comments","2200  CLOVILLE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-17T01:04:24.000","2015-05-08T01:04:24.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00300482","MD","CLOSED","2015-04-20T11:51:51.000","2015-04-17T01:15:39.000","21214","UPDATED",-76.5710019,39.361571
"Dispatch Work Crew","3200  REISTERSTOWN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-28T23:29:50.000","2015-07-19T23:29:50.000","LIBERTY SQUARE","15-00505769","MD","O-WIP","2015-07-02T17:38:30.000","2015-07-01T11:32:00.000","21215",NA,-76.656957,39.323804
"Cityworks SR Comments","LOCH RAVEN RD & BARTLETT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-03T16:45:30.000","2015-03-24T16:45:30.000","EAST BALTIMORE MIDWAY","15-00163503","MD","CLOSED","2015-03-13T19:07:11.000","2015-03-03T18:12:16.000","21218","UPDATED",-76.603584,39.3215719
"Dispatch Work Crew","1800  CLIFTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-27T16:20:47.000","2015-04-17T16:20:47.000","MONDAWMIN","15-00243970","MD","CLOSED","2015-03-30T18:44:33.000","2015-03-30T18:44:00.000","21217",NA,-76.647071,39.312184
NA,"2511  HERMOSA AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-11T14:57:05.000","2014-10-02T14:57:05.000","LAURAVILLE","14-00686369","MD","CLOSED","2014-09-22T18:51:01.000",NA,"21214",NA,-76.572029,39.348856
"Dispatch Work Crew","1700  EDMONDSON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-09T23:44:27.000","2015-03-30T23:44:27.000","HARLEM PARK","15-00184503","MD","CLOSED","2015-04-27T11:35:13.000","2015-03-11T11:32:00.000","21223",NA,-76.6447359,39.2954917
"Dispatch Work Crew","2600  DULANY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-05T17:21:56.000","2015-01-26T17:21:56.000","MILLHILL","15-00007933","MD","O-WIP","2015-01-16T11:41:26.000","2015-01-07T13:13:00.000","21223",NA,-76.6566926,39.2805874
"Cityworks SR Comments","HOMESTEAD ST & KIRK AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-04T16:52:49.000","2015-03-25T16:52:49.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00167153","MD","CLOSED","2015-04-01T11:57:30.000","2015-03-04T18:16:54.000","21218","UPDATED",-103.1544432,44.0768907
"Dispatch Work Crew","S MONROE ST & ANNAPOLIS RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-28T23:53:40.000","2014-12-19T23:53:40.000","WESTPORT","14-00895945","MD","CLOSED","2014-12-02T18:59:42.000","2014-12-02T18:59:00.000","21230",NA,-84.2806365,30.4199201
NA,"N CHESTER ST &E OLIVER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-22T17:05:45.000","2015-05-13T17:05:45.000","BROADWAY EAST","15-00315758","MD","CLOSED","2015-06-10T16:01:40.000",NA,"21213",NA,-81.1878355,35.2797776
"Cityworks SR Comments","5515  BOWLEYS LN","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-24T18:07:00.000","2015-07-15T18:07:00.000","FRANKFORD","15-00494327","MD","CLOSED","2015-06-26T17:41:59.000","2015-06-26T10:51:56.000","21206","UPDATED",-76.5517163,39.3191082
"Dispatch Work Crew","2000  ELGIN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-18T21:48:14.000","2014-12-09T21:48:14.000","MONDAWMIN","14-00870523","MD","CLOSED","2014-11-20T18:55:22.000","2014-11-20T18:55:00.000","21217",NA,-76.65016,39.314545
NA,"6600  WALTHER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-22T18:59:27.000","2015-02-12T18:59:27.000","ROSEMONT EAST","15-00050787","MD","CLOSED","2015-02-26T16:49:54.000",NA,"21206",NA,-76.5385367,39.3573753
"Dispatch Work Crew","SEMINOLE AVE & KEVIN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-06T14:08:29.000","2015-05-27T14:08:29.000","ROGNEL HEIGHTS","15-00353939","MD","CLOSED","2015-06-25T12:13:13.000","2015-05-11T11:38:00.000","21229",NA,-92.6912951,45.3179706
NA,"6437  HARFORD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-01T19:36:41.000","2015-07-22T19:36:41.000","WESTFIELD","15-00517784","MD","O-WIP","2015-07-08T16:29:25.000",NA,"21214",NA,-76.55329,39.3613969
"Dispatch Work Crew","N LONGWOOD ST & OLD WEST FRANKLIN ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-08T18:45:21.000","2014-12-29T18:45:21.000","PENROSE/FAYETTE STREET OUTREACH","14-00918920","MD","CLOSED","2014-12-10T16:28:34.000","2014-12-10T16:28:00.000","21223",NA,-89.0795632,42.2722619
"Cityworks SR Comments","1401 E FAYETTE ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-22T12:57:58.000","2014-10-13T12:57:58.000","WASHINGTON HILL","14-00713946","MD","CLOSED","2014-10-01T17:31:27.000","2014-09-22T13:45:22.000","21202","UPDATED",-76.5985737,39.2926321
"Dispatch Work Crew","5  BLYTHEWOOD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-02T04:12:18.000","2015-02-23T04:12:18.000","LOYOLA/NOTRE DAME","15-00072918","MD","CLOSED","2015-02-03T19:09:12.000","2015-02-03T19:00:00.000","21210",NA,-76.625491,39.347447
NA,"1020  DARLEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-19T17:57:15.000","2015-07-10T17:57:15.000","EAST BALTIMORE MIDWAY","15-00479878","MD","CLOSED","2015-07-16T12:02:26.000",NA,"21218",NA,-76.5998016,39.3169414
"Cityworks SR Comments","920 N BROADWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-16T15:24:58.000","2015-08-06T15:24:58.000","GAY STREET","15-00561245","MD","O-WIP","2015-07-27T13:13:50.000","2015-07-17T17:56:44.000","21205","UPDATED",-76.5947563,39.3010944
"Dispatch Work Crew","4208 N CHARLES ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-05T17:01:20.000","2015-07-26T17:01:20.000","TUSCANY-CANTERBURY","15-00525432","MD","CLOSED","2015-07-08T11:10:45.000","2015-07-08T11:10:00.000","21218",NA,-76.6194189,39.339469
"Dispatch Work Crew","GWYNNS FALLS PKWY &N PULASKI ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-02T17:13:35.000","2015-02-23T17:13:35.000","MONDAWMIN","15-00074774","MD","CLOSED","2015-03-19T11:33:02.000","2015-02-04T11:23:00.000","21215",NA,-76.6651752,39.3146693
"Cityworks SR Comments","1527  BATTERY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-27T16:02:47.000","2015-06-17T16:02:47.000","RIVERSIDE","15-00412742","MD","CLOSED","2015-06-30T12:14:04.000","2015-05-29T13:34:49.000","21230","UPDATED",-76.6087832,39.272051
"Dispatch Work Crew","1200 W NORTHERN PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-20T09:07:47.000","2015-02-10T09:07:47.000","SABINA-MATTFELDT","15-00041543","MD","CLOSED","2015-03-13T11:43:29.000","2015-01-22T12:28:00.000","21209",NA,-76.6462459,39.3614338
NA,"E 33RD ST & HILLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-29T19:05:33.000","2015-01-19T19:05:33.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00964214","MD","CLOSED","2015-02-26T16:52:06.000",NA,"21218",NA,-97.4291472,35.6237229
"Cityworks SR Comments","718  GRUNDY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-17T20:05:58.000","2015-02-07T20:05:58.000","BREWERS HILL","15-00038791","MD","CLOSED","2015-04-01T12:01:06.000","2015-01-17T21:43:56.000","21224","UPDATED",-76.5633933,39.2840594
"Cityworks SR Comments","3829  FOSTER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T20:07:46.000","2015-02-20T20:07:46.000","BREWERS HILL","15-00070726","MD","CLOSED","2015-02-03T12:42:39.000","2015-01-30T21:13:40.000","21224","UPDATED",-76.5642693,39.2844914
"Dispatch Work Crew","PENNSYLVANIA AVE & LAURENS ST, BALTIMORE",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-08-02T14:59:29.000","2015-08-23T14:59:29.000","UPTON","15-00609947","MD","O-WIP","2015-08-04T16:31:06.000","2015-08-04T11:45:00.000",NA,NA,-81.5936382,38.3845797
"Cityworks SR Comments","WALTHER AVE &E NORTHERN PKWY","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-10T18:35:21.000","2014-10-31T18:35:21.000","WOODRING","14-00766863","MD","CLOSED","2014-10-27T11:48:39.000","2014-10-10T19:27:41.000","21206","UPDATED",-76.5555633,39.3464895
"Dispatch Work Crew","1800  CLIFTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-18T22:29:50.000","2015-03-11T22:29:50.000","MONDAWMIN","15-00120651","MD","CLOSED","2015-04-17T13:04:46.000","2015-02-20T12:46:00.000","21217",NA,-76.647071,39.312184
"Dispatch Work Crew","5703  ROCKSPRING RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-24T16:34:35.000","2014-12-15T16:34:35.000","MOUNT WASHINGTON","14-00883981","MD","CLOSED","2014-11-26T12:21:28.000","2014-11-26T12:20:00.000","21209",NA,-76.668906,39.36155
"Dispatch Work Crew","2230  GARRISON BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T18:33:43.000","2015-04-07T18:33:43.000","MOUNT HOLLY","15-00212949","MD","O-WIP","2015-03-25T19:08:05.000","2015-03-17T18:34:00.000","21216",NA,-76.676838,39.313801
"Dispatch Work Crew","2099  ELGIN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-18T21:12:13.000","2014-12-09T21:12:13.000","MONDAWMIN","14-00870484","MD","CLOSED","2015-01-15T12:18:19.000","2014-11-20T12:01:00.000","21217",NA,-76.6515431,39.3139226
"Cityworks SR Comments","3000  GREENMOUNT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-11T08:34:45.000","2015-02-01T08:34:45.000","ABELL","15-00023271","MD","CLOSED","2015-03-12T13:36:22.000","2015-01-11T09:59:58.000","21218","UPDATED",-76.609826,39.324956
"Cityworks SR Comments","1899 E COLD SPRING LN","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-20T17:51:17.000","2015-01-10T17:51:17.000","STONEWOOD-PENTWOOD-WINSTON","14-00946948","MD","CLOSED","2014-12-23T18:55:52.000","2014-12-20T19:29:10.000","21218","UPDATED",-76.5856167,39.3457915
"Dispatch Work Crew","851 N BENTALOU ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-09-08T17:18:41.000","2014-09-29T17:18:41.000","MIDTOWN-EDMONDSON","14-00676321","MD","CLOSED","2014-09-29T13:04:04.000","2014-09-29T13:03:00.000","21216",NA,-76.6531499,39.2983821
"Cityworks SR Comments","4001  GREENWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-15T12:53:31.000","2015-05-06T12:53:31.000","GUILFORD","15-00294074","MD","CLOSED","2015-04-20T19:31:37.000","2015-04-17T13:36:10.000","21218","UPDATED",-76.6134639,39.338358
"Cityworks SR Comments","2423 E BIDDLE ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-07T12:05:40.000","2015-04-28T12:05:40.000","BIDDLE STREET","15-00269763","MD","CLOSED","2015-05-05T12:09:12.000","2015-04-07T15:31:00.000","21213","UPDATED",-76.583163,39.304546
"Dispatch Work Crew","GIBBONS AVE & MORELLO RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-23T13:02:00.000","2015-02-13T13:02:00.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00052283","MD","CLOSED","2015-03-12T13:35:20.000","2015-01-29T11:24:00.000","21214",NA,-76.562146,39.3507847
"Cityworks SR Comments","2600  CHESLEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-24T16:06:23.000","2014-12-15T16:06:23.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00883883","MD","CLOSED","2014-12-31T13:20:26.000","2014-11-24T17:18:30.000","21234","UPDATED",-76.558564,39.368616
"Dispatch Work Crew","1212  BOLTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-05T13:30:03.000","2015-02-26T13:30:03.000","BOLTON HILL","15-00083577","MD","CLOSED","2015-02-13T13:16:39.000","2015-02-13T13:13:00.000","21217",NA,-76.6235481,39.3048075
"Cityworks SR Comments","508  SAINT PAUL PL","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-13T12:18:41.000","2015-03-06T12:18:41.000","MOUNT VERNON","15-00104056","MD","CLOSED","2015-04-14T13:43:25.000","2015-02-13T14:13:38.000","21202","UPDATED",-76.6143134,39.295715
"Dispatch Work Crew","CATHEDRAL ST &W EAGER ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-28T17:50:29.000","2014-09-18T17:50:29.000","MID-TOWN BELVEDERE","14-00650468","MD","CLOSED","2014-10-01T11:38:50.000","2014-09-02T11:42:00.000","21201",NA,-83.2250776,42.3613753
"Cityworks SR Comments","1700  ENSOR ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-15T13:25:56.000","2015-04-05T13:25:56.000","GREENMOUNT CEMETERY","15-00203902","MD","CLOSED","2015-05-08T11:38:38.000","2015-03-15T16:04:56.000","21202","UPDATED",-76.6039673,39.3092474
"Dispatch Work Crew","N HOWARD ST &W MOUNT ROYAL AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-31T20:32:21.000","2015-04-21T20:32:21.000","MID-TOWN BELVEDERE","15-00254237","MD","CLOSED","2015-04-22T11:42:37.000","2015-03-31T20:32:00.000","21217",NA,-82.1996942,35.180609
"Cityworks SR Comments","KIMBLE RD & GREYSTONE RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-28T18:08:36.000","2015-02-18T18:08:36.000","EDNOR GARDENS-LAKESIDE","15-00064274","MD","CLOSED","2015-02-12T12:04:30.000","2015-01-28T20:13:13.000","21218","UPDATED",-91.8508526,37.54609
"Dispatch Work Crew","900  MYRTLE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-07T20:18:14.000","2015-04-28T20:18:14.000","HERITAGE CROSSING","15-00272283","MD","O-WIP","2015-04-10T18:25:18.000","2015-04-09T13:53:00.000","21201",NA,-76.6290719,39.295322
"Dispatch Work Crew","N DUKELAND ST & GWYNNS FALLS PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-29T21:00:26.000","2015-06-19T21:00:26.000","HANLON-LONGWOOD","15-00421898","MD","CLOSED","2015-06-16T11:08:20.000","2015-06-05T12:25:00.000","21216",NA,-76.6637391,39.30873
NA,"4300  EASTERN AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-03T12:58:38.000","2014-11-24T12:58:38.000","CANTON INDUSTRIAL AREA","14-00826097","MD","CLOSED","2015-04-29T12:37:18.000",NA,"21224",NA,-76.5616934,39.2871767
"Cityworks SR Comments","MEDFORD RD & LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-15T21:20:00.000","2015-04-05T21:20:00.000","EDNOR GARDENS-LAKESIDE","15-00204586","MD","CLOSED","2015-03-17T19:45:55.000","2015-03-15T23:53:18.000","21218","UPDATED",-84.5570649,40.2810326
"Cityworks SR Comments","1000  ALICEANNA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-31T05:38:40.000","2015-02-21T05:38:40.000","INNER HARBOR","15-00071080","MD","CLOSED","2015-02-03T18:53:34.000","2015-01-31T06:07:04.000","21202","UPDATED",-76.599805,39.283562
"Cityworks SR Comments","1021 N LUZERNE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-02T14:30:38.000","2015-03-23T14:30:38.000","BIDDLE STREET","15-00159566","MD","CLOSED","2015-03-04T11:48:16.000","2015-03-02T15:12:32.000","21205","UPDATED",-76.580918,39.30342
"Dispatch Work Crew","1236  SARGEANT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-31T16:29:17.000","2015-08-21T16:29:17.000","WASHINGTON VILLAGE","15-00607280","MD","O-WIP","2015-08-04T11:54:36.000","2015-08-04T11:54:00.000","21223",NA,-76.6351658,39.2817603
"Cityworks SR Comments","WOODALL ST &E FORT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-19T12:37:18.000","2014-12-10T12:37:18.000","RIVERSIDE","14-00871697","MD","CLOSED","2015-01-08T11:37:48.000","2014-11-19T13:09:15.000","21230","UPDATED",-84.2147015,32.5593671
"Dispatch Work Crew","529 W 29TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-03T09:57:39.000","2015-02-24T09:57:39.000","REMINGTON","15-00076021","MD","CLOSED","2015-03-17T12:04:10.000","2015-02-04T11:24:00.000","21211",NA,-76.6255659,39.3206784
"Cityworks SR Comments","922 N BROADWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-09T12:00:44.000","2015-04-30T12:00:44.000","GAY STREET","15-00276958","MD","O-WIP","2015-04-16T13:39:33.000","2015-04-09T12:18:11.000","21205","UPDATED",-76.5947594,39.3011317
"Dispatch Work Crew","523  OVERDALE RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-18T14:30:19.000","2015-06-08T14:30:19.000","TEN HILLS","15-00388637","MD","CLOSED","2015-05-21T18:53:38.000","2015-05-21T18:53:00.000","21229",NA,-76.699716,39.290498
"Cityworks SR Comments","HARFORD RD &E 30TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-16T11:47:20.000","2015-06-06T11:47:20.000","CLIFTON PARK","15-00384656","MD","CLOSED","2015-06-19T12:32:00.000","2015-05-20T12:47:50.000","21218","UPDATED",-76.4972104,39.4215075
NA,"5906  LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T18:38:07.000","2015-04-07T18:38:07.000","RAMBLEWOOD","15-00212997","MD","CLOSED","2015-05-14T11:37:21.000",NA,"21239",NA,-76.587339,39.363478
"Cityworks SR Comments","1720  FLEET ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T18:26:20.000","2015-04-06T18:26:20.000","FELLS POINT","15-00207933","MD","CLOSED","2015-03-19T19:22:48.000","2015-03-17T03:57:38.000","21231","UPDATED",-76.59249,39.284791
"Dispatch Work Crew","653 W PRATT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-13T16:37:32.000","2015-06-03T16:37:32.000","RIDGELY'S DELIGHT","15-00375476","MD","CLOSED","2015-06-16T11:05:39.000","2015-05-18T11:56:00.000","21201",NA,-76.6254568,39.2859744
"Dispatch Work Crew","482 S BENTALOU ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-12T11:43:22.000","2014-12-03T11:43:22.000","CARROLLTON RIDGE","14-00852982","MD","CLOSED","2014-11-14T18:29:14.000","2014-11-14T18:28:00.000","21223",NA,-76.652768,39.2815
"Cityworks SR Comments","32  POULTNEY ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-20T16:50:50.000","2014-09-10T16:50:50.000","FEDERAL HILL","14-00627090","MD","CLOSED","2014-09-08T11:56:34.000","2014-08-20T17:22:53.000","21230","UPDATED",-76.613222,39.277594
"Dispatch Work Crew","3414 W BELVEDERE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-15T13:46:00.000","2015-07-06T13:46:00.000","ARLINGTON","15-00463688","MD","CLOSED","2015-06-18T13:30:14.000","2015-06-17T11:34:00.000","21215",NA,-76.678757,39.347578
"Cityworks SR Comments","1201  ARGONNE DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-18T11:18:54.000","2015-02-08T11:18:54.000","ORIGINAL NORTHWOOD","15-00039123","MD","CLOSED","2015-02-04T11:37:23.000","2015-01-18T13:09:05.000","21218","UPDATED",-76.5962799,39.338888
"Cityworks SR Comments","E FORT AVE & WOODALL ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-12T14:26:58.000","2014-10-03T14:26:58.000","RIVERSIDE","14-00689653","MD","CLOSED","2014-09-30T11:46:36.000","2014-09-12T15:16:39.000","21230","UPDATED",-76.5964765,39.2699507
"Dispatch Work Crew","46  POULTNEY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-18T14:03:55.000","2015-08-08T14:03:55.000","FEDERAL HILL","15-00567102","MD","CLOSED","2015-07-20T18:33:09.000","2015-07-20T18:33:00.000","21230",NA,-76.612912,39.277758
"Cityworks SR Comments","6124  BELAIR RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-22T17:08:30.000","2014-09-12T17:08:30.000","CEDMONT","14-00633950","MD","CLOSED","2014-09-09T12:44:07.000","2014-08-22T17:26:17.000","21206","UPDATED",-76.536946,39.3495371
"Cityworks SR Comments","1300 E PATAPSCO AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-14T04:51:52.000","2015-03-07T04:51:52.000","FAIRFIELD AREA","15-00106309","MD","CLOSED","2015-03-24T12:17:18.000","2015-02-14T06:46:26.000","21225","UPDATED",-76.5923078,39.2332407
"Cityworks SR Comments","4198  RASPE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-10T23:25:24.000","2015-05-01T23:25:24.000","GLENHAM-BELFORD","15-00283309","MD","CLOSED","2015-04-21T12:31:53.000","2015-04-10T23:40:20.000","21206","UPDATED",-76.5363191,39.34981
"Cityworks SR Comments","COLVIN ST & HILLEN ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-07T21:19:03.000","2015-04-28T21:19:03.000","OLDTOWN","15-00272598","MD","O-WIP","2015-04-10T18:27:28.000","2015-04-08T00:24:44.000","21202","UPDATED",-112.9718021,36.9923078
"Dispatch Work Crew","MADISON AVE & CLOVERDALE RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-16T00:00:08.000","2015-03-09T00:00:08.000","RESERVOIR HILL","15-00109194","MD","CLOSED","2015-03-13T11:41:37.000","2015-02-19T11:43:00.000","21217",NA,-73.7720937,42.6549492
"Cityworks SR Comments","3420  MAYFIELD AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-17T13:25:19.000","2014-10-08T13:25:19.000","BELAIR-EDISON","14-00701733","MD","CLOSED","2014-09-18T19:19:00.000","2014-09-17T13:57:06.000","21213","UPDATED",-76.569394,39.319905
"Cityworks SR Comments","2200  BELAIR RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-11T14:34:17.000","2015-01-01T14:34:17.000","CLIFTON PARK","14-00926528","MD","CLOSED","2015-01-30T12:06:31.000","2014-12-11T15:42:43.000","21213","UPDATED",-76.5795137,39.3165571
"Cityworks SR Comments","2200  CLOVILLE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-28T21:50:28.000","2015-03-21T21:50:28.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00156293","MD","CLOSED","2015-04-24T13:06:39.000","2015-03-01T00:26:51.000","21214","UPDATED",-76.5710019,39.361571
"Cityworks SR Comments","PULASKI HWY &N CONKLING ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-21T16:59:59.000","2015-04-11T16:59:59.000","BALTIMORE HIGHLANDS","15-00225783","MD","CLOSED","2015-04-22T11:44:20.000","2015-03-21T18:31:13.000","21224","UPDATED",-76.1367406,39.5251386
"Dispatch Work Crew","BAY ST & KESWICK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-10T18:37:49.000","2014-12-31T18:37:49.000","HAMPDEN","14-00924469","MD","CLOSED","2015-06-12T11:17:01.000","2014-12-15T12:07:00.000","21211",NA,-81.4948815,31.144255
NA,"1320 E 33RD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-04T18:59:41.000","2014-08-25T18:59:41.000","EDNOR GARDENS-LAKESIDE","14-00579724","MD","CLOSED","2014-08-28T12:55:41.000",NA,"21218",NA,-76.595864,39.32873
NA,"2517  HERMOSA AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-15T12:43:21.000","2014-10-06T12:43:21.000","LAURAVILLE","14-00694456","MD","CLOSED","2014-11-06T12:22:33.000",NA,"21214",NA,-76.571564,39.34863
"Cityworks SR Comments","1014 E PATAPSCO AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-30T16:44:39.000","2015-05-21T16:44:39.000","FAIRFIELD AREA","15-00338494","MD","CLOSED","2015-06-10T16:00:42.000","2015-05-01T15:31:40.000","21225","UPDATED",-76.5951004,39.2343549
"Dispatch Work Crew","1300 E PATAPSCO AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-23T15:59:41.000","2014-11-13T15:59:41.000","FAIRFIELD AREA","14-00799005","MD","CLOSED","2014-10-28T11:43:23.000","2014-10-28T11:29:00.000","21225",NA,-76.5923078,39.2332407
"Dispatch Work Crew","2150  MOUNT ROYAL TER","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-21T00:57:37.000","2015-07-12T00:57:37.000","RESERVOIR HILL","15-00482917","MD","CLOSED","2015-07-21T12:19:32.000","2015-06-24T11:45:00.000","21217",NA,-76.628128,39.314251
NA,"2201  HARFORD RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-06T18:53:48.000","2014-08-27T18:53:48.000","DARLEY PARK","14-00587055","MD","CLOSED","2014-08-18T11:52:01.000",NA,"21218",NA,-76.5968976,39.315234
"Dispatch Work Crew","3601 S HANOVER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-03T19:59:24.000","2014-12-24T19:59:24.000","BROOKLYN","14-00907709","MD","CLOSED","2014-12-10T13:30:53.000","2014-12-05T11:57:00.000","21225",NA,-76.6093396,39.238296
"Cityworks SR Comments","KITMORE RD & KELWAY RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-08T18:50:53.000","2014-08-29T18:50:53.000","NEW NORTHWOOD","14-00594712","MD","CLOSED","2014-08-15T11:49:35.000","2014-08-08T19:35:31.000","21239","UPDATED",-76.5950514,39.3509356
"Cityworks SR Comments","5400  MIDWOOD AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-30T07:18:20.000","2015-07-21T07:18:20.000","CAMERON VILLAGE","15-00510965","MD","CLOSED","2015-07-23T11:51:05.000","2015-06-30T17:45:21.000","21212","UPDATED",-76.602417,39.35519
