"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"3703 N CHARLES ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-31T14:25:30.000","2015-09-19T14:25:30.000","GUILFORD","15-00606767","MD","OPEN","2015-07-31T19:00:35.000","21218",NA,NA,NA,NA,NA
"300  PRESSTMAN ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:39:19.000","2015-07-18T13:39:19.000","MADISON PARK","15-00419908","MD","CLOSED","2015-08-03T17:32:57.000","21217",NA,NA,NA,NA,NA
"800  WASHINGTON BLVD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-04-14T12:17:24.000","2015-06-03T12:17:24.000","WASHINGTON VILLAGE","15-00290238","MD","CLOSED","2015-05-12T13:10:56.000","21230",NA,NA,NA,NA,NA
"3200  AUCHENTOROLY TER","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:40:15.000","2015-07-18T13:40:15.000","PARKVIEW/WOODBROOK","15-00419914","MD","CLOSED","2015-06-17T19:27:35.000","21217","Dispatch Investigator","Insufficent location information","2015-06-17T19:27:00.000",NA,NA
"600 N COLLINGTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-30T14:05:17.000","2015-09-18T14:05:17.000","MIDDLE EAST","15-00603133","MD","OPEN","2015-07-31T18:01:24.000","21205",NA,NA,NA,NA,NA
"2334  BOSTON ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-07T16:38:25.000","2015-06-26T16:38:25.000","CANTON","15-00357815","MD","CLOSED","2015-06-04T14:15:27.000","21224","Generate Work Order","Sign erected","2015-06-04T14:15:00.000",NA,NA
"3900  PENHURST AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-08T13:54:39.000","2015-08-27T13:54:39.000","DOLFIELD","15-00534948","MD","CLOSED","2015-07-28T11:56:14.000","21215",NA,NA,NA,NA,NA
"27  YOGURT LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-04-17T12:33:45.000","2015-06-06T12:33:45.000","WASHINGTON HILL","15-00301170","MD","CLOSED","2015-07-09T15:20:38.000","21231","Generate Work Order","Sign erected","2015-07-09T15:20:00.000",NA,NA
"803 S BROADWAY","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-06T14:32:39.000","2015-08-25T14:32:39.000","FELLS POINT","15-00527948","MD","CLOSED","2015-07-27T10:57:50.000","21231","Generate Work Order","Sign erected","2015-07-27T10:57:00.000",NA,NA
"300 S EAST AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-29T18:00:36.000","2015-08-18T18:00:36.000","HIGHLANDTOWN","15-00509055","MD","CLOSED","2015-07-09T18:18:59.000","21224",NA,NA,NA,NA,NA
"100 N MONASTERY AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-22T17:14:57.000","2015-07-11T17:14:57.000","ALLENDALE","15-00402043","MD","CLOSED","2015-07-13T14:39:43.000","21229",NA,NA,NA,NA,NA
"2537  CECIL AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-31T15:41:36.000","2015-09-19T15:41:36.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00607085","MD","OPEN","2015-07-31T19:04:45.000","21218",NA,NA,NA,NA,NA
"2000  PRESTON BIDDLE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-30T17:53:06.000","2015-05-19T17:53:06.000","BROADWAY EAST","15-00250186","MD","CLOSED","2015-06-11T09:52:49.000","21213","Generate Work Order","Sign erected","2015-06-11T09:52:00.000",NA,NA
"6206  PARK HEIGHTS AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-29T14:16:41.000","2015-09-17T14:16:41.000","GLEN","15-00599810","MD","OPEN","2015-07-31T17:42:19.000","21215",NA,NA,NA,NA,NA
"2327 W NORTH AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-15T12:12:40.000","2015-09-03T12:12:40.000","COPPIN HEIGHTS/ASH-CO-EAST","15-00556350","MD","OPEN","2015-07-15T13:29:55.000","21216",NA,NA,NA,NA,NA
"2100 W LEXINGTON ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-26T11:53:20.000","2015-05-15T11:53:20.000","PENROSE/FAYETTE STREET OUTREACH","15-00238598","MD","CLOSED","2015-06-23T09:49:26.000","21223","Generate Work Order","Sign erected","2015-06-23T09:49:00.000",NA,NA
"7219  PARK HEIGHTS AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-04T18:16:10.000","2015-07-24T18:16:10.000","CROSS COUNTRY","15-00437419","MD","DUPCLOSD","2015-06-29T11:06:40.000","21208",NA,NA,NA,NA,NA
"4030  FALLS RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-31T14:06:14.000","2015-09-19T14:06:14.000","HAMPDEN","15-00606635","MD","OPEN","2015-07-31T18:58:14.000","21211",NA,NA,NA,NA,NA
"600 N BROADWAY","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-01T14:00:36.000","2015-07-21T14:00:36.000","DUNBAR-BROADWAY","15-00425947","MD","CLOSED","2015-06-11T12:31:26.000","21205","Dispatch Investigator","Insufficent location information","2015-06-11T12:31:00.000",NA,NA
"1600  PARK AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:31:18.000","2015-07-18T13:31:18.000","BOLTON HILL","15-00419861","MD","O-PENDNG","2015-07-13T14:51:58.000","21217",NA,NA,NA,NA,NA
"ELSRODE AVE & HALCYON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-15T20:36:59.000","2015-07-04T20:36:59.000","LAURAVILLE","15-00383812","MD","CLOSED","2015-07-22T09:44:43.000","21214","Generate Work Order","Sign erected","2015-07-22T09:44:00.000",NA,NA
"2011 N SMALLWOOD ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:42:06.000","2015-07-18T13:42:06.000","MONDAWMIN","15-00419922","MD","O-PENDNG","2015-07-14T12:56:42.000","21216",NA,NA,NA,NA,NA
"6100  YORK RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-27T14:16:00.000","2015-07-16T14:16:00.000","CEDARCROFT","15-00412128","MD","O-PENDNG","2015-07-14T14:44:17.000","21212",NA,NA,NA,NA,NA
"6600  HUDSON ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-08T12:52:05.000","2015-08-27T12:52:05.000","GRACELAND PARK","15-00534533","MD","OPEN","2015-07-08T12:55:45.000","21224",NA,NA,NA,NA,NA
"100 S STRICKER ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-04T17:33:58.000","2015-06-23T17:33:58.000","UNION SQUARE","15-00347530","MD","CLOSED","2015-07-09T10:04:41.000","21223","Generate Work Order","Sign erected","2015-07-09T10:04:00.000",NA,NA
"3970  FALLS RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-31T14:07:20.000","2015-09-19T14:07:20.000","HAMPDEN","15-00606639","MD","OPEN","2015-07-31T18:59:03.000","21211",NA,NA,NA,NA,NA
"MCMECHEN ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:07:12.000","2015-07-18T13:07:12.000","BOLTON HILL","15-00419703","MD","CLOSED","2015-06-15T14:13:08.000","21217",NA,NA,NA,NA,NA
"817 S BOND ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-16T19:18:44.000","2015-05-05T19:18:44.000","FELLS POINT","15-00208388","MD","CLOSED","2015-06-24T10:16:09.000","21231","Generate Work Order","Sign erected","2015-06-24T10:15:00.000",NA,NA
"2 N WOLFE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-10T12:50:27.000","2015-07-30T12:50:27.000","WASHINGTON HILL","15-00451458","MD","OPEN","2015-06-10T12:50:27.000","21231",NA,NA,NA,NA,NA
"1014 W LAFAYETTE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-11T11:36:15.000","2015-07-31T11:36:15.000","SANDTOWN-WINCHESTER","15-00454042","MD","O-PENDNG","2015-07-17T13:47:26.000","21217",NA,NA,NA,NA,NA
"2600 E CHASE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-04-07T15:32:47.000","2015-05-27T15:32:47.000","BIDDLE STREET","15-00270812","MD","CLOSED","2015-06-05T09:47:00.000","21213","Generate Work Order","Sign erected","2015-06-05T09:46:00.000",NA,NA
"800 N FULTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-07T14:58:23.000","2015-08-26T14:58:23.000","HARLEM PARK","15-00531295","MD","O-PENDNG","2015-07-07T15:02:10.000","21217",NA,NA,NA,NA,NA
"EDISON HWY & LAWNVIEW AVE, BALTIMORE, MD","bALTIMORE","SIGNFADE","TRT-Sign Faded","2015-08-04T17:44:54.000","2015-09-23T17:44:54.000","BELAIR-EDISON","15-00618044","MD","NEW","2015-08-04T17:44:54.000","21213",NA,NA,NA,NA,NA
"501 N PULASKI ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-01T11:02:08.000","2015-08-20T11:02:08.000","MIDTOWN-EDMONDSON","15-00515192","MD","O-PENDNG","2015-07-15T17:29:53.000","21223",NA,NA,NA,NA,NA
"2435  WASHINGTON BLVD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-06T18:52:53.000","2015-08-25T18:52:53.000","MORRELL PARK","15-00529143","MD","OPEN","2015-07-06T18:52:53.000","21230",NA,NA,NA,NA,NA
"5538  FORCE RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-11T21:55:26.000","2015-06-30T21:55:26.000","FRANKFORD","15-00369110","MD","CLOSED","2015-07-07T10:53:48.000","21206","Dispatch Investigator","Sign erected","2015-07-07T10:53:00.000",NA,NA
"500 N CHESTER ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-17T11:43:06.000","2015-05-06T11:43:06.000","MIDDLE EAST","15-00209928","MD","O-PENDNG","2015-05-12T16:58:27.000","21205",NA,NA,NA,NA,NA
"6301  EASTERN AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-24T11:39:08.000","2015-09-12T11:39:08.000","PULASKI INDUSTRIAL AREA","15-00584751","MD","OPEN","2015-07-28T13:45:38.000","21224",NA,NA,NA,NA,NA
"1710 W NORTH AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:48:38.000","2015-07-18T13:48:38.000","PENN NORTH","15-00419967","MD","O-PENDNG","2015-07-07T18:38:25.000","21217",NA,NA,NA,NA,NA
"1127 N FULTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-10T17:51:04.000","2015-07-30T17:51:04.000","SANDTOWN-WINCHESTER","15-00453068","MD","CLOSED","2015-08-04T09:53:46.000","21217","Generate Work Order","Sign erected","2015-08-04T09:53:00.000",NA,NA
"2530 N CHARLES ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-12T11:09:08.000","2015-08-01T11:09:08.000","CHARLES VILLAGE","15-00457083","MD","CLOSED","2015-07-02T16:11:32.000","21218",NA,NA,NA,NA,NA
"100 W COLD SPRING LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-24T11:44:56.000","2015-09-12T11:44:56.000","LOYOLA/NOTRE DAME","15-00584780","MD","OPEN","2015-07-24T11:44:56.000","21210",NA,NA,NA,NA,NA
"1400  GOUGH ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-16T17:29:30.000","2015-09-04T17:29:30.000","PERKINS HOMES","15-00561816","MD","OPEN","2015-07-17T17:03:27.000","21231",NA,NA,NA,NA,NA
"2001 E FAIRMOUNT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-13T13:08:06.000","2015-07-02T13:08:06.000","BUTCHER'S HILL","15-00374385","MD","DUPCLOSD","2015-07-08T11:52:02.000","21231",NA,NA,NA,NA,NA
"2500  ALLENDALE RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-13T18:17:40.000","2015-07-02T18:17:40.000","GARWYN OAKS","15-00375891","MD","CLOSED","2015-07-08T09:44:24.000","21216","Generate Work Order","Sign erected","2015-07-08T09:44:00.000",NA,NA
"200 S SMALLWOOD ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-16T17:47:20.000","2015-08-05T17:47:20.000","CARROLLTON RIDGE","15-00468961","MD","O-PENDNG","2015-07-16T18:58:48.000","21223",NA,NA,NA,NA,NA
"5147  PARK HEIGHTS AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-05T16:07:10.000","2015-07-25T16:07:10.000","CENTRAL PARK HEIGHTS","15-00441312","MD","CLOSED","2015-06-09T13:11:49.000","21215",NA,NA,NA,NA,NA
"1200  WICKLOW RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-23T18:16:52.000","2015-09-11T18:16:52.000","ROGNEL HEIGHTS","15-00583003","MD","OPEN","2015-07-28T13:29:00.000","21229",NA,NA,NA,NA,NA
"5504  MATTFELDT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-01T14:14:48.000","2015-06-20T14:14:48.000","SABINA-MATTFELDT","15-00340903","MD","CLOSED","2015-06-29T09:35:51.000","21209","Generate Work Order","Sign erected","2015-06-29T09:35:00.000",NA,NA
"15 S EXETER ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-30T21:54:09.000","2015-07-19T21:54:09.000","JONESTOWN","15-00423591","MD","CLOSED","2015-07-28T13:40:14.000","21202",NA,NA,NA,NA,NA
"1601 N BROADWAY","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-06T14:28:16.000","2015-08-25T14:28:16.000","BROADWAY EAST","15-00527911","MD","O-PENDNG","2015-07-20T15:01:41.000","21213",NA,NA,NA,NA,NA
"6112  OLD HARFORD RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-18T17:17:45.000","2015-05-07T17:17:45.000","CHRISTOPHER","15-00216197","MD","CLOSED","2015-07-13T09:44:07.000","21214","Generate Work Order","Sign erected","2015-07-13T09:43:00.000",NA,NA
"400 W SARATOGA ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-30T17:36:39.000","2015-05-19T17:36:39.000","DOWNTOWN","15-00250092","MD","CLOSED","2015-06-05T15:16:14.000","21201","Generate Work Order","Sign erected","2015-06-05T15:16:00.000",NA,NA
"1900  HOMEWOOD AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-04-16T17:42:38.000","2015-06-05T17:42:38.000","EAST BALTIMORE MIDWAY","15-00299356","MD","CLOSED","2015-06-23T09:40:48.000","21218","Generate Work Order","Sign erected","2015-06-23T09:40:00.000",NA,NA
"4000  EDMONDSON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-24T10:43:30.000","2015-08-13T10:43:30.000","EDMONDSON VILLAGE","15-00491384","MD","OPEN","2015-06-30T13:53:31.000","21229",NA,NA,NA,NA,NA
"4215  HECKEL AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-20T19:32:51.000","2015-09-08T19:32:51.000","ARCADIA","15-00571619","MD","CLOSED","2015-07-22T14:20:55.000","21206",NA,NA,NA,NA,NA
"3420  SENECA ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-18T12:18:45.000","2015-07-07T12:18:45.000","WOODBERRY","15-00387710","MD","OPEN","2015-05-18T12:18:45.000","21211",NA,NA,NA,NA,NA
"2001 E FAIRMOUNT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-03T12:29:29.000","2015-07-23T12:29:29.000","BUTCHER'S HILL","15-00432495","MD","O-PENDNG","2015-08-03T17:20:30.000","21231",NA,NA,NA,NA,NA
"400  RUSSELL ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-30T17:24:26.000","2015-08-19T17:24:26.000","RIDGELY'S DELIGHT","15-00513434","MD","O-PENDNG","2015-07-15T17:16:59.000","21230",NA,NA,NA,NA,NA
"900  LIGHT ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-18T17:14:31.000","2015-08-07T17:14:31.000","FEDERAL HILL","15-00476445","MD","CLOSED","2015-08-04T11:38:07.000","21230","Generate Work Order","Sign erected","2015-08-04T11:37:00.000",NA,NA
"600 N PULASKI ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-17T12:43:30.000","2015-09-05T12:43:30.000","MIDTOWN-EDMONDSON","15-00564020","MD","OPEN","2015-07-17T18:04:14.000","21217",NA,NA,NA,NA,NA
"5500 N CHARLES ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-15T11:59:19.000","2015-09-03T11:59:19.000","THE ORCHARDS","15-00556291","MD","OPEN","2015-07-15T13:31:34.000","21210",NA,NA,NA,NA,NA
"1911 N PULASKI ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:44:11.000","2015-07-18T13:44:11.000","MONDAWMIN","15-00419932","MD","O-PENDNG","2015-07-14T13:01:21.000","21217",NA,NA,NA,NA,NA
"999 E COLD SPRING LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-30T14:57:24.000","2015-09-18T14:57:24.000","WILSON PARK","15-00603601","MD","OPEN","2015-07-31T18:35:35.000","21212",NA,NA,NA,NA,NA
"2232  DRUID HILL AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-09T14:15:10.000","2015-08-28T14:15:10.000","DRUID HEIGHTS","15-00539202","MD","OPEN","2015-07-14T18:45:57.000","21217",NA,NA,NA,NA,NA
"100 N PINE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-28T23:00:02.000","2015-08-17T23:00:02.000","SETON HILL","15-00505743","MD","OPEN","2015-06-28T23:00:02.000","21201",NA,NA,NA,NA,NA
"1400 W LAFAYETTE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-11T11:41:02.000","2015-07-31T11:41:02.000","SANDTOWN-WINCHESTER","15-00454062","MD","OPEN","2015-06-11T13:27:31.000","21217",NA,NA,NA,NA,NA
"2003 E FAIRMOUNT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-27T14:28:17.000","2015-07-16T14:28:17.000","BUTCHER'S HILL","15-00412215","MD","DUPCLOSD","2015-07-08T11:52:02.000","21231",NA,NA,NA,NA,NA
"2063 N BENTALOU ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:46:22.000","2015-07-18T13:46:22.000","MONDAWMIN","15-00419946","MD","O-PENDNG","2015-07-14T13:07:07.000","21216",NA,NA,NA,NA,NA
"3900  COLCHESTER RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-30T12:39:14.000","2015-08-19T12:39:14.000","OAKLEE","15-00511893","MD","OPEN","2015-06-30T14:52:11.000","21229",NA,NA,NA,NA,NA
"916 S HANOVER ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-26T16:21:48.000","2015-08-15T16:21:48.000","SHARP-LEADENHALL","15-00502029","MD","O-PENDNG","2015-07-17T16:03:50.000","21230",NA,NA,NA,NA,NA
"1203 N FULTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-10T17:46:51.000","2015-07-30T17:46:51.000","SANDTOWN-WINCHESTER","15-00453054","MD","O-PENDNG","2015-07-13T16:18:35.000","21217",NA,NA,NA,NA,NA
"KANE ST & HUDSON ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-27T17:05:52.000","2015-07-16T17:05:52.000","GRACELAND PARK","15-00413024","MD","CLOSED","2015-06-15T17:44:07.000","21224",NA,NA,NA,NA,NA
"2536 E FAYETTE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-24T10:40:59.000","2015-08-13T10:40:59.000","MCELDERRY PARK","15-00491381","MD","CLOSED","2015-07-07T19:42:55.000","21224",NA,NA,NA,NA,NA
"4211  HECKEL AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-19T17:17:13.000","2015-08-08T17:17:13.000","ARCADIA","15-00479742","MD","O-PENDNG","2015-07-14T12:09:31.000","21206",NA,NA,NA,NA,NA
"1187 N FULTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-10T17:48:31.000","2015-07-30T17:48:31.000","SANDTOWN-WINCHESTER","15-00453057","MD","CLOSED","2015-06-24T19:06:22.000","21217","Dispatch Investigator","Insufficent location information","2015-06-24T19:06:00.000",NA,NA
"500 N MONTFORD AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-04T17:37:48.000","2015-06-23T17:37:48.000","MCELDERRY PARK","15-00347547","MD","CLOSED","2015-07-20T09:40:34.000","21205","Generate Work Order","Sign erected","2015-07-20T09:40:00.000",NA,NA
"1109  MCKEAN AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-10T18:02:06.000","2015-07-30T18:02:06.000","SANDTOWN-WINCHESTER","15-00453122","MD","O-PENDNG","2015-07-14T12:51:25.000","21217",NA,NA,NA,NA,NA
"4100  FREDERICK AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-06-16T12:30:18.000","2015-08-05T12:30:18.000","IRVINGTON","15-00467035","MD","CLOSED","2015-06-17T12:14:56.000","21229","Dispatch Investigator","Insufficent location information","2015-06-17T12:12:00.000",NA,NA
"400 E 24TH ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-08-03T17:24:40.000","2015-09-22T17:24:40.000","BARCLAY","15-00613671","MD","OPEN","2015-08-04T16:27:21.000","21218",NA,NA,NA,NA,NA
"1839  PENNSYLVANIA AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-13T14:58:36.000","2015-09-01T14:58:36.000","UPTON","15-00549326","MD","OPEN","2015-07-15T12:45:07.000","21217",NA,NA,NA,NA,NA
"WINDSOR AVE &N PAYSON ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-05-29T13:47:28.000","2015-07-18T13:47:28.000","MONDAWMIN","15-00419956","MD","CLOSED","2015-07-30T10:14:20.000","21217","Generate Work Order","Sign erected","2015-07-30T10:14:00.000",NA,NA
"1801 N BROADWAY","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-07-20T13:50:51.000","2015-09-08T13:50:51.000","BROADWAY EAST","15-00569985","MD","CLOSED","2015-07-28T17:20:06.000","21213",NA,NA,NA,NA,NA
