"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","lon","lat"
"901 W UNIVERSITY PKWY","BALTIMORE CITY","WWSTORM2","WW-Storm Manholes Repair","2014-08-26T16:56:24.000","2014-10-10T16:56:24.000","ROLAND PARK","14-00643451","MD","OPEN","2014-08-26T16:56:24.000","21210",NA,NA
