"UniqueID","StreetAddress","City","State","ZIP","i"
78,"1425 ALICEANNA ST","BALTIMORE","Maryland","21231",1
79,"1209 BERNARD DR","BALTIMORE","Maryland","21223",1
80,"E 25TH ST &N CALVERT ST","BALTIMORE","Maryland","21218",1
81,"4400 PALL MALL RD","BALTIMORE","Maryland","21215",1
82,"1800 COLE ST","BALTIMORE","Maryland","21223",1
83,"3226 ROSALIE AVE","BALTIMORE","Maryland","21234",1
84,"E NORTH AVE & SAINT PAUL ST","BALTIMORE","Maryland","21202",1
85,"3217 NOBLE ST","BALTIMORE","Maryland","21224",1
86,"1606 MARSHALL ST","BALTIMORE","Maryland","21230",1
87,"E NORTH AVE &N WOLFE ST","BALTIMORE","Maryland","21213",1
88,"6213 EASTBOURNE AVE","BALTIMORE","Maryland","21224",1
89,"N EUTAW ST","BALTIMORE","Maryland","21201",1
90,"HILLEN RD &E NORTHERN PKWY","BALTIMORE","Maryland","21239",1
91,"353 N FULTON AVE","BALTIMORE","Maryland","21223",1
92,"1831 E LOMBARD ST","BALTIMORE","Maryland","21231",1
93,"2500 QUEEN ANNE RD","BALTIMORE","Maryland","21216",1
94,"5900 HILLEN RD","BALTIMORE","Maryland","21239",1
95,"JOPLIN ST & BROWN AVE","BALTIMORE","Maryland","21224",1
96,"DANVILLE AVE & PUMPHREY ST","BALTIMORE","Maryland","21224",1
97,"1715 E 32ND ST","BALTIMORE","Maryland","21218",1
98,"1600 FLEET ST","BALTIMORE","Maryland","21231",1
99,"W LOMBARD ST &S EUTAW ST","BALTIMORE","Maryland","21201",1
100,"6208 HILLTOP AVE","BALTIMORE","Maryland","21206",1
101,"SHAMROCK AVE & GREENHILL AVE","BALTIMORE","Maryland","21206",1
102,"5500 83 N","BALTIMORE","Maryland","21209",1
103,"636 W LEXINGTON ST","BALTIMORE","Maryland","21201",1
104,"6300 OLD HARFORD RD","BALTIMORE","Maryland","21214",1
105,"MCELDERRY ST &N WOLFE ST","BALTIMORE","Maryland","21205",1
106,"3705 SEQUOIA AVE","BALTIMORE","Maryland","21215",1
107,"410 WASHBURN AVE","BALTIMORE","Maryland","21225",1
108,"3310 N CALVERT ST","BALTIMORE","Maryland","21218",1
109,"2710 RUECKERT AVE","BALTIMORE","Maryland","21214",1
110,"5200 HILLBURN AVE","BALTIMORE","Maryland","21206",1
111,"5510 EDNA AVE","BALTIMORE","Maryland","21214",1
112,"GREENSPRING AVE & CYLBURN AVE","BALTIMORE","Maryland","21215",1
113,"357 YALE AVE","BALTIMORE","Maryland","21229",1
114,"E OLIVER ST &N LAKEWOOD AVE","BALTIMORE","Maryland","21213",1
115,"3812 DELVERNE RD","BALTIMORE","Maryland","21218",1
116,"4321 N CHARLES ST","BALTIMORE","Maryland","21218",1
117,"3900 BOARMAN AVE","BALTIMORE","Maryland","21215",1
118,"3900 OVERLEA AVE","BALTIMORE","Maryland","21206",1
119,"4104 ERDMAN AVE","BALTIMORE","Maryland","21213",1
120,"4202 CHARLCOTE RD","BALTIMORE","Maryland","21218",1
121,"RAMBLEWOOD RD & WILLOWTON AVE","BALTIMORE","Maryland","21239",1
122,"5817 THE ALAMEDA","BALTIMORE","Maryland","21239",1
123,"4410 THE ALAMEDA","BALTIMORE","Maryland","21239",1
124,"921 JOH AVE","BALTIMORE","Maryland","21229",1
125,"MORAVIA RD","BALTIMORE","Maryland","21214",1
126,"E FAYETTE ST &N CONKLING ST","BALTIMORE","Maryland","21224",1
127,"210 N WASHINGTON ST","BALTIMORE","Maryland","21231",1
128,"32 S WASHINGTON ST","BALTIMORE","Maryland","21231",1
129,"600 N GRANTLEY ST","BALTIMORE","Maryland","21229",1
130,"100 N HOWARD ST","BALTIMORE","Maryland","21201",1
131,"3900 GREENMOUNT AVE","BALTIMORE","Maryland","21218",1
132,"W FRANKLIN ST","BALTIMORE","Maryland","21223",1
133,"1600 COLE ST","BALTIMORE","Maryland","21223",1
134,"THE ALAMEDA & EVESHAM AVE","BALTIMORE","Maryland","21239",1
135,"425 THORNFIELD RD","BALTIMORE","Maryland","21229",1
136,"6105 BELAIR RD","BALTIMORE","Maryland","21206",1
137,"CEDONIA AVE & ARIZONA AVE","BALTIMORE","Maryland","21206",1
138,"BELAIR RD & MARLUTH AVE","BALTIMORE","Maryland","21206",1
139,"2000 E 32ND ST","BALTIMORE","Maryland","21218",1
140,"2900 E LOMBARD ST","BALTIMORE","Maryland","21224",1
141,"EASTERN AVE & PRESIDENT ST","BALTIMORE","Maryland","21202",1
142,"500 N EDGEWOOD ST","BALTIMORE","Maryland","21229",1
143,"2413 JAMES ST","BALTIMORE","Maryland","21230",1
144,"1400 BONSAL ST","BALTIMORE","Maryland","21224",1
145,"2700 WOODVIEW RD","BALTIMORE","Maryland","21225",1
146,"1700 IMLA ST","BALTIMORE","Maryland","21224",1
147,"1816 LIGHT ST","BALTIMORE","Maryland","21230",1
148,"4219 ROLAND VIEW AVE","BALTIMORE","Maryland","21215",1
149,"6802 MCCLEAN BLVD","BALTIMORE","Maryland","21234",1
150,"2017 KELLY AVE","BALTIMORE","Maryland","21209",1
151,"1001 N PATTERSON PARK AVE","BALTIMORE","Maryland","21205",1
152,"NORTHWOOD DR & PENTRIDGE RD","BALTIMORE","Maryland","21239",1
153,"1400 GREENMOUNT AVE","BALTIMORE","Maryland","21202",1
154,"1600 E MADISON ST","BALTIMORE","Maryland","21205",1
155,"2700 E OLIVER ST","BALTIMORE","Maryland","21213",1
156,"6000 HARFORD RD","BALTIMORE","Maryland","21214",1
157,"2229 VAN DEMAN ST","BALTIMORE","Maryland","21224",1
158,"909 DRUID PARK LAKE DR","BALTIMORE","Maryland","21217",1
159,"7211 PARK HEIGHTS AVE","BALTIMORE","Maryland","21208",1
160,"918 S ROBINSON ST","BALTIMORE","Maryland","21224",1
161,"1703 LANCASTER ST","BALTIMORE","Maryland","21231",1
162,"FAIRWOOD AVE & PARKMONT AVE","BALTIMORE","Maryland","21206",1
163,"6000 THE ALAMEDA","BALTIMORE","Maryland","21239",1
164,"5800 RUSHBROOK RD","BALTIMORE","Maryland","21212",1
165,"800 LENTON AVE","BALTIMORE","Maryland","21212",1
166,"800 LENTON AVE","BALTIMORE","Maryland","21212",1
167,"83 FAYETTEEXIT","BALTIMORE","Maryland",NA,1
168,"WINANS WAY & UPLANDS PKWY","BALTIMORE","Maryland","21229",1
169,"1536 NORTHGATE RD","BALTIMORE","Maryland","21218",1
170,"520 HARWOOD AVE","BALTIMORE","Maryland","21212",1
171,"100 KANE ST","BALTIMORE","Maryland","21224",1
172,"N GREENE ST","BALTIMORE","Maryland","21201",1
173,"E NORTHERN PKWY & HARFORD RD","BALTIMORE","Maryland","21214",1
174,"1800 N SPRING ST","BALTIMORE","Maryland","21213",1
175,"3122 DILLON ST","BALTIMORE","Maryland","21224",1
176,"6300 OLD HARFORD RD","BALTIMORE","Maryland","21214",1
177,"2700 VIOLET AVE","BALTIMORE","Maryland","21215",1
178,"5000 REMMELL AVE","BALTIMORE","Maryland","21206",1
179,"117 S WASHINGTON ST","BALTIMORE","Maryland","21231",1
180,"1715 E 32ND ST","BALTIMORE","Maryland","21218",1
181,"932 SEAGULL AVE","BALTIMORE","Maryland","21225",1
182,"960 SEAGULL AVE","BALTIMORE","Maryland","21225",1
183,"603 N GRANTLEY ST","BALTIMORE","Maryland","21229",1
184,"N EUTAW ST &W SARATOGA ST","BALTIMORE","Maryland","21201",1
185,"300 E 22ND ST","BALTIMORE","Maryland","21218",1
186,"600 ROUNDVIEW RD","BALTIMORE","Maryland","21225",1
187,"2051 S HANOVER ST","BALTIMORE","Maryland","21230",1
188,"1437 W PATAPSCO AVE","BALTIMORE","Maryland","21230",1
189,"400 E 25TH ST","BALTIMORE","Maryland","21218",1
190,"0 NORTHERN PKWY E","BALTIMORE","Maryland","21206",1
191,"100 E WHEELING ST","BALTIMORE","Maryland","21230",1
192,"901 DRUID PARK LAKE DR","BALTIMORE","Maryland","21217",1
193,"1000 S HANOVER ST","BALTIMORE","Maryland","21230",1
194,"GLENOAK AVE & ROSALIE AVE","BALTIMORE","Maryland","21234",1
195,"PLAINFIELD AVE & SHAMROCK AVE","BALTIMORE","Maryland","21206",1
196,"7330 HARFORD RD","BALTIMORE","Maryland","21234",1
197,"5500 CEDONIA AVE","BALTIMORE","Maryland","21206",1
198,"1600 W FRANKLIN ST","BALTIMORE","Maryland","21223",1
199,"ROSELAWN AVE & PLYMOUTH RD","BALTIMORE","Maryland","21214",1
200,"SOMERSET ST &E BIDDLE ST","BALTIMORE","Maryland","21202",1
201,"STOKES DR","BALTIMORE","Maryland","21229",1
202,"6100 FALKIRK RD","BALTIMORE","Maryland","21239",1
203,"6100 FALKIRK RD","BALTIMORE","Maryland","21239",1
204,"517 WALKER AVE","BALTIMORE","Maryland","21212",1
205,"3500 KENYON AVE","BALTIMORE","Maryland",NA,1
206,"1932 NORTHBOURNE RD","BALTIMORE","Maryland","21239",1
207,"LYNDALE AVE & DUDLEY AVE","BALTIMORE","Maryland","21213",1
208,"4118 GLENARM AVE","BALTIMORE","Maryland","21206",1
209,"2701 WHITNEY AVE","BALTIMORE","Maryland","21215",1
210,"2700 SULGRAVE AVE","BALTIMORE","Maryland","21215",1
211,"1219 N CHESTER ST","BALTIMORE","Maryland","21213",1
212,"1200 DUNDALK AVE","BALTIMORE","Maryland","21224",1
213,"1534 JACKSON ST","BALTIMORE","Maryland","21230",1
214,"1203 SLATER RD","BALTIMORE","Maryland","21225",1
215,"300 S BRUCE ST","BALTIMORE","Maryland","21223",1
216,"3600 WOODSTOCK AVE","BALTIMORE","Maryland","21213",1
217,"RALLS AVE & VAN DEMAN ST","BALTIMORE","Maryland","21222",1
218,"3111 TYNDALE AVE","BALTIMORE","Maryland","21214",1
219,"WHITMORE AVE & WINCHESTER ST","BALTIMORE","Maryland","21216",1
220,"N WARWICK AVE &W FRANKLIN ST","BALTIMORE","Maryland","21223",1
221,"400 W UNIVERSITY PKWY","BALTIMORE","Maryland","21210",1
222,"2020 WINFORD RD","BALTIMORE","Maryland","21239",1
223,"3100 N CHARLES ST","BALTIMORE","Maryland","21211",1
224,"842 TYSON ST","BALTIMORE","Maryland","21201",1
225,"3211 ORLANDO AVE","BALTIMORE","Maryland","21234",1
226,"2826 CHRISTOPHER AVE","BALTIMORE","Maryland","21214",1
227,"6200 MOYER AVE","BALTIMORE","Maryland","21206",1
228,"2016 BURNWOOD RD","BALTIMORE","Maryland","21239",1
229,"3336 PAINE ST","BALTIMORE","Maryland","21211",1
230,"PAINE ST","BALTIMORE","Maryland","21211",1
231,"2718 E FAIRMOUNT AVE","BALTIMORE","Maryland","21224",1
232,"1512 LOCHWOOD RD","BALTIMORE","Maryland","21218",1
233,"400 S BOULDIN ST","BALTIMORE","Maryland","21224",1
234,"6000 CEDONIA AVE","BALTIMORE","Maryland","21206",1
235,"W NORTH AVE & PARK AVE","BALTIMORE","Maryland","21217",1
236,"GRANDVIEW NEWPORT &W OLD COLD SPRING LN","BALTIMORE","Maryland","21209",1
237,"1020 W 42ND ST","BALTIMORE","Maryland","21211",1
238,"1101 S HANOVER ST","BALTIMORE","Maryland","21230",1
239,"LIBERTY HEIGHTS AVE & DRUID PARK DR","BALTIMORE","Maryland","21215",1
240,"3312 NERAK RD","BALTIMORE","Maryland","21208",1
241,"2404 COLLEGE AVE","BALTIMORE","Maryland","21214",1
242,"HILLEN RD & RALWORTH RD","BALTIMORE","Maryland","21218",1
243,"TIVOLY AVE & ARGONNE DR","BALTIMORE","Maryland","21218",1
244,"2304 SOUTHERN AVE","BALTIMORE","Maryland","21214",1
245,"1700 N REGESTER ST","BALTIMORE","Maryland","21213",1
246,"1600 E 30TH ST","BALTIMORE","Maryland","21218",1
247,"3100 HAWKINS POINT RD","BALTIMORE","Maryland","21226",1
248,"4600 ANNTANA AVE","BALTIMORE","Maryland","21206",1
249,"S HANOVER ST & KENT ST","BALTIMORE","Maryland","21225",1
250,"S HANOVER ST & WASHBURN AVE","BALTIMORE","Maryland","21225",1
251,"S HANOVER ST &E PONTIAC AVE","BALTIMORE","Maryland","21225",1
252,"2001 BELAIR RD","BALTIMORE","Maryland","21213",1
253,"6600 WALTHER AVE","BALTIMORE","Maryland","21206",1
254,"6500 WALTHER AVE","BALTIMORE","Maryland","21206",1
255,"6425 WALTHER AVE","BALTIMORE","Maryland","21206",1
256,"1600 W PRATT ST","BALTIMORE","Maryland","21223",1
257,"REISTERSTOWN RD & HAYWARD AVE","BALTIMORE","Maryland","21215",1
258,"4900 FREDERICK AVE","BALTIMORE","Maryland","21229",1
259,"1800 N PORT ST","BALTIMORE","Maryland","21213",1
260,"MARYLAND AVE &W 27TH ST","BALTIMORE","Maryland","21218",1
261,"2823 E FEDERAL ST","BALTIMORE","Maryland","21213",1
262,"601 E FAYETTE ST","BALTIMORE","Maryland","21202",1
263,"PURNELL DR &W FOREST PARK AVE","GWYNN OAK","Maryland","21207",1
264,"1038 S HANOVER ST","BALTIMORE","Maryland","21230",1
265,"6615 PARK HEIGHTS AVE","BALTIMORE","Maryland","21215",1
266,"2900 BOSTON ST","BALTIMORE","Maryland","21224",1
267,"5200 EDMONDSON AVE","BALTIMORE","Maryland","21229",1
268,"6698 PIONEER DR","BALTIMORE","Maryland","21214",1
269,"600 S ANN ST","BALTIMORE","Maryland","21231",1
270,"7706 VICTORY AVE","BALTIMORE","Maryland","21234",1
271,"W OSTEND ST & WARNER ST","BALTIMORE","Maryland","21230",1
272,"W OSTEND ST & RACE ST","BALTIMORE","Maryland","21230",1
273,"2600 AILSA AVE","BALTIMORE","Maryland","21214",1
274,"1600 E NORTH AVE","BALTIMORE","Maryland","21213",1
275,"401 S DEAN ST","BALTIMORE","Maryland","21224",1
276,"1549 ABBOTSTON ST","BALTIMORE","Maryland","21218",1
277,"2701 KENNEDY AVE","BALTIMORE","Maryland","21218",1
278,"400 S BOULDIN ST","BALTIMORE","Maryland","21224",1
279,"1001 FLEET ST","BALTIMORE","Maryland","21202",1
280,"BOSTON ST &S MONTFORD AVE","BALTIMORE","Maryland","21224",1
281,"5003 HOLABIRD AVE","BALTIMORE","Maryland","21224",1
282,"2823 E FEDERAL ST","BALTIMORE","Maryland","21213",1
283,"3900 WILKENS AVE","BALTIMORE","Maryland","21229",1
284,"4000 WILKENS AVE","BALTIMORE","Maryland","21229",1
285,"2300 N HILTON ST","BALTIMORE","Maryland","21216",1
286,"400 E PRESTON ST","BALTIMORE","Maryland","21202",1
287,"W PRESTON ST","BALTIMORE","Maryland","21201",1
288,"1106 EDWIGHT CT","BALTIMORE","Maryland","21225",1
289,"5103 EDMONDSON AVE","BALTIMORE","Maryland","21229",1
290,"300 FOLCROFT ST","BALTIMORE","Maryland","21224",1
291,"1715 E 32ND ST","BALTIMORE","Maryland","21218",1
292,"100 S GILMOR ST","BALTIMORE","Maryland","21223",1
293,"3510 SOUTHERN AVE","BALTIMORE","Maryland","21214",1
294,"3721 HILLSDALE RD","BALTIMORE","Maryland","21207",1
295,"1600 W NORTH AVE","BALTIMORE","Maryland","21217",1
296,"100 E PLEASANT ST","BALTIMORE","Maryland","21202",1
297,"16 E 23RD ST","BALTIMORE","Maryland","21218",1
298,"3300 ELDORADO AVE","BALTIMORE","Maryland","21207",1
299,"1821 S CHARLES ST","BALTIMORE","Maryland","21230",1
300,"2352 WILKENS AVE","BALTIMORE","Maryland","21223",1
301,"PONCA ST & O'DONNELL ST","BALTIMORE","Maryland","21224",1
302,"3900 BROOKLYN AVE","BALTIMORE","Maryland","21225",1
303,"4800 BOWLAND AVE","BALTIMORE","Maryland","21206",1
304,"2515 BOSTON ST","BALTIMORE","Maryland","21224",1
305,"3000 TEMPLE GATE","BALTIMORE","Maryland","21209",1
306,"2200 FLEETWOOD AVE","BALTIMORE","Maryland","21214",1
307,"2100 FLEETWOOD AVE","BALTIMORE","Maryland","21214",1
308,"1014 E 36TH ST","BALTIMORE","Maryland","21218",1
309,"3061 FREDERICK AVE","BALTIMORE","Maryland","21223",1
310,"3300 MERTENS ST","BALTIMORE","Maryland","21224",1
311,"3200 ECHODALE AVE","BALTIMORE","Maryland","21214",1
312,"5000 EDMONDSON AVE","BALTIMORE","Maryland","21229",1
313,"N ROSE ST &E BALTIMORE ST","BALTIMORE","Maryland","21224",1
314,"5510 THE ALAMEDA","BALTIMORE","Maryland","21239",1
315,"6300 PARK HEIGHTS AVE","BALTIMORE","Maryland","21215",1
316,"800 SEAGULL AVE","BALTIMORE","Maryland","21225",1
317,"2829 WASHINGTON BLVD","BALTIMORE","Maryland","21230",1
318,"WICOMICO ST & BUSH ST","BALTIMORE","Maryland","21230",1
319,"WICOMICO ST & BAYARD ST","BALTIMORE","Maryland","21230",1
320,"WICOMICO ST &W OSTEND ST","BALTIMORE","Maryland","21230",1
321,"4200 NADINE DR","ARLINGTON","Maryland","21215",1
322,"4200 LABYRINTH RD","BALTIMORE","Maryland","21215",1
323,"5600 PENNINGTON AVE","BALTIMORE","Maryland","21226",1
324,"MOUNT PLEASANT AVE &S FAGLEY ST","BALTIMORE","Maryland","21224",1
325,"2000 WINFORD RD","BALTIMORE","Maryland","21239",1
326,"2017 KELLY AVE","BALTIMORE","Maryland","21209",1
327,"1111 MONROE CIR","BALTIMORE","Maryland","21225",1
328,"2300 SAINT PAUL ST","BALTIMORE","Maryland","21218",1
329,"5500 PEERLESS AVE","BALTIMORE","Maryland","21207",1
330,"PALMER AVE & SPAULDING AVE","BALTIMORE","Maryland","21215",1
331,"4012 RIDGECROFT RD","BALTIMORE","Maryland","21206",1
332,"2614 ANNAPOLIS RD","BALTIMORE","Maryland","21230",1
333,"5535 HARFORD RD","BALTIMORE","Maryland","21214",1
334,"2700 BEECHLAND AVE","BALTIMORE","Maryland","21214",1
335,"5900 GLEN FALLS AVE","BALTIMORE","Maryland","21206",1
336,"3113 O'DONNELL ST","BALTIMORE","Maryland","21224",1
337,"100 N LINWOOD AVE","BALTIMORE","Maryland","21224",1
338,"LOCH RAVEN BLVD &E NORTHERN PKWY","BALTIMORE","Maryland","21239",1
339,"31 LIGHT ST","BALTIMORE","Maryland","21202",1
340,"37 S WASHINGTON ST","BALTIMORE","Maryland","21231",1
341,"2000 N WOLFE ST","BALTIMORE","Maryland","21213",1
342,"5923 KAVON AVE","BALTIMORE","Maryland","21206",1
343,"250 W PRATT ST","BALTIMORE","Maryland","21201",1
344,"208 SAINT DUNSTANS RD","BALTIMORE","Maryland","21212",1
345,"THE ALAMEDA & NORTHWOOD DR","BALTIMORE","Maryland","21212",1
346,"2300 GABLE AVE","HALETHORPE","Maryland","21227",1
347,"BROENING HWY & BESSEMER AVE","BALTIMORE","Maryland","21224",1
348,"1452 BROENING HWY","BALTIMORE","Maryland","21224",1
349,"2152 W PATAPSCO AVE","BALTIMORE","Maryland","21230",1
350,"421 N HOWARD ST","BALTIMORE","Maryland","21201",1
351,"3908 FAIRHAVEN AVE","BALTIMORE","Maryland","21226",1
352,"HUDSON ST &S MILTON AVE","BALTIMORE","Maryland","21224",1
353,"3401 EASTERN AVE","BALTIMORE","Maryland","21224",1
354,"2800 N CALVERT ST","BALTIMORE","Maryland","21218",1
355,"2551 GREENMOUNT AVE","BALTIMORE","Maryland","21218",1
356,"2000 N CALVERT ST","BALTIMORE","Maryland","21218",1
357,"1700 N CALVERT ST","BALTIMORE","Maryland","21202",1
358,"5401 WALTHER AVE","BALTIMORE","Maryland","21214",1
359,"6411 FORT SMALLWOOD RD","BALTIMORE","Maryland","21226",1
360,"6301 EFFICIENCY WAY","BALTIMORE","Maryland","21226",1
361,"4600 HILLEN RD","BALTIMORE","Maryland","21218",1
362,"500 E 39TH ST","BALTIMORE","Maryland","21218",1
363,"HAVENWOOD RD & LOCH RAVEN BLVD","BALTIMORE","Maryland","21218",1
364,"2713 BEECHLAND AVE","BALTIMORE","Maryland","21214",1
365,"2700 BEECHLAND AVE","BALTIMORE","Maryland","21214",1
366,"1120 E BALTIMORE ST","BALTIMORE","Maryland","21202",1
367,"S HIGHLAND AVE & EASTERN AVE","BALTIMORE","Maryland","21224",1
368,"EASTERN AVE &S HIGHLAND AVE","BALTIMORE","Maryland","21224",1
369,"206 TAPLOW RD","BALTIMORE","Maryland","21212",1
370,"798 E 33RD ST","BALTIMORE","Maryland","21218",1
371,"W FOREST PARK AVE & PURNELL DR","BALTIMORE","Maryland","21207",1
372,"1100 DESOTO RD","BALTIMORE","Maryland","21223",1
373,"3217 BAYONNE AVE","BALTIMORE","Maryland","21214",1
374,"WILHELM ST &S SMALLWOOD ST","BALTIMORE","Maryland","21223",1
375,"3500 DUDLEY AVE","BALTIMORE","Maryland","21213",1
376,"4443 BELAIR RD","BALTIMORE","Maryland","21206",1
377,"5705 MORAVIA RD","BALTIMORE","Maryland","21206",1
378,"4009 E NORTHERN PKWY","BALTIMORE","Maryland","21206",1
379,"2906 E NORTHERN PKWY","BALTIMORE","Maryland","21214",1
380,"2500 E NORTHERN PKWY","BALTIMORE","Maryland","21214",1
381,"2904 E NORTHERN PKWY","BALTIMORE","Maryland","21214",1
382,"2200 E NORTHERN PKWY","BALTIMORE","Maryland","21214",1
383,"700 E NORTHERN PKWY","BALTIMORE","Maryland","21212",1
384,"6213 EASTBOURNE AVE","BALTIMORE","Maryland","21224",1
385,"3204 HOLLINS FERRY RD","BALTIMORE","Maryland","21230",1
386,"1700 E 32ND ST","BALTIMORE","Maryland","21218",1
387,"2048 E BELVEDERE AVE","BALTIMORE","Maryland","21239",1
388,"3410 BELAIR RD","BALTIMORE","Maryland","21213",1
389,"SHAMROCK AVE & GREENHILL AVE","BALTIMORE","Maryland","21206",1
390,"3132 GUILFORD AVE","BALTIMORE","Maryland","21218",1
391,"600 E 38TH ST","BALTIMORE","Maryland","21218",1
392,"1945 GRIFFIS AVE","BALTIMORE","Maryland","21230",1
393,"3505 GLENMORE AVE","BALTIMORE","Maryland","21206",1
394,"2300 W PATAPSCO AVE","BALTIMORE","Maryland","21230",1
395,"1210 WILDWOOD PKWY","BALTIMORE","Maryland","21229",1
396,"19 S CONKLING ST","BALTIMORE","Maryland","21224",1
397,"507 BALTIC AVE","BALTIMORE","Maryland","21225",1
