"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"WINDSOR MILL RD & GWYNNS FALLS PKWY","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-21T10:46:12.000","2014-08-22T10:46:12.000","WINDSOR HILLS","14-00628693","MD","CLOSED","2014-08-28T14:50:04.000","21216","Dispatch Work Crew","Removed broken branch","2014-08-28T14:49:00.000",-72.3750834,43.5193237
"MAYBERRY AVE & BROOK AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-20T20:15:36.000","2014-08-21T20:15:36.000","ROSEMONT EAST","14-00627888","MD","CLOSED","2014-08-21T18:11:05.000","21206","Dispatch Work Crew","Removed broken branch","2014-08-21T18:00:00.000",-116.9254144,33.7405136
"1523  SHERWOOD AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-19T17:41:46.000","2014-08-20T17:41:46.000","LOCH RAVEN","14-00623742","MD","CLOSED","2014-08-26T13:09:57.000","21239","Dispatch Work Crew","Removed broken branch","2014-08-26T13:00:00.000",-76.5854222,39.3626673
"3608  EDGEWOOD RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-18T12:34:50.000","2014-08-19T12:34:50.000","ASHBURTON","14-00618390","MD","CLOSED","2014-08-28T13:48:04.000","21215","Dispatch Work Crew","Removed broken branch","2014-08-28T13:41:00.000",-76.673194,39.328685
"2307  SIDNEY AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-18T12:25:40.000","2014-08-19T12:25:40.000","WESTPORT","14-00618293","MD","CLOSED","2014-08-28T14:48:24.000","21230","Dispatch Work Crew","Removed broken branch","2014-08-28T14:47:00.000",-76.633033,39.262466
"205 S TREMONT RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-17T18:36:18.000","2014-08-18T18:36:18.000","TREMONT","14-00617275","MD","CLOSED","2014-08-19T11:16:15.000","21229","Dispatch Work Crew","Removed broken branch","2014-08-19T11:15:00.000",-76.6946318,39.2819445
"1724 E 30TH ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-17T15:51:30.000","2014-08-18T15:51:30.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00617026","MD","CLOSED","2014-08-28T15:07:55.000","21218","Dispatch Work Crew","Removed broken branch","2014-08-28T15:07:00.000",-76.5912339,39.3255274
"4100  ELDERON AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-15T20:13:57.000","2014-08-16T20:13:57.000","WEST ARLINGTON","14-00614902","MD","CLOSED","2014-08-26T12:38:39.000","21215","Dispatch Work Crew","No Cause For Action","2014-08-26T12:38:00.000",-76.6872269,39.341964
"4402  KESWICK RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-14T13:18:54.000","2014-08-15T13:18:54.000","KESWICK","14-00609513","MD","CLOSED","2014-08-15T10:14:20.000","21210","Dispatch Inspector","Duplicate request","2014-08-15T10:13:00.000",-76.630088,39.344026
"1406 N POTOMAC ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-13T11:41:10.000","2014-08-14T11:41:10.000","BEREA","14-00605302","MD","CLOSED","2014-08-13T14:53:01.000","21213","Dispatch Inspector","Duplicate request","2014-08-13T14:52:00.000",-76.57605,39.307436
"1400  RIVERSIDE AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-12T18:25:44.000","2014-08-13T18:25:44.000","RIVERSIDE","14-00603601","MD","CLOSED","2014-08-13T10:07:41.000","21230","Dispatch Inspector","Duplicate request","2014-08-13T10:07:00.000",-76.6088246,39.2740359
"3720  CLARENELL RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-12T17:27:22.000","2014-08-13T17:27:22.000","VIOLETVILLE","14-00603272","MD","CLOSED","2014-08-18T12:06:32.000","21229","Dispatch Work Crew","Removed broken branch","2014-08-18T12:06:00.000",-76.678323,39.26483
"2602  AISQUITH ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-10T21:01:17.000","2014-08-11T21:01:17.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00597265","MD","CLOSED","2014-08-14T11:31:59.000","21218","Dispatch Work Crew","Removed broken branch","2014-08-14T11:30:00.000",-76.5966927,39.3191768
"2207 E LOMBARD ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-08T16:44:32.000","2014-08-09T16:44:32.000","BUTCHER'S HILL","14-00594137","MD","CLOSED","2014-08-14T11:30:06.000","21231","Dispatch Work Crew","Removed broken branch","2014-08-14T11:29:00.000",-76.5858098,39.2904383
"1512  HENRY ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-07T12:46:07.000","2014-08-08T12:46:07.000","RIVERSIDE","14-00588891","MD","CLOSED","2014-08-26T11:42:52.000","21230","Dispatch Work Crew","Removed broken branch","2014-08-26T11:42:00.000",-76.607714,39.272271
"FALLS RD & CROSS KEYS RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-06T20:45:38.000","2014-08-07T20:45:38.000","CROSS KEYS","14-00587438","MD","CLOSED","2014-08-26T11:41:35.000","21210","Dispatch Work Crew","Removed broken branch","2014-08-26T11:41:00.000",-76.7121307,39.5052964
"3927  BROOKLYN AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-05T22:29:45.000","2014-08-06T22:29:45.000","BROOKLYN","14-00584087","MD","CLOSED","2014-12-19T12:44:37.000","21225","Dispatch Work Crew","No Cause For Action","2014-12-19T12:43:00.000",-76.602096,39.231855
"5823  FAIRWOOD AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T20:49:15.000","2014-08-05T20:49:15.000","GLENHAM-BELFORD","14-00580116","MD","CLOSED","2014-12-19T12:32:10.000","21206","Dispatch Work Crew","Broken branch needs to be removed","2014-12-19T12:31:00.000",-76.5444009,39.346126
"2314  WHITTIER AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T17:31:20.000","2014-08-05T17:31:20.000","PARKVIEW/WOODBROOK","14-00579307","MD","CLOSED","2014-08-14T11:03:17.000","21217","Dispatch Work Crew","Removed broken branch","2014-08-14T11:02:00.000",-76.647748,39.316783
"CLARKS LN & CROSS COUNTRY BLVD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T16:40:51.000","2014-08-05T16:40:51.000","CROSS COUNTRY","14-00579063","MD","CLOSED","2014-08-05T17:48:02.000","21215","Dispatch Work Crew","Removed broken branch","2014-08-05T17:47:00.000",-76.6974173,39.36463
"2307  SIDNEY AVE","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T16:29:09.000","2014-08-05T16:29:09.000","WESTPORT","14-00579007","MD","CLOSED","2014-08-14T11:49:44.000","21230","Dispatch Work Crew","Removed broken branch","2014-08-14T11:49:00.000",-76.633033,39.262466
"202  CEDARCROFT RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T14:25:34.000","2014-08-05T14:25:34.000","CEDARCROFT","14-00578423","MD","CLOSED","2014-08-07T11:26:42.000","21212","Dispatch Work Crew","Removed broken branch","2014-08-07T11:26:00.000",-76.617588,39.3695329
"GREEN MEADOW PKWY & PIMLICO RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-04T14:04:50.000","2014-08-05T14:04:50.000","CHESWOLDE","14-00578281","MD","CLOSED","2014-08-14T11:12:57.000","21209","Dispatch Work Crew","No Cause For Action","2014-08-14T11:11:00.000",-76.6751534,39.3698733
"2210 W FAYETTE ST","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-03T03:58:49.000","2014-08-04T03:58:49.000","PENROSE/FAYETTE STREET OUTREACH","14-00575858","MD","CLOSED","2014-08-19T12:02:24.000","21223","Dispatch Work Crew","Removed broken branch","2014-08-19T12:02:00.000",-76.6519431,39.2894719
"415  RADNOR RD","BALTIMORE CITY","FOBRBRIT","Forestry Broken Branch in Tree","2014-08-02T16:08:11.000","2014-08-03T16:08:11.000","RADNOR-WINSTON","14-00575206","MD","CLOSED","2014-08-26T18:43:29.000","21212","Dispatch Inspector","No Cause For Action","2014-08-26T18:42:00.000",-76.610404,39.347891
"3752  BEECH AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-10T17:33:07.000","2015-07-11T17:33:07.000","WYMAN PARK","15-00543710","MD","CLOSED","2015-07-14T12:30:31.000","21211","Dispatch Work Crew","Removed broken branch","2015-07-14T12:30:00.000",-76.6272369,39.334301
"6700  PARK HEIGHTS AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-27T12:06:56.000","2015-07-28T12:06:56.000","FALLSTAFF","15-00592201","MD","CLOSED","2015-07-30T17:50:41.000","21215","Dispatch Work Crew","Removed broken branch","2015-07-30T17:50:00.000",-76.7002739,39.362277
"3039  CHESTERFIELD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-24T17:35:28.000","2015-06-25T17:35:28.000","BELAIR-EDISON","15-00494206","MD","CLOSED","2015-06-29T12:15:43.000","21213","Dispatch Work Crew","Removed broken branch","2015-06-29T12:14:00.000",-76.56873,39.3237809
"W MOUNT ROYAL AVE &W LAFAYETTE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-01T14:46:54.000","2015-06-02T14:46:54.000","BOLTON HILL","15-00426329","MD","CLOSED","2015-06-03T16:16:51.000","21217","Dispatch Work Crew","No Cause For Action","2015-06-03T16:16:00.000",-76.6238427,39.3101519
"807 E LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-10T12:58:25.000","2015-06-11T12:58:25.000","CHINQUAPIN PARK-BELVEDERE","15-00451518","MD","CLOSED","2015-06-24T12:47:37.000","21212","Dispatch Work Crew","Removed broken branch","2015-06-24T12:44:00.000",-76.60464,39.366642
"3001  OAK HILL AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-11T11:40:48.000","2015-07-12T11:40:48.000","HOWARD PARK","15-00545298","MD","CLOSED","2015-07-14T12:47:12.000","21207","Dispatch Work Crew","Duplicate request","2015-07-14T12:46:00.000",-76.7032739,39.32662
"807 E LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-24T16:59:53.000","2015-06-25T16:59:53.000","CHINQUAPIN PARK-BELVEDERE","15-00493926","MD","CLOSED","2015-06-26T12:34:06.000","21212","Dispatch Work Crew","Removed broken branch","2015-06-26T12:33:00.000",-76.60464,39.366642
"3521  PELHAM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-13T19:13:54.000","2015-07-14T19:13:54.000","BELAIR-EDISON","15-00550604","MD","CLOSED","2015-07-30T17:47:48.000","21213","Dispatch Work Crew","Removed broken branch","2015-07-30T17:47:00.000",-76.565439,39.320388
"3508  GRANTLEY RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-15T17:13:59.000","2015-07-16T17:13:59.000","ASHBURTON","15-00557710","MD","CLOSED","2015-07-17T15:39:34.000","21215","Dispatch Work Crew","Removed broken branch","2015-07-17T15:39:00.000",-76.675529,39.32836
"W OSTEND ST & W HAMBURG ST, BALTIMORE, M","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-30T20:12:06.000","2015-07-01T20:12:06.000","CARROLL - CAMDEN INDUSTRIAL AREA","15-00514059","MD","CLOSED","2015-07-13T13:38:07.000","21230","Dispatch Work Crew","No Cause For Action","2015-07-13T13:37:00.000",-76.6260897,39.2769399
"10 E LANVALE ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-21T21:10:53.000","2015-05-22T21:10:53.000","CHARLES NORTH","15-00400084","MD","CLOSED","2015-05-26T17:41:02.000","21202","Dispatch Work Crew","Removed broken branch","2015-05-26T17:40:00.000",-76.6158734,39.3087747
"2702  OAKLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-13T12:30:23.000","2015-05-14T12:30:23.000","CYLBURN","15-00374173","MD","CLOSED","2015-05-14T12:10:47.000","21215","Dispatch Work Crew","No Cause For Action","2015-05-14T12:10:00.000",-76.663435,39.349187
"2111  EASTERN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-20T14:51:10.000","2015-05-21T14:51:10.000","CANTON","15-00395524","MD","CLOSED","2015-05-26T17:36:46.000","21231","Dispatch Work Crew","Duplicate request","2015-05-26T17:36:00.000",-76.586418,39.285693
"3300  WESTERWALD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-23T14:33:56.000","2015-07-24T14:33:56.000","WAVERLY","15-00581858","MD","CLOSED","2015-07-30T17:46:59.000","21218","Dispatch Work Crew","Removed broken branch","2015-07-30T17:46:00.000",-76.60529,39.328888
"3912  BROOKLYN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-26T13:08:33.000","2015-06-27T13:08:33.000","BROOKLYN","15-00501114","MD","OPEN","2015-06-26T16:25:31.000","21225","Dispatch Inspector","Broken branch needs to be removed","2015-06-30T12:16:00.000",-76.6026927,39.2321409
"320 E 21ST ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-18T13:34:01.000","2015-05-19T13:34:01.000","BARCLAY","15-00388318","MD","CLOSED","2015-05-22T17:37:44.000","21218","Dispatch Work Crew","Removed broken branch","2015-05-22T17:35:00.000",-76.61194,39.313621
"1230  COCHRAN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-16T15:25:18.000","2015-06-17T15:25:18.000","WOODBOURNE HEIGHTS","15-00468252","MD","CLOSED","2015-07-21T16:55:21.000","21239",NA,NA,NA,-76.594233,39.35668
"333  WASHBURN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-18T15:58:42.000","2015-06-19T15:58:42.000","BROOKLYN","15-00476145","MD","OPEN","2015-06-19T10:14:28.000","21225","Dispatch Inspector","Broken branch needs to be removed","2015-07-29T13:17:00.000",-76.607089,39.235052
"4319 N CHARLES ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-27T17:39:24.000","2015-07-28T17:39:24.000","GUILFORD","15-00593961","MD","CLOSED","2015-07-30T17:46:31.000","21218","Dispatch Work Crew","Removed broken branch","2015-07-30T17:46:00.000",-76.621021,39.341501
"3821 W PATAPSCO AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-28T16:35:54.000","2015-07-29T16:35:54.000","VIOLETVILLE","15-00597137","MD","OPEN","2015-07-29T10:05:24.000","21229",NA,NA,NA,-76.678145,39.26377
"4800  EDMONDSON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-15T14:34:33.000","2015-06-16T14:34:33.000","HUNTING RIDGE","15-00463958","MD","CLOSED","2015-06-17T16:54:57.000","21229","Dispatch Work Crew","Removed broken branch","2015-06-17T16:54:00.000",-76.700868,39.2929559
"1247  WALKER AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-14T16:18:02.000","2015-07-15T16:18:02.000","IDLEWOOD","15-00553863","MD","OPEN","2015-07-14T16:52:05.000","21239",NA,NA,NA,-76.592156,39.370844
"135 NORTH BEND RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-01T20:27:11.000","2015-07-02T20:27:11.000","WESTGATE","15-00517927","MD","OPEN","2015-07-02T09:49:23.000","21229",NA,NA,NA,-76.704848,39.282194
"6234  LAURELTON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-24T17:57:43.000","2015-06-25T17:57:43.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00494291","MD","CLOSED","2015-06-26T12:39:36.000","21214","Dispatch Work Crew","Removed broken branch","2015-06-26T12:39:00.000",-76.565461,39.362604
"1123 W HAMBURG ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-08T20:39:19.000","2015-06-09T20:39:19.000","WASHINGTON VILLAGE","15-00446244","MD","CLOSED","2015-07-30T18:20:01.000","21230","Dispatch Work Crew","Removed broken branch","2015-07-30T18:19:00.000",-76.629949,39.279946
"4064  EDGEWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-05T12:50:42.000","2015-06-06T12:50:42.000","EAST ARLINGTON","15-00440479","MD","CLOSED","2015-06-11T15:16:26.000","21215","Dispatch Work Crew","Removed broken branch","2015-06-11T15:16:00.000",-76.667355,39.3335409
"5452  NARCISSUS AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-08T19:13:58.000","2015-06-09T19:13:58.000","ARLINGTON","15-00445867","MD","CLOSED","2015-07-17T15:37:16.000","21215","Dispatch Work Crew","No Cause For Action","2015-07-17T15:36:00.000",-76.685664,39.3501375
"3700  GLENGYLE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-08T13:15:35.000","2015-07-09T13:15:35.000","FALLSTAFF","15-00534667","MD","CLOSED","2015-07-13T13:00:20.000","21215","Dispatch Work Crew","Removed broken branch","2015-07-13T13:00:00.000",-76.708051,39.365916
"813  VENABLE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-30T15:26:48.000","2015-07-01T15:26:48.000","WAVERLY","15-00512905","MD","CLOSED","2015-07-02T14:51:28.000","21218","Dispatch Work Crew","Removed broken branch","2015-07-02T14:51:00.000",-76.604197,39.328982
"1913  WADSWORTH WAY","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-12T12:12:19.000","2015-06-13T12:12:19.000","LOCH RAVEN","15-00457484","MD","CLOSED","2015-06-15T16:55:54.000","21239","Dispatch Work Crew","Removed broken branch","2015-06-15T16:55:00.000",-76.5783455,39.359148
"2308  MONTEBELLO TERR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-24T22:55:49.000","2015-06-25T22:55:49.000","MORGAN PARK","15-00495788","MD","CLOSED","2015-06-26T12:38:18.000","21214","Dispatch Work Crew","Removed broken branch","2015-06-26T12:38:00.000",-76.579761,39.348315
"2205  GOUGH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-01T14:42:07.000","2015-06-02T14:42:07.000","UPPER FELLS POINT","15-00426278","MD","CLOSED","2015-06-02T12:40:00.000","21231","Dispatch Inspector",NA,"2015-06-02T12:37:00.000",-76.5857178,39.2876811
"1055  PARKSLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-01T14:03:55.000","2015-07-02T14:03:55.000","MORRELL PARK","15-00516372","MD","CLOSED","2015-07-27T16:39:59.000","21223","Dispatch Inspector","No Cause For Action","2015-07-27T16:39:00.000",-76.662557,39.273195
"628  SCOTT ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-28T19:23:04.000","2015-06-29T19:23:04.000","WASHINGTON VILLAGE","15-00505514","MD","OPEN","2015-06-29T10:44:18.000","21230",NA,NA,NA,-76.629011,39.281485
"1254  GITTINGS AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-29T12:22:15.000","2015-06-30T12:22:15.000","IDLEWOOD","15-00506545","MD","CLOSED","2015-07-09T14:04:33.000","21239","Dispatch Work Crew","No Cause For Action","2015-07-09T14:04:00.000",-76.591615,39.3704759
"3834  KIMBLE RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-03T16:48:56.000","2015-06-04T16:48:56.000","EDNOR GARDENS-LAKESIDE","15-00433670","MD","CLOSED","2015-06-03T16:50:15.000","21218","Dispatch Work Crew","Removed broken branch","2015-06-03T16:49:00.000",-76.601324,39.3351619
"300 S COLLINGTON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-09T14:29:16.000","2015-06-10T14:29:16.000","UPPER FELLS POINT","15-00448259","MD","CLOSED","2015-06-11T15:36:28.000","21231","Dispatch Work Crew","No Cause For Action","2015-06-11T15:35:00.000",-76.586213,39.287805
"2817 E FEDERAL ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-12T21:54:34.000","2015-06-13T21:54:34.000","BEREA","15-00459925","MD","CLOSED","2015-06-17T16:52:38.000","21213","Dispatch Work Crew","No Cause For Action","2015-06-17T16:52:00.000",-76.577973,39.308876
"5305  EDMONDSON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-22T17:42:24.000","2015-07-23T17:42:24.000","WESTGATE","15-00578931","MD","CLOSED","2015-07-28T16:42:32.000","21229","Dispatch Work Crew","No Cause For Action","2015-07-28T16:41:00.000",-76.7111836,39.2873828
"1901  DRUID HILL AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-16T12:40:40.000","2015-07-17T12:40:40.000","DRUID HEIGHTS","15-00560140","MD","OPEN","2015-07-16T12:43:43.000","21217",NA,NA,NA,-76.634283,39.306942
"2213 N DUKELAND ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-19T19:20:47.000","2015-07-20T19:20:47.000","PANWAY/BRADDISH AVENUE","15-00568524","MD","CLOSED","2015-07-21T17:40:26.000","21216","Dispatch Work Crew","No Cause For Action","2015-07-21T17:40:00.000",-76.663954,39.312854
"1400  JACKSON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-23T12:12:41.000","2015-07-24T12:12:41.000","RIVERSIDE","15-00580602","MD","CLOSED","2015-07-30T18:19:32.000","21230","Dispatch Work Crew","Removed broken branch","2015-07-30T18:19:00.000",-76.605608,39.27391
"3929  DUDLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-28T12:20:45.000","2015-07-29T12:20:45.000","BELAIR-EDISON","15-00595547","MD","OPEN","2015-07-28T15:48:25.000","21213",NA,NA,NA,-76.561023,39.316906
"705  BAKER ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-03T14:22:23.000","2015-07-04T14:22:23.000","SANDTOWN-WINCHESTER","15-00523279","MD","CLOSED","2015-07-08T16:57:17.000","21217","Dispatch Work Crew","No Cause For Action","2015-07-08T16:57:00.000",-76.641453,39.307232
"5425  TODD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-23T23:54:16.000","2015-06-24T23:54:16.000","FRANKFORD","15-00491091","MD","CLOSED","2015-07-13T13:35:25.000","21206","Dispatch Work Crew","Removed broken branch","2015-07-13T13:35:00.000",-76.538989,39.331767
"2111  EASTERN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-19T13:16:51.000","2015-05-20T13:16:51.000","CANTON","15-00391767","MD","CLOSED","2015-05-26T17:35:50.000","21231","Dispatch Work Crew","Removed broken branch","2015-05-26T17:34:00.000",-76.586418,39.285693
"3733 S HANOVER ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-24T14:02:56.000","2015-07-25T14:02:56.000","BROOKLYN","15-00585939","MD","OPEN","2015-07-24T15:30:49.000","21225",NA,NA,NA,-76.610392,39.2366254
"1004  ARGONNE DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T15:29:48.000","2015-06-26T15:29:48.000","ORIGINAL NORTHWOOD","15-00498432","MD","CLOSED","2015-07-13T13:36:59.000","21218","Dispatch Work Crew","No Cause For Action","2015-07-13T13:36:00.000",-76.599407,39.34026
"1501  PATAPSCO ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T20:13:33.000","2015-06-26T20:13:33.000","SBIC","15-00499677","MD","CLOSED","2015-07-13T13:37:32.000","21230","Dispatch Work Crew","Removed broken branch","2015-07-13T13:37:00.000",-76.6129653,39.2723659
"4243  SHAMROCK AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-23T23:00:39.000","2015-06-24T23:00:39.000","BELAIR-EDISON","15-00491014","MD","CLOSED","2015-07-01T10:23:51.000","21206","Dispatch Work Crew","Removed broken branch","2015-07-01T10:22:00.000",-76.5642172,39.3271122
"3027  WEAVER AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T18:48:10.000","2015-06-26T18:48:10.000","ARCADIA","15-00499327","MD","CLOSED","2015-07-02T14:43:45.000","21214","Dispatch Work Crew","No Cause For Action","2015-07-02T14:43:00.000",-76.572263,39.337005
"904  MYRTLE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T15:45:02.000","2015-06-26T15:45:02.000","HERITAGE CROSSING","15-00498478","MD","CLOSED","2015-06-30T17:42:54.000","21201","Dispatch Inspector","Removed broken branch","2015-06-30T17:42:00.000",-76.629209,39.295424
"2227  ESSEX ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-20T18:06:28.000","2015-07-21T18:06:28.000","CANTON","15-00571228","MD","CLOSED","2015-07-30T17:49:16.000","21231","Dispatch Work Crew","Removed broken branch","2015-07-30T17:48:00.000",-76.584362,39.283882
"3807  MIDHEIGHTS RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-29T15:10:28.000","2015-06-30T15:10:28.000","GLEN","15-00507971","MD","CLOSED","2015-07-02T14:40:04.000","21215","Dispatch Work Crew","Removed broken branch","2015-07-02T14:39:00.000",-76.7013353,39.3591195
"2323 N LONGWOOD ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-23T14:47:07.000","2015-07-24T14:47:07.000","WALBROOK","15-00581946","MD","CLOSED","2015-07-30T17:50:10.000","21216","Dispatch Work Crew","Removed broken branch","2015-07-30T17:49:00.000",-76.667523,39.31392
"PINKNEY RD & PARK HEIGHTS AVE, BALTIMORE",NA,"FOBRBRIT","Forestry Broken Branch in Tree","2015-07-15T13:18:54.000","2015-07-16T13:18:54.000","GLEN","15-00556661","MD","CLOSED","2015-07-17T15:38:48.000",NA,"Dispatch Work Crew","No Cause For Action","2015-07-17T15:38:00.000",-78.0751703,35.5248383
"120 W HILL ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-22T15:59:59.000","2015-07-23T15:59:59.000","OTTERBEIN","15-00578467","MD","CLOSED","2015-07-22T16:02:21.000","21230",NA,NA,NA,-76.616544,39.2810694
"BRENTWOOD AVE & E LAFAYETTE AVE, BALTIMO",NA,"FOBRBRIT","Forestry Broken Branch in Tree","2015-07-29T19:04:00.000","2015-07-30T19:04:00.000","GREENMOUNT WEST","15-00601415","MD","OPEN","2015-07-30T10:36:15.000",NA,NA,NA,NA,-94.5999469,41.8895255
"4007  ROSECREST AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-15T17:41:52.000","2015-05-16T17:41:52.000","GLEN","15-00383162","MD","CLOSED","2015-05-19T15:49:34.000","21215","Dispatch Work Crew","Removed broken branch","2015-05-19T15:49:00.000",-76.696741,39.354011
"3703  GLEN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-22T18:28:42.000","2015-05-23T18:28:42.000","GLEN","15-00402233","MD","CLOSED","2015-05-27T15:41:34.000","21215","Dispatch Work Crew","Removed broken branch","2015-05-27T15:41:00.000",-76.689853,39.354548
