"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"4110  DUANE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-14T17:12:34.000","2015-07-15T17:12:34.000","BROOKLYN","15-00554063","MD","OPEN","2015-07-15T09:46:37.000","21225","Dispatch Inspector","Broken branch needs to be removed","2015-07-27T12:27:00.000",-76.6018986,39.2276664
"2521  MOORE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-17T19:36:12.000","2015-06-18T19:36:12.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00473864","MD","CLOSED","2015-07-17T17:05:07.000","21234","Dispatch Work Crew","No Cause For Action","2015-07-17T17:04:00.000",-76.556729,39.370339
"LONGWOOD RD & ELMWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-05T14:31:33.000","2015-06-06T14:31:33.000","ROLAND PARK","15-00440935","MD","CLOSED","2015-06-09T17:25:24.000","21210",NA,NA,NA,-72.9176426,40.8667389
"3611  GWYNN OAK AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-18T13:00:00.000","2015-06-19T13:00:00.000","HOWARD PARK","15-00475271","MD","CLOSED","2015-06-22T14:33:06.000","21207","Dispatch Work Crew","Duplicate request","2015-06-22T14:32:00.000",-76.6946619,39.332381
"3728  SAINT VICTOR ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-15T17:06:55.000","2015-06-16T17:06:55.000","BROOKLYN","15-00464764","MD","CLOSED","2015-06-17T16:54:33.000","21225","Dispatch Work Crew","Removed broken branch","2015-06-17T16:54:00.000",-76.597651,39.232856
"2819  INDIANA ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-26T12:52:29.000","2015-06-27T12:52:29.000","WESTPORT","15-00501045","MD","OPEN","2015-06-26T16:25:02.000","21230",NA,NA,NA,-76.6341939,39.2609319
"4719  DARTFORD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-21T20:58:06.000","2015-06-22T20:58:06.000","TREMONT","15-00483584","MD","CLOSED","2015-06-23T17:25:44.000","21229","Dispatch Work Crew","Removed broken branch","2015-06-23T17:25:00.000",-76.693794,39.282679
"2228  LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-23T17:51:48.000","2015-06-24T17:51:48.000","MAYFIELD","15-00489997","MD","CLOSED","2015-06-24T10:51:58.000","21213","Dispatch Inspector","Duplicate request","2015-06-24T10:51:00.000",-76.579111,39.3282839
"4908  ANNTANA AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-28T15:18:38.000","2015-05-29T15:18:38.000","FRANKFORD","15-00416621","MD","CLOSED","2015-06-01T13:32:01.000","21206","Dispatch Work Crew","Removed broken branch","2015-06-01T13:31:00.000",-76.540105,39.331877
"CYLBURN AVE & GREENSPRING AVE, BALTIMORE",NA,"FOBRBRIT","Forestry Broken Branch in Tree","2015-06-21T21:42:45.000","2015-06-22T21:42:45.000","CYLBURN","15-00483623","MD","CLOSED","2015-06-22T16:54:43.000",NA,"Dispatch Work Crew","Removed broken branch","2015-06-22T16:54:00.000",-76.6619949,39.3507981
"2417  KEN OAK RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-20T16:14:25.000","2015-05-21T16:14:25.000","MOUNT WASHINGTON","15-00395939","MD","CLOSED","2015-05-29T17:04:58.000","21209","Dispatch Work Crew","Removed broken branch","2015-05-29T17:04:00.000",-76.669367,39.358127
"37 S KOSSUTH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-14T11:15:41.000","2015-07-15T11:15:41.000","SAINT JOSEPHS","15-00551809","MD","CLOSED","2015-07-16T10:31:07.000","21229","Dispatch Inspector","No Cause For Action","2015-07-16T10:30:00.000",-76.675473,39.286204
"1913  WADSWORTH WAY","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-18T22:15:23.000","2015-06-19T22:15:23.000","LOCH RAVEN","15-00477480","MD","CLOSED","2015-06-19T11:38:46.000","21239","Dispatch Inspector","Duplicate request","2015-06-19T11:37:00.000",-76.5783455,39.359148
"3905 N CHARLES ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-01T10:39:56.000","2015-07-02T10:39:56.000","GUILFORD","15-00515129","MD","OPEN","2015-07-01T10:43:30.000","21218",NA,NA,NA,-76.617825,39.336394
"3116  ABELL AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-02T15:17:24.000","2015-06-03T15:17:24.000","ABELL","15-00429925","MD","CLOSED","2015-06-03T16:37:02.000","21218","Dispatch Work Crew","Removed broken branch","2015-06-03T16:36:00.000",-76.612342,39.3264
"5315  HERRING RUN DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-12T13:59:19.000","2015-06-13T13:59:19.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00458093","MD","CLOSED","2015-07-21T17:35:00.000","21214",NA,NA,NA,-76.571858,39.354887
"6905  PROCTMAN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-27T12:31:20.000","2015-07-28T12:31:20.000","PULASKI INDUSTRIAL AREA","15-00592353","MD","OPEN","2015-07-27T12:38:47.000","21237",NA,NA,NA,-76.535307,39.309128
"4402  FLOWERTON RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-22T20:18:23.000","2015-05-23T20:18:23.000","ROGNEL HEIGHTS","15-00402508","MD","CLOSED","2015-06-11T15:32:29.000","21229","Dispatch Work Crew","Removed broken branch","2015-06-11T15:32:00.000",-76.691361,39.295807
"2737  PELHAM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-15T09:42:56.000","2015-07-16T09:42:56.000","BELAIR-EDISON","15-00555628","MD","CLOSED","2015-07-17T17:04:03.000","21213","Dispatch Work Crew","Removed broken branch","2015-07-17T17:03:00.000",-76.573031,39.325895
"3700  3RD ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-02T17:29:13.000","2015-06-03T17:29:13.000","BROOKLYN","15-00430437","MD","OPEN","2015-06-03T10:10:13.000","21225",NA,NA,NA,-76.607919,39.23665
"4006  DORCHESTER RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-14T15:11:34.000","2015-05-15T15:11:34.000","DORCHESTER","15-00378876","MD","CLOSED","2015-05-19T15:58:45.000","21207","Dispatch Work Crew","Removed broken branch","2015-05-19T15:57:00.000",-76.685583,39.329763
"4243  SHAMROCK AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-20T22:18:43.000","2015-06-21T22:18:43.000","BELAIR-EDISON","15-00482786","MD","CLOSED","2015-06-26T12:21:12.000","21214","Dispatch Work Crew","Removed broken branch","2015-06-26T12:20:00.000",-76.5642172,39.3271122
"1029  PARKSLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-16T21:21:50.000","2015-06-17T21:21:50.000","MORRELL PARK","15-00469894","MD","CLOSED","2015-07-27T16:41:31.000","21223","Dispatch Inspector","No Cause For Action","2015-07-27T16:41:00.000",-76.663056,39.273578
"YORK RD & WOODBOURNE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-27T12:20:13.000","2015-05-28T12:20:13.000","WOODBOURNE-MCCABE","15-00411321","MD","CLOSED","2015-05-27T16:31:38.000","21212","Dispatch Inspector","Duplicate request","2015-05-27T16:31:00.000",-77.109057,39.862392
"200  NORTH BEND RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-01T15:48:29.000","2015-07-02T15:48:29.000","WESTGATE","15-00516843","MD","CLOSED","2015-07-01T16:38:01.000","21229","Dispatch Inspector","Duplicate request","2015-07-01T16:37:00.000",-76.7058081,39.2828771
"3111  PRESSTMAN ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T14:19:20.000","2015-06-26T14:19:20.000","ROSEMONT","15-00498123","MD","CLOSED","2015-07-27T16:46:29.000","21216","Dispatch Inspector","Removed broken branch","2015-07-27T16:46:00.000",-76.669828,39.303944
"609 W 40TH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-26T18:08:55.000","2015-05-27T18:08:55.000","ROLAND PARK","15-00409262","MD","CLOSED","2015-05-28T16:56:27.000","21211","Dispatch Work Crew","No Cause For Action","2015-05-28T16:56:00.000",-76.627764,39.33693
"LONGWOOD RD & ELMWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-19T19:44:48.000","2015-05-20T19:44:48.000","ROLAND PARK","15-00393733","MD","CLOSED","2015-05-22T14:22:33.000","21210","Dispatch Work Crew","No Cause For Action","2015-05-22T14:21:00.000",-72.9176426,40.8667389
"1600 W LOMBARD ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-26T14:01:48.000","2015-06-27T14:01:48.000","UNION SQUARE","15-00501453","MD","OPEN","2015-06-26T16:27:07.000","21223",NA,NA,NA,-76.6422587,39.2863929
"NORTH BEND RD & FREDERICK AVE, BALTIMORE",NA,"FOBRBRIT","Forestry Broken Branch in Tree","2015-07-01T13:42:43.000","2015-07-02T13:42:43.000","WESTGATE","15-00516255","MD","OPEN","2015-07-01T16:34:55.000",NA,NA,NA,NA,-84.7092913,39.0812241
"4116  FALLS RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-22T21:49:43.000","2015-06-23T21:49:43.000","MEDFIELD","15-00487065","MD","CLOSED","2015-06-24T12:38:13.000","21211","Dispatch Work Crew","Removed broken branch","2015-06-24T12:37:00.000",-76.63787,39.337905
"120 W HILL ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-22T14:15:28.000","2015-07-23T14:15:28.000","OTTERBEIN","15-00577890","MD","CLOSED","2015-07-27T12:25:36.000","21230","Dispatch Inspector","No Cause For Action","2015-07-27T12:25:00.000",-76.616544,39.2810694
"4243  SHAMROCK AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-19T14:45:08.000","2015-06-20T14:45:08.000","BELAIR-EDISON","15-00479169","MD","CLOSED","2015-06-22T14:19:34.000","21206","Dispatch Work Crew","Removed broken branch","2015-06-22T14:18:00.000",-76.5642172,39.3271122
"6302 W FORDHAM DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-14T17:52:07.000","2015-07-15T17:52:07.000","GLEN","15-00554245","MD","CLOSED","2015-07-17T17:07:43.000","21215","Dispatch Work Crew","Duplicate request","2015-07-17T17:07:00.000",-76.6997449,39.355905
"150 N KENWOOD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-11T17:29:13.000","2015-06-12T17:29:13.000","BALTIMORE-LINWOOD","15-00455684","MD","CLOSED","2015-06-17T16:51:27.000","21224","Dispatch Work Crew","Removed broken branch","2015-06-17T16:49:00.000",-76.578005,39.29434
"2426  PELHAM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-16T18:13:30.000","2015-06-17T18:13:30.000","MAYFIELD","15-00469082","MD","CLOSED","2015-06-19T16:42:00.000","21213","Dispatch Work Crew","Removed broken branch","2015-06-19T16:41:00.000",-76.576356,39.3286
"5318  WESLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-17T13:10:34.000","2015-07-18T13:10:34.000","HOWARD PARK","15-00564202","MD","OPEN","2015-07-17T15:42:03.000","21207",NA,NA,NA,-76.705568,39.332395
"3310  CHESTERFIELD AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-29T11:13:16.000","2015-06-30T11:13:16.000","BELAIR-EDISON","15-00506179","MD","CLOSED","2015-07-04T09:47:44.000","21213","Dispatch Work Crew","Removed broken branch","2015-07-04T09:47:00.000",-76.5661636,39.3224208
"1105 W 36TH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-26T13:20:44.000","2015-05-27T13:20:44.000","HAMPDEN","15-00407586","MD","CLOSED","2015-05-28T16:55:50.000","21211","Dispatch Work Crew","Removed broken branch","2015-05-28T16:55:00.000",-76.6340453,39.3308821
"326  ALLENDALE ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-30T00:25:05.000","2015-05-31T00:25:05.000","ALLENDALE","15-00422104","MD","CLOSED","2015-06-01T09:44:50.000","21229","Dispatch Inspector","Duplicate request","2015-06-01T09:43:00.000",-76.6785217,39.2914977
"426  DREW ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T17:02:49.000","2015-06-26T17:02:49.000","JOSEPH LEE","15-00498778","MD","CLOSED","2015-07-13T13:38:33.000","21224","Dispatch Work Crew","No Cause For Action","2015-07-13T13:38:00.000",-76.5440778,39.2883358
"I 83 N &W NORTHERN PKWY","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-17T13:24:17.000","2015-05-18T13:24:17.000","CROSS KEYS","15-00386110","MD","CLOSED","2015-05-19T18:56:18.000","21210","Dispatch Work Crew","Removed broken branch","2015-05-19T18:55:00.000",-100.7876126,50.2258272
"3729  SAINT VICTOR ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-14T23:27:37.000","2015-06-15T23:27:37.000","BROOKLYN","15-00462179","MD","CLOSED","2015-06-15T17:22:28.000","21225","Dispatch Inspector","Duplicate request","2015-06-15T17:21:00.000",-76.5971543,39.232875
"2003  EAGLE ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-27T14:55:34.000","2015-07-28T14:55:34.000","CARROLLTON RIDGE","15-00593186","MD","CLOSED","2015-07-30T17:59:48.000","21223","Dispatch Work Crew","Removed broken branch","2015-07-30T17:59:00.000",-76.64747,39.280736
"334  PRESSTMAN ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-22T19:33:57.000","2015-06-23T19:33:57.000","MADISON PARK","15-00486710","MD","CLOSED","2015-06-24T12:39:28.000","21217","Dispatch Work Crew","No Cause For Action","2015-06-24T12:39:00.000",-76.633612,39.309066
"W NORTHERN PKWY & CYLBURN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-17T10:43:15.000","2015-05-18T10:43:15.000","COLDSPRING","15-00385810","MD","CLOSED","2015-05-19T18:58:42.000","21209","Dispatch Work Crew","Removed broken branch","2015-05-19T18:58:00.000",-76.6656161,39.3557104
"2200  LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-23T23:12:21.000","2015-06-24T23:12:21.000","MAYFIELD","15-00491029","MD","CLOSED","2015-07-15T18:45:41.000","21213","Dispatch Work Crew","No Cause For Action","2015-07-15T18:45:00.000",-76.5810039,39.32951
"4334  PARKSIDE DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-08-04T16:48:58.000","2015-08-05T16:48:58.000","BELAIR-EDISON","15-00617792","MD","NEW","2015-08-04T16:48:58.000","21206",NA,NA,NA,-76.563085,39.325871
"3307  TANEY RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-02T21:50:39.000","2015-07-03T21:50:39.000","GLEN","15-00522030","MD","CLOSED","2015-07-08T16:59:14.000","21215","Dispatch Work Crew","No Cause For Action","2015-07-08T16:59:00.000",-76.6890839,39.360013
"925  LENTON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T15:35:34.000","2015-06-26T15:35:34.000","CHINQUAPIN PARK-BELVEDERE","15-00498451","MD","CLOSED","2015-07-13T13:32:07.000","21212","Dispatch Work Crew","No Cause For Action","2015-07-13T13:31:00.000",-76.60073,39.363181
"4100  ROKEBY RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-22T17:35:17.000","2015-07-23T17:35:17.000","EDMONDSON VILLAGE","15-00578885","MD","CLOSED","2015-07-28T16:18:02.000","21229","Dispatch Work Crew","Removed broken branch","2015-07-28T16:17:00.000",-76.684344,39.299484
"3717  3RD ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-10T13:23:21.000","2015-06-11T13:23:21.000","BROOKLYN","15-00451755","MD","CLOSED","2015-06-17T16:53:37.000","21225","Dispatch Work Crew","No Cause For Action","2015-06-17T16:53:00.000",-76.607714,39.235791
"2412 E PRESTON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-31T18:38:41.000","2015-08-01T18:38:41.000","BROADWAY EAST","15-00607772","MD","OPEN","2015-08-03T10:27:52.000","21213",NA,NA,NA,-76.5837109,39.3059749
"4805  REISTERSTOWN RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-29T14:28:42.000","2015-07-30T14:28:42.000","CENTRAL PARK HEIGHTS","15-00599889","MD","NEW","2015-07-29T14:28:42.000","21215",NA,NA,NA,-76.6757959,39.3418275
"615 W 40TH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-25T16:24:18.000","2015-06-26T16:24:18.000","ROLAND PARK","15-00498629","MD","CLOSED","2015-06-25T16:24:34.000","21211","Dispatch Work Crew","Removed broken branch","2015-06-25T16:24:00.000",-76.628111,39.336916
"900  ARGYLE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-25T20:38:16.000","2015-07-26T20:38:16.000","HERITAGE CROSSING","15-00590611","MD","CLOSED","2015-07-30T18:01:33.000","21201","Dispatch Work Crew","Removed broken branch","2015-07-30T18:00:00.000",-76.6277123,39.2961919
"ROKEBY RD & WALNUT AVE, BALTIMORE, MD, 2",NA,"FOBRBRIT","Forestry Broken Branch in Tree","2015-08-04T18:13:30.000","2015-08-05T18:13:30.000","ROGNEL HEIGHTS","15-00618183","MD","NEW","2015-08-04T18:13:30.000",NA,NA,NA,NA,-96.5540316,40.7118609
"1095  JOH AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-08-03T19:28:15.000","2015-08-04T19:28:15.000","VIOLETVILLE","15-00614370","MD","OPEN","2015-08-04T09:42:05.000","21229",NA,NA,NA,-76.680708,39.267282
"4608  FAIRVIEW AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-08T21:23:43.000","2015-06-09T21:23:43.000","WEST FOREST PARK","15-00446370","MD","CLOSED","2015-06-11T15:35:31.000","21216","Dispatch Work Crew","Removed broken branch","2015-06-11T15:34:00.000",-76.694798,39.320568
"3305  DEVONSHIRE DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-07-27T14:30:42.000","2015-07-28T14:30:42.000","GLEN","15-00593042","MD","CLOSED","2015-07-30T17:58:27.000","21215","Dispatch Work Crew","Removed broken branch","2015-07-30T17:58:00.000",-76.684929,39.358261
"3834  KIMBLE RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-06-01T13:21:13.000","2015-06-02T13:21:13.000","EDNOR GARDENS-LAKESIDE","15-00425723","MD","CLOSED","2015-06-01T18:59:27.000","21218","Dispatch Inspector","No Cause For Action","2015-06-01T18:57:00.000",-76.601324,39.3351619
