"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Cityworks SR Comments","4402  NORWOOD RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T11:09:34.000","2014-11-05T11:09:34.000","GUILFORD","UPDATED","14-00823879","MD","CLOSED","2014-11-03T18:39:38.000","2014-11-03T19:58:07.000","21218",NA,NA
"Cityworks SR Comments","W MULBERRY ST &N POPPLETON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T10:29:43.000","2014-11-05T10:29:43.000","HARLEM PARK","UPDATED","14-00823838","MD","CLOSED","2014-11-03T19:13:47.000","2014-11-03T19:58:07.000","21223",NA,NA
"Cityworks SR Comments","5413  SPRINGLAKE WAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T00:49:14.000","2014-11-05T00:49:14.000","HOMELAND","UPDATED","14-00823455","MD","CLOSED","2014-11-03T18:52:45.000","2014-11-03T19:58:07.000","21212",NA,NA
"Cityworks SR Comments","E FORT AVE & HAUBERT ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T00:42:47.000","2014-11-05T00:42:47.000","LOCUST POINT","UPDATED","14-00823451","MD","CLOSED","2014-11-03T18:59:09.000","2014-11-03T19:58:07.000","21230",NA,NA
"Cityworks SR Comments","LOCH RAVEN BLVD &E COLD SPRING LN","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T00:30:18.000","2014-11-05T00:30:18.000","NEW NORTHWOOD","UPDATED","14-00823432","MD","CLOSED","2014-11-03T18:55:03.000","2014-11-03T19:58:07.000","21239",NA,NA
"Cityworks SR Comments","BRENDAN AVE & BELAIR RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-01T16:28:30.000","2014-11-04T16:28:30.000","BELAIR-EDISON","UPDATED","14-00822678","MD","CLOSED","2014-11-03T18:36:46.000","2014-11-03T18:40:24.000","21213",NA,NA
"Cityworks SR Comments","2400 N HILTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-31T20:13:26.000","2014-11-03T20:13:26.000","HANLON-LONGWOOD","UPDATED","14-00821141","MD","CLOSED","2014-11-03T18:41:54.000","2014-11-03T19:58:07.000","21216",NA,NA
"Cityworks SR Comments","1801  MCHENRY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-29T21:07:04.000","2014-11-01T21:07:04.000","CARROLLTON RIDGE","UPDATED","14-00814684","MD","CLOSED","2014-10-31T10:36:00.000","2014-10-31T11:02:26.000","21223",NA,NA
"WO - Install New Pole","LANCASTER ST &S DALLAS ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-29T16:16:34.000","2014-11-01T16:16:34.000","FELLS POINT","CLOSED","14-00813612","MD","CLOSED","2014-10-31T12:43:37.000","2014-10-30T12:43:27.000","21231",NA,NA
"Cityworks SR Comments","3840 W COLD SPRING LN","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-29T13:00:30.000","2014-11-01T13:00:30.000","DOLFIELD","UPDATED","14-00812600","MD","CLOSED","2014-10-31T10:32:25.000","2014-10-31T11:02:26.000","21215",NA,NA
"Dispatch Work Crew","WINCHESTER ST & BRADDISH AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-29T11:16:30.000","2014-11-01T11:16:30.000","WINCHESTER",NA,"14-00812195","MD","CLOSED","2014-11-13T11:40:49.000","2014-10-31T11:43:00.000","21216",NA,NA
"Cityworks SR Comments","3738  ELMORA AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-28T01:58:40.000","2014-10-31T01:58:40.000","BELAIR-EDISON","UPDATED","14-00808578","MD","CLOSED","2014-10-29T17:53:26.000","2014-10-29T18:31:08.000","21213",NA,NA
"WO - Install New Pole","104 W BARRE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-25T20:24:59.000","2014-10-28T20:24:59.000","OTTERBEIN","CLOSED","14-00804185","MD","CLOSED","2014-12-31T17:48:47.000","2015-01-09T18:38:31.000","21201",NA,NA
"Cityworks SR Comments","5703  AINSLEY GRTH","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-24T15:49:20.000","2014-10-27T15:49:20.000","BELLONA-GITTINGS","UPDATED","14-00801985","MD","CLOSED","2014-11-07T15:37:42.000","2014-11-07T16:29:52.000","21212",NA,NA
"Cityworks SR Comments","774 N EDGEWOOD ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-24T14:11:29.000","2014-10-27T14:11:29.000","EDMONDSON VILLAGE","UPDATED","14-00801622","MD","CLOSED","2014-10-27T16:33:26.000","2014-10-27T17:40:33.000","21229",NA,NA
"Cityworks SR Comments","4813  BELAIR RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-23T15:24:31.000","2014-10-26T15:24:31.000","FRANKFORD","UPDATED","14-00798827","MD","CLOSED","2014-10-24T18:21:36.000","2014-10-24T18:29:43.000","21206",NA,NA
"WO - Install New Pole","502 S SHARP ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-22T18:00:35.000","2014-10-25T18:00:35.000","OTTERBEIN","CLOSED","14-00796384","MD","CLOSED","2014-10-24T18:18:33.000","2014-10-24T18:18:09.000","21201",NA,NA
"Cityworks SR Comments","3018 E BALTIMORE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-21T15:08:37.000","2014-10-24T15:08:37.000","BALTIMORE-LINWOOD","UPDATED","14-00792375","MD","CLOSED","2014-10-22T14:53:46.000","2014-10-22T15:15:24.000","21224",NA,NA
"Cityworks SR Comments","1700  THAMES ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-21T11:13:48.000","2014-10-24T11:13:48.000","FELLS POINT","UPDATED","14-00791172","MD","CLOSED","2014-10-21T18:53:18.000","2014-10-21T18:57:34.000","21231",NA,NA
"WO - Install New Pole","199 W 39TH ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-20T20:31:02.000","2014-10-23T20:31:02.000","TUSCANY-CANTERBURY","CLOSED","14-00790459","MD","CLOSED","2014-10-22T18:09:03.000","2014-10-22T18:07:48.000","21210",NA,NA
"Cityworks SR Comments","656  PARKWYRTH AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-20T20:02:28.000","2014-10-23T20:02:28.000","WAVERLY","UPDATED","14-00790329","MD","CLOSED","2014-10-21T18:11:51.000","2014-10-21T18:57:34.000","21218",NA,NA
"Cityworks SR Comments","5609  FORCE RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-20T13:32:29.000","2014-10-23T13:32:29.000","FRANKFORD","UPDATED","14-00788528","MD","CLOSED","2014-10-21T18:12:38.000","2014-10-21T18:57:34.000","21206",NA,NA
"Cityworks SR Comments","HOLLINS ST &S CARROLLTON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-17T17:39:55.000","2014-10-20T17:39:55.000","HOLLINS MARKET","UPDATED","14-00783745","MD","CLOSED","2014-10-20T18:12:03.000","2014-10-20T19:04:02.000","21223",NA,NA
"Cityworks SR Comments","EDISON HWY &E FEDERAL ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-15T14:39:33.000","2014-10-18T14:39:33.000","ORANGEVILLE INDUSTRIAL AREA","UPDATED","14-00776646","MD","CLOSED","2014-10-21T10:47:29.000","2014-10-21T11:37:50.000","21213",NA,NA
"Cityworks SR Comments","900  POPLAR GROVE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-14T19:47:14.000","2014-10-17T19:47:14.000","MOSHER","UPDATED","14-00774764","MD","CLOSED","2014-10-16T18:28:47.000","2014-10-16T18:49:55.000","21216",NA,NA
"Cityworks SR Comments","1 E PRATT ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-14T14:05:34.000","2014-10-17T14:05:34.000","INNER HARBOR","UPDATED","14-00773330","MD","CLOSED","2014-10-16T13:59:56.000","2014-10-16T14:12:44.000","21202",NA,NA
"Cityworks SR Comments","5101  ERDMAN AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-14T10:19:12.000","2014-10-17T10:19:12.000","ARMISTEAD GARDENS","UPDATED","14-00772108","MD","CLOSED","2014-10-14T18:42:05.000","2014-10-14T19:02:44.000","21205",NA,NA
"Cityworks SR Comments","1800  EDISON HWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-13T08:40:01.000","2014-10-16T08:40:01.000","ORANGEVILLE INDUSTRIAL AREA","UPDATED","14-00770369","MD","CLOSED","2014-10-14T18:43:40.000","2014-10-14T19:02:44.000","21213",NA,NA
"Cityworks SR Comments","KOLB AVE & BELAIR RD","BALTIMORE COUNTY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-10T22:19:45.000","2014-10-13T22:19:45.000","ROSEMONT EAST","UPDATED","14-00767272","MD","CLOSED","2014-10-14T18:41:17.000","2014-10-14T19:02:44.000","21206",NA,NA
"Cityworks SR Comments","3608 E NORTHERN PKWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-09T12:42:40.000","2014-10-12T12:42:40.000","ROSEMONT EAST","UPDATED","14-00761915","MD","CLOSED","2014-10-10T18:10:36.000","2014-10-10T18:21:22.000","21206",NA,NA
"Cityworks SR Comments","RAMP","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-08T12:25:16.000","2014-10-11T12:25:16.000","DRUID HILL PARK","UPDATED","14-00758131","MD","CLOSED","2014-10-10T11:44:39.000","2014-10-10T12:49:00.000","21217",NA,NA
"Cityworks SR Comments","W 29TH ST & SISSON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-08T12:07:39.000","2014-10-11T12:07:39.000","REMINGTON","UPDATED","14-00757986","MD","CLOSED","2014-10-10T11:45:22.000","2014-10-10T12:49:00.000","21211",NA,NA
"Cityworks SR Comments","1025 N WOLFE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-07T15:26:10.000","2014-10-10T15:26:10.000","MIDDLE EAST","UPDATED","14-00755649","MD","CLOSED","2014-10-08T18:12:48.000","2014-10-08T19:11:52.000","21205",NA,NA
NA,"ELLIOTT ST &S HIGHLAND AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-06T23:51:19.000","2014-10-09T23:51:19.000","CANTON",NA,"14-00753890","MD","CLOSED","2014-10-06T23:52:38.000",NA,"21224",NA,NA
NA,"1125 S HIGHLAND AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-06T23:41:12.000","2014-10-09T23:41:12.000","CANTON",NA,"14-00753874","MD","CLOSED","2014-10-07T00:39:16.000",NA,"21224",NA,NA
"Cityworks SR Comments","1130 S HIGHLAND AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-06T23:40:58.000","2014-10-09T23:40:58.000","CANTON","UPDATED","14-00753872","MD","CLOSED","2014-10-07T17:58:19.000","2014-10-07T18:26:40.000","21224",NA,NA
"Cityworks SR Comments","1100 S HIGHLAND AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-06T20:55:40.000","2014-10-09T20:55:40.000","CANTON","UPDATED","14-00753609","MD","CLOSED","2014-10-07T18:00:29.000","2014-10-07T18:26:40.000","21224",NA,NA
"Cityworks SR Comments","ELLIOTT ST &S HIGHLAND AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-06T20:34:30.000","2014-10-09T20:34:30.000","CANTON","UPDATED","14-00753544","MD","CLOSED","2014-10-07T17:59:58.000","2014-10-07T18:26:40.000","21224",NA,NA
"Cityworks SR Comments","5801  YORK RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-10-03T22:03:35.000","2014-10-06T22:03:35.000","MID-GOVANS","UPDATED","14-00748648","MD","CLOSED","2014-10-06T18:23:57.000","2014-10-06T19:08:17.000","21212",NA,NA
"WO - Install New Pole","W LAFAYETTE AVE & MYRTLE AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-29T23:28:04.000","2014-10-02T23:28:04.000","UPTON","CLOSED","14-00734983","MD","CLOSED","2014-09-30T18:41:43.000","2014-10-01T18:26:31.000","21217",NA,NA
"Cityworks SR Comments","3600  TIVOLY AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-29T20:28:51.000","2014-10-02T20:28:51.000","EDNOR GARDENS-LAKESIDE","UPDATED","14-00734708","MD","CLOSED","2014-09-30T18:01:52.000","2014-09-30T18:06:56.000","21218",NA,NA
"Cityworks SR Comments","3111  INDEPENDENCE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-29T19:07:40.000","2014-10-02T19:07:40.000","BETTER WAVERLY","UPDATED","14-00734324","MD","CLOSED","2014-11-13T17:06:23.000","2014-11-13T17:56:34.000","21218",NA,NA
"Cityworks SR Comments","400 E BALTIMORE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-29T14:47:13.000","2014-10-02T14:47:13.000","DOWNTOWN","UPDATED","14-00732993","MD","CLOSED","2014-09-30T18:43:25.000","2014-09-30T19:08:20.000","21202",NA,NA
"WO - Install New Pole","700 S BROADWAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-27T06:10:42.000","2014-09-30T06:10:42.000","FELLS POINT","CLOSED","14-00729295","MD","CLOSED","2014-10-20T18:16:44.000","2014-10-20T18:16:05.000","21231",NA,NA
"Cityworks SR Comments","719 S BROADWAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-27T04:54:48.000","2014-09-30T04:54:48.000","FELLS POINT","UPDATED","14-00729289","MD","CLOSED","2014-09-29T18:19:05.000","2014-09-29T19:10:04.000","21231",NA,NA
"Cityworks SR Comments","S BROADWAY & FLEET ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-24T21:12:37.000","2014-09-27T21:12:37.000","FELLS POINT","UPDATED","14-00722848","MD","CLOSED","2014-09-26T11:45:36.000","2014-09-26T12:09:14.000","21231",NA,NA
"Cityworks SR Comments","MENLO DR & REISTERSTOWN RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-23T19:52:19.000","2014-09-26T19:52:19.000","GLEN","UPDATED","14-00719060","MD","CLOSED","2014-09-25T11:01:05.000","2014-09-25T11:58:31.000","21215",NA,NA
"Cityworks SR Comments","1013  CHURCH ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-23T16:16:34.000","2014-09-26T16:16:34.000","CURTIS BAY","UPDATED","14-00718166","MD","CLOSED","2014-09-24T16:49:00.000","2014-09-24T16:52:41.000","21225",NA,NA
"Cityworks SR Comments","606 S BROADWAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-23T11:06:19.000","2014-09-26T11:06:19.000","FELLS POINT","UPDATED","14-00716812","MD","CLOSED","2014-09-23T18:21:50.000","2014-09-23T18:58:00.000","21231",NA,NA
"Cityworks SR Comments","2100 W FRANKLIN ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-22T01:19:58.000","2014-09-25T01:19:58.000","MIDTOWN-EDMONDSON","UPDATED","14-00713235","MD","CLOSED","2014-09-22T18:52:01.000","2014-09-22T19:26:58.000","21223",NA,NA
"Cityworks SR Comments","2609  HALCYON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-21T19:10:50.000","2014-09-24T19:10:50.000","LAURAVILLE","UPDATED","14-00712917","MD","CLOSED","2014-09-23T18:31:08.000","2014-09-23T18:58:00.000","21214",NA,NA
"Cityworks SR Comments","2600  HALCYON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-21T19:08:54.000","2014-09-24T19:08:54.000","LAURAVILLE","UPDATED","14-00712911","MD","CLOSED","2014-09-23T18:30:35.000","2014-09-23T18:58:00.000","21214",NA,NA
"Cityworks SR Comments","2506  HALCYON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-21T19:08:50.000","2014-09-24T19:08:50.000","LAURAVILLE","UPDATED","14-00712910","MD","CLOSED","2014-09-23T18:32:28.000","2014-09-23T18:58:00.000","21214",NA,NA
"Cityworks SR Comments","STAMFORD RD & BROOK GREEN RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-20T10:55:56.000","2014-09-23T10:55:56.000","TEN HILLS","UPDATED","14-00711069","MD","CLOSED","2014-09-22T18:45:32.000","2014-09-22T19:26:58.000","21229",NA,NA
"Cityworks SR Comments","600  HILTON PKWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-20T07:24:00.000","2014-09-23T07:24:00.000","GWYNNS FALLS/LEAKIN PARK","UPDATED","14-00710802","MD","HOLDLOCK","2014-09-22T11:49:59.000","2014-09-22T19:26:58.000","21229",NA,NA
"Cityworks SR Comments","W NORTHERN PKWY & PIMLICO RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-19T19:01:43.000","2014-09-22T19:01:43.000","MOUNT WASHINGTON","UPDATED","14-00710118","MD","CLOSED","2014-09-22T18:44:11.000","2014-09-22T19:26:58.000","21209",NA,NA
NA,"1718  THAMES ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-19T13:10:45.000","2014-09-22T13:10:45.000","FELLS POINT",NA,"14-00708387","MD","DUPCLOSD","2014-10-22T13:10:05.000",NA,"21231",NA,NA
"Cityworks SR Comments","3039  JANICE AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-19T12:04:47.000","2014-09-22T12:04:47.000","LAKELAND","UPDATED","14-00708096","MD","CLOSED","2014-09-22T18:32:49.000","2014-09-22T19:26:58.000","21230",NA,NA
"Cityworks SR Comments","S CATON AVE & KINGSLEY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-18T00:39:49.000","2014-09-21T00:39:49.000","GWYNNS FALLS","UPDATED","14-00704000","MD","CLOSED","2014-09-18T18:22:41.000","2014-09-18T19:05:15.000","21229",NA,NA
"Cityworks SR Comments","E CROSS ST &S CHARLES ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-17T14:12:44.000","2014-09-20T14:12:44.000","FEDERAL HILL","UPDATED","14-00701960","MD","CLOSED","2014-09-18T18:25:22.000","2014-09-18T19:05:15.000","21230",NA,NA
"WO - Repair Damaged Pole","600 S BROADWAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-16T14:07:10.000","2014-09-19T14:07:10.000","FELLS POINT","CLOSED","14-00698389","MD","CLOSED","2014-10-15T17:02:22.000","2014-10-14T17:01:56.000","21231",NA,NA
"Cityworks SR Comments","2908  HALCYON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-14T16:00:50.000","2014-09-17T16:00:50.000","LAURAVILLE","UPDATED","14-00693286","MD","CLOSED","2014-09-16T18:26:36.000","2014-09-16T19:12:26.000","21214",NA,NA
"WO - Install New Pole","E PRATT ST & PRESIDENT ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-14T09:42:32.000","2014-09-17T09:42:32.000","INNER HARBOR","CLOSED","14-00692951","MD","CLOSED","2014-09-15T18:37:58.000","2014-09-17T18:11:31.000","21202",NA,NA
"Cityworks SR Comments","PASCAL AVE & INNER PASCAL","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-13T19:32:47.000","2014-09-16T19:32:47.000","CURTIS BAY","UPDATED","14-00692588","MD","CLOSED","2014-09-18T12:55:01.000","2014-09-18T13:32:32.000","21225",NA,NA
"Cityworks SR Comments","1500 N FULTON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-12T19:25:19.000","2014-09-15T19:25:19.000","SANDTOWN-WINCHESTER","UPDATED","14-00690872","MD","CLOSED","2014-09-15T18:35:43.000","2014-09-15T19:18:07.000","21217",NA,NA
"Cityworks SR Comments","SAINT MARTINS RD & SAINT PAUL ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-11T00:37:47.000","2014-09-14T00:37:47.000","GUILFORD","UPDATED","14-00684597","MD","CLOSED","2014-09-11T18:13:26.000","2014-09-11T18:39:29.000",NA,NA,NA
"Cityworks SR Comments","4600  LIBERTY HEIGHTS AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-09T12:48:38.000","2014-09-12T12:48:38.000","HOWARD PARK","UPDATED","14-00678247","MD","CLOSED","2014-09-18T12:56:27.000","2014-09-18T13:32:32.000","21207",NA,NA
"Cityworks SR Comments","500  LIGHT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-08T10:37:23.000","2014-09-11T10:37:23.000","OTTERBEIN","UPDATED","14-00673954","MD","CLOSED","2014-09-08T18:41:48.000","2014-09-08T19:10:34.000",NA,NA,NA
"Cityworks SR Comments","MCHENRY ST &W BARRE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-06T23:57:45.000","2014-09-09T23:57:45.000","BARRE CIRCLE","UPDATED","14-00672755","MD","CLOSED","2014-09-08T18:15:41.000","2014-09-08T18:20:34.000","21230",NA,NA
"Cityworks SR Comments","1953  CHELSEA RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-04T14:56:10.000","2014-09-07T14:56:10.000","FAIRMONT","UPDATED","14-00666678","MD","CLOSED","2014-09-05T18:10:10.000","2014-09-05T18:28:02.000","21216",NA,NA
"Cityworks SR Comments","N MARTIN LUTHER KING JR BLVD & PENNSYLVA","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-04T11:48:26.000","2014-09-07T11:48:26.000","HERITAGE CROSSING","UPDATED","14-00665406","MD","CLOSED","2014-09-04T18:49:47.000","2014-09-04T18:45:15.000","21201",NA,NA
"Cityworks SR Comments","N MARTIN LUTHER KING JR BLVD &W FRANKLIN","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-04T10:13:10.000","2014-09-07T10:13:10.000","HERITAGE CROSSING","UPDATED","14-00665113","MD","CLOSED","2014-09-04T18:53:27.000","2014-09-04T19:34:13.000","21201",NA,NA
"Cityworks SR Comments","1900 N BENTALOU ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-03T14:54:05.000","2014-09-06T14:54:05.000","MONDAWMIN","UPDATED","14-00662602","MD","CLOSED","2014-09-25T14:36:00.000","2014-09-25T14:53:12.000","21216",NA,NA
"Cityworks SR Comments","W COLD SPRING LN & PIMLICO RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-09-02T21:25:15.000","2014-09-05T21:25:15.000","GREENSPRING","UPDATED","14-00660580","MD","CLOSED","2014-09-03T18:14:20.000","2014-09-03T18:48:03.000","21215",NA,NA
"Cityworks SR Comments","2803  HALCYON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-31T14:50:51.000","2014-09-03T14:50:51.000","LAURAVILLE","UPDATED","14-00656068","MD","CLOSED","2014-09-03T18:35:24.000","2014-09-03T18:48:03.000","21214",NA,NA
"Cityworks SR Comments","1843 E 30TH ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-28T23:09:22.000","2014-08-31T23:09:22.000","COLDSTREAM HOMESTEAD MONTEBELLO","UPDATED","14-00651407","MD","CLOSED","2014-08-29T17:45:10.000","2014-08-29T18:17:42.000","21218",NA,NA
"Cityworks SR Comments","600  BROOKWOOD RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-28T19:12:54.000","2014-08-31T19:12:54.000","HUNTING RIDGE","UPDATED","14-00650814","MD","CLOSED","2014-08-29T17:51:11.000","2014-08-29T18:17:42.000","21229",NA,NA
"Cityworks SR Comments","15 E EAGER ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-28T14:57:25.000","2014-08-31T14:57:25.000","MOUNT VERNON","UPDATED","14-00649761","MD","CLOSED","2014-08-29T17:48:45.000","2014-08-29T18:17:42.000","21202",NA,NA
"Cityworks SR Comments","N CHARLES ST &E 29TH ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-27T22:15:01.000","2014-08-30T22:15:01.000","CHARLES VILLAGE","UPDATED","14-00647888","MD","CLOSED","2014-08-28T18:27:31.000","2014-08-28T18:50:15.000","21218",NA,NA
"Cityworks SR Comments","CEDARCROFT RD & SYCAMORE RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-27T18:22:39.000","2014-08-30T18:22:39.000","CEDARCROFT","UPDATED","14-00647116","MD","CLOSED","2014-08-28T18:30:56.000","2014-08-28T18:50:15.000","21212",NA,NA
"Cityworks SR Comments","2401  LIBERTY HEIGHTS AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-25T18:01:28.000","2014-08-28T18:01:28.000","MONDAWMIN","UPDATED","14-00640256","MD","CLOSED","2014-09-02T14:32:20.000","2014-09-02T15:17:22.000","21215",NA,NA
"Cityworks SR Comments","2401  GWYNNS FALLS PKWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-25T17:59:09.000","2014-08-28T17:59:09.000","MONDAWMIN","UPDATED","14-00640240","MD","CLOSED","2014-08-27T18:25:20.000","2014-08-27T18:53:24.000","21217",NA,NA
NA,"BOSTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-22T23:43:36.000","2014-08-25T23:43:36.000","GRACELAND PARK",NA,"14-00634979","MD","CLOSED","2014-08-25T14:49:48.000",NA,"21224",NA,NA
