"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"WO - Repair Hydrant","2721 W BALTIMORE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-16T14:17:06.000","2015-01-21T14:17:06.000","SHIPLEY HILL","CLOSED","15-00036502","MD","CLOSED","2015-03-08T15:37:03.000","2015-03-07T15:34:31.000","21223",NA,NA
"WO - Repair Hydrant","ERDMAN AVE & HARFORD RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-16T11:37:26.000","2015-01-21T11:37:26.000","MONTEBELLO","CLOSED","15-00035658","MD","CLOSED","2015-02-03T13:01:43.000","2015-02-02T12:58:45.000","21218",NA,NA
"Cityworks SR Comments","918 W UNIVERSITY PKWY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-15T01:36:05.000","2015-01-20T01:36:05.000","ROLAND PARK","UPDATED","15-00032282","MD","CLOSED","2015-01-29T18:07:02.000","2015-01-29T18:26:30.000","21210",NA,NA
"WO - Repair Hydrant","500  SCOTT ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-14T09:18:10.000","2015-01-19T09:18:10.000","WASHINGTON VILLAGE","OPEN","15-00029407","MD","CLOSED","2015-01-29T18:30:33.000","2015-01-28T18:25:54.000","21230",NA,NA
"WO - Repair Hydrant","708  MURPHY LN","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-13T12:46:02.000","2015-01-18T12:46:02.000","HERITAGE CROSSING","CLOSED","15-00027211","MD","CLOSED","2015-02-03T12:56:04.000","2015-02-02T12:53:43.000","21201",NA,NA
"Cityworks SR Comments","W 28TH ST & REMINGTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-10T16:29:13.000","2015-01-15T16:29:13.000","REMINGTON","UPDATED","15-00022799","MD","CLOSED","2015-02-26T17:08:59.000","2015-02-26T18:13:57.000","21211",NA,NA
NA,"3700  YOSEMITE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-09T20:32:51.000","2015-01-14T20:32:51.000","CALLAWAY-GARRISON",NA,"15-00021946","MD","DUPCLOSD","2015-01-09T20:32:51.000",NA,"21215",NA,NA
"Cityworks SR Comments","3700  YOSEMITE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-09T20:21:19.000","2015-01-14T20:21:19.000","CALLAWAY-GARRISON","UPDATED","15-00021923","MD","CLOSED","2015-03-12T19:00:26.000","2015-03-12T21:39:13.000","21215",NA,NA
"WO - Repair Hydrant","2001  GOUGH ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-01T17:39:43.000","2015-01-06T17:39:43.000","UPPER FELLS POINT","CLOSED","15-00000484","MD","CLOSED","2015-03-14T17:31:44.000","2015-03-13T17:29:23.000","21231",NA,NA
"WO - Repair Hydrant","POPLAR GROVE ST & WINDSOR AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-30T13:19:31.000","2015-01-04T13:19:31.000","PANWAY/BRADDISH AVENUE","CLOSED","14-00965373","MD","CLOSED","2015-03-24T19:22:04.000","2015-03-22T19:15:08.000","21216",NA,NA
"WO - Repair Hydrant","3701  YOSEMITE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-28T23:20:38.000","2015-01-02T23:20:38.000","CALLAWAY-GARRISON","CLOSED","14-00961695","MD","CLOSED","2015-03-25T17:26:41.000","2015-03-23T17:22:20.000","21215",NA,NA
"Cityworks SR Comments","410 E LAKE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-26T11:51:03.000","2014-12-31T11:51:03.000","CEDARCROFT","UPDATED","14-00957930","MD","CLOSED","2015-03-15T16:52:44.000","2015-03-15T19:59:18.000","21212",NA,NA
"Cityworks SR Comments","3900  LOCH RAVEN BLVD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-21T13:59:00.000","2014-12-26T13:59:00.000","ORIGINAL NORTHWOOD","UPDATED","14-00947474","MD","CLOSED","2015-04-21T18:42:12.000","2015-02-04T18:07:25.000","21218",NA,NA
"WO - Repair Hydrant","2575  KEN OAK RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-19T17:22:44.000","2014-12-24T17:22:44.000","MOUNT WASHINGTON","CLOSED","14-00945623","MD","CLOSED","2015-03-08T15:28:24.000","2015-03-07T15:26:28.000","21209",NA,NA
NA,"1731 N CHARLES ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-14T20:45:12.000","2014-12-19T20:45:12.000","CHARLES NORTH",NA,"14-00931874","MD","DUPCLOSD","2014-12-14T20:45:12.000",NA,"21201",NA,NA
"Cityworks SR Comments","1 W FAYETTE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-13T21:26:15.000","2014-12-18T21:26:15.000","DOWNTOWN","UPDATED","14-00931164","MD","CLOSED","2014-12-19T14:57:59.000","2014-12-17T17:44:25.000","21201",NA,NA
"Cityworks SR Comments","1731 N CHARLES ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-13T19:17:00.000","2014-12-18T19:17:00.000","CHARLES NORTH","UPDATED","14-00931048","MD","CLOSED","2015-01-02T17:50:38.000","2014-12-17T17:44:25.000","21201",NA,NA
"WO - Repair Hydrant","MILLER ST &N BOND ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-07T12:12:12.000","2014-12-12T12:12:12.000","GAY STREET","CLOSED","14-00915089","MD","CLOSED","2014-12-22T15:52:43.000","2014-12-16T15:15:36.000","21205",NA,NA
"WO - Repair Hydrant","GUILFORD AVE &E 23RD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-05T22:59:26.000","2014-12-10T22:59:26.000","BARCLAY","CLOSED","14-00914030","MD","CLOSED","2014-12-08T13:45:54.000","2014-12-06T13:41:49.000","21218",NA,NA
"WO - Repair Hydrant","3501  ASIATIC AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-05T15:21:53.000","2014-12-10T15:21:53.000","FAIRFIELD AREA","CLOSED","14-00912625","MD","HOLDLOCK","2015-02-11T17:49:55.000","2015-01-27T13:49:17.000","21226",NA,NA
"WO - Repair Hydrant","YOSEMITE AVE & CALLAWAY AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-01T15:38:39.000","2014-12-06T15:38:39.000","CALLAWAY-GARRISON","CLOSED","14-00900255","MD","CLOSED","2015-01-05T18:13:59.000","2014-12-31T18:09:27.000","21215",NA,NA
"Cityworks SR Comments","3900  FRANKFORD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-01T12:57:33.000","2014-12-06T12:57:33.000","WALTHERSON","UPDATED","14-00899108","MD","CLOSED","2014-12-08T12:24:21.000","2014-12-08T12:35:13.000","21206",NA,NA
"Cityworks SR Comments","E LAKE AVE & BELLONA AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-28T20:40:17.000","2014-12-03T20:40:17.000","LAKE EVESHAM","UPDATED","14-00895783","MD","CLOSED","2014-12-22T15:31:27.000","2014-12-22T15:45:18.000","21212",NA,NA
"WO - Repair Asphalt Surface","801 S MONTFORD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-28T18:03:58.000","2014-12-03T18:03:58.000","CANTON","CLOSED","14-00895363","MD","CLOSED","2014-12-02T12:06:52.000","2014-12-03T10:24:40.000","21224",NA,NA
"Cityworks SR Comments","E 33RD ST & ELLERSLIE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-23T16:12:19.000","2014-11-28T16:12:19.000","WAVERLY","UPDATED","14-00881850","MD","CLOSED","2015-03-02T14:00:18.000","2015-03-02T15:12:32.000","21218",NA,NA
NA,"2507  ALBION AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-22T10:20:38.000","2014-11-27T10:20:38.000","LAURAVILLE",NA,"14-00880595","MD","DUPCLOSD","2014-11-22T10:20:38.000",NA,"21214",NA,NA
"Cityworks SR Comments","5816  CLOVER RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-21T16:22:46.000","2014-11-26T16:22:46.000","GLEN","UPDATED","14-00879198","MD","HOLDLOCK","2014-12-08T13:56:31.000","2015-01-05T17:45:23.000","21215",NA,NA
"WO - Repair Hydrant","3400  TANEY RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-20T12:11:03.000","2014-11-25T12:11:03.000","CROSS COUNTRY","CLOSED","14-00874642","MD","CLOSED","2014-12-08T16:57:29.000","2014-12-06T16:46:56.000","21215",NA,NA
"WO - Repair Sidewalk Surface","CATALPHA RD & ALBION AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-19T17:35:32.000","2014-11-24T17:35:32.000","LAURAVILLE","CLOSED","14-00873237","MD","CLOSED","2015-03-02T13:39:18.000","2015-02-11T03:00:00.000","21214",NA,NA
"Cityworks SR Comments","2500  ALBION AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-19T17:24:53.000","2014-11-24T17:24:53.000","LAURAVILLE","UPDATED","14-00873176","MD","HOLDLOCK","2014-12-03T15:03:12.000","2014-12-03T16:31:17.000","21214",NA,NA
"Cityworks SR Comments","14 W TALBOTT ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-19T15:47:48.000","2014-11-24T15:47:48.000","BROOKLYN","UPDATED","14-00872695","MD","CLOSED","2014-12-22T15:38:49.000","2014-12-22T15:45:18.000","21225",NA,NA
"WO - Repair Hydrant","3900  BARTWOOD RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-18T10:27:03.000","2014-11-23T10:27:03.000","GLEN","CLOSED","14-00867806","MD","CLOSED","2014-12-08T17:19:16.000","2014-12-06T17:14:57.000","21215",NA,NA
"WO - Repair Hydrant","2420  ASHLAND AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-17T19:14:29.000","2014-11-22T19:14:29.000","MILTON-MONTFORD","COMPLETE","14-00867206","MD","CLOSED","2014-12-08T16:39:04.000","2014-12-06T14:33:08.000","21205",NA,NA
"Cityworks SR Comments","1200  LIMIT AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-15T17:40:21.000","2014-11-20T17:40:21.000","IDLEWOOD","UPDATED","14-00862951","MD","HOLDLOCK","2014-12-08T16:41:09.000","2014-12-08T17:13:39.000","21239",NA,NA
"Cityworks SR Comments","WINCHESTER ST &N GILMOR ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-12T02:22:36.000","2014-11-17T02:22:36.000","SANDTOWN-WINCHESTER","UPDATED","14-00852354","MD","CLOSED","2014-11-24T13:43:46.000","2014-11-24T14:25:35.000","21217",NA,NA
"WO - Repair Hydrant","200  FONTHILL AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-10T19:37:52.000","2014-11-15T19:37:52.000","CARROLL-SOUTH HILTON","CLOSED","14-00849335","MD","CLOSED","2015-03-03T17:06:09.000","2014-11-18T13:39:14.000","21223",NA,NA
"WO - Repair Hydrant","1210  EDISON HWY","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-10T19:28:07.000","2014-11-15T19:28:07.000","ORANGEVILLE INDUSTRIAL AREA","CLOSED","14-00849284","MD","CLOSED","2014-12-30T14:34:40.000","2014-12-24T14:28:11.000","21213",NA,NA
"Cityworks SR Comments","719  PRESIDENT ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-10T13:19:46.000","2014-11-15T13:19:46.000","INNER HARBOR","UPDATED","14-00847341","MD","CLOSED","2014-12-12T13:54:47.000","2014-12-12T15:32:55.000","21202",NA,NA
"Cityworks SR Comments","1300  BAYARD ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-10T10:57:42.000","2014-11-15T10:57:42.000","WASHINGTON VILLAGE","UPDATED","14-00846610","MD","CLOSED","2014-12-04T14:24:11.000","2014-12-04T14:57:24.000","21230",NA,NA
"WO - Repair Hydrant","3902  FRANKFORD AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-09T16:28:19.000","2014-11-14T16:28:19.000","WALTHERSON","CLOSED","14-00846083","MD","CLOSED","2014-12-09T13:47:34.000","2014-12-08T13:41:08.000","21206",NA,NA
"Cityworks SR Comments","BAYARD ST & JAMES ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-08T10:45:21.000","2014-11-13T10:45:21.000","CARROLL PARK","UPDATED","14-00843756","MD","CLOSED","2014-12-04T14:33:04.000","2014-12-04T14:57:24.000","21230",NA,NA
"Cityworks SR Comments","4900  CATALPHA RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-07T18:34:29.000","2014-11-12T18:34:29.000","LAURAVILLE","UPDATED","14-00842644","MD","CLOSED","2014-12-03T15:05:54.000","2014-12-03T16:31:17.000","21214",NA,NA
"WO - Repair Sidewalk Surface","W OSTEND ST & GLYNDON AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-06T19:53:56.000","2014-11-11T19:53:56.000","WASHINGTON VILLAGE","CLOSED","14-00839274","MD","CLOSED","2015-04-23T15:37:19.000","2015-04-23T15:33:19.000","21223",NA,NA
"Cityworks SR Comments","AUGUSTA ALLEY WILDWOOD & WOODRIDGE RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-03T20:14:34.000","2014-11-08T20:14:34.000","EDMONDSON VILLAGE","UPDATED","14-00828543","MD","CLOSED","2014-11-13T18:09:51.000","2014-11-13T19:18:23.000","21229",NA,NA
"WO - Repair Hydrant","EDISON HWY &E BIDDLE ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-11-01T17:37:24.000","2014-11-06T17:37:24.000","ORANGEVILLE INDUSTRIAL AREA","CLOSED","14-00822973","MD","CLOSED","2015-01-15T14:08:45.000","2015-01-14T15:24:26.000","21213",NA,NA
"Cityworks SR Comments","1600 E BELVEDERE AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-30T19:11:23.000","2014-11-04T19:11:23.000","LOCH RAVEN","UPDATED","14-00817497","MD","CLOSED","2014-12-10T13:06:22.000","2014-12-10T14:15:57.000","21239",NA,NA
"Cityworks SR Comments","6607  LAURELTON AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-30T19:09:39.000","2014-11-04T19:09:39.000","HARFORD-ECHODALE/PERRING PARKWAY","UPDATED","14-00817490","MD","CLOSED","2014-12-10T12:56:39.000","2014-12-10T14:15:57.000","21214",NA,NA
"Cityworks SR Comments","ADRIAN AVE & SPRINGFIELD AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-30T13:54:00.000","2014-11-04T13:54:00.000","ORIGINAL NORTHWOOD","UPDATED","14-00815870","MD","HOLDLOCK","2015-01-02T17:38:56.000","2015-01-02T19:19:29.000","21239",NA,NA
"Cityworks SR Comments","W COLD SPRING LN & FALLS RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-30T10:50:49.000","2014-11-04T10:50:49.000","CROSS KEYS","UPDATED","14-00815076","MD","CLOSED","2014-12-08T17:21:22.000","2014-12-08T18:46:05.000","21209",NA,NA
"Cityworks SR Comments","5100  FALLS RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-30T03:08:26.000","2014-11-04T03:08:26.000","CROSS KEYS","UPDATED","14-00814931","MD","CLOSED","2014-12-02T14:24:07.000","2014-12-02T15:13:55.000","21210",NA,NA
"WO - Repair Hydrant","4200  AMOS AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-28T13:36:06.000","2014-11-02T13:36:06.000","REISTERSTOWN STATION","CLOSED","14-00809531","MD","CLOSED","2014-10-30T14:27:42.000","2014-10-29T14:21:53.000","21215",NA,NA
"WO - Repair Sidewalk Surface","1700  DARLEY AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-27T18:50:59.000","2014-11-01T18:50:59.000","DARLEY PARK","CLOSED","14-00807942","MD","CLOSED","2015-03-23T14:12:00.000","2015-03-17T14:08:41.000","21213",NA,NA
"Cityworks SR Comments","AMOS AVE & OAKLEAF AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-27T15:14:25.000","2014-11-01T15:14:25.000","REISTERSTOWN STATION","UPDATED","14-00806896","MD","HOLDLOCK","2014-10-29T14:19:02.000","2014-10-29T14:42:47.000","21215",NA,NA
"Cityworks SR Comments","1201 W BALTIMORE ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-26T23:01:58.000","2014-10-31T23:01:58.000","POPPLETON","UPDATED","14-00805111","MD","CLOSED","2014-11-17T15:24:20.000","2014-11-17T15:35:36.000","21223",NA,NA
"WO - Repair Hydrant","2600  MCELDERRY ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-23T15:49:52.000","2014-10-28T15:49:52.000","MCELDERRY PARK","CLOSED","14-00798954","MD","CLOSED","2014-11-05T13:56:32.000","2014-11-03T13:53:42.000","21205",NA,NA
"Cityworks SR Comments","DUMBARTON AVE & WILSBY AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-21T20:37:01.000","2014-10-26T20:37:01.000","PEN LUCY","UPDATED","14-00794048","MD","CLOSED","2014-12-09T16:32:47.000","2014-12-09T17:50:23.000","21218",NA,NA
"Cityworks SR Comments","ADRIAN AVE & SPRINGFIELD AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-20T13:08:03.000","2014-10-25T13:08:03.000","ORIGINAL NORTHWOOD","UPDATED","14-00788390","MD","CLOSED","2014-12-02T17:10:48.000","2014-12-02T18:13:09.000","21239",NA,NA
"Cityworks SR Comments","5001  GREENSPRING AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-18T21:15:36.000","2014-10-23T21:15:36.000","LEVINDALE","UPDATED","14-00786494","MD","CLOSED","2014-11-05T13:20:26.000","2014-11-05T14:31:44.000","21215",NA,NA
"Cityworks SR Comments","3631  CHESTNUT AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-13T23:09:35.000","2014-10-18T23:09:35.000","HAMPDEN","UPDATED","14-00771938","MD","CLOSED","2014-11-05T13:24:20.000","2014-11-05T14:31:44.000","21211",NA,NA
"Cityworks SR Comments","HOMEWOOD TER & OAKENSHAW PL","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-12T19:52:54.000","2014-10-17T19:52:54.000","OAKENSHAWE","UPDATED","14-00770091","MD","CLOSED","2015-01-02T18:58:03.000","2014-10-29T18:31:08.000","21218",NA,NA
"WO - Repair Hydrant","5201  SPRINGLAKE WAY","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-10T10:48:49.000","2014-10-15T10:48:49.000","HOMELAND","CLOSED","14-00764857","MD","CLOSED","2014-10-21T12:24:35.000","2014-10-20T12:20:02.000","21212",NA,NA
"WO - Repair Hydrant","211  TUNBRIDGE RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-09T02:20:54.000","2014-10-14T02:20:54.000","HOMELAND","CLOSED","14-00761132","MD","CLOSED","2014-10-21T12:08:53.000","2014-10-20T12:05:53.000","21212",NA,NA
"Cityworks SR Comments","ADRIAN AVE & SPRINGFIELD AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-08T12:39:09.000","2014-10-13T12:39:09.000","ORIGINAL NORTHWOOD","UPDATED","14-00758211","MD","CLOSED","2014-12-02T17:11:17.000","2014-12-02T18:13:09.000","21239",NA,NA
"Cityworks SR Comments","CYLBURN AVE & GREENSPRING AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-06T19:53:43.000","2014-10-11T19:53:43.000","LEVINDALE","UPDATED","14-00753361","MD","CLOSED","2014-10-16T16:30:24.000","2014-10-16T17:40:04.000","21215",NA,NA
"Cityworks SR Comments","1530 W PRATT ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-05T20:21:53.000","2014-10-10T20:21:53.000","NEW SOUTHWEST/MOUNT CLARE","UPDATED","14-00750513","MD","CLOSED","2014-10-07T11:56:40.000","2014-10-07T12:01:29.000","21223",NA,NA
"Cityworks SR Comments","2300  CYLBURN AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-02T17:42:28.000","2014-10-07T17:42:28.000","COLDSPRING","UPDATED","14-00744255","MD","CLOSED","2014-10-16T16:29:09.000","2014-10-16T17:40:04.000","21209",NA,NA
"Cityworks SR Comments","501 E 41ST ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-30T19:34:52.000","2014-10-05T19:34:52.000","PEN LUCY","UPDATED","14-00737758","MD","CLOSED","2014-10-06T17:23:41.000","2014-10-06T18:03:15.000","21218",NA,NA
"WO - Repair Hydrant","1101  EDISON HWY","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-29T17:29:33.000","2014-10-04T17:29:33.000","ORANGEVILLE INDUSTRIAL AREA","CLOSED","14-00733842","MD","CLOSED","2015-03-03T17:42:24.000","2015-03-03T17:39:05.000","21213",NA,NA
"WO - Repair Hydrant","SINCLAIR LN & BOWLEYS LN","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-28T14:33:10.000","2014-10-03T14:33:10.000","PARKSIDE","CLOSED","14-00730946","MD","CLOSED","2014-12-30T18:18:02.000","2014-12-22T18:13:30.000","21206",NA,NA
"Cityworks SR Comments","5001  GREENSPRING AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-27T21:46:56.000","2014-10-02T21:46:56.000","LEVINDALE","UPDATED","14-00730498","MD","CLOSED","2014-09-29T16:45:14.000","2014-09-29T17:08:29.000","21215",NA,NA
"WO - Repair Hydrant","708 E 25TH ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-26T11:05:19.000","2014-10-01T11:05:19.000","COLDSTREAM HOMESTEAD MONTEBELLO","CLOSED","14-00726725","MD","CLOSED","2014-10-08T12:16:53.000","2014-10-07T12:15:07.000","21218",NA,NA
"WO - Repair Hydrant","881 N HOWARD ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-24T10:05:07.000","2014-09-29T10:05:07.000","MOUNT VERNON","CLOSED","14-00719887","MD","CLOSED","2014-11-24T14:10:21.000","2014-11-22T14:09:00.000","21201",NA,NA
"WO - Repair Hydrant","LAKESIDE AVE & THE ALAMEDA","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-22T13:31:40.000","2014-09-27T13:31:40.000","EDNOR GARDENS-LAKESIDE","CLOSED","14-00714213","MD","CLOSED","2014-09-30T15:34:29.000","2014-09-22T15:36:32.000","21218",NA,NA
"WO - Repair Hydrant","FRISBY ST & HOMESTEAD ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-21T20:43:35.000","2014-09-26T20:43:35.000","BETTER WAVERLY","CLOSED","14-00713056","MD","CLOSED","2014-09-25T13:19:14.000","2014-09-24T12:43:10.000","21218",NA,NA
NA,"3414  OAKENSHAW PL","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-21T14:26:58.000","2014-09-26T14:26:58.000","OAKENSHAWE",NA,"14-00712535","MD","DUPCLOSD","2014-09-21T14:26:58.000",NA,"21218",NA,NA
"Cityworks SR Comments","3412  OAKENSHAW PL","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-21T12:30:49.000","2014-09-26T12:30:49.000","OAKENSHAWE","UPDATED","14-00712272","MD","CLOSED","2015-01-14T12:39:32.000","2014-09-24T11:59:59.000","21218",NA,NA
"Cityworks SR Comments","E BALTIMORE ST &N GAY ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-19T15:23:29.000","2014-09-24T15:23:29.000","DOWNTOWN","UPDATED","14-00709184","MD","CLOSED","2014-11-05T13:26:16.000","2014-11-05T14:31:44.000","21202",NA,NA
"WO - Repair Hydrant","LOCH RAVEN BLVD & GREENDALE RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-18T19:38:16.000","2014-09-23T19:38:16.000","ORIGINAL NORTHWOOD","CLOSED","14-00707053","MD","CLOSED","2014-09-25T13:13:47.000","2014-09-24T13:11:38.000","21218",NA,NA
"WO - Repair Hydrant","2210 W COLD SPRING LN","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-18T10:43:34.000","2014-09-23T10:43:34.000","COLDSPRING","CLOSED","14-00704338","MD","CLOSED","2014-12-08T13:24:27.000","2014-12-06T13:21:48.000","21209",NA,NA
"Cityworks SR Comments","800 N HILTON ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-17T21:29:04.000","2014-09-22T21:29:04.000","EDMONDSON VILLAGE","UPDATED","14-00703712","MD","CLOSED","2014-09-17T23:46:57.000","2014-09-18T00:03:14.000","21229",NA,NA
"Cityworks SR Comments","2516  CYLBURN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-09-09T20:01:03.000","2014-09-14T20:01:03.000","LEVINDALE","UPDATED","14-00680463","MD","CLOSED","2014-09-10T06:54:23.000","2014-09-10T06:58:14.000",NA,NA,NA
"WO - Repair Hydrant","N POPPLETON ST &W FAYETTE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-09-09T18:52:36.000","2014-09-14T18:52:36.000","POPPLETON","CLOSED","14-00680183","MD","CLOSED","2014-10-10T18:48:40.000","2014-09-15T16:12:52.000",NA,NA,NA
"Cityworks SR Comments","5600  PENNINGTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-09-09T14:17:46.000","2014-09-14T14:17:46.000","CURTIS BAY","UPDATED","14-00678743","MD","CLOSED","2014-09-15T19:06:38.000","2014-09-15T19:18:07.000","21226",NA,NA
"Cityworks SR Comments","2803  SAINT LO DR","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-09-08T20:29:04.000","2014-09-13T20:29:04.000","CLIFTON PARK","UPDATED","14-00677154","MD","CLOSED","2014-10-08T12:14:01.000","2014-10-08T12:40:11.000","21213",NA,NA
"Cityworks SR Comments","CYLBURN AVE &W NORTHERN PKWY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-09-07T20:39:17.000","2014-09-12T20:39:17.000","COLDSPRING","UPDATED","14-00673539","MD","CLOSED","2014-10-16T16:28:03.000","2014-10-16T16:31:27.000","21209",NA,NA
"WO - Repair Hydrant","5001  GREENSPRING AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-05T12:24:55.000","2014-09-10T12:24:55.000","LEVINDALE","CLOSED","14-00669270","MD","CLOSED","2014-10-10T18:49:21.000","2014-09-12T19:09:21.000","21215",NA,NA
"Cityworks SR Comments","200  TAPLOW RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-05T10:49:35.000","2014-09-10T10:49:35.000","HOMELAND","UPDATED","14-00668928","MD","CLOSED","2014-11-05T12:33:40.000","2014-11-05T13:12:53.000","21212",NA,NA
