"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"WO - Repair Water Valves","WICOMICO ST &W OSTEND ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-04T20:03:44.000","2014-09-09T20:03:44.000","CARROLL - CAMDEN INDUSTRIAL AREA","CLOSED","14-00668042","MD","CLOSED","2014-09-23T15:16:27.000","2014-09-08T15:16:18.000","21230",NA,NA
"Cityworks SR Comments","ELSRODE AVE &E NORTHERN PKWY","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-03T19:54:01.000","2014-09-08T19:54:01.000","WESTFIELD","UPDATED","14-00664216","MD","CLOSED","2014-09-17T16:18:44.000","2014-09-17T16:47:51.000","21214",NA,NA
"Cityworks SR Comments","827  LINDEN AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-09-01T11:59:27.000","2014-09-06T11:59:27.000","MOUNT VERNON","UPDATED","14-00656715","MD","CLOSED","2014-09-05T17:42:16.000","2014-09-05T18:28:02.000","21201",NA,NA
"WO - Repair Hydrant","220 W 29TH ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-22T12:24:35.000","2014-08-27T12:24:35.000","REMINGTON","CLOSED","14-00632565","MD","CLOSED","2014-08-28T18:51:39.000","2014-08-25T18:49:44.000","21211",NA,NA
"WO - Repair Hydrant","2210 W COLD SPRING LN","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-20T10:11:15.000","2014-08-25T10:11:15.000","WOODBERRY","CLOSED","14-00625296","MD","CLOSED","2014-09-02T18:35:28.000","2014-08-21T18:25:07.000","21209",NA,NA
"WO - Repair Asphalt Surface","2300  CYLBURN AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-19T11:42:38.000","2014-08-24T11:42:38.000","COLDSPRING","CLOSED","14-00621840","MD","CLOSED","2014-12-18T20:11:14.000","2014-10-29T10:45:05.000","21209",NA,NA
"WO - Repair Water Valves","1700  AIKEN ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-19T11:20:48.000","2014-08-24T11:20:48.000","OLIVER","CLOSED","14-00621697","MD","CLOSED","2014-09-25T11:56:28.000","2014-09-24T11:55:54.000","21213",NA,NA
"Cityworks SR Comments","GOODWOOD RD & LATONA RD","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-15T21:24:24.000","2014-08-20T21:24:24.000","LAURAVILLE","UPDATED","14-00615025","MD","CLOSED","2014-09-04T12:54:50.000","2014-09-04T13:07:03.000","21214",NA,NA
"WO - Repair Hydrant","CHRISTIAN ST & MILLINGTON AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-14T17:31:48.000","2014-08-19T17:31:48.000","MILLHILL","CLOSED","14-00610747","MD","CLOSED","2014-08-18T17:16:57.000","2014-08-18T17:15:11.000","21223",NA,NA
"WO - Repair Hydrant","2801  EASTERN AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-13T01:42:52.000","2014-08-18T01:42:52.000","CANTON","CLOSED","14-00604648","MD","CLOSED","2014-08-21T12:24:34.000","2014-08-20T12:18:34.000","21224",NA,NA
"Cityworks SR Comments","12 E MOUNT VERNON PL","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-12T16:33:47.000","2014-08-17T16:33:47.000","MOUNT VERNON","UPDATED","14-00602921","MD","CLOSED","2014-08-15T12:39:00.000","2014-08-15T13:04:21.000","21202",NA,NA
NA,"718  WASHINGTON PL","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-12T15:40:59.000","2014-08-17T15:40:59.000","MOUNT VERNON",NA,"14-00602691","MD","CLOSED","2014-08-12T15:42:58.000",NA,"21201",NA,NA
"WO - Repair Hydrant","5000  GREENSPRING AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-08T13:42:07.000","2014-08-13T13:42:07.000","LEVINDALE","CLOSED","14-00593107","MD","CLOSED","2014-08-20T12:41:05.000","2014-08-20T16:33:07.000","21215",NA,NA
"Cityworks SR Comments","E 29TH ST & SAINT PAUL ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-08T10:33:29.000","2014-08-13T10:33:29.000","CHARLES VILLAGE","UPDATED","14-00592139","MD","CLOSED","2014-08-14T17:47:40.000","2014-08-14T18:01:36.000","21218",NA,NA
"WO - Repair Hydrant","E PRATT ST & SOUTH ST","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-08T08:13:10.000","2014-08-13T08:13:10.000","INNER HARBOR","CLOSED","14-00591803","MD","CLOSED","2014-08-18T13:09:05.000","2014-08-15T13:08:02.000","21202",NA,NA
"Cityworks SR Comments","WILKENS AVE & HURLEY AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-01T18:39:51.000","2014-08-06T18:39:51.000","GWYNNS FALLS","UPDATED","14-00573746","MD","CLOSED","2014-08-06T14:47:18.000","2014-08-06T15:03:43.000","21223",NA,NA
"WO - Repair Hydrant","N LUZERNE AVE &E CHASE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-17T19:54:36.000","2015-05-22T19:54:36.000","BIDDLE STREET","CLOSED","15-00386594","MD","CLOSED","2015-06-24T13:16:39.000","2015-06-23T13:12:49.000","21213",NA,NA
"Cityworks SR Comments","2322  BOSTON ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-29T21:30:31.000","2015-07-04T21:30:31.000","CANTON","UPDATED","15-00510248","MD","LOCKED","2015-06-29T21:37:21.000","2015-06-29T21:44:25.000","21224",NA,NA
"WO - Repair Hydrant","1300 N CALVERT ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-02-28T15:57:44.000","2015-03-05T15:57:44.000","MID-TOWN BELVEDERE","CLOSED","15-00155390","MD","CLOSED","2015-05-27T17:12:02.000","2015-05-27T17:11:38.000","21202",NA,NA
"Cityworks SR Comments","900  BEAUMONT AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-13T11:04:05.000","2015-05-18T11:04:05.000","KENILWORTH PARK","UPDATED","15-00373542","MD","LOCKED","2015-05-13T11:10:19.000","2015-05-21T15:48:52.000","21212",NA,NA
"Cityworks SR Comments","35 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-14T20:29:08.000","2015-07-19T20:29:08.000","BALTIMORE-LINWOOD","UPDATED","15-00554800","MD","LOCKED","2015-07-14T20:34:15.000","2015-07-14T20:44:47.000","21224",NA,NA
"Cityworks SR Comments","3200  ELMORA AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-11T13:25:19.000","2015-07-16T13:25:19.000","FOUR BY FOUR","UPDATED","15-00545469","MD","LOCKED","2015-07-11T13:31:13.000","2015-07-11T13:42:31.000","21213",NA,NA
NA,"2322  BOSTON ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-30T14:28:13.000","2015-07-05T14:28:13.000","CANTON",NA,"15-00512597","MD","DUPOPEN","2015-06-30T14:28:13.000",NA,"21224",NA,NA
"WO - Repair Water Valves","3208  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-16T10:51:47.000","2015-04-21T10:51:47.000","WALTHERSON","CLOSED","15-00297251","MD","CLOSED","2015-06-15T21:49:37.000","2015-06-12T21:48:30.000","21214",NA,NA
"Cityworks SR Comments","531  LUCIA AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-14T20:36:57.000","2015-07-19T20:36:57.000","YALE HEIGHTS","UPDATED","15-00554826","MD","LOCKED","2015-07-14T20:43:13.000","2015-07-14T20:54:44.000","21229",NA,NA
"Cityworks SR Comments","2946  WYMAN PKWY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-08-03T14:10:21.000","2015-08-08T14:10:21.000","REMINGTON","UPDATED","15-00611936","MD","LOCKED","2015-08-03T14:16:17.000","2015-08-03T14:24:10.000","21211",NA,NA
NA,"101 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-16T19:35:05.000","2015-07-21T19:35:05.000","BALTIMORE-LINWOOD",NA,"15-00562320","MD","DUPOPEN","2015-07-16T19:35:05.000",NA,"21224",NA,NA
"Cityworks SR Comments","W COLD SPRING LN & BRAND AVE, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-09T18:22:32.000","2015-07-14T18:22:32.000","COLDSPRING","UPDATED","15-00540413","MD","LOCKED","2015-07-09T18:28:17.000","2015-07-09T18:41:18.000",NA,NA,NA
"Cityworks SR Comments","800  CARROLL ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-15T13:14:42.000","2015-05-20T13:14:42.000","WASHINGTON VILLAGE","UPDATED","15-00382041","MD","LOCKED","2015-05-15T13:20:59.000","2015-05-15T13:24:05.000","21230",NA,NA
"Cityworks SR Comments","MOUNT HOLLY ST & HARLEM AVE, BALTIMORE,","   Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-06-28T20:57:40.000","2015-07-03T20:57:40.000","EDMONDSON VILLAGE","UPDATED","15-00505616","MD","LOCKED","2015-06-28T21:04:15.000","2015-06-28T21:13:48.000","21229",NA,NA
NA,"1800  EUTAW PL","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-09T16:45:40.000","2015-04-14T16:45:40.000","MADISON PARK",NA,"15-00278267","MD","DUPCLOSD","2015-04-09T16:45:40.000",NA,"21217",NA,NA
"Cityworks SR Comments","E LOMBARD ST & S KRESSON ST, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-29T00:13:03.000","2015-08-03T00:13:03.000","CANTON INDUSTRIAL AREA","UPDATED","15-00598365","MD","LOCKED","2015-07-29T00:19:11.000","2015-07-29T00:29:54.000",NA,NA,NA
"Cityworks SR Comments","ARGONNE DR & WESTVIEW RD, BALTIMORE, MD,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-28T23:22:15.000","2015-08-02T23:22:15.000","ORIGINAL NORTHWOOD","UPDATED","15-00598312","MD","LOCKED","2015-07-28T23:28:18.000","2015-07-28T23:40:06.000",NA,NA,NA
"Cityworks SR Comments","BEAUMONT AVE & MIDWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-22T23:57:31.000","2015-05-27T23:57:31.000","WINSTON-GOVANS","UPDATED","15-00402833","MD","LOCKED","2015-05-23T00:04:48.000","2015-05-23T00:10:05.000","21212",NA,NA
"Cityworks SR Comments","3641  LEO ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-21T11:16:10.000","2015-05-26T11:16:10.000","FAIRFIELD AREA","UPDATED","15-00397922","MD","CLOSED","2015-07-13T12:26:39.000","2015-06-27T14:52:43.000","21226",NA,NA
"Cityworks SR Comments","2609  GAGE CT","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-08T20:43:21.000","2015-07-13T20:43:21.000","CHESWOLDE","UPDATED","15-00537029","MD","LOCKED","2015-07-08T20:49:14.000","2015-07-08T21:00:36.000","21209",NA,NA
"Cityworks SR Comments","MIDWOOD AVE & BEAUMONT AVE, BALTIMORE, M",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-09T14:26:09.000","2015-06-14T14:26:09.000","WINSTON-GOVANS","UPDATED","15-00448244","MD","LOCKED","2015-06-09T14:31:19.000","2015-06-09T14:35:33.000",NA,NA,NA
"Cityworks SR Comments","1811  WINCHESTER ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-17T16:48:57.000","2015-04-22T16:48:57.000","SANDTOWN-WINCHESTER","UPDATED","15-00302925","MD","CLOSED","2015-06-20T16:19:03.000","2015-06-20T16:28:04.000","21217",NA,NA
"Cityworks SR Comments","201  SOUTHWAY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-01T14:28:55.000","2015-07-06T14:28:55.000","OAKENSHAWE","UPDATED","15-00516474","MD","LOCKED","2015-07-01T14:34:16.000","2015-07-01T14:45:41.000","21218",NA,NA
"Cityworks SR Comments","4501 E LOMBARD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-30T15:36:42.000","2015-07-05T15:36:42.000","CANTON INDUSTRIAL AREA","UPDATED","15-00512977","MD","LOCKED","2015-06-30T15:43:15.000","2015-06-30T15:55:03.000","21224",NA,NA
"Cityworks SR Comments","701 W 36TH ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-22T23:18:34.000","2015-04-27T23:18:34.000","HAMPDEN","UPDATED","15-00316929","MD","CLOSED","2015-05-14T18:05:55.000","2015-05-14T18:12:54.000","21211",NA,NA
"Cityworks SR Comments","101 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-08-03T15:26:11.000","2015-08-08T15:26:11.000","BALTIMORE-LINWOOD","UPDATED","15-00612729","MD","LOCKED","2015-08-03T15:34:11.000","2015-08-03T15:44:09.000","21224",NA,NA
"Cityworks SR Comments","MARYLAND AVE & W 24TH ST, BALTIMORE, MD,","   Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-08-03T14:14:12.000","2015-08-08T14:14:12.000","CHARLES VILLAGE","UPDATED","15-00611959","MD","LOCKED","2015-08-03T14:22:14.000","2015-08-03T14:34:15.000","21218",NA,NA
"WO - Repair Hydrant","W BIDDLE ST & MARYLAND AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-08-10T18:05:15.000","2014-08-15T18:05:15.000","MID-TOWN BELVEDERE","CLOSED","14-00597095","MD","HOLDLOCK","2014-08-20T12:42:48.000","2015-05-28T18:08:50.000","21201",NA,NA
"Cityworks SR Comments","N WOODINGTON RD & COLBORNE RD, BALTIMORE",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-07T20:20:38.000","2015-07-12T20:20:38.000","ROGNEL HEIGHTS","UPDATED","15-00532701","MD","LOCKED","2015-07-07T20:28:18.000","2015-07-07T20:40:06.000",NA,NA,NA
"Cityworks SR Comments","3509 N CHARLES ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-02T02:56:01.000","2015-07-07T02:56:01.000","CHARLES VILLAGE","UPDATED","15-00518502","MD","LOCKED","2015-07-02T03:01:14.000","2015-07-02T03:15:57.000","21218",NA,NA
"Cityworks SR Comments","3634  MANCHESTER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-03T20:38:40.000","2015-05-08T20:38:40.000","CENTRAL PARK HEIGHTS","UPDATED","15-00344709","MD","CLOSED","2015-05-20T17:58:46.000","2015-05-20T18:08:13.000","21215",NA,NA
"Cityworks SR Comments","2100 E FAYETTE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-09T01:13:28.000","2015-07-14T01:13:28.000","MIDDLE EAST","UPDATED","15-00537609","MD","LOCKED","2015-07-09T01:19:14.000","2015-07-09T01:30:50.000","21231",NA,NA
NA,"2938  O'DONNELL ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-20T16:08:37.000","2015-07-25T16:08:37.000","CANTON",NA,"15-00570689","MD","DUPOPEN","2015-07-20T16:08:37.000",NA,"21224",NA,NA
"Cityworks SR Comments","E LOMBARD ST & S LINWOOD AVE, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-21T15:01:22.000","2015-07-26T15:01:22.000","BALTIMORE-LINWOOD","See Duplicate SR in Details","15-00574173","MD","CLOSED","2015-07-21T17:33:17.000","2015-07-21T15:14:00.000",NA,NA,NA
"Cityworks SR Comments","3206  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-07T18:41:42.000","2015-04-12T18:41:42.000","WALTHERSON","UPDATED","15-00271750","MD","CLOSED","2015-05-20T14:02:43.000","2015-05-11T18:10:42.000","21214",NA,NA
"Cityworks SR Comments","2415 E FAYETTE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-25T14:37:02.000","2015-05-30T14:37:02.000","PATTERSON PLACE","UPDATED","15-00405961","MD","LOCKED","2015-05-25T14:43:12.000","2015-05-25T14:51:41.000","21224",NA,NA
"Cityworks SR Comments","3535  NEWLAND RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-29T00:17:43.000","2015-06-03T00:17:43.000","GUILFORD","UPDATED","15-00418399","MD","CLOSED","2015-06-27T15:48:59.000","2015-06-27T15:52:53.000","21218",NA,NA
NA,"2345  EASTERN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-28T18:19:02.000","2015-07-03T18:19:02.000","CANTON",NA,"15-00505438","MD","DUPOPEN","2015-06-28T18:19:02.000",NA,"21224",NA,NA
"Cityworks SR Comments","1937  GOUGH ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-08-03T16:14:06.000","2015-08-08T16:14:06.000","UPPER FELLS POINT","UPDATED","15-00613307","MD","LOCKED","2015-08-03T16:19:11.000","2015-08-03T16:24:14.000","21231",NA,NA
"Cityworks SR Comments","ORLEANS ST &N LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-12T18:59:23.000","2015-05-17T18:59:23.000","MCELDERRY PARK","UPDATED","15-00371916","MD","CLOSED","2015-06-20T17:22:54.000","2015-06-20T17:28:06.000","21224",NA,NA
"Cityworks SR Comments","1700 E COLD SPRING LN","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-23T22:42:55.000","2015-06-28T22:42:55.000","STONEWOOD-PENTWOOD-WINSTON","UPDATED","15-00490986","MD","LOCKED","2015-06-23T22:49:15.000","2015-06-23T23:00:24.000","21239",NA,NA
"Cityworks SR Comments","2946  WYMAN PKWY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-14T23:40:35.000","2015-07-19T23:40:35.000","REMINGTON","UPDATED","15-00555227","MD","LOCKED","2015-07-14T23:46:13.000","2015-07-14T23:54:52.000","21211",NA,NA
"Cityworks SR Comments","3252  KESWICK RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-23T00:25:14.000","2015-04-28T00:25:14.000","HAMPDEN","UPDATED","15-00316976","MD","LOCKED","2015-04-23T00:31:15.000","2015-05-14T18:42:57.000","21211",NA,NA
"Cityworks SR Comments","5  GITTINGS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-15T22:58:37.000","2015-04-20T22:58:37.000","BELLONA-GITTINGS","UPDATED","15-00296911","MD","CLOSED","2015-05-20T15:44:52.000","2015-05-20T15:47:47.000","21212",NA,NA
"Cityworks SR Comments","201 S CENTRAL AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-11T03:13:19.000","2015-04-16T03:13:19.000","WASHINGTON HILL","UPDATED","15-00283437","MD","CLOSED","2015-05-14T12:22:18.000","2015-05-14T12:33:03.000","21202",NA,NA
"Cityworks SR Comments","1201  GLYNDON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-23T15:40:19.000","2015-06-28T15:40:19.000","WASHINGTON VILLAGE","UPDATED","15-00489480","MD","LOCKED","2015-06-23T15:46:15.000","2015-06-23T16:00:06.000",NA,NA,NA
"Cityworks SR Comments","3 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-22T22:50:29.000","2015-07-27T22:50:29.000","BALTIMORE-LINWOOD","UPDATED","15-00579865","MD","LOCKED","2015-07-22T22:58:12.000","2015-07-22T23:05:24.000","21224",NA,NA
NA,"100 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-27T12:12:53.000","2015-08-01T12:12:53.000","PATTERSON PARK",NA,"15-00592243","MD","DUPOPEN","2015-07-27T12:12:53.000",NA,"21224",NA,NA
"WO - Repair Hydrant","3809  JUNIPER RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-03-23T13:35:44.000","2015-03-28T13:35:44.000","GUILFORD","CLOSED","15-00228177","MD","CLOSED","2015-06-30T15:28:56.000","2015-06-29T15:25:22.000","21218",NA,NA
"Cityworks SR Comments","SPRINGFIELD AVE & ADRIAN AVE, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-11T16:28:48.000","2015-06-16T16:28:48.000","ORIGINAL NORTHWOOD","UPDATED","15-00455412","MD","CLOSED","2015-06-15T21:19:36.000","2015-06-15T21:24:39.000",NA,NA,NA
"Cityworks SR Comments","701  OLDHAM ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-07T22:50:15.000","2015-07-12T22:50:15.000","GREEKTOWN","UPDATED","15-00533164","MD","LOCKED","2015-07-07T22:58:15.000","2015-07-07T23:09:52.000","21224",NA,NA
"Cityworks SR Comments","HILLEN RD & E COLD SPRING LN, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-14T21:37:53.000","2015-06-19T21:37:53.000","MORGAN STATE UNIVERSITY","UPDATED","15-00462069","MD","LOCKED","2015-06-14T21:43:13.000","2015-06-14T21:53:54.000",NA,NA,NA
"Cityworks SR Comments","1251  LIMIT AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-29T22:38:05.000","2014-11-03T22:38:05.000","IDLEWOOD","UPDATED","14-00814778","MD","CLOSED","2015-07-09T13:34:43.000","2014-12-10T14:15:57.000","21239",NA,NA
"Cityworks SR Comments","3100  FALLS RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-13T21:18:43.000","2015-07-18T21:18:43.000","JONES FALLS AREA","UPDATED","15-00551160","MD","LOCKED","2015-07-13T21:25:14.000","2015-07-13T21:34:02.000","21211",NA,NA
NA,"3208  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-18T18:18:24.000","2015-04-23T18:18:24.000","WALTHERSON",NA,"15-00305252","MD","DUPCLOSD","2015-04-18T18:18:24.000",NA,"21214",NA,NA
"Cityworks SR Comments","N MONASTERY AVE & W CATON AVE, BALTIMORE",NA,"WWHYDRAN","WW Hydrant Leaking","2015-08-02T17:51:26.000","2015-08-07T17:51:26.000","SAINT JOSEPHS","UPDATED","15-00610086","MD","LOCKED","2015-08-02T17:58:11.000","2015-08-02T18:03:37.000",NA,NA,NA
NA,"3535  NEWLAND RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-29T09:16:46.000","2015-06-03T09:16:46.000","GUILFORD",NA,"15-00418666","MD","DUPCLOSD","2015-05-29T09:16:46.000",NA,"21218",NA,NA
"Cityworks SR Comments","704  MURPHY LN","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-23T10:24:35.000","2014-12-28T10:24:35.000","HERITAGE CROSSING","UPDATED","14-00951241","MD","CLOSED","2015-06-18T21:31:30.000","2015-02-03T14:35:46.000","21201",NA,NA
"WO - Repair Hydrant","500 N EDGEWOOD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-03-02T20:41:08.000","2015-03-07T20:41:08.000","ALLENDALE","CLOSED","15-00161157","MD","HOLDLOCK","2015-03-21T13:05:44.000","2015-05-28T15:45:52.000","21229",NA,NA
"Cityworks SR Comments","123 N BRADFORD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-23T00:05:45.000","2015-06-28T00:05:45.000","PATTERSON PLACE","UPDATED","15-00487281","MD","LOCKED","2015-06-23T00:13:14.000","2015-06-23T00:19:40.000","21224",NA,NA
"Cityworks SR Comments","1800  EUTAW PL","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-07T00:59:28.000","2015-04-12T00:59:28.000","MADISON PARK","UPDATED","15-00269316","MD","CLOSED","2015-06-18T21:56:24.000","2015-04-20T14:39:05.000","21217",NA,NA
"Cityworks SR Comments","E NORTH AVE & GUILFORD AVE, BALTIMORE, M","Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-07-21T12:07:58.000","2015-07-26T12:07:58.000","GREENMOUNT WEST","UPDATED","15-00572943","MD","LOCKED","2015-07-21T12:13:12.000","2015-07-21T12:24:21.000","21202",NA,NA
"Cityworks SR Comments","1600 S CATON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-02T12:49:59.000","2015-07-07T12:49:59.000","VIOLETVILLE","UPDATED","15-00519147","MD","LOCKED","2015-07-02T12:55:15.000","2015-07-02T13:06:49.000","21227",NA,NA
"WO - Repair Concrete Surface","PARKSIDE DR & WALTHER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-06T01:36:24.000","2015-04-11T01:36:24.000","HERRING RUN PARK","CLOSED","15-00265773","MD","CLOSED","2015-06-20T15:51:41.000","2015-04-22T12:39:51.000","21214",NA,NA
"WO - Repair Landscape Surface","4214  KOLB AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-21T14:54:29.000","2014-11-26T14:54:29.000","CEDMONT","CLOSED","14-00878834","MD","HOLDLOCK","2014-12-08T12:19:31.000","2015-07-21T20:56:51.000","21206",NA,NA
"Cityworks SR Comments","5101  ERDMAN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-22T10:05:25.000","2015-07-27T10:05:25.000","ORANGEVILLE","UPDATED","15-00576587","MD","LOCKED","2015-07-22T10:13:11.000","2015-07-22T10:25:15.000","21205",NA,NA
"Cityworks SR Comments","1900 E EAGER ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-24T11:23:13.000","2015-06-29T11:23:13.000","MIDDLE EAST","UPDATED","15-00491527","MD","CLOSED","2015-06-29T13:36:53.000","2015-06-29T13:44:25.000","21205",NA,NA
"Cityworks SR Comments","3208  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-19T21:47:12.000","2015-05-24T21:47:12.000","WALTHERSON","UPDATED","15-00394008","MD","CLOSED","2015-07-09T16:24:32.000","2015-07-09T16:31:15.000","21214",NA,NA
"Cityworks SR Comments","3716  CRANSTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-13T11:43:03.000","2015-06-18T11:43:03.000","EDMONDSON VILLAGE","UPDATED","15-00460306","MD","LOCKED","2015-06-13T11:49:14.000","2015-06-13T12:02:58.000","21229",NA,NA
"Cityworks SR Comments","1500  LAKESIDE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-01T19:59:41.000","2015-07-06T19:59:41.000","EDNOR GARDENS-LAKESIDE","UPDATED","15-00517857","MD","LOCKED","2015-07-01T20:07:14.000","2015-07-01T20:15:44.000","21218",NA,NA
"Cityworks SR Comments","S CATON AVE & JOH AVE, BALTIMORE, MD, 21",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-16T12:43:50.000","2015-06-21T12:43:50.000","MORRELL PARK","UPDATED","15-00467126","MD","LOCKED","2015-06-16T12:49:16.000","2015-06-16T12:55:15.000",NA,NA,NA
"WO - Repair Hydrant","4300 E LOMBARD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-12T12:15:55.000","2015-06-17T12:15:55.000","KRESSON","CLOSED","15-00457520","MD","HOLDLOCK","2015-06-15T14:50:07.000","2015-06-16T13:28:06.000","21224",NA,NA
"Cityworks SR Comments","242 S PATTERSON PARK AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-24T21:12:37.000","2015-04-29T21:12:37.000","UPPER FELLS POINT","UPDATED","15-00323635","MD","CLOSED","2015-07-09T13:44:06.000","2015-07-09T13:51:08.000","21231",NA,NA
