"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Final Phone Call","702 E 43RD ST","BALTIMORE CITY","WWSURFA1","WW-Surface Repair (Masonry)","2014-09-12T07:23:55.000","2014-12-11T07:23:55.000","WILSON PARK","Work related to this SR is completed.","14-00688266","MD","CLOSED","2014-10-06T22:14:56.000","2014-10-06T22:13:00.000","21212",NA,NA
