"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
NA,"2200  CHESTERFIELD AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-29T04:43:09.000","2015-03-29T04:43:09.000","MAYFIELD",NA,"15-00246638","MD","CLOSED","2015-03-29T05:04:52.000",NA,"21213",NA,NA
"Dispatch Work Crew","I 83 N &W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-28T20:54:44.000","2015-03-28T20:54:44.000","MEDFIELD","Debris Removed (Closed)","15-00246426","MD","CLOSED","2015-03-28T21:47:31.000","2015-03-28T21:46:00.000","21209",NA,NA
"Dispatch Work Crew","1031 W 36TH ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-28T19:41:01.000","2015-03-28T19:41:01.000","HAMPDEN","Debris Removed (Closed)","15-00246371","MD","CLOSED","2015-03-28T22:12:45.000","2015-03-28T22:12:00.000","21211",NA,NA
"Dispatch Work Crew","N WASHINGTON ST &E NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-28T18:40:23.000","2015-03-28T18:40:23.000","BROADWAY EAST","No Trouble Found (Closed)","15-00246313","MD","CLOSED","2015-03-29T00:29:46.000","2015-03-29T00:29:00.000","21213",NA,NA
"Dispatch Work Crew","3637 E FAYETTE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-28T17:27:28.000","2015-03-28T17:27:28.000","BALTIMORE HIGHLANDS","Debris Removed (Closed)","15-00246224","MD","CLOSED","2015-03-28T20:32:27.000","2015-03-28T20:31:00.000","21224",NA,NA
"Dispatch Work Crew","3431  WABASH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-27T14:32:58.000","2015-03-27T14:32:58.000","ASHBURTON","Debris Removed (Closed)","15-00243494","MD","CLOSED","2015-03-27T17:30:20.000","2015-03-27T17:30:00.000","21215",NA,NA
"Dispatch Work Crew","E LOMBARD ST & MARKET PL","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-25T20:22:57.000","2015-03-25T20:22:57.000","INNER HARBOR","Debris Removed (Closed)","15-00237474","MD","CLOSED","2015-03-25T22:51:04.000","2015-03-25T22:51:00.000","21202",NA,NA
"Dispatch Work Crew","ENSLOW AVE & WEXFORD RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-25T20:12:52.000","2015-03-25T20:12:52.000","MOUNT WASHINGTON","Debris Removed (Closed)","15-00237431","MD","CLOSED","2015-03-25T22:19:05.000","2015-03-25T22:19:00.000","21209",NA,NA
"Dispatch Work Crew","I 83 S &W NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-25T00:47:19.000","2015-03-25T00:47:19.000","BOLTON HILL","Debris Removed (Closed)","15-00234423","MD","CLOSED","2015-03-25T01:24:31.000","2015-03-25T01:24:00.000","21217",NA,NA
NA,"3638 E FAYETTE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T23:47:13.000","2015-03-24T23:47:13.000","BALTIMORE HIGHLANDS",NA,"15-00234382","MD","CLOSED","2015-03-25T02:51:18.000",NA,"21224",NA,NA
"Dispatch Work Crew","REEDBIRD AVE &S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T21:19:50.000","2015-03-24T21:19:50.000","MIDDLE BRANCH/REEDBIRD PARKS","No Trouble Found (Closed)","15-00234145","MD","CLOSED","2015-03-24T23:04:20.000","2015-03-24T23:03:00.000","21225",NA,NA
"Dispatch Work Crew","4003  DORCHESTER RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T19:15:12.000","2015-03-24T19:15:12.000","DORCHESTER","No Trouble Found (Closed)","15-00233744","MD","CLOSED","2015-03-25T00:22:42.000","2015-03-25T00:22:00.000","21207",NA,NA
"Dispatch Work Crew","401 N WARWICK AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T14:05:27.000","2015-03-24T14:05:27.000","PENROSE/FAYETTE STREET OUTREACH","No Trouble Found (Closed)","15-00231835","MD","CLOSED","2015-03-24T14:21:35.000","2015-03-24T14:21:00.000","21223",NA,NA
"Dispatch Work Crew","I 83 N & FALLS RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T12:53:55.000","2015-03-24T12:53:55.000","JONES FALLS AREA","Debris Removed (Closed)","15-00231301","MD","CLOSED","2015-03-24T13:17:39.000","2015-03-24T13:17:00.000","21211",NA,NA
"Dispatch Work Crew","1900  MOUNT ROYAL TER","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-24T12:21:13.000","2015-03-24T12:21:13.000","RESERVOIR HILL","No Trouble Found (Closed)","15-00231133","MD","CLOSED","2015-03-24T13:15:52.000","2015-03-24T13:15:00.000","21217",NA,NA
"Dispatch Work Crew","I 83 N &W 28TH ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-23T16:58:12.000","2015-03-23T16:58:12.000","DRUID HILL PARK","Debris Removed (Closed)","15-00229224","MD","CLOSED","2015-03-23T17:23:40.000","2015-03-23T17:23:00.000","21217",NA,NA
"Dispatch Work Crew","RUSSELL ST & I 295","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-23T11:24:26.000","2015-03-23T11:24:26.000","WESTPORT","Debris Removed (Closed)","15-00227529","MD","CLOSED","2015-03-23T13:38:09.000","2015-03-23T13:37:00.000","21230",NA,NA
"Dispatch Work Crew","LIBERTY HEIGHTS AVE & HILLSDALE RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-22T22:06:24.000","2015-03-22T22:06:24.000","HOWARD PARK","Debris Removed (Closed)","15-00227192","MD","CLOSED","2015-03-22T22:46:39.000","2015-03-22T22:46:00.000","21207",NA,NA
"Dispatch Work Crew","3100  CALLAWAY AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-22T18:30:41.000","2015-03-22T18:30:41.000","FOREST PARK","Debris Removed (Closed)","15-00226964","MD","CLOSED","2015-03-22T21:12:33.000","2015-03-22T21:12:00.000","21216",NA,NA
"Dispatch Work Crew","1900  MOUNT ROYAL TER","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-21T01:49:35.000","2015-03-21T01:49:35.000","RESERVOIR HILL","Debris Removed (Closed)","15-00224216","MD","CLOSED","2015-03-21T16:50:59.000","2015-03-21T16:50:00.000","21217",NA,NA
"Dispatch Work Crew","2200  ERDMAN AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-21T01:05:55.000","2015-03-21T01:05:55.000","MAYFIELD","No Trouble Found (Closed)","15-00224206","MD","CLOSED","2015-03-21T16:51:22.000","2015-03-21T16:51:00.000","21213",NA,NA
NA,"SINCLAIR LN &N ROSE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-20T18:53:20.000","2015-03-20T18:53:20.000","CLIFTON PARK",NA,"15-00223598","MD","CLOSED","2015-03-21T16:00:06.000",NA,"21213",NA,NA
"Dispatch Work Crew","3544  HICKORY AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-20T13:48:24.000","2015-03-20T13:48:24.000","HAMPDEN","Debris Removed (Closed)","15-00222317","MD","CLOSED","2015-05-07T21:57:23.000","2015-05-07T21:56:00.000","21211",NA,NA
NA,"I 83 N &W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-20T12:35:11.000","2015-03-20T12:35:11.000","MEDFIELD",NA,"15-00222014","MD","CLOSED","2015-03-21T16:54:05.000",NA,"21209",NA,NA
"Dispatch Work Crew","HILTON PKWY &W NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-19T19:37:49.000","2015-03-19T19:37:49.000","WALBROOK","Debris Removed (Closed)","15-00220745","MD","CLOSED","2015-03-20T00:09:48.000","2015-03-20T00:00:00.000","21216",NA,NA
"Dispatch Work Crew","FALLS RD & I 83 N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-18T22:11:19.000","2015-03-18T22:11:19.000","DRUID HILL PARK","Debris Removed (Closed)","15-00217356","MD","CLOSED","2015-03-19T00:31:52.000","2015-03-19T00:31:00.000","21211",NA,NA
"Dispatch Work Crew","SINCLAIR LN & BRENDAN AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-17T20:26:54.000","2015-03-17T20:26:54.000","CLAREMONT-FREEDOM","No Trouble Found (Closed)","15-00213591","MD","CLOSED","2015-03-17T20:49:14.000","2015-03-17T20:49:00.000","21213",NA,NA
NA,"142 N EAST AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T21:35:47.000","2015-03-16T21:35:47.000","BALTIMORE-LINWOOD",NA,"15-00209044","MD","CLOSED","2015-03-16T21:37:24.000",NA,"21224",NA,NA
NA,"4420 E EAGER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T20:08:36.000","2015-03-16T20:08:36.000","ORANGEVILLE",NA,"15-00208599","MD","CLOSED","2015-03-16T21:24:12.000",NA,"21205",NA,NA
"Dispatch Work Crew","W LEXINGTON ST &N GREENE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T19:21:40.000","2015-03-16T19:21:40.000","DOWNTOWN","Debris Removed (Closed)","15-00208418","MD","CLOSED","2015-03-16T21:22:52.000","2015-03-16T21:22:00.000","21201",NA,NA
"Dispatch Work Crew","POTEE ST &W PATAPSCO AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T19:18:11.000","2015-03-16T19:18:11.000","BROOKLYN","No Trouble Found (Closed)","15-00208386","MD","CLOSED","2015-03-16T22:01:07.000","2015-03-16T22:01:00.000","21225",NA,NA
"Dispatch Work Crew","RUSSELL ST &W HAMBURG ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T19:11:58.000","2015-03-16T19:11:58.000","WASHINGTON VILLAGE","Debris Removed (Closed)","15-00208362","MD","CLOSED","2015-03-16T21:36:41.000","2015-03-16T21:36:00.000","21230",NA,NA
"Dispatch Work Crew","4000  GWYNN OAK AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-16T14:43:11.000","2015-03-16T14:43:11.000","WEST ARLINGTON","No Trouble Found (Closed)","15-00206585","MD","CLOSED","2015-03-16T17:18:15.000","2015-03-16T17:18:00.000","21215",NA,NA
"Dispatch Work Crew","SINCLAIR LN & MORAVIA RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-15T21:35:40.000","2015-03-15T21:35:40.000","FRANKFORD","No Trouble Found (Closed)","15-00204606","MD","CLOSED","2015-03-15T21:49:47.000","2015-03-15T21:49:00.000","21206",NA,NA
"Dispatch Work Crew","MORAVIA RD & MORAVIA PARK DR","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-15T16:37:45.000","2015-03-15T16:37:45.000","FRANKFORD","No Trouble Found (Closed)","15-00204205","MD","CLOSED","2015-03-15T21:49:14.000","2015-03-15T21:49:00.000","21206",NA,NA
NA,"1600 E 31ST ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-14T16:56:22.000","2015-03-14T16:56:22.000","COLDSTREAM HOMESTEAD MONTEBELLO",NA,"15-00203097","MD","CLOSED","2015-03-14T18:51:13.000",NA,"21218",NA,NA
"Dispatch Work Crew","400 N HAVEN ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-14T12:16:37.000","2015-03-14T12:16:37.000","BALTIMORE HIGHLANDS","Debris Removed (Closed)","15-00202604","MD","CLOSED","2015-03-14T17:53:09.000","2015-03-14T17:52:00.000","21224",NA,NA
"Dispatch Work Crew","N HAVEN ST & PULASKI HWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-14T12:00:44.000","2015-03-14T12:00:44.000","KRESSON","Debris Removed (Closed)","15-00202577","MD","CLOSED","2015-03-16T17:18:44.000","2015-03-16T17:18:00.000","21205",NA,NA
"Dispatch Work Crew","FALLS RD &W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-14T05:50:42.000","2015-03-14T05:50:42.000","CROSS KEYS","Debris Removed (Closed)","15-00202432","MD","CLOSED","2015-03-14T15:01:52.000","2015-03-14T15:01:00.000","21209",NA,NA
"Dispatch Work Crew","PREAKNESS WAY &W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-13T17:46:17.000","2015-03-13T17:46:17.000","LEVINDALE","Debris Removed (Closed)","15-00201002","MD","CLOSED","2015-03-14T00:42:31.000","2015-03-14T00:42:00.000","21209",NA,NA
"Dispatch Work Crew","I 295 & WATERVIEW AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-12T09:13:44.000","2015-03-12T09:13:44.000","WESTPORT","Debris Removed (Closed)","15-00193381","MD","CLOSED","2015-03-12T13:13:15.000","2015-03-12T13:13:00.000","21230",NA,NA
"Dispatch Work Crew","900  SARAH ANN ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-11T12:07:26.000","2015-03-11T12:07:26.000","POPPLETON","No Trouble Found (Closed)","15-00189508","MD","CLOSED","2015-03-21T16:53:12.000","2015-03-21T16:53:00.000","21223",NA,NA
"Dispatch Work Crew","S HANOVER ST & POTEE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-10T18:16:56.000","2015-03-10T18:16:56.000","MIDDLE BRANCH/REEDBIRD PARKS","Debris Removed (Closed)","15-00187582","MD","CLOSED","2015-03-10T20:25:14.000","2015-03-10T20:25:00.000","21230",NA,NA
"Dispatch Work Crew","3002  DRUID PARK DR","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-09T16:12:05.000","2015-03-09T16:12:05.000","PARK CIRCLE","No Trouble Found (Closed)","15-00182842","MD","CLOSED","2015-03-09T17:22:50.000","2015-03-09T17:22:00.000","21215",NA,NA
NA,"PULASKI HWY & MORAVIA RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-07T01:30:25.000","2015-03-07T01:30:25.000","PULASKI INDUSTRIAL AREA",NA,"15-00176182","MD","CLOSED","2015-03-07T04:20:15.000",NA,"21205",NA,NA
NA,"MORAVIA PARK DR & PULASKI HWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-07T01:08:20.000","2015-03-07T01:08:20.000","PULASKI INDUSTRIAL AREA",NA,"15-00176174","MD","CLOSED","2015-03-07T04:23:15.000",NA,"21237",NA,NA
"Dispatch Work Crew","600  TOLNA ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-04T16:25:17.000","2015-03-04T16:25:17.000","GREEKTOWN","Debris Removed (Closed)","15-00167046","MD","CLOSED","2015-03-04T18:09:07.000","2015-03-04T18:00:00.000","21224",NA,NA
"Dispatch Work Crew","3400  WOODSTOCK AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-04T14:11:51.000","2015-03-04T14:11:51.000","BELAIR-EDISON","No Trouble Found (Closed)","15-00166451","MD","CLOSED","2015-03-04T17:25:51.000","2015-03-04T17:25:00.000","21213",NA,NA
NA,"I 83 S &E PLEASANT ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-03T19:00:48.000","2015-03-03T19:00:48.000","DOWNTOWN",NA,"15-00164074","MD","DUPCLOSD","2015-03-03T21:34:37.000",NA,"21202",NA,NA
"Dispatch Work Crew","BAREVA RD & DORITHAN RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-03T18:53:49.000","2015-03-03T18:53:49.000","EAST ARLINGTON","No Trouble Found (Closed)","15-00164041","MD","CLOSED","2015-03-03T21:56:54.000","2015-03-03T21:56:00.000","21215",NA,NA
"Dispatch Work Crew","I 83 S &E PLEASANT ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-03T17:59:48.000","2015-03-03T17:59:48.000","DOWNTOWN","No Trouble Found (Closed)","15-00163797","MD","CLOSED","2015-03-03T21:34:37.000","2015-03-03T21:34:00.000","21202",NA,NA
"Dispatch Work Crew","W COLD SPRING LN & I 83 S","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-03T10:54:38.000","2015-03-03T10:54:38.000","WOODBERRY","Debris Removed (Closed)","15-00162046","MD","CLOSED","2015-03-03T13:42:40.000","2015-03-03T13:42:00.000","21209",NA,NA
"Dispatch Work Crew","S GREENE ST &W PRATT ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-02T15:21:02.000","2015-03-02T15:21:02.000","UNIVERSITY OF MARYLAND","No Trouble Found (Closed)","15-00159792","MD","CLOSED","2015-03-03T00:56:11.000","2015-03-03T00:55:00.000","21201",NA,NA
"Dispatch Work Crew","I 95 N & WASHINGTON BLVD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-03-02T13:04:31.000","2015-03-02T13:04:31.000","SAINT PAUL","No Trouble Found (Closed)","15-00159012","MD","CLOSED","2015-03-03T00:57:33.000","2015-03-03T00:57:00.000","21230",NA,NA
"Dispatch Work Crew","W NORTHERN PKWY & I 83 N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-28T17:49:48.000","2015-02-28T17:49:48.000","CROSS KEYS","No Trouble Found (Closed)","15-00155727","MD","CLOSED","2015-03-02T10:45:23.000","2015-03-02T10:45:00.000","21209",NA,NA
"Dispatch Work Crew","I 83 S & SAINT PAUL ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-19T13:15:38.000","2015-02-19T13:15:38.000","MID-TOWN BELVEDERE","Debris Removed (Closed)","15-00122225","MD","CLOSED","2015-02-19T15:25:40.000","2015-02-19T15:25:00.000","21201",NA,NA
"Dispatch Work Crew","2400 S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-19T13:01:48.000","2015-02-19T13:01:48.000","SPRING GARDEN INDUSTRIAL AREA","Debris Removed (Closed)","15-00122096","MD","CLOSED","2015-02-19T14:24:15.000","2015-02-19T14:24:00.000","21230",NA,NA
"Dispatch Work Crew","N PULASKI ST & PENROSE AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-18T10:09:06.000","2015-02-18T10:09:06.000","PENROSE/FAYETTE STREET OUTREACH","Debris Removed (Closed)","15-00116690","MD","CLOSED","2015-02-19T15:20:05.000","2015-02-19T15:20:00.000","21223",NA,NA
"Dispatch Work Crew","W NORTHERN PKWY & PARK HEIGHTS AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-17T00:04:43.000","2015-02-17T00:04:43.000","ARLINGTON","No Trouble Found (Closed)","15-00112488","MD","CLOSED","2015-02-17T18:10:09.000","2015-02-17T18:10:00.000","21215",NA,NA
"Dispatch Work Crew","I 83 S & MARYLAND AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-16T16:29:04.000","2015-02-16T16:29:04.000","MID-TOWN BELVEDERE","No Trouble Found (Closed)","15-00111137","MD","CLOSED","2015-02-17T14:40:25.000","2015-02-17T14:40:00.000","21201",NA,NA
"Dispatch Work Crew","WABASH AVE & ELDORADO AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-16T16:11:48.000","2015-02-16T16:11:48.000","WOODMERE","No Trouble Found (Closed)","15-00111044","MD","CLOSED","2015-02-17T13:36:14.000","2015-02-17T13:36:00.000","21215",NA,NA
"Dispatch Work Crew","2200 W NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-15T09:30:27.000","2015-02-15T09:30:27.000","MONDAWMIN","No Trouble Found (Closed)","15-00107491","MD","CLOSED","2015-02-17T13:38:05.000","2015-02-17T13:38:00.000","21216",NA,NA
"Dispatch Work Crew","6500 E LOMBARD ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-15T02:44:57.000","2015-02-15T02:44:57.000","PULASKI INDUSTRIAL AREA","No Trouble Found (Closed)","15-00107395","MD","CLOSED","2015-02-17T13:38:26.000","2015-02-17T13:38:00.000","21224",NA,NA
"Dispatch Work Crew","4500 E LOMBARD ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-13T13:43:58.000","2015-02-13T13:43:58.000","KRESSON","No Trouble Found (Closed)","15-00104548","MD","CLOSED","2015-02-13T17:41:02.000","2015-02-13T17:41:00.000","21224",NA,NA
"Dispatch Work Crew","83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-13T12:39:22.000","2015-02-13T12:39:22.000","DOWNTOWN","Debris Removed (Closed)","15-00104167","MD","CLOSED","2015-02-13T13:52:33.000","2015-02-13T13:52:00.000","21202",NA,NA
"Dispatch Work Crew","PRESSTMAN ST &N FULTON AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-13T12:09:55.000","2015-02-13T12:09:55.000","SANDTOWN-WINCHESTER","Debris Removed (Closed)","15-00103987","MD","CLOSED","2015-02-13T13:51:46.000","2015-02-13T13:51:00.000","21217",NA,NA
"Dispatch Work Crew","5102  ROLAND AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-13T00:25:46.000","2015-02-13T00:25:46.000","ROLAND PARK","No Trouble Found (Closed)","15-00103424","MD","CLOSED","2015-02-13T12:44:11.000","2015-02-13T12:44:00.000","21210",NA,NA
NA,"2598 W FAYETTE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-12T23:40:51.000","2015-02-12T23:40:51.000","SHIPLEY HILL",NA,"15-00103379","MD","CLOSED","2015-02-12T23:53:53.000",NA,"21223",NA,NA
"Dispatch Work Crew","3700  GARRISON BLVD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-12T19:44:21.000","2015-02-12T19:44:21.000","DORCHESTER","No Trouble Found (Closed)","15-00103057","MD","CLOSED","2015-02-13T01:20:10.000","2015-02-13T01:20:00.000","21215",NA,NA
"Dispatch Work Crew","W MULBERRY ST &N EUTAW ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-12T14:01:05.000","2015-02-12T14:01:05.000","DOWNTOWN","Debris Removed (Closed)","15-00101586","MD","CLOSED","2015-02-12T16:38:19.000","2015-02-12T16:38:00.000","21201",NA,NA
"Dispatch Work Crew","S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-12T13:49:05.000","2015-02-12T13:49:05.000","BROOKLYN","Debris Removed (Closed)","15-00101524","MD","CLOSED","2015-02-12T14:07:59.000","2015-02-12T14:07:00.000","21225",NA,NA
"Dispatch Work Crew","SAINT PAUL ST & I 83 S","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-11T18:40:23.000","2015-02-11T18:40:23.000","MID-TOWN BELVEDERE","No Trouble Found (Closed)","15-00099758","MD","CLOSED","2015-02-12T00:56:14.000","2015-02-12T00:55:00.000","21201",NA,NA
"Dispatch Work Crew","301 W 28TH ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-11T11:01:45.000","2015-02-11T11:01:45.000","REMINGTON","Debris Removed (Closed)","15-00096938","MD","CLOSED","2015-02-11T12:11:44.000","2015-02-11T12:11:00.000","21211",NA,NA
"Dispatch Work Crew","I 83 N &N GAY ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-08T17:49:19.000","2015-02-08T17:49:19.000","DOWNTOWN","No Trouble Found (Closed)","15-00090236","MD","CLOSED","2015-02-08T19:52:33.000","2015-02-08T19:52:00.000","21202",NA,NA
"Dispatch Work Crew","I 295 & WATERVIEW AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-06T23:08:18.000","2015-02-06T23:08:18.000","WESTPORT","No Trouble Found (Closed)","15-00088525","MD","CLOSED","2015-02-06T23:49:31.000","2015-02-06T23:49:00.000","21230",NA,NA
"Dispatch Work Crew","S MARTIN LUTHER KING JR BLVD & RAMP","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-06T18:26:56.000","2015-02-06T18:26:56.000","STADIUM AREA","No Trouble Found (Closed)","15-00087973","MD","CLOSED","2015-02-06T20:08:24.000","2015-02-06T20:00:00.000","21230",NA,NA
"Dispatch Work Crew","3000  WILKENS AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-04T14:05:15.000","2015-02-04T14:05:15.000","GWYNNS FALLS","Debris Removed (Closed)","15-00080697","MD","CLOSED","2015-02-04T15:46:42.000","2015-02-04T15:46:00.000","21223",NA,NA
"Dispatch Work Crew","RUSSELL ST & ANNAPOLIS RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-03T19:41:03.000","2015-02-03T19:41:03.000","WESTPORT","Debris Removed (Closed)","15-00078841","MD","CLOSED","2015-02-03T23:38:52.000","2015-02-03T23:38:00.000","21230",NA,NA
"Dispatch Work Crew","W COLD SPRING LN & I 83 S","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-03T19:05:33.000","2015-02-03T19:05:33.000","WOODBERRY","No Trouble Found (Closed)","15-00078693","MD","CLOSED","2015-02-03T22:13:56.000","2015-02-03T22:13:00.000","21209",NA,NA
"Dispatch Work Crew","4100  SAINT GEORGES AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-02T10:46:43.000","2015-02-02T10:46:43.000","PEN LUCY","Debris Removed (Closed)","15-00073030","MD","CLOSED","2015-02-02T16:06:21.000","2015-02-02T16:06:00.000","21218",NA,NA
"Dispatch Work Crew","83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-01T21:03:29.000","2015-02-01T21:03:29.000","DOWNTOWN","No Trouble Found (Closed)","15-00072758","MD","CLOSED","2015-02-03T23:37:47.000","2015-02-03T23:37:00.000","21202",NA,NA
"Dispatch Work Crew","725  FALLSWAY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-02-01T11:02:40.000","2015-02-01T11:02:40.000","PENN-FALLSWAY","No Trouble Found (Closed)","15-00072123","MD","CLOSED","2015-02-01T12:26:16.000","2015-02-01T12:26:00.000","21202",NA,NA
"Dispatch Work Crew","HUNTER ST &E 30TH ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-30T16:48:06.000","2015-01-30T16:48:06.000","CHARLES VILLAGE","Debris Removed (Closed)","15-00070006","MD","CLOSED","2015-01-30T17:29:28.000","2015-01-30T17:29:00.000","21218",NA,NA
"Dispatch Work Crew","S CENTRAL AVE &E LOMBARD ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-28T19:05:24.000","2015-01-28T19:05:24.000","JONESTOWN","Debris Removed (Closed)","15-00064488","MD","CLOSED","2015-01-29T11:55:45.000","2015-01-29T11:55:00.000","21202",NA,NA
"Dispatch Work Crew","421  FALLSWAY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-28T14:58:00.000","2015-01-28T14:58:00.000","PENN-FALLSWAY","Debris Removed (Closed)","15-00063562","MD","CLOSED","2015-01-28T15:41:53.000","2015-01-28T15:41:00.000","21202",NA,NA
