"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Dispatch Work Crew","ECHODALE AVE & PERRING PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-27T17:06:23.000","2015-01-27T17:06:23.000","MORGAN STATE UNIVERSITY","No Trouble Found (Closed)","15-00061540","MD","CLOSED","2015-01-27T23:28:56.000","2015-01-27T23:28:00.000","21239",NA,NA
"Dispatch Work Crew","HILTON PKWY &N HILTON ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-27T10:42:40.000","2015-01-27T10:42:40.000","CARROLL-SOUTH HILTON","Debris Removed (Closed)","15-00059822","MD","CLOSED","2015-01-29T11:46:11.000","2015-01-29T11:45:00.000","21229",NA,NA
"Dispatch Work Crew","E NORTHERN PKWY & PERRING PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-25T18:23:53.000","2015-01-25T18:23:53.000","HARFORD-ECHODALE/PERRING PARKWAY","No Trouble Found (Closed)","15-00055813","MD","CLOSED","2015-01-25T20:41:40.000","2015-01-25T20:41:00.000","21239",NA,NA
"Dispatch Work Crew","83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-25T14:33:11.000","2015-01-25T14:33:11.000","DRUID HILL PARK","No Trouble Found (Closed)","15-00055563","MD","CLOSED","2015-01-25T18:41:05.000","2015-01-25T18:41:00.000","21211",NA,NA
"Dispatch Work Crew","1702 W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-25T14:22:36.000","2015-01-25T14:22:36.000","CROSS KEYS","No Trouble Found (Closed)","15-00055555","MD","CLOSED","2015-01-25T22:13:30.000","2015-01-25T22:13:00.000","21209",NA,NA
"Dispatch Work Crew","SAINT PAUL ST &N CHARLES ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-23T19:48:06.000","2015-01-23T19:48:06.000","GUILFORD","No Trouble Found (Closed)","15-00053916","MD","CLOSED","2015-01-24T00:38:49.000","2015-01-24T00:38:00.000","21218",NA,NA
"Dispatch Work Crew","EUTAW PL &W NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-22T22:12:46.000","2015-01-22T22:12:46.000","BOLTON HILL","No Trouble Found (Closed)","15-00051129","MD","CLOSED","2015-01-22T23:48:00.000","2015-01-22T23:47:00.000","21217",NA,NA
"Dispatch Work Crew","1400 W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-22T18:09:28.000","2015-01-22T18:09:28.000","CROSS KEYS","No Trouble Found (Closed)","15-00050594","MD","CLOSED","2015-01-23T23:23:35.000","2015-01-23T23:22:00.000","21209",NA,NA
"Dispatch Work Crew","3500  GREENVALE RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-21T16:52:37.000","2015-01-21T16:52:37.000","VIOLETVILLE","Debris Removed (Closed)","15-00047133","MD","CLOSED","2015-01-21T17:22:32.000","2015-01-21T17:22:00.000","21229",NA,NA
"Dispatch Work Crew","I 83 N &W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-21T14:19:35.000","2015-01-21T14:19:35.000","MEDFIELD","No Trouble Found (Closed)","15-00046554","MD","CLOSED","2015-01-21T15:45:54.000","2015-01-21T15:45:00.000","21209",NA,NA
"Dispatch Work Crew","700 W FAYETTE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-21T10:13:11.000","2015-01-21T10:13:11.000","POPPLETON","Debris Removed (Closed)","15-00045504","MD","CLOSED","2015-01-21T12:23:49.000","2015-01-21T12:23:00.000","21201",NA,NA
"Dispatch Work Crew","3001 S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-20T19:54:55.000","2015-01-20T19:54:55.000","MIDDLE BRANCH/REEDBIRD PARKS","Debris Removed (Closed)","15-00044957","MD","CLOSED","2015-01-20T23:47:02.000","2015-01-20T23:46:00.000","21225",NA,NA
"Dispatch Work Crew","1032 N EUTAW ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-19T15:28:21.000","2015-01-19T15:28:21.000","MADISON PARK","Debris Removed (Closed)","15-00040663","MD","CLOSED","2015-01-19T15:51:11.000","2015-01-19T15:50:00.000","21201",NA,NA
"Dispatch Work Crew","5400  PERRING PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-17T16:41:00.000","2015-01-17T16:41:00.000","LOCH RAVEN","Debris Removed (Closed)","15-00038553","MD","CLOSED","2015-01-17T18:48:44.000","2015-01-17T18:48:00.000","21239",NA,NA
"Dispatch Work Crew","1600 S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-17T16:27:00.000","2015-01-17T16:27:00.000","SBIC","Debris Removed (Closed)","15-00038532","MD","CLOSED","2015-01-17T17:01:42.000","2015-01-17T17:01:00.000","21230",NA,NA
"Dispatch Work Crew","I 83 N &W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-16T15:59:27.000","2015-01-16T15:59:27.000","CROSS KEYS","Debris Removed (Closed)","15-00036842","MD","CLOSED","2015-01-16T16:39:03.000","2015-01-16T16:39:00.000","21210",NA,NA
"Dispatch Work Crew","I 83 N &E CHASE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-16T15:57:11.000","2015-01-16T15:57:11.000","JOHNSTON SQUARE","Debris Removed (Closed)","15-00036834","MD","CLOSED","2015-01-16T17:10:34.000","2015-01-16T17:10:00.000","21202",NA,NA
"Dispatch Work Crew","295","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-12T17:58:02.000","2015-01-12T17:58:02.000","WESTPORT","Debris Removed (Closed)","15-00025896","MD","CLOSED","2015-01-13T13:09:22.000","2015-01-13T13:00:00.000","21230",NA,NA
"Dispatch Work Crew","4400 W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-12T15:10:35.000","2015-01-12T15:10:35.000","SETON BUSINESS PARK","Debris Removed (Closed)","15-00025226","MD","CLOSED","2015-01-12T15:55:17.000","2015-01-12T15:55:00.000","21215",NA,NA
"Dispatch Work Crew","500 S ROBINSON ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-09T17:09:50.000","2015-01-09T17:09:50.000","CANTON","No Trouble Found (Closed)","15-00021148","MD","CLOSED","2015-01-09T20:30:59.000","2015-01-09T20:30:00.000","21224",NA,NA
"Dispatch Work Crew","1000 W FAYETTE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-08T16:53:41.000","2015-01-08T16:53:41.000","POPPLETON","No Trouble Found (Closed)","15-00017661","MD","CLOSED","2015-01-08T22:51:07.000","2015-01-08T22:50:00.000","21223",NA,NA
"Dispatch Work Crew","200 W CONWAY ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-08T12:13:01.000","2015-01-08T12:13:01.000","INNER HARBOR","No Trouble Found (Closed)","15-00016313","MD","CLOSED","2015-01-08T22:51:31.000","2015-01-08T22:51:00.000","21201",NA,NA
"Dispatch Work Crew","119 N EUTAW ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T19:20:34.000","2015-01-05T19:20:34.000","DOWNTOWN","Debris Removed (Closed)","15-00008547","MD","CLOSED","2015-01-05T21:05:00.000","2015-01-05T21:04:00.000","21201",NA,NA
"Dispatch Work Crew","844  WOODWARD ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T19:13:26.000","2015-01-05T19:13:26.000","WASHINGTON VILLAGE","No Trouble Found (Closed)","15-00008493","MD","CLOSED","2015-01-05T21:16:03.000","2015-01-05T21:15:00.000","21230",NA,NA
"Dispatch Work Crew","RAMP","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T15:30:48.000","2015-01-05T15:30:48.000","JONES FALLS AREA","Debris Removed (Closed)","15-00007386","MD","CLOSED","2015-01-05T17:56:43.000","2015-01-05T17:56:00.000","21211",NA,NA
"Dispatch Work Crew","500 E NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T13:57:10.000","2015-01-05T13:57:10.000","EAST BALTIMORE MIDWAY","Debris Removed (Closed)","15-00006849","MD","CLOSED","2015-01-05T16:01:32.000","2015-01-05T16:01:00.000","21202",NA,NA
"Dispatch Work Crew","1499 W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T11:19:46.000","2015-01-05T11:19:46.000","COLDSPRING","Debris Removed (Closed)","15-00005401","MD","CLOSED","2015-01-05T12:39:24.000","2015-01-05T12:39:00.000","21209",NA,NA
"Dispatch Work Crew","W PRATT ST & HOPKINS PL","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-05T00:19:50.000","2015-01-05T00:19:50.000","INNER HARBOR","Debris Removed (Closed)","15-00005141","MD","CLOSED","2015-01-05T01:15:21.000","2015-01-05T01:14:00.000","21201",NA,NA
NA,"1702 W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2015-01-01T14:44:51.000","2015-01-01T14:44:51.000","CROSS KEYS",NA,"15-00000275","MD","CLOSED","2015-01-01T15:41:41.000",NA,"21209",NA,NA
"Dispatch Work Crew","N GREENE ST &W FRANKLIN ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-31T12:10:09.000","2014-12-31T12:10:09.000","SETON HILL","Debris Removed (Closed)","14-00967964","MD","CLOSED","2014-12-31T13:35:37.000","2014-12-31T13:35:00.000","21201",NA,NA
"Dispatch Work Crew","RAMP","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-30T13:55:50.000","2014-12-30T13:55:50.000","JONES FALLS AREA","Debris Removed (Closed)","14-00965750","MD","CLOSED","2014-12-30T14:29:28.000","2014-12-30T14:29:00.000","21211",NA,NA
"Dispatch Work Crew","2300  TACOMA ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-29T18:19:13.000","2014-12-29T18:19:13.000","WESTPORT","No Trouble Found (Closed)","14-00964039","MD","CLOSED","2014-12-29T21:18:08.000","2014-12-29T21:17:00.000","21230",NA,NA
"Dispatch Work Crew","130 N FREMONT AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-28T23:53:25.000","2014-12-28T23:53:25.000","POPPLETON","No Trouble Found (Closed)","14-00961704","MD","CLOSED","2014-12-29T00:18:27.000","2014-12-29T00:17:00.000","21201",NA,NA
"Dispatch Work Crew","HERRING RUN DR & ECHODALE AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-28T21:13:48.000","2014-12-28T21:13:48.000","LAURAVILLE","No Trouble Found (Closed)","14-00961631","MD","CLOSED","2014-12-28T22:07:51.000","2014-12-28T22:07:00.000","21214",NA,NA
"Dispatch Work Crew","2800  WEGWORTH LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-24T20:08:48.000","2014-12-24T20:08:48.000","LAKELAND","Debris Removed (Closed)","14-00956993","MD","CLOSED","2014-12-24T21:26:12.000","2014-12-24T21:25:00.000","21230",NA,NA
"Dispatch Work Crew","500  PRESSTMAN ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-22T13:45:17.000","2014-12-22T13:45:17.000","DRUID HEIGHTS","Debris Removed (Closed)","14-00949050","MD","CLOSED","2014-12-22T17:12:07.000","2014-12-22T17:12:00.000","21217",NA,NA
"Dispatch Work Crew","RUSSELL ST & MONROE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-22T11:10:40.000","2014-12-22T11:10:40.000","CARROLL - CAMDEN INDUSTRIAL AREA","Debris Removed (Closed)","14-00948094","MD","CLOSED","2014-12-22T14:34:08.000","2014-12-22T14:34:00.000","21230",NA,NA
"Dispatch Work Crew","100  ORLEANS ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-20T07:40:50.000","2014-12-20T07:40:50.000","MOUNT VERNON","Debris Removed (Closed)","14-00946447","MD","CLOSED","2014-12-20T13:50:28.000","2014-12-20T13:50:00.000","21202",NA,NA
"Dispatch Work Crew","1200  BETHLEHEM AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-19T18:53:58.000","2014-12-19T18:53:58.000","GRACELAND PARK","Debris Removed (Closed)","14-00945937","MD","CLOSED","2014-12-19T20:37:23.000","2014-12-19T20:37:00.000","21222",NA,NA
"Dispatch Work Crew","3500  SWEET AIR ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-19T16:02:57.000","2014-12-19T16:02:57.000","HAMPDEN","Debris Removed (Closed)","14-00945328","MD","CLOSED","2014-12-19T18:40:32.000","2014-12-19T18:40:00.000","21211",NA,NA
"Dispatch Work Crew","N CHARLES ST &E LAKE AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-18T21:36:41.000","2014-12-18T21:36:41.000","BELLONA-GITTINGS","No Trouble Found (Closed)","14-00943729","MD","CLOSED","2014-12-19T00:38:20.000","2014-12-19T00:38:00.000","21210",NA,NA
"Dispatch Work Crew","1499 W NORTHERN PKWY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-13T05:25:58.000","2014-12-13T05:25:58.000","COLDSPRING","No Trouble Found (Closed)","14-00930486","MD","CLOSED","2014-12-13T12:56:19.000","2014-12-13T12:56:00.000","21209",NA,NA
"Dispatch Work Crew","301 E NORTH AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-12T13:31:23.000","2014-12-12T13:31:23.000","GREENMOUNT WEST","Debris Removed (Closed)","14-00928902","MD","CLOSED","2014-12-12T13:52:49.000","2014-12-12T13:52:00.000","21202",NA,NA
"Dispatch Work Crew","N WHEELER AVE & EDMONDSON AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-12T11:01:00.000","2014-12-12T11:01:00.000","ROSEMONT HOMEOWNERS/TENANTS","Debris Removed (Closed)","14-00928021","MD","CLOSED","2014-12-12T14:03:46.000","2014-12-12T14:03:00.000","21223",NA,NA
"Dispatch Work Crew","5200  MORAVIA RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-12T02:32:42.000","2014-12-12T02:32:42.000","FRANKFORD","No Trouble Found (Closed)","14-00927897","MD","CLOSED","2014-12-12T03:43:09.000","2014-12-12T03:43:00.000","21206",NA,NA
"Dispatch Work Crew","1911 E COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-10T18:49:24.000","2014-12-10T18:49:24.000","MORGAN STATE UNIVERSITY","No Trouble Found (Closed)","14-00924499","MD","CLOSED","2014-12-10T20:40:57.000","2014-12-10T20:40:00.000","21239",NA,NA
"Dispatch Work Crew","2804  GARRISON BLVD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-10T12:19:43.000","2014-12-10T12:19:43.000","GARWYN OAKS","Debris Removed (Closed)","14-00922583","MD","CLOSED","2014-12-10T13:47:12.000","2014-12-10T13:47:00.000","21216",NA,NA
"Dispatch Work Crew","ORLEANS ST & SAINT PAUL PL","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-09T13:51:52.000","2014-12-09T13:51:52.000","DOWNTOWN","No Trouble Found (Closed)","14-00920445","MD","CLOSED","2014-12-09T15:08:14.000","2014-12-09T15:00:00.000","21202",NA,NA
"Dispatch Work Crew","2400 S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-08T17:46:17.000","2014-12-08T17:46:17.000","SPRING GARDEN INDUSTRIAL AREA","No Trouble Found (Closed)","14-00918683","MD","CLOSED","2014-12-08T22:52:59.000","2014-12-08T22:52:00.000","21230",NA,NA
"Dispatch Work Crew","565  PRESSTMAN ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-08T17:35:42.000","2014-12-08T17:35:42.000","UPTON","Debris Removed (Closed)","14-00918648","MD","CLOSED","2014-12-10T14:40:50.000","2014-12-10T14:40:00.000","21217",NA,NA
"Dispatch Work Crew","CLARKSON ST &W RANDALL ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-04T18:22:08.000","2014-12-04T18:22:08.000","SBIC","Debris Removed (Closed)","14-00910376","MD","CLOSED","2014-12-04T21:28:19.000","2014-12-04T21:27:00.000","21230",NA,NA
NA,"5500 N CHARLES ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-04T09:52:29.000","2014-12-04T09:52:29.000","THE ORCHARDS",NA,"14-00908122","MD","CLOSED","2014-12-04T12:37:26.000",NA,"21210",NA,NA
"Dispatch Work Crew","SAINT PAUL PL & ORLEANS ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-03T22:10:44.000","2014-12-03T22:10:44.000","DOWNTOWN","Debris Removed (Closed)","14-00907862","MD","CLOSED","2014-12-03T23:47:42.000","2014-12-03T23:47:00.000","21202",NA,NA
"Dispatch Work Crew","2708  ORLEANS ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-02T13:47:56.000","2014-12-02T13:47:56.000","MCELDERRY PARK","Debris Removed (Closed)","14-00902761","MD","CLOSED","2014-12-02T15:10:55.000","2014-12-02T15:10:00.000","21224",NA,NA
"Dispatch Work Crew","723 N ROSEDALE ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-12-01T17:15:48.000","2014-12-01T17:15:48.000","FRANKLINTOWN ROAD","No Trouble Found (Closed)","14-00900638","MD","CLOSED","2014-12-01T17:50:45.000","2014-12-01T17:50:00.000","21216",NA,NA
"Dispatch Work Crew","4496  83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-29T10:59:29.000","2014-11-29T10:59:29.000","MEDFIELD","Debris Removed (Closed)","14-00896188","MD","CLOSED","2014-11-29T12:15:51.000","2014-11-29T12:15:00.000","21209",NA,NA
"Dispatch Work Crew","W COLD SPRING LN & RAMP","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-29T10:24:57.000","2014-11-29T10:24:57.000","WOODBERRY","Debris Removed (Closed)","14-00896137","MD","CLOSED","2014-11-29T12:16:22.000","2014-11-29T12:16:00.000","21209",NA,NA
"Dispatch Work Crew","BOSTON ST &S CLINTON ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-28T21:38:26.000","2014-11-28T21:38:26.000","CANTON","No Trouble Found (Closed)","14-00895829","MD","CLOSED","2014-11-28T22:31:36.000","2014-11-28T22:31:00.000","21224",NA,NA
"Dispatch Work Crew","4496  83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-28T17:31:30.000","2014-11-28T17:31:30.000","MEDFIELD","Debris Removed (Closed)","14-00895247","MD","CLOSED","2014-11-28T18:29:48.000","2014-11-28T18:29:00.000","21209",NA,NA
"Dispatch Work Crew","1702 W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-28T12:33:05.000","2014-11-28T12:33:05.000","CROSS KEYS","Debris Removed (Closed)","14-00893438","MD","CLOSED","2014-11-28T18:32:14.000","2014-11-28T18:32:00.000","21209",NA,NA
"Dispatch Work Crew","4496  83  N","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-28T12:25:56.000","2014-11-28T12:25:56.000","MEDFIELD","Debris Removed (Closed)","14-00893363","MD","CLOSED","2014-11-28T12:47:34.000","2014-11-28T12:47:00.000","21209",NA,NA
"Dispatch Work Crew","1700  ARGONNE DR","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-26T19:43:38.000","2014-11-26T19:43:38.000","MORGAN STATE UNIVERSITY","Debris Removed (Closed)","14-00891320","MD","CLOSED","2014-11-26T21:28:02.000","2014-11-26T21:07:00.000","21251",NA,NA
"Dispatch Work Crew","W FRANKLIN ST &N MARTIN LUTHER KING JR B","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-25T20:06:31.000","2014-11-25T20:06:31.000","HERITAGE CROSSING","Debris Removed (Closed)","14-00888774","MD","CLOSED","2014-11-26T01:06:44.000","2014-11-26T01:06:00.000","21201",NA,NA
"Dispatch Work Crew","1701 W COLD SPRING LN","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-25T10:39:29.000","2014-11-25T10:39:29.000","MEDFIELD","Debris Removed (Closed)","14-00885395","MD","CLOSED","2014-11-25T14:40:59.000","2014-11-25T14:40:00.000","21209",NA,NA
"Dispatch Work Crew","421  FALLSWAY","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-25T10:25:38.000","2014-11-25T10:25:38.000","PENN-FALLSWAY","Debris Removed (Closed)","14-00885368","MD","CLOSED","2014-11-25T11:56:07.000","2014-11-25T11:56:00.000","21202",NA,NA
"Dispatch Work Crew","3041  SAINT PAUL ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-24T19:56:35.000","2014-11-24T19:56:35.000","CHARLES VILLAGE","No Trouble Found (Closed)","14-00884841","MD","CLOSED","2014-11-25T01:08:34.000","2014-11-25T01:00:00.000","21218",NA,NA
"Dispatch Work Crew","W 28TH ST & RAMP","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-21T20:37:48.000","2014-11-21T20:37:48.000","DRUID HILL PARK","No Trouble Found (Closed)","14-00880309","MD","CLOSED","2014-11-21T22:43:07.000","2014-11-21T22:42:00.000","21217",NA,NA
NA,"WILKENS AVE & BRUNSWICK ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-21T18:45:18.000","2014-11-21T18:45:18.000","MILLHILL",NA,"14-00879940","MD","CLOSED","2014-11-21T20:08:36.000",NA,"21223",NA,NA
"Dispatch Work Crew","DESOTO RD & WASHINGTON BLVD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-21T13:00:48.000","2014-11-21T13:00:48.000","MORRELL PARK","Debris Removed (Closed)","14-00878238","MD","CLOSED","2014-11-21T13:35:32.000","2014-11-21T13:35:00.000","21230",NA,NA
"Dispatch Work Crew","N FOREST PARK AVE & WETHEREDSVILLE RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-20T21:11:36.000","2014-11-20T21:11:36.000","DICKEYVILLE","Debris Removed (Closed)","14-00877252","MD","CLOSED","2014-11-20T22:29:12.000","2014-11-20T22:29:00.000","21207",NA,NA
"Dispatch Work Crew","295","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-20T18:44:40.000","2014-11-20T18:44:40.000","WESTPORT","No Trouble Found (Closed)","14-00876866","MD","CLOSED","2014-11-20T21:42:42.000","2014-11-20T21:42:00.000","21230",NA,NA
"Dispatch Work Crew","2400 S HANOVER ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-20T18:30:58.000","2014-11-20T18:30:58.000","SPRING GARDEN INDUSTRIAL AREA","No Trouble Found (Closed)","14-00876799","MD","CLOSED","2014-11-21T00:33:45.000","2014-11-21T00:33:00.000","21230",NA,NA
"Dispatch Work Crew","2200  BANK ST","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-20T18:29:21.000","2014-11-20T18:29:21.000","UPPER FELLS POINT","No Trouble Found (Closed)","14-00876794","MD","CLOSED","2014-11-20T20:11:56.000","2014-11-20T20:11:00.000","21231",NA,NA
"Dispatch Work Crew","3700  PENNINGTON AVE","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-19T18:01:25.000","2014-11-19T18:01:25.000","CURTIS BAY","No Trouble Found (Closed)","14-00873442","MD","CLOSED","2014-11-19T20:50:12.000","2014-11-19T20:49:00.000","21226",NA,NA
NA,"5500  BUCKNELL RD","BALTIMORE","ZTRMDEBR","TRM-Debris in Roadway","2014-11-18T10:35:19.000","2014-11-18T10:35:19.000","CEDONIA",NA,"14-00867824","MD","CLOSED","2014-11-18T12:57:41.000",NA,"21206",NA,NA
NA,"1742  DRUID HILL AVE","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-15T20:12:04.000","2014-11-15T20:12:04.000","UPTON",NA,"14-00863100","MD","CLOSED","2014-11-16T13:23:26.000",NA,"21217",NA,NA
"Dispatch Work Crew","LIBERTY HEIGHTS AVE &W NORTHERN PKWY","BALTIMORE COUNTY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-15T19:45:21.000","2014-11-15T19:45:21.000","GROVE PARK","No Trouble Found (Closed)","14-00863079","MD","CLOSED","2014-11-15T20:11:43.000","2014-11-15T20:11:00.000","21207",NA,NA
"Dispatch Work Crew","1600  POPLAND ST","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-13T19:21:19.000","2014-11-13T19:21:19.000","CURTIS BAY","No Trouble Found (Closed)","14-00858457","MD","CLOSED","2014-11-13T20:57:13.000","2014-11-13T20:56:00.000","21226",NA,NA
"Dispatch Work Crew","N PRESIDENT ST &E FAYETTE ST","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-13T18:11:40.000","2014-11-13T18:11:40.000","DOWNTOWN","Debris Removed (Closed)","14-00858200","MD","CLOSED","2014-11-13T18:54:07.000","2014-11-13T18:53:00.000","21202",NA,NA
"Dispatch Work Crew","W FAYETTE ST &N MARTIN LUTHER KING JR BL","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-13T15:39:39.000","2014-11-13T15:39:39.000","POPPLETON","Debris Removed (Closed)","14-00857575","MD","CLOSED","2014-11-13T20:17:04.000","2014-11-13T20:16:00.000","21201",NA,NA
"Dispatch Work Crew","5317  PLAINFIELD AVE","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-11T13:20:42.000","2014-11-11T13:20:42.000","FRANKFORD","No Trouble Found (Closed)","14-00850674","MD","CLOSED","2014-11-11T13:50:23.000","2014-11-11T13:50:00.000","21206",NA,NA
"Dispatch Work Crew","WINDSOR MILL RD & GWYNNS FALLS PKWY","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-08T22:31:45.000","2014-11-08T22:31:45.000","WINDSOR HILLS","No Trouble Found (Closed)","14-00845311","MD","CLOSED","2014-11-09T13:03:44.000","2014-11-09T13:03:00.000","21216",NA,NA
"Dispatch Work Crew","MORAVIA RD & RAMP","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-07T17:38:30.000","2014-11-07T17:38:30.000","PULASKI INDUSTRIAL AREA","Debris Removed (Closed)","14-00842353","MD","CLOSED","2014-11-07T23:12:50.000","2014-11-07T23:12:00.000","21205",NA,NA
"Dispatch Work Crew","S CATON AVE &S HILTON ST","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-07T16:24:52.000","2014-11-07T16:24:52.000","CARROLL-SOUTH HILTON","No Trouble Found (Closed)","14-00841974","MD","CLOSED","2014-11-07T16:48:48.000","2014-11-07T16:48:00.000","21229",NA,NA
"Dispatch Work Crew","RAMP","BALTIMORE CITY","ZTRMDEBR","TRM-Debris in Roadway","2014-11-06T19:36:51.000","2014-11-06T19:36:51.000","RESERVOIR HILL","Debris Removed (Closed)","14-00839242","MD","CLOSED","2014-11-07T12:30:23.000","2014-11-07T12:30:00.000","21217",NA,NA
