"","latitude","longitude","deathdate","ptype","druginv","alcinv","accdate"
"745","38.96964444","-76.98416111","4162003","1","8","0","4162003"
"746","38.91046111","-76.79936111","5032003","1","8","0","5032003"
"747","38.91046111","-76.79936111","0","1","8","1","5032003"
"748","39.58187222","-77.00963889","2102003","1","8","8","2052003"
"749","38.88974167","-76.85349444","5142003","5","8","0","5142003"
"750","38.88974167","-76.85349444","0","1","8","0","5142003"
"751","39.68023056","-76.42686944","0","1","8","0","5192003"
"752","39.68023056","-76.42686944","5202003","6","8","0","5192003"
"753","39.10191667","-76.45986944","0","1","8","1","5232003"
"754","39.10191667","-76.45986944","5232003","2","8","8","5232003"
"755","38.99466389","-76.51443333","6142003","1","8","0","6142003"
"756","38.99466389","-76.51443333","0","2","8","0","6142003"
"757","38.99466389","-76.51443333","0","1","8","8","6142003"
"758","39.37428889","-76.472725","0","1","8","0","6212003"
"759","39.37428889","-76.472725","0","1","8","8","6212003"
"760","39.37428889","-76.472725","0","1","8","0","6212003"
"761","39.37428889","-76.472725","6212003","1","8","0","6212003"
"762","39.37556111","-76.51177778","6302003","1","8","1","6232003"
"763","39.01967222","-76.91985556","0","1","8","0","6292003"
"764","39.01967222","-76.91985556","0","1","8","0","6292003"
"765","39.01967222","-76.91985556","6292003","2","8","8","6292003"
"766","39.11517778","-76.84299167","0","1","8","0","7032003"
"767","39.11517778","-76.84299167","0","2","8","8","7032003"
"768","39.11517778","-76.84299167","7032003","6","8","0","7032003"
"769","39.11517778","-76.84299167","0","2","8","8","7032003"
"770","39.11517778","-76.84299167","0","2","8","8","7032003"
"771","39.56300278","-76.12106111","0","1","8","0","7102003"
"772","39.56300278","-76.12106111","0","2","8","8","7102003"
"773","39.56300278","-76.12106111","0","2","8","8","7102003"
"774","39.56300278","-76.12106111","0","2","8","8","7102003"
"775","39.56300278","-76.12106111","7102003","1","8","8","7102003"
"776","39.56300278","-76.12106111","0","2","8","8","7102003"
"777","38.18615833","-75.37531111","0","1","8","0","7142003"
"778","38.18615833","-75.37531111","7142003","1","8","8","7142003"
"779","39.67603056","-77.18171389","0","1","8","1","7062003"
"780","39.67603056","-77.18171389","0","2","8","8","7062003"
"781","39.67603056","-77.18171389","7062003","2","8","8","7062003"
"782","39.44113056","-76.34779167","0","1","8","0","7122003"
"783","39.44113056","-76.34779167","0","1","8","0","7122003"
"784","39.44113056","-76.34779167","7132003","2","8","8","7122003"
"785","39.44113056","-76.34779167","0","2","8","8","7122003"
"786","39.44113056","-76.34779167","0","2","8","8","7122003"
"787","39.24641667","-76.69396111","5032003","5","8","0","5022003"
"788","39.24641667","-76.69396111","0","1","8","0","5022003"
"789","39.30891389","-76.95110278","7042003","1","8","8","7042003"
"790","39.30891389","-76.95110278","0","1","8","8","7042003"
"791","39.30891389","-76.95110278","0","2","8","8","7042003"
"792","39.30891389","-76.95110278","0","2","8","8","7042003"
"793","39.30891389","-76.95110278","0","2","8","8","7042003"
"794","38.88843611","-76.90709444","2082003","5","8","0","2082003"
"795","38.88843611","-76.90709444","0","1","8","9","2082003"
"796","38.52766944","-76.78100556","7172003","6","8","8","7162003"
"797","38.52766944","-76.78100556","0","1","8","0","7162003"
"798","39.36087778","-77.16243333","7172003","1","8","8","7172003"
"799","39.36087778","-77.16243333","0","1","8","0","7172003"
"800","39.36087778","-77.16243333","0","1","8","0","7172003"
"801","39.23863889","-76.60955556","1252003","5","8","0","1092003"
"802","39.23863889","-76.60955556","0","1","8","0","1092003"
"803","38.82764167","-76.51238333","7112003","1","8","8","7112003"
"804","38.82764167","-76.51238333","0","2","8","8","7112003"
"805","38.82764167","-76.51238333","0","1","8","0","7112003"
"806","39.12864444","-76.54560833","7132003","5","8","8","7132003"
"807","39.12864444","-76.54560833","0","2","8","8","7132003"
"808","39.12864444","-76.54560833","0","1","8","1","7132003"
"809","39.30675","-76.70967778","2282003","5","8","0","2102003"
"810","39.30675","-76.70967778","0","1","8","8","2102003"
"811","39.35255556","-76.60979722","0","1","8","0","3222003"
"812","39.35255556","-76.60979722","0","1","8","0","3222003"
"813","39.35255556","-76.60979722","3222003","2","8","8","3222003"
"814","39.03790556","-76.94594167","0","1","8","8","6212003"
"815","39.03790556","-76.94594167","0","2","8","8","6212003"
"816","39.03790556","-76.94594167","0","1","8","0","6212003"
"817","39.03790556","-76.94594167","0","2","8","8","6212003"
"818","39.03790556","-76.94594167","0","2","8","8","6212003"
"819","39.03790556","-76.94594167","6212003","2","8","8","6212003"
"820","39.03790556","-76.94594167","0","1","8","8","6212003"
"821","39.03790556","-76.94594167","0","2","8","8","6212003"
"822","39.03790556","-76.94594167","0","2","8","8","6212003"
"823","39.03790556","-76.94594167","0","2","8","8","6212003"
"824","39.03790556","-76.94594167","0","1","8","0","6212003"
"825","39.62808611","-77.22048056","0","1","8","0","6222003"
"826","39.62808611","-77.22048056","6222003","2","8","8","6222003"
"827","39.70249444","-75.88270278","0","1","8","0","6232003"
"828","39.70249444","-75.88270278","0","2","8","8","6232003"
"829","39.70249444","-75.88270278","6232003","2","8","8","6232003"
"830","38.39196667","-75.59591389","6242003","1","8","0","6242003"
"831","38.57384722","-77.10240833","6282003","1","8","0","6282003"
"832","39.09728056","-76.72059167","6292003","1","8","8","6292003"
"833","39.09728056","-76.72059167","0","1","8","0","6292003"
"834","39.09728056","-76.72059167","0","2","8","8","6292003"
"835","39.09728056","-76.72059167","0","2","8","8","6292003"
"836","39.09728056","-76.72059167","0","2","8","8","6292003"
"837","38.90954167","-76.64825","7012003","1","8","8","7012003"
"838","39.29294444","-76.73120556","0","1","8","0","6262003"
"839","39.29294444","-76.73120556","6262003","2","8","8","6262003"
"840","39.29294444","-76.73120556","0","1","8","0","6262003"
"841","39.51424167","-75.82491111","0","1","8","0","7042003"
"842","39.51424167","-75.82491111","0","2","8","8","7042003"
"843","39.51424167","-75.82491111","0","2","8","8","7042003"
"844","39.51424167","-75.82491111","0","1","8","0","7042003"
"845","39.51424167","-75.82491111","7042003","1","8","0","7042003"
"846","39.65385278","-79.43934167","0","1","8","0","7092003"
"847","39.65385278","-79.43934167","0","2","8","8","7092003"
"848","39.65385278","-79.43934167","0","2","8","8","7092003"
"849","39.65385278","-79.43934167","7092003","1","8","8","7092003"
"850","39.65385278","-79.43934167","0","2","8","8","7092003"
"851","39.65385278","-79.43934167","0","2","8","8","7092003"
"852","39.65385278","-79.43934167","0","2","8","8","7092003"
"853","39.65385278","-79.43934167","0","2","8","0","7092003"
"854","39.19740556","-76.60238889","0","2","8","8","7092003"
"855","39.19740556","-76.60238889","0","2","8","8","7092003"
"856","39.19740556","-76.60238889","7092003","1","8","0","7092003"
"857","39.19740556","-76.60238889","0","1","1","1","7092003"
"858","39.69397778","-76.10165","7142003","1","8","8","7142003"
"859","39.40797778","-76.66789722","7152003","1","8","8","7152003"
"860","39.31712222","-76.51587222","6032003","1","8","8","6032003"
"861","39.31712222","-76.51587222","0","1","8","0","6032003"
"862","39.31712222","-76.51587222","0","1","8","0","6032003"
"863","39.31712222","-76.51587222","0","1","8","0","6032003"
"864","39.31712222","-76.51587222","0","2","8","8","6032003"
"865","39.31712222","-76.51587222","0","2","8","8","6032003"
"866","39.31712222","-76.51587222","0","1","8","0","6032003"
"867","39.09269444","-77.06971111","6142003","1","8","8","6132003"
"868","39.09269444","-77.06971111","0","1","8","8","6132003"
"869","39.06591667","-76.979975","0","1","8","0","6142003"
"870","39.06591667","-76.979975","6142003","1","8","8","6142003"
"871","39.06591667","-76.979975","0","1","8","0","6142003"
"872","39.06591667","-76.979975","0","2","8","8","6142003"
"873","39.166825","-77.27068333","0","1","8","0","6162003"
"874","39.166825","-77.27068333","0","2","8","8","6162003"
"875","39.166825","-77.27068333","0","1","8","0","6162003"
"876","39.166825","-77.27068333","6162003","2","8","8","6162003"
"877","39.11153056","-76.932","6242003","1","8","8","6242003"
"878","39.11153056","-76.932","0","2","8","8","6242003"
"879","39.11153056","-76.932","0","1","8","0","6242003"
"880","39.01664167","-77.16054444","0","1","8","0","6252003"
"881","39.01664167","-77.16054444","0","2","8","8","6252003"
"882","39.01664167","-77.16054444","6252003","1","8","0","6252003"
"883","38.82823889","-76.92843056","5122003","1","8","8","4302003"
"884","38.82823889","-76.92843056","0","1","8","0","4302003"
"885","38.89653333","-76.88103333","6032003","1","8","8","6032003"
"886","38.89653333","-76.88103333","0","1","8","0","6032003"
"887","38.72909722","-76.88154444","6102003","1","8","1","6102003"
"888","39.64350556","-77.575425","6152003","1","8","1","6152003"
"889","39.07740278","-77.13956944","0","1","8","8","6222003"
"890","39.07740278","-77.13956944","0","1","8","0","6222003"
"891","39.07740278","-77.13956944","6222003","2","8","8","6222003"
"892","39.07740278","-77.13956944","0","2","8","8","6222003"
"893","39.07740278","-77.13956944","0","2","8","8","6222003"
"894","39.07740278","-77.13956944","0","2","8","8","6222003"
"895","38.81718611","-76.84970833","0","1","8","0","6282003"
"896","38.81718611","-76.84970833","0","2","8","8","6282003"
"897","38.81718611","-76.84970833","6282003","2","8","8","6282003"
"898","38.81718611","-76.84970833","0","2","8","8","6282003"
"899","39.30138611","-76.71900278","0","1","8","0","7132003"
"900","39.30138611","-76.71900278","7132003","1","8","8","7132003"
"901","39.30138611","-76.71900278","0","2","8","8","7132003"
"902","39.30138611","-76.71900278","0","1","8","0","7132003"
"903","39.10500833","-76.46527778","7212003","2","8","8","7192003"
"904","39.10500833","-76.46527778","0","1","8","1","7192003"
"905","39.09671944","-76.80115833","0","1","8","0","7202003"
"906","39.09671944","-76.80115833","7202003","1","8","0","7202003"
"907","39.35122778","-76.37938889","0","1","0","0","7232003"
"908","39.35122778","-76.37938889","7252003","5","0","0","7232003"
"909","38.68683889","-75.83001667","0","1","8","1","7252003"
"910","38.68683889","-75.83001667","7252003","2","8","8","7252003"
"911","38.68683889","-75.83001667","0","2","8","8","7252003"
"912","38.68683889","-75.83001667","0","2","8","8","7252003"
"913","38.66858333","-76.876075","0","1","8","0","8092003"
"914","38.66858333","-76.876075","0","2","8","8","8092003"
"915","38.66858333","-76.876075","0","2","8","8","8092003"
"916","38.66858333","-76.876075","8092003","5","8","8","8092003"
"917","39.62254167","-76.476275","7242003","1","8","8","7242003"
"918","39.62254167","-76.476275","0","1","8","0","7242003"
"919","39.16392778","-76.78275556","7252003","1","8","0","7252003"
"920","39.16392778","-76.78275556","0","1","8","0","7252003"
"921","38.69373333","-75.88011667","0","1","8","0","7182003"
"922","38.69373333","-75.88011667","7182003","1","8","0","7182003"
"923","38.42986111","-75.05524167","7262003","5","8","1","7262003"
"924","38.42986111","-75.05524167","0","1","8","0","7262003"
"925","39.46912222","-77.40204722","0","1","8","0","7272003"
"926","39.46912222","-77.40204722","7272003","2","8","8","7272003"
"927","39.46912222","-77.40204722","0","1","8","0","7272003"
"928","39.46912222","-77.40204722","7272003","2","8","8","7272003"
"929","39.46912222","-77.40204722","0","1","8","0","7272003"
"930","39.46912222","-77.40204722","0","2","8","8","7272003"
"931","39.53904722","-79.34711389","7282003","2","8","8","7282003"
"932","39.53904722","-79.34711389","0","1","8","0","7282003"
"933","39.53904722","-79.34711389","0","1","8","0","7282003"
"934","39.53904722","-79.34711389","7282003","2","8","8","7282003"
"935","39.70051111","-77.73911667","7292003","1","8","0","7292003"
"936","39.170475","-76.63084444","7302003","1","8","8","7302003"
"937","39.61065","-76.88244722","0","1","8","0","8042003"
"938","39.61065","-76.88244722","8042003","1","8","0","8042003"
"939","38.60608889","-76.98850833","0","1","8","0","8032003"
"940","38.60608889","-76.98850833","8032003","1","8","1","8032003"
"941","38.63225833","-75.77088611","0","1","8","0","8132003"
"942","38.63225833","-75.77088611","0","2","8","8","8132003"
"943","38.63225833","-75.77088611","0","1","8","8","8132003"
"944","38.63225833","-75.77088611","0","2","8","8","8132003"
"945","38.63225833","-75.77088611","0","2","8","8","8132003"
"946","38.63225833","-75.77088611","8132003","2","8","8","8132003"
"947","38.63225833","-75.77088611","0","2","8","8","8132003"
"948","38.63225833","-75.77088611","0","2","8","8","8132003"
"949","38.63225833","-75.77088611","0","2","8","8","8132003"
"950","38.30849167","-76.53018611","8152003","1","8","8","8152003"
"951","38.30849167","-76.53018611","0","1","8","0","8152003"
"952","39.46463333","-76.31373333","8162003","1","8","0","8162003"
"953","39.46463333","-76.31373333","0","2","8","8","8162003"
"954","39.46463333","-76.31373333","0","1","8","0","8162003"
"955","39.46463333","-76.31373333","0","1","8","0","8162003"
"956","39.61828889","-77.78641944","0","1","8","1","8172003"
"957","39.61828889","-77.78641944","0","2","8","8","8172003"
"958","39.61828889","-77.78641944","0","2","8","8","8172003"
"959","39.61828889","-77.78641944","8172003","2","8","8","8172003"
"960","39.05811667","-76.63376389","5112003","1","8","0","5072003"
"961","39.2493","-76.45874444","0","2","8","8","5242003"
"962","39.2493","-76.45874444","0","1","8","1","5242003"
"963","39.2493","-76.45874444","5242003","2","8","8","5242003"
"964","39.2493","-76.45874444","0","1","8","0","5242003"
"965","39.2493","-76.45874444","0","2","8","8","5242003"
"966","39.2493","-76.45874444","0","2","8","8","5242003"
"967","38.96100278","-76.95542778","6032003","1","8","0","6032003"
"968","38.96100278","-76.95542778","0","1","8","0","6032003"
"969","39.40783056","-76.61775833","0","1","8","0","7032003"
"970","39.40783056","-76.61775833","0","1","8","0","7032003"
"971","39.40783056","-76.61775833","0","1","8","0","7032003"
"972","39.40783056","-76.61775833","7032003","1","8","1","7032003"
"973","39.39777778","-76.58208333","7122003","5","1","8","7122003"
"974","39.39777778","-76.58208333","0","1","8","0","7122003"
"975","39.15787222","-77.27062778","7182003","2","0","0","7182003"
"976","39.15787222","-77.27062778","0","1","8","0","7182003"
"977","39.15787222","-77.27062778","0","1","8","0","7182003"
"978","39.40983056","-76.667775","7192003","1","8","8","7192003"
"979","39.04854722","-76.99285833","0","2","8","8","7202003"
"980","39.04854722","-76.99285833","7212003","1","8","0","7202003"
"981","38.53609444","-76.11096667","7242003","5","8","1","7242003"
"982","38.53609444","-76.11096667","0","1","8","0","7242003"
"983","38.77802778","-76.95001111","0","1","8","0","7262003"
"984","38.77802778","-76.95001111","7262003","5","8","0","7262003"
"985","38.77802778","-76.95001111","0","2","8","8","7262003"
"986","39.15479722","-76.82755278","8222003","1","8","8","7272003"
"987","39.09934167","-76.81188056","0","1","8","0","8102003"
"988","39.09934167","-76.81188056","8102003","5","8","0","8102003"
"989","39.30088889","-76.51640833","8022003","5","8","8","8022003"
"990","39.30088889","-76.51640833","0","2","8","8","8022003"
"991","39.30088889","-76.51640833","0","1","8","1","8022003"
"992","39.5627","-76.00625833","0","1","8","1","8132003"
"993","39.5627","-76.00625833","8132003","2","8","8","8132003"
"994","39.5627","-76.00625833","8132003","2","8","8","8132003"
"995","39.5627","-76.00625833","0","2","8","8","8132003"
"996","39.5627","-76.00625833","0","2","8","8","8132003"
"997","39.5627","-76.00625833","8132003","2","8","8","8132003"
"998","39.2096","-76.94209167","8082003","1","8","1","8082003"
"999","39.07894722","-75.97823056","8082003","1","8","0","8082003"
"1000","39.07894722","-75.97823056","0","2","8","8","8082003"
"1001","39.07894722","-75.97823056","8082003","2","8","8","8082003"
"1002","39.07894722","-75.97823056","0","1","8","0","8082003"
"1003","38.32585556","-76.54875833","8042003","1","8","8","8042003"
"1004","38.32585556","-76.54875833","0","1","8","8","8042003"
"1005","39.38440278","-76.66364722","0","1","8","0","8132003"
"1006","39.38440278","-76.66364722","0","2","8","8","8132003"
"1007","39.38440278","-76.66364722","8132003","2","8","8","8132003"
"1008","39.38440278","-76.66364722","0","1","8","0","8132003"
"1009","39.38440278","-76.66364722","0","2","8","8","8132003"
"1010","38.45432222","-75.48301667","8132003","1","8","8","8132003"
"1011","38.45432222","-75.48301667","0","1","8","0","8132003"
"1012","39.65310278","-77.81873333","0","1","8","0","8152003"
"1013","39.65310278","-77.81873333","8162003","5","8","1","8152003"
"1014","39.61364722","-76.26065556","8172003","1","8","8","8172003"
"1015","38.61262778","-76.54849722","0","1","8","0","8182003"
"1016","38.61262778","-76.54849722","0","2","8","8","8182003"
"1017","38.61262778","-76.54849722","0","2","8","8","8182003"
"1018","38.61262778","-76.54849722","8182003","1","8","0","8182003"
"1019","39.16614444","-76.79050278","8202003","1","8","0","8202003"
"1020","39.16614444","-76.79050278","0","1","8","0","8202003"
"1021","38.572475","-77.10059444","8132003","1","8","0","8132003"
"1022","38.572475","-77.10059444","0","1","8","0","8132003"
"1023","38.92357778","-75.97445556","0","1","8","0","8222003"
"1024","38.92357778","-75.97445556","8222003","2","8","8","8222003"
"1025","38.92357778","-75.97445556","0","1","8","0","8222003"
"1026","38.92357778","-75.97445556","0","2","8","8","8222003"
"1027","38.92357778","-75.97445556","0","1","8","8","8222003"
"1028","39.31234167","-76.74463889","8222003","1","8","8","8222003"
"1029","39.53675833","-77.31365833","2082003","5","8","8","2032003"
"1030","39.53675833","-77.31365833","0","1","8","0","2032003"
"1031",".",".","6112003","1","8","1","6112003"
"1032",".",".","0","2","8","8","6112003"
"1033",".",".","0","1","8","1","7012003"
"1034",".",".","0","2","8","8","7012003"
"1035",".",".","0","2","8","8","7012003"
"1036",".",".","0","2","8","8","7012003"
"1037",".",".","7012003","2","8","8","7012003"
"1038","38.7816","-76.94483333","6102003","1","8","1","6072003"
"1039","39.28633333","-76.76385","0","1","0","0","7062003"
"1040","39.28633333","-76.76385","7062003","5","8","0","7062003"
"1041","39.39717778","-76.74884444","0","1","8","0","7112003"
"1042","39.39717778","-76.74884444","7112003","1","8","8","7112003"
"1043","39.39717778","-76.74884444","0","1","8","0","7112003"
"1044","38.80900833","-76.97013889","7192003","1","8","8","7192003"
"1045","38.80900833","-76.97013889","0","1","8","0","7192003"
"1046","38.80900833","-76.97013889","0","1","8","0","7192003"
"1047","38.80900833","-76.97013889","0","2","8","8","7192003"
"1048","39.34204444","-76.555375","0","1","8","0","4062003"
"1049","39.34204444","-76.555375","4062003","1","8","8","4062003"
"1050","39.34204444","-76.555375","0","2","8","8","4062003"
"1051","39.36458889","-76.69741667","5052003","1","8","8","5052003"
"1052","39.25480556","-76.69027222","0","1","8","8","7172003"
"1053","39.25480556","-76.69027222","7172003","5","8","8","7172003"
"1054","38.79557222","-76.810875","0","1","8","1","7202003"
"1055","38.79557222","-76.810875","0","2","8","8","7202003"
"1056","38.79557222","-76.810875","7202003","1","8","0","7202003"
"1057","39.65706944","-79.43925833","7232003","1","8","0","7232003"
"1058","39.65706944","-79.43925833","7232003","1","8","0","7232003"
"1059","39.64530278","-77.71613333","0","1","8","0","8092003"
"1060","39.64530278","-77.71613333","8092003","2","8","8","8092003"
"1061","39.64530278","-77.71613333","0","1","8","0","8092003"
"1062","39.09654722","-76.62617778","0","1","8","0","8142003"
"1063","39.09654722","-76.62617778","8142003","1","8","0","8142003"
"1064","39.11881667","-76.98909167","8142003","5","8","8","8142003"
"1065","39.11881667","-76.98909167","0","1","8","0","8142003"
"1066","39.11881667","-76.98909167","0","2","8","8","8142003"
"1067","39.17733611","-76.62274444","8232003","1","8","8","8232003"
"1068","39.17733611","-76.62274444","0","2","8","8","8232003"
"1069","39.43637778","-76.52964167","0","1","8","1","8232003"
"1070","39.43637778","-76.52964167","8232003","2","8","8","8232003"
"1071","38.73704444","-76.58998611","8242003","1","8","8","8242003"
"1072","38.73704444","-76.58998611","0","2","8","8","8242003"
"1073","38.73704444","-76.58998611","8242003","1","8","1","8242003"
"1074","38.73704444","-76.58998611","0","2","8","8","8242003"
"1075","39.36277222","-76.38808889","8262003","1","0","8","8262003"
"1076","39.36277222","-76.38808889","0","2","0","0","8262003"
"1077","39.36277222","-76.38808889","0","1","0","0","8262003"
"1078","38.69231389","-76.87233611","8312003","1","8","0","8312003"
"1079","39.38418611","-76.66230556","8312003","2","8","8","8312003"
"1080","39.38418611","-76.66230556","0","1","8","1","8312003"
"1081","38.75268889","-76.32182222","9012003","1","8","0","9012003"
"1082","38.75268889","-76.32182222","0","1","8","0","9012003"
"1083","38.75268889","-76.32182222","0","2","8","8","9012003"
"1084","38.75268889","-76.32182222","0","2","8","8","9012003"
"1085","38.75268889","-76.32182222","0","2","8","8","9012003"
"1086","39.26442778","-77.05095278","9022003","1","8","8","9022003"
"1087","39.56184167","-76.10951944","9022003","2","8","8","9022003"
"1088","39.56184167","-76.10951944","0","1","8","8","9022003"
"1089","39.56184167","-76.10951944","0","1","8","8","9022003"
"1090","39.56184167","-76.10951944","0","1","8","0","9022003"
"1091","39.56184167","-76.10951944","0","1","8","0","9022003"
"1092","39.56184167","-76.10951944","0","2","8","8","9022003"
"1093","39.39072778","-76.96339722","0","1","8","0","9052003"
"1094","39.39072778","-76.96339722","9052003","1","8","0","9052003"
"1095","39.71301389","-77.00280278","9052003","1","8","0","9052003"
"1096","39.11614722","-76.61715556","9062003","1","8","1","9052003"
"1097","39.27763889","-76.82195278","9072003","1","8","0","9072003"
"1098","39.27763889","-76.82195278","0","1","8","1","9072003"
"1099","38.34064444","-75.15524167","9092003","1","8","8","9092003"
"1100","39.62825278","-77.77491389","9112003","1","8","8","9112003"
"1101","39.62825278","-77.77491389","0","1","8","0","9112003"
"1102","38.35718611","-75.07500833","9132003","5","8","1","9132003"
"1103","38.35718611","-75.07500833","0","1","8","0","9132003"
"1104","38.35718611","-75.07500833","0","2","8","8","9132003"
"1105","38.35718611","-75.07500833","0","2","8","8","9132003"
"1106","39.43730556","-76.40274722","9132003","1","8","1","9132003"
"1107","39.35227222","-76.49654722","0","1","8","0","9132003"
"1108","39.35227222","-76.49654722","9132003","2","8","8","9132003"
"1109","38.61918889","-76.86488333","9242003","1","8","8","9142003"
"1110","38.61918889","-76.86488333","0","1","8","0","9142003"
"1111","38.61918889","-76.86488333","0","2","8","8","9142003"
"1112","39.60022778","-77.70420556","0","2","8","8","9162003"
"1113","39.60022778","-77.70420556","9162003","1","8","8","9162003"
"1114","39.70638333","-78.71268056","9202003","1","8","1","9202003"
"1115","39.47660278","-75.77934722","9222003","1","8","0","9222003"
"1116","38.89243056","-76.84643056","0","1","8","0","9302003"
"1117","38.89243056","-76.84643056","9302003","5","8","8","9302003"
"1118","39.06928056","-77.10477222","0","1","8","1","8172003"
"1119","39.06928056","-77.10477222","0","2","8","8","8172003"
"1120","39.06928056","-77.10477222","8172003","2","8","8","8172003"
"1121","39.42867222","-76.38766667","8152003","5","8","0","8152003"
"1122","39.42867222","-76.38766667","0","3","8","0","8152003"
"1123","39.42867222","-76.38766667","0","3","8","8","8152003"
"1124","39.42867222","-76.38766667","0","3","8","8","8152003"
"1125","39.42867222","-76.38766667","0","3","0","0","8152003"
"1126","39.42867222","-76.38766667","0","1","8","0","8152003"
"1127","39.23932222","-76.6108","4182003","5","8","8","4172003"
"1128","39.23932222","-76.6108","0","1","8","0","4172003"
"1129","39.41999444","-76.637625","7202003","1","8","0","7202003"
"1130","39.4336","-76.43454722","0","2","8","8","8232003"
"1131","39.4336","-76.43454722","8242003","1","8","0","8232003"
"1132","39.4336","-76.43454722","0","1","8","0","8232003"
"1133","39.00791389","-77.14943333","9132003","1","8","0","9132003"
"1134","39.57554722","-76.40101389","9172003","2","8","8","9172003"
"1135","39.57554722","-76.40101389","9172003","1","8","8","9172003"
"1136","39.57554722","-76.40101389","0","2","8","8","9172003"
"1137","39.57554722","-76.40101389","0","1","8","0","9172003"
"1138","39.57554722","-76.40101389","0","2","8","8","9172003"
"1139","39.58868611","-75.79124444","9262003","1","8","8","9262003"
"1140","39.65956389","-77.55905556","0","1","8","0","9302003"
"1141","39.65956389","-77.55905556","10022003","1","8","0","9302003"
"1142","38.96106944","-76.86643889","10022003","1","8","0","10022003"
"1143","38.96106944","-76.86643889","0","1","8","0","10022003"
"1144","38.96106944","-76.86643889","0","2","8","8","10022003"
"1145","39.70906389","-76.06562778","10042003","1","8","0","10042003"
"1146","39.70906389","-76.06562778","0","2","8","8","10042003"
"1147","39.70906389","-76.06562778","0","1","8","0","10042003"
"1148","38.06153333","-75.54538333","9082003","1","8","0","9082003"
"1149","38.06153333","-75.54538333","0","1","8","0","9082003"
"1150","39.06989167","-76.63846389","0","1","8","0","10072003"
"1151","39.06989167","-76.63846389","10072003","1","8","0","10072003"
"1152","39.06989167","-76.63846389","0","1","8","0","10072003"
"1153","39.06989167","-76.63846389","10072003","2","8","8","10072003"
"1154","38.45500556","-76.55920278","9182003","5","8","0","9182003"
"1155","38.45500556","-76.55920278","0","2","8","8","9182003"
"1156","38.45500556","-76.55920278","0","1","8","0","9182003"
"1157","38.45500556","-76.55920278","0","2","8","8","9182003"
"1158","39.09325833","-77.19664722","0","1","8","0","9132003"
"1159","39.09325833","-77.19664722","9132003","1","8","0","9132003"
"1160","39.29191111","-76.52051111","9202003","1","8","8","9202003"
"1161","39.42239167","-76.40009167","10042003","5","8","1","10042003"
"1162","39.42239167","-76.40009167","0","1","8","0","10042003"
"1163","39.42239167","-76.40009167","0","1","8","0","10042003"
"1164","39.42239167","-76.40009167","0","2","8","8","10042003"
"1165","39.193225","-77.02643889","9272003","1","8","0","9272003"
"1166","39.193225","-77.02643889","9282003","2","8","8","9272003"
"1167","39.44970556","-77.40969444","10092003","1","8","0","10092003"
"1168","38.46486667","-76.52453333","7042003","1","8","8","7042003"
"1169","39.05112778","-76.93063889","8132003","1","8","8","8132003"
"1170","39.23772222","-76.46538056","0","1","8","0","10012003"
"1171","39.23772222","-76.46538056","10012003","2","8","8","10012003"
"1172","39.23772222","-76.46538056","0","1","8","0","10012003"
"1173","38.99499444","-76.88121667","10072003","5","8","8","10072003"
"1174","38.99499444","-76.88121667","0","1","8","1","10072003"
"1175","38.62727222","-77.07302778","0","2","8","8","10102003"
"1176","38.62727222","-77.07302778","0","2","8","8","10102003"
"1177","38.62727222","-77.07302778","0","2","8","8","10102003"
"1178","38.62727222","-77.07302778","10102003","2","8","8","10102003"
"1179","38.62727222","-77.07302778","0","1","8","0","10102003"
"1180","38.62727222","-77.07302778","10102003","1","8","0","10102003"
"1181","39.21829722","-76.64405833","0","1","8","1","10112003"
"1182","39.21829722","-76.64405833","10112003","1","8","8","10112003"
"1183","39.21829722","-76.64405833","0","2","8","8","10112003"
"1184","39.21829722","-76.64405833","0","2","8","8","10112003"
"1185","39.21829722","-76.64405833","0","1","8","0","10112003"
"1186","38.96103056","-76.65504444","10112003","1","8","8","10112003"
"1187","38.96103056","-76.65504444","0","1","8","0","10112003"
"1188","38.96103056","-76.65504444","0","2","8","8","10112003"
"1189","38.56950556","-76.12189444","0","1","8","0","10132003"
"1190","38.56950556","-76.12189444","10132003","2","8","8","10132003"
"1191","38.56950556","-76.12189444","0","2","8","8","10132003"
"1192","39.38747778","-76.51156389","0","1","8","0","10132003"
"1193","39.38747778","-76.51156389","10132003","5","8","0","10132003"
"1194","38.77403056","-76.65972222","10142003","1","8","8","10142003"
"1195","39.68934167","-79.10077778","0","2","8","8","10152003"
"1196","39.68934167","-79.10077778","0","2","8","8","10152003"
"1197","39.68934167","-79.10077778","0","1","8","1","10152003"
"1198","39.68934167","-79.10077778","10152003","2","8","8","10152003"
"1199","39.66069167","-77.01313333","0","1","8","0","10102003"
"1200","39.66069167","-77.01313333","0","2","0","8","10102003"
"1201","39.66069167","-77.01313333","10102003","1","8","1","10102003"
"1202","39.66069167","-77.01313333","0","2","8","8","10102003"
"1203","39.66069167","-77.01313333","0","1","8","1","10102003"
"1204","39.32578611","-76.44561389","9282003","5","8","8","9282003"
"1205","39.32578611","-76.44561389","0","1","8","1","9282003"
"1206","39.34184722","-76.45494444","10042003","5","8","0","10042003"
"1207","39.34184722","-76.45494444","0","1","8","1","10042003"
"1208","39.10340556","-77.19086389","0","1","8","1","10052003"
"1209","39.10340556","-77.19086389","0","2","8","8","10052003"
"1210","39.10340556","-77.19086389","10052003","2","8","8","10052003"
