"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"3027  ROSALIND AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T20:21:07.000","2015-01-11T20:21:07.000","CYLBURN","15-00023052","MD","CLOSED","2015-01-11T03:04:44.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:04:00.000",3,-76.667985,39.345568
"3206  DORITHAN RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T20:03:26.000","2015-01-11T20:03:26.000","EAST ARLINGTON","15-00023042","MD","CLOSED","2015-01-11T03:05:55.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:05:00.000",3,-76.666679,39.330134
"4010  ELMORA AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T19:19:46.000","2015-01-11T19:19:46.000","BELAIR-EDISON","15-00022999","MD","CLOSED","2015-01-11T03:06:33.000","21213","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:06:00.000",3,-76.558912,39.318374
"2400  RIDGELY ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T18:22:17.000","2015-01-11T18:22:17.000","MOUNT WINANS","15-00022943","MD","CLOSED","2015-01-11T03:07:28.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:07:00.000",3,-76.643509,39.263664
"500  CHESTNUT HILL AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T17:41:28.000","2015-01-11T17:41:28.000","WAVERLY","15-00022899","MD","CLOSED","2015-01-11T03:08:22.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:00:00.000",3,-76.609271,39.33465
"3811  WALNUT AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T17:02:38.000","2015-01-11T17:02:38.000","OVERLEA","15-00022857","MD","CLOSED","2015-01-11T03:08:57.000","21206","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:00:00.000",3,-76.533223,39.360216
"621 N DUNCAN ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T16:52:27.000","2015-01-11T16:52:27.000","MIDDLE EAST","15-00022849","MD","CLOSED","2015-01-11T03:09:39.000","21205","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:00:00.000",3,-76.587054,39.298098
"15 W LAKE AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T16:31:02.000","2015-01-11T16:31:02.000","THE ORCHARDS","15-00022803","MD","CLOSED","2015-01-11T03:10:08.000","21210","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:10:00.000",3,-76.6277719,39.368518
"100 E BIDDLE ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T16:23:18.000","2015-01-11T16:23:18.000","MID-TOWN BELVEDERE","15-00022781","MD","CLOSED","2015-01-11T03:11:01.000","21202","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:11:00.000",3,-76.6140989,39.3036337
"3100  SUMTER AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T16:12:26.000","2015-01-11T16:12:26.000","CENTRAL PARK HEIGHTS","15-00022761","MD","CLOSED","2015-01-11T03:11:31.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:11:00.000",3,-76.6671993,39.3424021
"200 S ROBINSON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T15:28:43.000","2015-01-11T15:28:43.000","HIGHLANDTOWN","15-00022683","MD","CLOSED","2015-01-11T03:12:06.000","21224","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:12:00.000",3,-76.572692,39.289936
"2923  MCELDERRY ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T14:58:29.000","2015-01-11T14:58:29.000","ELLWOOD PARK/MONUMENT","15-00022647","MD","CLOSED","2015-01-11T03:12:34.000","21205","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:12:00.000",3,-76.5756634,39.297807
"2901  ELGIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T14:49:55.000","2015-01-11T14:49:55.000","WALBROOK","15-00022640","MD","CLOSED","2015-01-11T03:13:14.000","21216","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:13:00.000",3,-76.666548,39.313218
"1508  ALICEANNA ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T14:33:13.000","2015-01-11T14:33:13.000","FELLS POINT","15-00022612","MD","CLOSED","2015-01-11T03:13:39.000","21231","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:13:00.000",3,-76.595811,39.2835699
"2604 E PRESTON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T13:52:08.000","2015-01-11T13:52:08.000","BEREA","15-00022543","MD","CLOSED","2015-01-11T03:14:06.000","21213","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:14:00.000",3,-76.5808166,39.3060748
"3000  EVERGREEN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T13:40:22.000","2015-01-11T13:40:22.000","GLENHAM-BELFORD","15-00022527","MD","CLOSED","2015-01-11T03:14:25.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:14:00.000",3,-76.5605562,39.3533133
"3532  ELMLEY AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T13:29:13.000","2015-01-11T13:29:13.000","BELAIR-EDISON","15-00022512","MD","CLOSED","2015-01-11T03:15:01.000","21213","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:14:00.000",3,-76.571198,39.317407
"3010  IONA TER","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T13:12:29.000","2015-01-11T13:12:29.000","ARCADIA","15-00022485","MD","CLOSED","2015-01-11T03:15:25.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:15:00.000",3,-76.573156,39.337397
"1410  KEY HWY","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T12:31:47.000","2015-01-11T12:31:47.000","RIVERSIDE","15-00022435","MD","CLOSED","2015-01-10T14:04:36.000","21230","Cityworks SR Comments","Snow Event Route Completed","2015-01-10T14:04:00.000",3,-76.6028953,39.273502
"E BIDDLE ST &N CENTRAL AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T11:14:03.000","2015-01-11T11:14:03.000","JOHNSTON SQUARE","15-00022364","MD","CLOSED","2015-01-11T03:15:47.000","21202","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:15:00.000",3,-76.5899495,39.3044615
"EUTAW PL & WILSON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T11:01:40.000","2015-01-11T11:01:40.000","MADISON PARK","15-00022353","MD","CLOSED","2015-01-11T03:16:11.000","21217","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:16:00.000",3,-87.8875145,32.8406848
"5900  GLENKIRK RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T05:08:50.000","2015-01-11T05:08:50.000","RAMBLEWOOD","15-00022299","MD","CLOSED","2015-01-11T03:16:58.000","21239","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:16:00.000",3,-76.5897899,39.363397
"1803  COVINGTON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T03:36:37.000","2015-01-11T03:36:37.000","RIVERSIDE","15-00022295","MD","CLOSED","2015-01-11T02:55:13.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:55:00.000",3,-76.606212,39.269601
"501  KINGSTON RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T03:11:04.000","2015-01-11T03:11:04.000","WESTGATE","15-00022291","MD","CLOSED","2015-01-11T03:17:20.000","21229","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:17:00.000",3,-76.7095763,39.2867399
"414  LIGHT ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T01:38:31.000","2015-01-11T01:38:31.000","OTTERBEIN","15-00022271","MD","CLOSED","2015-01-11T02:54:44.000","21202","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:54:00.000",3,-76.6130579,39.2842543
"1900 N BENTALOU ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-10T01:06:43.000","2015-01-11T01:06:43.000","MONDAWMIN","15-00022262","MD","CLOSED","2015-01-11T03:17:45.000","21216","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:17:00.000",3,-76.654364,39.309981
"1631  BEASON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T23:45:34.000","2015-01-10T23:45:34.000","LOCUST POINT","15-00022165","MD","CLOSED","2015-01-11T02:54:13.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:54:00.000",3,-76.590103,39.27063
"3900  RIDGEWOOD AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T23:43:17.000","2015-01-10T23:43:17.000","DOLFIELD","15-00022164","MD","CLOSED","2015-01-11T03:18:12.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:18:00.000",3,-76.68293,39.336886
"2230  HARFORD RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T23:26:21.000","2015-01-10T23:26:21.000","EAST BALTIMORE MIDWAY","15-00022147","MD","CLOSED","2015-01-11T03:18:49.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:18:00.000",3,-76.596755,39.315817
"230  WILSON ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T23:07:39.000","2015-01-10T23:07:39.000","BOLTON HILL","15-00022125","MD","CLOSED","2015-01-11T03:19:26.000","21217","Dispatch Work Crew","Abated - Close SR","2015-01-11T03:19:00.000",3,-76.628437,39.3081155
"3900  LOCH RAVEN BLVD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T22:28:14.000","2015-01-10T22:28:14.000","ORIGINAL NORTHWOOD","15-00022083","MD","CLOSED","2015-01-11T02:59:56.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:59:00.000",3,-76.59601,39.336175
"4700  GRINDON AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T22:18:37.000","2015-01-10T22:18:37.000","LAURAVILLE","15-00022071","MD","CLOSED","2015-01-11T02:59:16.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:59:00.000",3,-76.5742194,39.345704
"1541  COX ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T22:04:56.000","2015-01-10T22:04:56.000","HAMPDEN","15-00022056","MD","CLOSED","2015-01-11T02:53:50.000","21211","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:53:00.000",3,-76.64129,39.334077
"134 W LANVALE ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T21:29:19.000","2015-01-10T21:29:19.000","BOLTON HILL","15-00022027","MD","CLOSED","2015-01-11T02:53:04.000","21217","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:53:00.000",3,-76.622414,39.306918
"6015  BAYWOOD AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T21:10:52.000","2015-01-10T21:10:52.000","CHESWOLDE","15-00021998","MD","CLOSED","2015-01-11T02:58:25.000","21209","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:58:00.000",3,-76.683606,39.363335
"2117  ESSEX ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T20:42:02.000","2015-01-10T20:42:02.000","CANTON","15-00021959","MD","DUPCLOSD","2015-01-11T02:52:32.000","21231",NA,NA,NA,3,-76.585325,39.284475
"2111  ESSEX ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T20:41:45.000","2015-01-10T20:41:45.000","CANTON","15-00021958","MD","CLOSED","2015-01-11T02:52:37.000","21231","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:52:00.000",3,-76.585487,39.284568
"815  CATHEDRAL ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:53:06.000","2015-01-10T19:53:06.000","MOUNT VERNON","15-00021873","MD","CLOSED","2015-01-11T02:51:19.000","21201","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:51:00.000",3,-76.616764,39.299369
"2000  ROCKROSE AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:51:15.000","2015-01-10T19:51:15.000","WOODBERRY","15-00021865","MD","CLOSED","2015-01-11T02:57:50.000","21211","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:57:00.000",3,-76.6469709,39.334689
"2843  MAUDLIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:49:42.000","2015-01-10T19:49:42.000","MORRELL PARK","15-00021860","MD","DUPCLOSD","2015-01-11T02:57:04.000","21230",NA,NA,NA,3,-76.654287,39.26083
"2841  MAUDLIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:43:04.000","2015-01-10T19:43:04.000","MORRELL PARK","15-00021842","MD","CLOSED","2015-01-11T02:57:05.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:57:00.000",3,-76.654233,39.260841
"2835  MAUDLIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:35:08.000","2015-01-10T19:35:08.000","MORRELL PARK","15-00021821","MD","DUPCLOSD","2015-01-09T19:37:27.000","21230",NA,NA,NA,3,-76.654068,39.260872
"1100  TERRACE GLN","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:30:00.000","2015-01-10T19:30:00.000","NORTH ROLAND PARK/POPLAR HILL","15-00021809","MD","CLOSED","2015-01-11T02:56:18.000","21210","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:56:00.000",3,-76.6559046,39.3719518
"5017  PILGRIM RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:28:30.000","2015-01-10T19:28:30.000","LAURAVILLE","15-00021801","MD","CLOSED","2015-01-11T02:55:50.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-11T02:55:00.000",3,-76.571989,39.35152
"2839  MAUDLIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T19:27:04.000","2015-01-10T19:27:04.000","MORRELL PARK","15-00021799","MD","CLOSED","2015-01-09T19:37:27.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-09T19:37:00.000",3,-76.654178,39.260851
"5004  GREENHILL AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T18:30:13.000","2015-01-10T18:30:13.000","FRANKFORD","15-00021546","MD","CLOSED","2015-01-10T00:08:11.000","21206","Dispatch Work Crew","Abated - Close SR","2015-01-10T00:00:00.000",3,-76.552532,39.334232
"100 W HUGHES ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T17:49:30.000","2015-01-10T17:49:30.000","OTTERBEIN","15-00021323","MD","CLOSED","2015-01-09T18:44:24.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:44:00.000",3,-76.6171897,39.2803382
"2839  MAUDLIN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T17:07:55.000","2015-01-10T17:07:55.000","MORRELL PARK","15-00021143","MD","CLOSED","2015-01-09T18:34:01.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:33:00.000",3,-76.654178,39.260851
"1400 E FEDERAL ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T16:43:06.000","2015-01-10T16:43:06.000","OLIVER","15-00021048","MD","CLOSED","2015-01-09T18:24:29.000","21213","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:22:00.000",3,-76.5994963,39.3086232
"1425  RACE ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T16:40:56.000","2015-01-10T16:40:56.000","SBIC","15-00021040","MD","CLOSED","2015-01-09T18:30:19.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:30:00.000",3,-76.6166159,39.2728589
"600  PARKWYRTH AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T16:02:12.000","2015-01-10T16:02:12.000","WAVERLY","15-00020890","MD","CLOSED","2015-01-09T18:43:56.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:43:00.000",3,-76.6074115,39.334974
"2900  ROSALIND AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T16:01:42.000","2015-01-10T16:01:42.000","CYLBURN","15-00020887","MD","CLOSED","2015-01-09T17:50:57.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:50:00.000",3,-76.6640025,39.3458965
"512 E 39TH ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T15:51:21.000","2015-01-10T15:51:21.000","PEN LUCY","15-00020856","MD","CLOSED","2015-01-09T17:40:30.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:40:00.000",3,-76.6084783,39.3366372
"1800  WINCHESTER ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T15:46:33.000","2015-01-10T15:46:33.000","SANDTOWN-WINCHESTER","15-00020843","MD","CLOSED","2015-01-09T18:32:10.000","21217","Dispatch Work Crew","Abated - Close SR","2015-01-09T18:32:00.000",3,-76.6461674,39.3020339
"2203  EASTERN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T15:45:33.000","2015-01-10T15:45:33.000","CANTON","15-00020840","MD","DUPCLOSD","2015-01-09T16:44:09.000","21231",NA,NA,NA,3,-76.5856225,39.2856711
"2201  EASTERN AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T15:38:52.000","2015-01-10T15:38:52.000","CANTON","15-00020823","MD","DUPCLOSD","2015-01-09T16:44:09.000","21231",NA,NA,NA,3,-76.585678,39.285671
"6015  BAYWOOD AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:53:12.000","2015-01-10T14:53:12.000","CHESWOLDE","15-00020638","MD","CLOSED","2015-01-09T17:06:18.000","21209","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:05:00.000",3,-76.683606,39.363335
"925 S STREEPER ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:52:06.000","2015-01-10T14:52:06.000","CANTON","15-00020632","MD","CLOSED","2015-01-09T17:22:38.000","21224","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:22:00.000",3,-76.57602,39.281601
"729 E PRATT ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:32:48.000","2015-01-10T14:32:48.000","INNER HARBOR","15-00020560","MD","CLOSED","2015-01-09T16:37:05.000","21202","Dispatch Work Crew","Abated - Close SR","2015-01-09T16:34:00.000",3,-76.6042449,39.2866835
"521 S COLLINGTON AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:22:48.000","2015-01-10T14:22:48.000","CANTON","15-00020524","MD","CLOSED","2015-01-09T16:44:09.000","21231","Dispatch Work Crew","Abated - Close SR","2015-01-09T16:40:00.000",3,-76.5855782,39.2851813
"1001 S LAKEWOOD AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:22:34.000","2015-01-10T14:22:34.000","CANTON","15-00020523","MD","CLOSED","2015-01-09T16:39:10.000","21224","Dispatch Work Crew","Abated - Close SR","2015-01-09T16:37:00.000",3,-76.5780397,39.2806462
"3000  DUPONT AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:09:26.000","2015-01-10T14:09:26.000","CYLBURN","15-00020424","MD","CLOSED","2015-01-09T17:05:24.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:05:00.000",3,-76.665756,39.344425
"100 N PATTERSON PARK AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:08:46.000","2015-01-10T14:08:46.000","BUTCHER'S HILL","15-00020419","MD","CLOSED","2015-01-09T16:50:46.000","21231","Dispatch Work Crew","Abated - Close SR","2015-01-09T16:50:00.000",3,-76.5849191,39.2931757
"711 W 40TH ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:00:37.000","2015-01-10T14:00:37.000","HAMPDEN","15-00020357","MD","CLOSED","2015-01-09T17:03:58.000","21211","Dispatch Work Crew","Abated - Close SR","2015-01-09T17:03:00.000",3,-76.630499,39.335719
"2301  HALCYON AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T14:00:06.000","2015-01-10T14:00:06.000","LAURAVILLE","15-00020354","MD","CLOSED","2015-01-09T14:54:31.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-09T14:54:00.000",3,-76.575718,39.3479079
"2000  ROCKROSE AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:43:43.000","2015-01-10T13:43:43.000","WOODBERRY","15-00020230","MD","CLOSED","2015-01-09T15:30:17.000","21211","Dispatch Work Crew","Abated - Close SR","2015-01-09T15:29:00.000",3,-76.6469709,39.334689
"3900  RIDGEWOOD AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:29:49.000","2015-01-10T13:29:49.000","DOLFIELD","15-00020114","MD","CLOSED","2015-01-09T15:29:31.000","21215","Dispatch Work Crew","Abated - Close SR","2015-01-09T15:29:00.000",3,-76.68293,39.336886
"3800  DELVERNE RD","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:28:39.000","2015-01-10T13:28:39.000","EDNOR GARDENS-LAKESIDE","15-00020096","MD","CLOSED","2015-01-10T00:07:34.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-10T00:07:00.000",3,-76.598615,39.334142
"1013  OLIVE ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:25:20.000","2015-01-10T13:25:20.000","FEDERAL HILL","15-00020067","MD","CLOSED","2015-01-09T16:53:49.000","21230","Dispatch Work Crew","Abated - Close SR","2015-01-09T16:52:00.000",3,-76.6148654,39.2773744
"4512  ARABIA AVE","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:14:52.000","2015-01-10T13:14:52.000","BEVERLY HILLS","15-00019978","MD","CLOSED","2015-01-09T14:16:32.000","21214","Dispatch Work Crew","Abated - Close SR","2015-01-09T14:16:00.000",3,-76.569405,39.340442
"201 S ANN ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:14:46.000","2015-01-10T13:14:46.000","UPPER FELLS POINT","15-00019976","MD","CLOSED","2015-01-09T14:09:58.000","21231","Dispatch Work Crew","Abated - Close SR","2015-01-09T14:00:00.000",3,-76.591392,39.289229
"510 E 39TH ST","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:10:43.000","2015-01-10T13:10:43.000","PEN LUCY","15-00019943","MD","CLOSED","2015-01-09T15:03:26.000","21218","Dispatch Work Crew","Abated - Close SR","2015-01-09T15:03:00.000",3,-76.6085827,39.3366349
"N FRANKLINTOWN RD & WINANS WAY","BALTIMORE","ICYCONDI","TRM-Snow/Icy Conditions","2015-01-09T13:08:11.000","2015-01-10T13:08:11.000","HUNTING RIDGE","15-00019923","MD","CLOSED","2015-01-09T15:00:16.000","21229","Dispatch Work Crew","Abated - Close SR","2015-01-09T15:00:00.000",3,-76.6869435,39.3047184
