"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"1044 S CAROLINE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-18T09:30:26.000","2015-07-22T09:30:26.000","FELLS POINT","15-00566367","MD","CLOSED","2015-07-21T06:10:55.000","21231",NA,NA,NA,9,-76.5961274,39.2804542
"1100  ORLEANS ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-14T03:10:50.000","2015-05-18T03:10:50.000","OLDTOWN","15-00376970","MD","CLOSED","2015-05-14T03:14:24.000","21202",NA,NA,NA,9,-76.6046894,39.2948732
"3418  CHESLEY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-09T19:42:24.000","2015-07-13T19:42:24.000","WOODRING","15-00540765","MD","NEW","2015-07-09T19:45:19.000","21234",NA,NA,NA,9,-76.538408,39.362184
"2200  BARCLAY ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-10T21:27:23.000","2015-06-14T21:27:23.000","BARCLAY","15-00453332","MD","CLOSED","2015-06-11T10:20:38.000","21218",NA,NA,NA,9,-76.6111595,39.3144688
"1540  MORELAND AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-26T23:00:04.000","2015-06-30T23:00:04.000","COPPIN HEIGHTS/ASH-CO-EAST","15-00503061","MD","CLOSED","2015-06-29T03:11:51.000","21216",NA,NA,NA,9,-76.656018,39.305549
"4781  HELLWIG RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-27T05:34:50.000","2015-05-31T05:34:50.000","CEDMONT","15-00410406","MD","CLOSED","2015-05-27T05:38:24.000","21206",NA,NA,NA,9,-76.5334231,39.3433936
"700  RADNOR AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-13T17:48:37.000","2015-07-17T17:48:37.000","WINSTON-GOVANS","15-00550220","MD","CLOSED","2015-07-15T03:26:05.000","21212",NA,NA,NA,9,-76.605942,39.347739
"2313  WILKENS AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-29T12:05:18.000","2015-08-02T12:05:18.000","CARROLLTON RIDGE","15-00598960","MD","CLOSED","2015-07-30T16:16:07.000","21223",NA,NA,NA,9,-76.652233,39.279745
"5300  CORDELIA AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-30T00:46:04.000","2015-08-03T00:46:04.000","ARLINGTON","15-00602031","MD","DUPCLOSD","2015-07-30T06:10:04.000","21215",NA,NA,NA,9,-76.6830756,39.3471965
"3500  BENZINGER RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-24T22:12:01.000","2015-07-28T22:12:01.000","VIOLETVILLE","15-00587683","MD","CLOSED","2015-07-27T08:00:13.000","21229",NA,NA,NA,9,-76.6778107,39.2707635
"2300  AIKEN ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-22T13:22:41.000","2015-06-26T13:22:41.000","EAST BALTIMORE MIDWAY","15-00484845","MD","DUPCLOSD","2015-06-23T14:36:03.000","21218",NA,NA,NA,9,-76.5986331,39.3161167
"901  FALLSWAY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-23T01:59:09.000","2015-05-27T01:59:09.000","PENN-FALLSWAY","15-00402965","MD","CLOSED","2015-05-26T03:48:53.000","21202",NA,NA,NA,9,-76.6107661,39.3000366
"803  BEAUMONT AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-18T23:36:27.000","2015-05-22T23:36:27.000","WINSTON-GOVANS","15-00390533","MD","CLOSED","2015-05-21T05:45:27.000","21212",NA,NA,NA,9,-76.6048409,39.351004
"HOPETON AVE & BARTWOOD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-28T14:27:23.000","2015-06-01T14:27:23.000","GLEN","15-00416117","MD","CLOSED","2015-05-29T05:58:48.000","21215",NA,NA,NA,9,-78.5725327,35.9253324
"3921  BANCROFT RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-14T09:16:24.000","2015-05-18T09:16:24.000","GLEN","15-00377132","MD","CLOSED","2015-05-14T09:21:50.000","21215",NA,NA,NA,9,-76.701344,39.356966
"1400  HOLBROOK ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-26T22:34:37.000","2015-06-30T22:34:37.000","OLIVER","15-00503037","MD","CLOSED","2015-06-27T01:05:27.000","21202",NA,NA,NA,9,-76.6033269,39.306402
"3926  ROKEBY RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-23T18:11:09.000","2015-06-27T18:11:09.000","EDMONDSON VILLAGE","15-00490104","MD","CLOSED","2015-06-24T07:34:48.000","21229",NA,NA,NA,9,-76.6828613,39.2995215
"3701  ELMLEY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-23T17:49:04.000","2015-06-27T17:49:04.000","BELAIR-EDISON","15-00489985","MD","CLOSED","2015-06-26T02:30:42.000","21213",NA,NA,NA,9,-76.567021,39.317292
"LANIER AVE & EDGECOMBE CIR N","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-16T00:37:52.000","2015-05-20T00:37:52.000","PARKLANE","15-00384145","MD","CLOSED","2015-05-18T07:28:08.000","21215",NA,NA,NA,9,-79.429379,36.567257
"4740  PARK HEIGHTS AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-09T06:03:35.000","2015-07-13T06:03:35.000","CENTRAL PARK HEIGHTS","15-00537679","MD","CLOSED","2015-07-09T18:03:52.000","21215",NA,NA,NA,9,-76.671367,39.344727
"3809  COTTAGE AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-24T12:23:56.000","2015-06-28T12:23:56.000","GREENSPRING","15-00491964","MD","CLOSED","2015-06-25T02:59:46.000","21215",NA,NA,NA,9,-76.659411,39.333027
"5400  SEWARD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-13T00:10:41.000","2015-07-17T00:10:41.000","FRANKFORD","15-00547191","MD","CLOSED","2015-07-14T03:15:23.000","21206",NA,NA,NA,9,-76.540093,39.3284639
"4600  PULASKI HWY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-28T12:44:25.000","2015-06-01T12:44:25.000","ORANGEVILLE","15-00415533","MD","DUPCLOSD","2015-05-29T01:43:00.000","21224",NA,NA,NA,9,-76.55906,39.298939
"2630  MARBOURNE AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-26T12:01:27.000","2015-05-30T12:01:27.000","LAKELAND","15-00407100","MD","CLOSED","2015-05-27T07:03:32.000","21230",NA,NA,NA,9,-76.645169,39.252605
"3016  PRESSTMAN ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-28T00:24:50.000","2015-08-01T00:24:50.000","ROSEMONT","15-00594967","MD","CLOSED","2015-07-28T05:14:51.000","21216",NA,NA,NA,9,-76.668104,39.304709
"EASTCLIFF DR & GERNAND RD, BALTIMORE, MD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-08-03T14:23:32.000","2015-08-07T14:23:32.000","MOUNT WASHINGTON","15-00612088","MD","CLOSED","2015-08-04T03:31:25.000",NA,NA,NA,NA,9,-97.1132034,32.8295795
"4164 E MONUMENT ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-23T03:11:09.000","2015-07-27T03:11:09.000","ORANGEVILLE","15-00580088","MD","CLOSED","2015-07-23T03:21:17.000","21205",NA,NA,NA,9,-76.5623827,39.2998084
"5506  CEDELLA AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-31T11:44:23.000","2015-08-04T11:44:23.000","FRANKFORD","15-00605775","MD","CLOSED","2015-08-01T02:30:19.000","21206",NA,NA,NA,9,-76.541595,39.332508
"3700  CLIPPER RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-23T17:24:51.000","2015-06-27T17:24:51.000","WOODBERRY","15-00489891","MD","CLOSED","2015-07-07T04:56:03.000","21211",NA,NA,NA,9,-76.6466949,39.334714
"2405  HEMLOCK AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-23T01:54:19.000","2015-07-27T01:54:19.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00580054","MD","CLOSED","2015-07-23T02:00:39.000","21214",NA,NA,NA,9,-76.565976,39.360135
"3500  3RD ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-05-18T02:55:44.000","2015-05-22T02:55:44.000","BROOKLYN","15-00386911","MD","CLOSED","2015-05-18T03:04:03.000","21225",NA,NA,NA,9,-76.6059906,39.2398708
"1348 N STRICKER ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-08T00:07:55.000","2015-07-12T00:07:55.000","SANDTOWN-WINCHESTER","15-00533256","MD","CLOSED","2015-07-08T04:41:02.000","21217",NA,NA,NA,9,-76.64215,39.304605
"626  WICKLOW RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-06T01:08:48.000","2015-07-10T01:08:48.000","ROGNEL HEIGHTS","15-00525801","MD","CLOSED","2015-07-08T08:35:02.000","21229",NA,NA,NA,9,-76.686551,39.294817
"3300  MARY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-07-25T00:08:43.000","2015-07-29T00:08:43.000","GLENHAM-BELFORD","15-00587805","MD","CLOSED","2015-07-27T05:20:40.000","21214",NA,NA,NA,9,-76.552813,39.352892
"3300  SAINT BENEDICT ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-25T00:44:16.000","2015-06-29T00:44:16.000","SAINT AGNES","15-00496132","MD","CLOSED","2015-06-25T05:55:14.000","21229",NA,NA,NA,9,-76.6735659,39.2740415
"1421  LOCUST ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-14T00:54:27.000","2015-06-18T00:54:27.000","CURTIS BAY","15-00461307","MD","DUPCLOSD","2015-06-15T16:01:22.000","21226",NA,NA,NA,9,-76.590735,39.226497
"1716 N BENTALOU ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-06-24T19:33:28.000","2015-06-28T19:33:28.000","COPPIN HEIGHTS/ASH-CO-EAST","15-00495050","MD","CLOSED","2015-06-25T02:01:12.000","21216",NA,NA,NA,9,-76.654314,39.308061
