"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"5613  WALTHER AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-25T01:18:18.000","2015-03-01T01:18:18.000","GLENHAM-BELFORD","15-00144414","MD","CLOSED","2015-02-25T08:39:57.000","21206",NA,NA,NA,3,-76.5504812,39.3475906
"5200  HARFORD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-25T01:04:06.000","2015-03-01T01:04:06.000","LAURAVILLE","15-00144398","MD","DUPCLOSD","2015-02-25T10:34:03.000","21214",NA,NA,NA,3,-76.564443,39.349174
"2101  EASTERN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-25T00:31:13.000","2015-03-01T00:31:13.000","CANTON","15-00144334","MD","DUPCLOSD","2015-02-25T06:34:30.000","21231",NA,NA,NA,3,-76.5868878,39.2857206
"510  NORMANDY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-25T00:15:46.000","2015-03-01T00:15:46.000","ALLENDALE","15-00144305","MD","CLOSED","2015-02-25T09:50:00.000","21229",NA,NA,NA,3,-76.6818346,39.2928918
"48  GORMAN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-25T00:02:07.000","2015-03-01T00:02:07.000","PENROSE/FAYETTE STREET OUTREACH","15-00144285","MD","DUPCLOSD","2015-03-06T10:33:44.000","21223",NA,NA,NA,3,-76.6538664,39.2888054
"3532  HICKORY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:41:17.000","2015-02-28T23:41:17.000","HAMPDEN","15-00144257","MD","CLOSED","2015-02-25T09:29:58.000","21211",NA,NA,NA,3,-76.634011,39.330498
"1247  GLENEAGLE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:35:06.000","2015-02-28T23:35:06.000","RAMBLEWOOD","15-00144239","MD","DUPCLOSD","2015-02-25T04:07:50.000","21239",NA,NA,NA,3,-76.5915843,39.3634528
"3512  HICKORY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:31:20.000","2015-02-28T23:31:20.000","HAMPDEN","15-00144234","MD","CLOSED","2015-03-04T02:48:54.000","21211",NA,NA,NA,3,-76.633843,39.330113
"5000  HARFORD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:21:22.000","2015-02-28T23:21:22.000","LAURAVILLE","15-00144218","MD","CLOSED","2015-02-25T16:26:19.000","21214",NA,NA,NA,3,-76.5659404,39.3473836
"600  GUTMAN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:16:40.000","2015-02-28T23:16:40.000","EAST BALTIMORE MIDWAY","15-00144206","MD","CLOSED","2015-02-25T02:49:47.000","21218",NA,NA,NA,3,-76.6072155,39.3178231
"400  NOTTINGHAM RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T23:10:48.000","2015-02-28T23:10:48.000","TEN HILLS","15-00144195","MD","CLOSED","2015-03-10T19:38:55.000","21229",NA,NA,NA,3,-76.697111,39.286717
"5628  ANTHONY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:46:29.000","2015-02-28T22:46:29.000","FRANKFORD","15-00144159","MD","DUPCLOSD","2015-02-25T05:59:59.000","21206",NA,NA,NA,3,-76.542971,39.339297
"1200  GLENEAGLE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:43:59.000","2015-02-28T22:43:59.000","RAMBLEWOOD","15-00144153","MD","CLOSED","2015-02-25T10:00:53.000","21239",NA,NA,NA,3,-76.593148,39.364322
"2927  DILLON ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:38:27.000","2015-02-28T22:38:27.000","CANTON","15-00144142","MD","CLOSED","2015-03-10T08:23:33.000","21224",NA,NA,NA,3,-76.574429,39.28104
"S POTOMAC ST & DILLON ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:38:00.000","2015-02-28T22:38:00.000","CANTON","15-00144140","MD","CLOSED","2015-03-10T16:55:04.000","21224",NA,NA,NA,3,-77.7272171,39.6258776
"1211  GLENEAGLE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:31:36.000","2015-02-28T22:31:36.000","RAMBLEWOOD","15-00144126","MD","CLOSED","2015-02-25T10:00:48.000","21239",NA,NA,NA,3,-76.5928664,39.3637676
"3212  EASTERN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:21:10.000","2015-02-28T22:21:10.000","HIGHLANDTOWN","15-00144097","MD","CLOSED","2015-02-26T04:17:52.000","21224","Cityworks SR Comments","UPDATED","2015-02-25T00:06:20.000",3,-76.571097,39.286685
"3808  COLBORNE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T22:14:56.000","2015-02-28T22:14:56.000","EDMONDSON VILLAGE","15-00144086","MD","CLOSED","2015-02-25T05:53:59.000","21229",NA,NA,NA,3,-76.6806901,39.2981145
"4847  ABERDEEN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T21:58:05.000","2015-02-28T21:58:05.000","FRANKFORD","15-00144048","MD","CLOSED","2015-02-25T06:53:54.000","21206",NA,NA,NA,3,-76.549792,39.32011
"2218  EUTAW PL","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T21:56:27.000","2015-02-28T21:56:27.000","RESERVOIR HILL","15-00144042","MD","CLOSED","2015-02-25T04:59:54.000","21217",NA,NA,NA,3,-76.6349369,39.310929
"4413  KAVON AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-02-24T21:53:17.000","2015-02-28T21:53:17.000","BELAIR-EDISON","15-00144033","MD","DUPCLOSD","2015-02-25T09:58:15.000","21206",NA,NA,NA,3,-76.561814,39.328273
