"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Repair Pothole","4900  ELMER AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:49:48.000","2014-09-19T13:49:48.000","CENTRAL PARK HEIGHTS","Repair Completed","14-00708651","MD","CLOSED","2014-09-19T13:49:48.000","2014-09-19T13:49:48.000","21215",3,-76.676286,39.3454271
"Repair Pothole","3000  WOODLAND AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:48:32.000","2014-09-19T13:48:32.000","CENTRAL PARK HEIGHTS","Repair Completed","14-00708641","MD","CLOSED","2014-09-19T13:48:32.000","2014-09-19T13:48:32.000","21215",3,-76.669122,39.346724
"Repair Pothole","2900  NORFOLK AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:47:18.000","2014-09-19T13:47:18.000","PARK CIRCLE","Repair Completed","14-00708631","MD","CLOSED","2014-09-19T13:47:18.000","2014-09-19T13:47:18.000","21215",3,-76.661088,39.327929
"Repair Pothole","2500  LIBERTY HEIGHTS AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:46:06.000","2014-09-19T13:46:06.000","BURLEITH-LEIGHTON","Repair Completed","14-00708622","MD","CLOSED","2014-09-19T13:46:06.000","2014-09-19T13:46:06.000","21215",3,-76.6556601,39.3197533
"Repair Pothole","5000  REISTERSTOWN RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:45:15.000","2014-09-19T13:45:15.000","LANGSTON HUGHES","Repair Completed","14-00708613","MD","CLOSED","2014-09-19T13:45:15.000","2014-09-19T13:45:15.000","21215",3,-76.6794077,39.3419594
"Repair Pothole","600 W 33RD ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:44:22.000","2014-09-19T13:44:22.000","HAMPDEN","Repair Completed","14-00708605","MD","CLOSED","2014-09-19T13:44:22.000","2014-09-19T13:44:22.000","21211",3,-76.626649,39.327338
"Repair Pothole","300 W 28TH ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-19T13:42:53.000","2014-09-19T13:42:53.000","REMINGTON","Repair Completed","14-00708595","MD","CLOSED","2014-09-19T13:42:53.000","2014-09-19T13:42:53.000","21211",3,-76.621896,39.321215
"Repair Pothole","4500  WHITE OAK AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:30:37.000","2014-09-18T16:30:37.000","DOLFIELD","Repair Completed","14-00706174","MD","CLOSED","2014-09-18T16:36:34.000","2014-09-18T16:35:00.000","21215",3,-76.681599,39.338271
"Repair Pothole","3900  DOLFIELD AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:28:26.000","2014-09-18T16:28:26.000","DOLFIELD","Repair Completed","14-00706158","MD","CLOSED","2014-09-18T16:29:47.000","2014-09-18T16:29:00.000","21215",3,-76.681152,39.339692
"Repair Pothole","5300  PREAKNESS WAY","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:25:01.000","2014-09-18T16:25:01.000","PIMLICO GOOD NEIGHBORS","Repair Completed","14-00706142","MD","CLOSED","2014-09-18T16:26:26.000","2014-09-18T16:25:00.000","21209",3,-76.6680578,39.354702
"Repair Pothole","2600 W BELVEDERE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:22:52.000","2014-09-18T16:22:52.000","LEVINDALE","Repair Completed","14-00706130","MD","CLOSED","2014-09-18T16:24:09.000","2014-09-18T16:23:00.000","21215",3,-76.6671122,39.3528706
"Repair Pothole","1100  WELDON AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:20:20.000","2014-09-18T16:20:20.000","HOES HEIGHTS","Repair Completed","14-00706110","MD","CLOSED","2014-09-18T16:21:44.000","2014-09-18T16:20:00.000","21211",3,-76.636861,39.338729
"Repair Pothole","3200 W BELVEDERE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T16:16:35.000","2014-09-18T16:16:35.000","ARLINGTON","Repair Completed","14-00706088","MD","CLOSED","2014-09-18T16:18:42.000","2014-09-18T16:18:00.000","21215",3,-76.6765613,39.3487939
"Repair Pothole","3300  LIBERTY HEIGHTS AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:59:35.000","2014-09-18T15:59:35.000","FOREST PARK","Repair Completed","14-00705965","MD","CLOSED","2014-09-18T16:00:49.000","2014-09-18T15:59:00.000","21215",3,-76.671577,39.324525
"Repair Pothole","5400  REISTERSTOWN RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:57:31.000","2014-09-18T15:57:31.000","WOODMERE","Repair Completed","14-00705954","MD","CLOSED","2014-09-18T15:58:46.000","2014-09-18T15:57:00.000","21215",3,-76.688334,39.346023
"Repair Pothole","2800  OAKFORD AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:55:43.000","2014-09-18T15:55:43.000","PARKLANE","Repair Completed","14-00705942","MD","CLOSED","2014-09-18T15:56:43.000","2014-09-18T15:56:00.000","21215",3,-76.661175,39.340868
"Repair Pothole","3400  COPLEY RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:53:32.000","2014-09-18T15:53:32.000","ASHBURTON","Repair Completed","14-00705924","MD","CLOSED","2014-09-18T15:54:53.000","2014-09-18T15:54:00.000","21215",3,-76.6776793,39.3266093
"Repair Pothole","5500  REISTERSTOWN RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:49:47.000","2014-09-18T15:49:47.000","WOODMERE","Repair Completed","14-00705890","MD","CLOSED","2014-09-18T15:51:14.000","2014-09-18T15:50:00.000","21215",3,-76.690658,39.347599
"Repair Pothole","2700  HILLDALE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:48:06.000","2014-09-18T15:48:06.000","PARK CIRCLE","Repair Completed","14-00705875","MD","CLOSED","2014-09-18T15:48:56.000","2014-09-18T15:48:00.000","21215",3,-76.65889,39.328134
"Repair Pothole","4602  BELVIEU AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:45:45.000","2014-09-18T15:45:45.000","HOWARD PARK","Repair Completed","14-00705862","MD","CLOSED","2014-09-18T15:47:01.000","2014-09-18T15:46:00.000","21207",3,-76.698125,39.338785
"Repair Pothole","4240  REISTERSTOWN RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:42:41.000","2014-09-18T15:42:41.000","TOWANDA-GRANTLEY","Repair Completed","14-00705840","MD","CLOSED","2014-09-18T15:43:52.000","2014-09-18T15:43:00.000","21215",3,-76.6668643,39.3370304
"Repair Pothole","4300  REISTERSTOWN RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:39:19.000","2014-09-18T15:39:19.000","CENTRAL PARK HEIGHTS","Repair Completed","14-00705823","MD","CLOSED","2014-09-18T15:40:17.000","2014-09-18T15:39:00.000","21215",3,-76.6674029,39.3375
"Repair Pothole","3700  MILFORD AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:37:09.000","2014-09-18T15:37:09.000","HOWARD PARK","Repair Completed","14-00705814","MD","CLOSED","2014-09-18T15:38:24.000","2014-09-18T15:37:00.000","21207",3,-76.699401,39.334693
"Repair Pothole","3900  DOLFIELD AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:34:03.000","2014-09-18T15:34:03.000","DOLFIELD","Repair Completed","14-00705800","MD","CLOSED","2014-09-18T15:36:16.000","2014-09-18T15:34:00.000","21215",3,-76.681152,39.339692
"Repair Pothole","2200 N FULTON AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:31:46.000","2014-09-18T15:31:46.000","PARKVIEW/WOODBROOK","Repair Completed","14-00705790","MD","CLOSED","2014-09-18T15:32:51.000","2014-09-18T15:32:00.000","21217",3,-76.6463012,39.3134595
"Repair Pothole","2575 W COLD SPRING LN","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:28:40.000","2014-09-18T15:28:40.000","PARKLANE","Repair Completed","14-00705767","MD","CLOSED","2014-09-18T15:29:43.000","2014-09-18T15:29:00.000","21215",3,-76.6646935,39.3405909
"Repair Pothole","4800  WILMSLOW RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:25:42.000","2014-09-18T15:25:42.000","ROLAND PARK","Repair Completed","14-00705742","MD","CLOSED","2014-09-18T15:27:25.000","2014-09-18T15:26:00.000","21210",3,-76.629357,39.350834
"Repair Pothole","4300  GROVELAND AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:10:43.000","2014-09-18T15:10:43.000","WEST ARLINGTON","Repair Completed","14-00705659","MD","CLOSED","2014-09-18T15:12:13.000","2014-09-18T15:11:00.000","21215",3,-76.691899,39.341033
"Repair Pothole","106  ELMWOOD RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:07:29.000","2014-09-18T15:07:29.000","ROLAND PARK","Repair Completed","14-00705641","MD","CLOSED","2014-09-18T15:08:38.000","2014-09-18T15:07:00.000","21210",3,-76.643033,39.35554
"Repair Pothole","2800  SPRINGHILL AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T15:00:52.000","2014-09-18T15:00:52.000","PARK CIRCLE","Repair Completed","14-00705604","MD","CLOSED","2014-09-18T15:03:43.000","2014-09-18T15:02:00.000","21215",3,-76.662923,39.33134
"Repair Pothole","2600  WOODBROOK AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T14:51:01.000","2014-09-18T14:51:01.000","PENN NORTH","Repair Completed","14-00705557","MD","CLOSED","2014-09-18T14:52:07.000","2014-09-18T14:51:00.000","21217",3,-76.6444384,39.3131949
"Repair Pothole","2800  HILLDALE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T14:47:20.000","2014-09-18T14:47:20.000","PARK CIRCLE","Repair Completed","14-00705532","MD","CLOSED","2014-09-18T14:48:21.000","2014-09-18T14:47:00.000","21215",3,-76.659965,39.327626
"Repair Pothole","2800  BOARMAN AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T14:44:27.000","2014-09-18T14:44:27.000","TOWANDA-GRANTLEY","Repair Completed","14-00705517","MD","CLOSED","2014-09-18T14:45:49.000","2014-09-18T14:45:00.000","21215",3,-76.6678955,39.3380777
"Repair Pothole","200  OVERHILL RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T14:40:51.000","2014-09-18T14:40:51.000","GUILFORD","Repair Completed","14-00705500","MD","CLOSED","2014-09-18T14:42:37.000","2014-09-18T14:41:00.000","21210",3,-76.6261779,39.3416021
"Repair Pothole","500  HURLEY AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:36:58.000","2014-09-18T12:36:58.000","GWYNNS FALLS","Repair Completed","14-00704780","MD","CLOSED","2014-09-18T12:36:58.000","2014-09-18T12:36:58.000","21223",3,-76.6639968,39.2778979
"Repair Pothole","3000  STAFFORD ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:44:35.000","2014-09-18T12:44:35.000","GWYNNS FALLS","Repair Completed","14-00704823","MD","CLOSED","2014-09-18T12:44:35.000","2014-09-18T12:44:35.000","21229",3,-76.6667014,39.2791739
"Repair Pothole","500  PARKSLEY AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:40:32.000","2014-09-18T12:40:32.000","GWYNNS FALLS","Repair Completed","14-00704795","MD","CLOSED","2014-09-18T12:40:32.000","2014-09-18T12:40:32.000","21223",3,-76.665907,39.278855
"Repair Pothole","WILKENS AVE & MILLINGTON AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:35:37.000","2014-09-18T12:35:37.000","MILLHILL","Repair Completed","14-00704771","MD","CLOSED","2014-09-18T12:35:37.000","2014-09-18T12:35:37.000","21223",3,-76.6587005,39.2780873
"Repair Pothole","400  ANNABEL AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:32:54.000","2014-09-18T12:32:54.000","BROOKLYN","Repair Completed","14-00704757","MD","CLOSED","2014-09-18T12:32:54.000","2014-09-18T12:32:54.000","21225",3,-76.6041981,39.2381265
"Repair Pothole","700  MOSHER ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:14:04.000","2014-09-18T12:14:04.000","UPTON","Repair Completed","14-00704657","MD","CLOSED","2014-09-18T12:14:04.000","2014-09-18T12:14:04.000","21217",3,-76.6345337,39.3005892
"Repair Pothole","1400 N FREMONT AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:07:43.000","2014-09-18T12:07:43.000","UPTON","Repair Completed","14-00704625","MD","CLOSED","2014-09-18T12:07:43.000","2014-09-18T12:07:43.000","21217",3,-76.6377875,39.3051341
"Repair Pothole","1200 N CAREY ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:07:04.000","2014-09-18T12:07:04.000","SANDTOWN-WINCHESTER","Repair Completed","14-00704619","MD","CLOSED","2014-09-18T12:07:04.000","2014-09-18T12:07:04.000","21217",3,-76.639155,39.302596
"Repair Pothole","2000  MCHENRY ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:05:57.000","2014-09-18T12:05:57.000","CARROLLTON RIDGE","Repair Completed","14-00704616","MD","CLOSED","2014-09-18T12:05:57.000","2014-09-18T12:05:57.000","21223",3,-76.6488768,39.2843358
"Repair Pothole","1900  RAMSAY ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:03:46.000","2014-09-18T12:03:46.000","CARROLLTON RIDGE","Repair Completed","14-00704607","MD","CLOSED","2014-09-18T12:03:46.000","2014-09-18T12:03:46.000","21223",3,-76.64718,39.2833043
"Repair Pothole","1900 W LOMBARD ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T12:02:27.000","2014-09-18T12:02:27.000","CARROLLTON RIDGE","Repair Completed","14-00704604","MD","CLOSED","2014-09-18T12:02:27.000","2014-09-18T12:02:27.000","21223",3,-76.646968,39.286328
"Repair Pothole","PRESSTMAN ST &N SMALLWOOD ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:56:01.000","2014-09-18T11:56:01.000","COPPIN HEIGHTS/ASH-CO-EAST","Repair Completed","14-00704586","MD","CLOSED","2014-09-18T11:56:01.000","2014-09-18T11:59:03.000","21216",3,-76.6426087,39.3054092
"Repair Pothole","N HOWARD ST &W BALTIMORE ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:55:20.000","2014-09-18T11:55:20.000","DOWNTOWN","Repair Completed","14-00704580","MD","CLOSED","2014-09-18T11:55:20.000","2014-09-18T11:59:06.000","21201",3,-82.1996942,35.180609
"Repair Pothole","1134  SHIELDS PL","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:54:16.000","2014-09-18T11:54:16.000","UPTON","Repair Completed","14-00704577","MD","CLOSED","2014-09-18T11:54:16.000","2014-09-18T11:58:43.000","21201",3,-76.6306629,39.2979952
"Repair Pothole","1700  HOLLINS ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:50:11.000","2014-09-18T11:50:11.000","UNION SQUARE","Repair Completed","14-00704563","MD","CLOSED","2014-09-18T11:50:11.000","2014-09-18T11:50:11.000","21223",3,-76.643892,39.2874955
"Repair Pothole","1600 W FAYETTE ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:49:35.000","2014-09-18T11:49:35.000","FRANKLIN SQUARE","Repair Completed","14-00704560","MD","CLOSED","2014-09-18T11:49:35.000","2014-09-18T11:49:35.000","21223",3,-76.642631,39.289821
"Repair Pothole","PENROSE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:48:21.000","2014-09-18T11:48:21.000","PENROSE/FAYETTE STREET OUTREACH","Repair Completed","14-00704552","MD","CLOSED","2014-09-18T11:48:21.000","2014-09-18T11:48:21.000","21223",3,-76.6470905,39.2912943
"Repair Pothole","1900 W SARATOGA ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:47:17.000","2014-09-18T11:47:17.000","PENROSE/FAYETTE STREET OUTREACH","Repair Completed","14-00704545","MD","CLOSED","2014-09-18T11:47:17.000","2014-09-18T11:47:17.000","21223",3,-76.647618,39.292183
"Repair Pothole","500 E PONTIAC AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:46:07.000","2014-09-18T11:46:07.000","BROOKLYN","Repair Completed","14-00704540","MD","CLOSED","2014-09-18T11:46:07.000","2014-09-18T11:46:07.000","21225",3,-76.6040478,39.2359401
"Repair Pothole","2400  EDMONDSON AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:45:19.000","2014-09-18T11:45:19.000","ROSEMONT HOMEOWNERS/TENANTS","Repair Completed","14-00704535","MD","CLOSED","2014-09-18T11:45:19.000","2014-09-18T11:45:19.000","21223",3,-76.65495,39.29504
"Repair Pothole","1300 N LONGWOOD ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-18T11:43:47.000","2014-09-18T11:43:47.000","ROSEMONT","Repair Completed","14-00704528","MD","CLOSED","2014-09-18T11:43:47.000","2014-09-18T11:43:47.000","21216",3,-76.6674589,39.30262
"Repair Pothole","N PULASKI ST &W BALTIMORE ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-17T14:07:43.000","2014-09-17T14:07:43.000","BOOTH-BOYD","Repair Completed","14-00701944","MD","CLOSED","2014-09-17T14:07:43.000","2014-09-17T14:07:43.000","21223",3,-87.4437384,41.6425383
"Repair Pothole","4100 N ROGERS AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T18:13:30.000","2014-09-16T18:13:30.000","HOWARD PARK","Repair Completed","14-00699757","MD","CLOSED","2014-09-16T18:13:30.000","2014-09-16T18:13:30.000","21207",3,-76.69854,39.339823
"Repair Pothole","2100  WINDSOR AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T18:13:13.000","2014-09-16T18:13:13.000","MONDAWMIN","Repair Completed","14-00699753","MD","CLOSED","2014-09-16T18:13:13.000","2014-09-16T18:13:13.000","21217",3,-76.6514987,39.3128987
"Repair Pothole","2128 N PULASKI ST","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T18:12:33.000","2014-09-16T18:12:33.000","MONDAWMIN","Repair Completed","14-00699750","MD","CLOSED","2014-09-16T18:12:33.000","2014-09-16T18:12:33.000","21217",3,-76.651757,39.312689
"Repair Pothole","3612  BAYONNE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T18:09:22.000","2014-09-16T18:09:22.000","GLENHAM-BELFORD","Repair Completed","14-00699738","MD","CLOSED","2014-09-16T18:09:22.000","2014-09-16T18:09:22.000","21214",3,-76.550281,39.348759
"Repair Pothole","W LAFAYETTE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:14:36.000","2014-09-16T14:14:36.000","SANDTOWN-WINCHESTER","Repair Completed","14-00698452","MD","CLOSED","2014-09-16T14:14:36.000","2014-09-16T14:14:36.000","21217",3,-76.6425865,39.2989137
"Repair Pothole","1245  UNION AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:13:52.000","2014-09-16T14:13:52.000","HAMPDEN","Repair Completed","14-00698444","MD","CLOSED","2014-09-16T14:13:52.000","2014-09-16T14:13:52.000","21211",3,-76.637156,39.332697
"Repair Pothole","2200 W NORTH AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:10:48.000","2014-09-16T14:10:48.000","MONDAWMIN","Repair Completed","14-00698426","MD","CLOSED","2014-09-16T14:10:48.000","2014-09-16T14:10:48.000","21216",3,-76.6528639,39.3099429
"Repair Pothole","100 W LAFAYETTE AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:10:01.000","2014-09-16T14:10:01.000","BOLTON HILL","Repair Completed","14-00698421","MD","CLOSED","2014-09-16T14:10:01.000","2014-09-16T14:10:01.000","21217",3,-76.6225672,39.3079668
"Repair Pothole","3200  SPAULDING AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:09:00.000","2014-09-16T14:09:00.000","CENTRAL PARK HEIGHTS","Repair Completed","14-00698413","MD","CLOSED","2014-09-16T14:09:00.000","2014-09-16T14:09:00.000","21215",3,-76.6747502,39.3483867
"Repair Pothole","3100  GARRISON BLVD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:08:23.000","2014-09-16T14:08:23.000","FOREST PARK","Repair Completed","14-00698410","MD","CLOSED","2014-09-16T14:08:23.000","2014-09-16T14:08:23.000","21216",3,-76.6814629,39.323323
"Repair Pothole","1900 W NORTH AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:07:30.000","2014-09-16T14:07:30.000","MONDAWMIN","Repair Completed","14-00698402","MD","CLOSED","2014-09-16T14:07:30.000","2014-09-16T14:07:30.000","21217",3,-76.6482806,39.3100225
"Repair Pothole","500 W NORTH AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:06:29.000","2014-09-16T14:06:29.000","BOLTON HILL","Repair Completed","14-00698395","MD","CLOSED","2014-09-16T14:06:29.000","2014-09-16T14:06:29.000","21217",3,-76.6228833,39.3109718
"Repair Pothole","2500  WHITNEY AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:04:39.000","2014-09-16T14:04:39.000","MOUNT WASHINGTON","Repair Completed","14-00698388","MD","CLOSED","2014-09-16T14:04:39.000","2014-09-16T14:04:39.000","21209",3,-76.672291,39.359864
"Repair Pothole","2000  KELLY AVE","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:03:38.000","2014-09-16T14:03:38.000","MOUNT WASHINGTON","Repair Completed","14-00698381","MD","CLOSED","2014-09-16T14:03:38.000","2014-09-16T14:03:38.000","21209",3,-76.6604684,39.3665897
"Repair Pothole","6300  PIMLICO RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:02:35.000","2014-09-16T14:02:35.000","CHESWOLDE","Repair Completed","14-00698373","MD","CLOSED","2014-09-16T14:02:35.000","2014-09-16T14:02:35.000","21209",3,-76.678189,39.370714
"Repair Pothole","6200  PIMLICO RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:01:38.000","2014-09-16T14:01:38.000","CHESWOLDE","Repair Completed","14-00698369","MD","CLOSED","2014-09-16T14:01:38.000","2014-09-16T14:01:38.000","21209",3,-76.677384,39.368659
"Repair Pothole","6100  PIMLICO RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:01:05.000","2014-09-16T14:01:05.000","CHESWOLDE","Repair Completed","14-00698365","MD","CLOSED","2014-09-16T14:01:05.000","2014-09-16T14:01:05.000","21209",3,-76.676325,39.36765
"Repair Pothole","6500  BAYTHORNE RD","BALTIMORE CITY","TRMPICKU","TRM-Pickup Potholes","2014-09-16T14:00:21.000","2014-09-16T14:00:21.000","CHESWOLDE","Repair Completed","14-00698357","MD","CLOSED","2014-09-16T14:00:21.000","2014-09-16T14:00:21.000","21209",3,-76.6766729,39.371507
