"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Dispatch Work Crew","W MULBERRY ST &N CAREY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T13:45:23.000","2015-03-17T13:45:23.000","POPPLETON","Abated - Close SR","15-00203930","MD","CLOSED","2015-03-17T12:04:15.000","2015-03-17T12:04:00.000","21223",2,-95.4452916,29.1638541
"Dispatch Work Crew","4600  BRIARCLIFT RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T13:42:26.000","2015-03-17T13:42:26.000","HUNTING RIDGE","Abated - Close SR","15-00203925","MD","CLOSED","2015-03-17T17:34:30.000","2015-03-17T17:27:00.000","21229",2,-76.6963864,39.2991485
"Dispatch Work Crew","1200  SEMINOLE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T13:01:52.000","2015-03-17T13:01:52.000","ROGNEL HEIGHTS","Abated - Close SR","15-00203864","MD","CLOSED","2015-03-17T17:26:45.000","2015-03-17T17:26:00.000","21229",2,-76.690299,39.299459
"Dispatch Work Crew","500 N WHEELER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T12:19:31.000","2015-03-17T12:19:31.000","ROSEMONT HOMEOWNERS/TENANTS","Abated - Close SR","15-00203814","MD","CLOSED","2015-03-17T18:43:46.000","2015-03-17T18:42:00.000","21223",2,-76.6547533,39.2935523
"Dispatch Work Crew","5400  CLOVER RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T12:12:57.000","2015-03-17T12:12:57.000","PIMLICO GOOD NEIGHBORS","Abated - Close SR","15-00203802","MD","CLOSED","2015-03-16T15:45:55.000","2015-03-16T15:45:00.000","21215",2,-76.6807914,39.350948
"Dispatch Work Crew","GRINDON AVE & GIBBONS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T11:34:23.000","2015-03-17T11:34:23.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00203769","MD","CLOSED","2015-03-18T17:09:42.000","2015-03-18T17:00:00.000","21214",2,-76.5714526,39.3511023
"Dispatch Work Crew","W PATAPSCO AVE & HOLLINS FERRY RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T10:30:51.000","2015-03-17T10:30:51.000","LAKELAND","Abated - Close SR","15-00203733","MD","CLOSED","2015-03-16T19:55:28.000","2015-03-16T19:55:00.000","21230",2,-76.644183,39.2510515
"Dispatch Work Crew","SINCLAIR LN &N CHESTER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T04:50:16.000","2015-03-17T04:50:16.000","CLIFTON PARK","Abated - Close SR","15-00203718","MD","CLOSED","2015-03-16T17:16:52.000","2015-03-16T17:16:00.000","21213",2,-76.5587112,39.3156267
"Dispatch Work Crew","WALTHER AVE & FAIRDEL AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T00:52:14.000","2015-03-17T00:52:14.000","ROSEMONT EAST","Abated - Close SR","15-00203689","MD","CLOSED","2015-03-16T17:18:22.000","2015-03-16T17:18:00.000","21206",2,-76.5555633,39.3464895
"Dispatch Work Crew","3919  FRANKFORD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T00:26:52.000","2015-03-17T00:26:52.000","WALTHERSON","Abated - Close SR","15-00203643","MD","CLOSED","2015-03-16T18:59:13.000","2015-03-16T18:59:00.000","21206",2,-76.55318,39.340738
"Dispatch Work Crew","EDMONDSON AVE &N WOODINGTON RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T00:22:40.000","2015-03-17T00:22:40.000","EDMONDSON VILLAGE","Abated - Close SR","15-00203630","MD","CLOSED","2015-03-16T19:03:31.000","2015-03-16T19:03:00.000","21229",2,-76.7051535,39.2908485
"Dispatch Work Crew","ARGYLE AVE & PITCHER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T00:19:27.000","2015-03-17T00:19:27.000","UPTON","Abated - Close SR","15-00203628","MD","CLOSED","2015-03-17T19:00:31.000","2015-03-17T18:59:00.000","21217",2,-106.1645392,31.6974145
"Dispatch Work Crew","600  LINNARD ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-15T00:08:32.000","2015-03-17T00:08:32.000","EDMONDSON VILLAGE","Abated - Close SR","15-00203622","MD","CLOSED","2015-03-17T17:23:45.000","2015-03-17T17:23:00.000","21229",2,-76.676668,39.294446
"Dispatch Work Crew","SWANN AVE & EDMONDSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T23:02:00.000","2015-03-16T23:02:00.000","HUNTING RIDGE","Abated - Close SR","15-00203567","MD","CLOSED","2015-03-16T19:01:50.000","2015-03-16T19:01:00.000","21229",2,-77.0509082,38.8293251
"Dispatch Work Crew","1900  RUXTON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T22:02:27.000","2015-03-16T22:02:27.000","MONDAWMIN","Abated - Close SR","15-00203489","MD","CLOSED","2015-03-17T14:26:15.000","2015-03-17T14:26:00.000","21216",2,-76.6551038,39.3099405
"Dispatch Work Crew","2400 E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T21:57:59.000","2015-03-16T21:57:59.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00203487","MD","CLOSED","2015-03-16T22:41:53.000","2015-03-16T22:39:00.000","21234",2,-76.5652333,39.3678258
NA,"4432  SPRINGWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:59:11.000","2015-03-16T19:59:11.000","CEDMONT",NA,"15-00203398","MD","DUPCLOSD","2015-03-18T16:51:50.000",NA,"21206",2,-76.530122,39.348141
"Dispatch Work Crew","BOLTON ST & 29TH DIVISION ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:43:37.000","2015-03-16T19:43:37.000","MADISON PARK","Abated - Close SR","15-00203379","MD","CLOSED","2015-03-16T22:28:04.000","2015-03-16T22:27:00.000","21201",2,-71.552121,42.359768
"Dispatch Work Crew","1 E CHASE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:40:15.000","2015-03-16T19:40:15.000","MID-TOWN BELVEDERE","Abated - Close SR","15-00203374","MD","CLOSED","2015-03-16T15:30:50.000","2015-03-16T15:28:00.000","21202",2,-76.6157222,39.3021734
NA,"667  BRISBANE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:39:42.000","2015-03-16T19:39:42.000","BEECHFIELD",NA,"15-00203372","MD","DUPCLOSD","2015-03-17T18:02:07.000",NA,"21229",2,-76.6939101,39.2729246
"Dispatch Work Crew","6300  GRINDON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:38:35.000","2015-03-16T19:38:35.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00203369","MD","CLOSED","2015-03-18T13:56:07.000","2015-03-18T13:56:00.000","21214",2,-76.5693265,39.3630632
"Dispatch Work Crew","673  BRISBANE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:37:16.000","2015-03-16T19:37:16.000","BEECHFIELD","Abated - Close SR","15-00203367","MD","CLOSED","2015-03-17T18:02:07.000","2015-03-17T18:01:00.000","21229",2,-76.6938871,39.2727659
"Dispatch Work Crew","4301  PARKTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:31:40.000","2015-03-16T19:31:40.000","YALE HEIGHTS","Abated - Close SR","15-00203361","MD","CLOSED","2015-03-17T14:44:29.000","2015-03-17T14:43:00.000","21229",2,-76.6867273,39.2774045
"Dispatch Work Crew","2000 N ROSEDALE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:24:55.000","2015-03-16T19:24:55.000","WALBROOK","Abated - Close SR","15-00203348","MD","CLOSED","2015-03-16T17:28:35.000","2015-03-16T17:28:00.000","21216",2,-76.6693764,39.3101155
"Dispatch Work Crew","498  WOODBOURNE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:24:55.000","2015-03-16T19:24:55.000","HOMELAND","Closed","15-00203349","MD","CLOSED","2015-03-18T00:55:45.000","2015-03-18T00:55:00.000","21212",2,-76.6099036,39.3555033
"Dispatch Work Crew","3533 W CATON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:23:38.000","2015-03-16T19:23:38.000","SAINT JOSEPHS","Abated - Close SR","15-00203346","MD","CLOSED","2015-03-17T14:25:50.000","2015-03-17T14:25:00.000","21229",2,-76.675921,39.287563
NA,"2535  WOODBROOK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:16:37.000","2015-03-16T19:16:37.000","PENN NORTH",NA,"15-00203332","MD","DUPCLOSD","2015-03-16T16:19:06.000",NA,"21217",2,-76.64372,39.312873
NA,"2503  WOODBROOK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:16:10.000","2015-03-16T19:16:10.000","PENN NORTH",NA,"15-00203329","MD","DUPCLOSD","2015-03-16T16:19:06.000",NA,"21217",2,-76.64319,39.31244
"Dispatch Work Crew","106  SAINT DUNSTANS RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T19:00:48.000","2015-03-16T19:00:48.000","HOMELAND","Abated - Close SR","15-00203303","MD","CLOSED","2015-03-18T16:55:20.000","2015-03-18T16:55:00.000","21212",2,-76.622983,39.359918
"Dispatch Work Crew","600 W PATAPSCO AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:48:35.000","2015-03-16T18:48:35.000","CHERRY HILL","Abated - Close SR","15-00203283","MD","CLOSED","2015-03-18T17:37:38.000","2015-03-18T17:37:00.000","21225",2,-76.626557,39.241954
"Dispatch Work Crew","E NORTHERN PKWY & HARFORD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:42:50.000","2015-03-16T18:42:50.000","WESTFIELD","Abated - Close SR","15-00203269","MD","CLOSED","2015-03-18T19:03:07.000","2015-03-18T19:03:00.000","21214",2,-76.5791369,39.3675727
"Dispatch Work Crew","4598  EDMONDSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:27:20.000","2015-03-16T18:27:20.000","ROGNEL HEIGHTS","Abated - Close SR","15-00203255","MD","CLOSED","2015-03-16T18:58:50.000","2015-03-16T18:58:00.000","21229",2,-76.6935757,39.2936458
"Dispatch Work Crew","UPLANDS PKWY & EDMONDSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:25:21.000","2015-03-16T18:25:21.000","HUNTING RIDGE","Abated - Close SR","15-00203252","MD","CLOSED","2015-03-16T19:00:22.000","2015-03-16T19:00:00.000","21229",2,-76.6963344,39.2888494
"Dispatch Work Crew","2503  QUEEN ANNE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:20:00.000","2015-03-16T18:20:00.000","WINDSOR HILLS","Abated - Close SR","15-00203245","MD","CLOSED","2015-03-16T15:11:06.000","2015-03-16T15:10:00.000","21216",2,-76.685734,39.314883
"Dispatch Work Crew","3009  GUILFORD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T18:16:47.000","2015-03-16T18:16:47.000","ABELL","Abated - Close SR","15-00203238","MD","CLOSED","2015-03-16T13:45:30.000","2015-03-16T13:45:00.000","21218",2,-76.613016,39.324923
"Dispatch Work Crew","HOMELAND AVE & SPRINGLAKE WAY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:51:52.000","2015-03-16T17:51:52.000","HOMELAND","Abated - Close SR","15-00203202","MD","CLOSED","2015-03-16T14:26:38.000","2015-03-16T14:26:00.000","21212",2,-76.6168241,39.3537438
"Dispatch Work Crew","1120  MOSHER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:50:46.000","2015-03-16T17:50:46.000","SANDTOWN-WINCHESTER","Abated - Close SR","15-00203199","MD","CLOSED","2015-03-16T22:15:30.000","2015-03-16T22:14:00.000","21217",2,-76.6367145,39.3002938
"Dispatch Work Crew","5700  DENWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:46:49.000","2015-03-16T17:46:49.000","FRANKFORD","Abated - Close SR","15-00203188","MD","CLOSED","2015-03-16T22:38:49.000","2015-03-16T22:38:00.000","21206",2,-76.547997,39.3192809
"Dispatch Work Crew","W PATAPSCO AVE & ANNAPOLIS RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:44:16.000","2015-03-16T17:44:16.000","CHERRY HILL","Abated - Close SR","15-00203182","MD","CLOSED","2015-03-18T17:32:07.000","2015-03-18T17:31:00.000","21230",2,-76.644183,39.2510515
"Dispatch Work Crew","3700  BROOKLYN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:40:16.000","2015-03-16T17:40:16.000","BROOKLYN","Abated - Close SR","15-00203174","MD","CLOSED","2015-03-17T17:58:46.000","2015-03-17T17:58:00.000","21225",2,-76.6000493,39.2345343
"Dispatch Work Crew","2700  VIOLET AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:16:52.000","2015-03-16T17:16:52.000","PARK CIRCLE","Abated - Close SR","15-00203133","MD","CLOSED","2015-03-16T15:23:54.000","2015-03-16T15:22:00.000","21215",2,-76.660711,39.330599
"Dispatch Work Crew","GITTINGS AVE & MOSSWAY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T17:02:42.000","2015-03-16T17:02:42.000","BELLONA-GITTINGS","Abated - Close SR","15-00203107","MD","CLOSED","2015-03-17T15:47:19.000","2015-03-17T15:45:00.000","21212",2,-84.6051757,33.4046797
"Dispatch Work Crew","N WOODINGTON RD & COLBORNE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T16:58:09.000","2015-03-16T16:58:09.000","ROGNEL HEIGHTS","Abated - Close SR","15-00203099","MD","CLOSED","2015-03-16T22:25:10.000","2015-03-16T22:22:00.000","21229",2,-76.6861892,39.298461
"Dispatch Work Crew","3603  EVERGREEN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T16:51:18.000","2015-03-16T16:51:18.000","GLENHAM-BELFORD","Abated - Close SR","15-00203091","MD","CLOSED","2015-03-16T18:53:54.000","2015-03-16T18:53:00.000","21206",2,-76.552684,39.348407
"Dispatch Work Crew","EUTAW PL & PRESSTMAN ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T16:45:36.000","2015-03-16T16:45:36.000","MADISON PARK","Abated - Close SR","15-00203080","MD","CLOSED","2015-03-16T21:30:14.000","2015-03-16T21:29:00.000","21217",2,-87.8875145,32.8406848
"Dispatch Work Crew","1118  BONAPARTE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T16:17:22.000","2015-03-16T16:17:22.000","EAST BALTIMORE MIDWAY","Abated - Close SR","15-00203035","MD","CLOSED","2015-03-16T17:36:09.000","2015-03-16T17:35:00.000","21218",2,-76.6001051,39.3156948
"Dispatch Work Crew","3900 E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T16:10:44.000","2015-03-16T16:10:44.000","OVERLEA","Abated - Close SR","15-00203019","MD","CLOSED","2015-03-17T17:44:02.000","2015-03-17T17:43:00.000","21206",2,-76.533479,39.357814
"Dispatch Work Crew","800  MOUNT HOLLY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T15:51:16.000","2015-03-16T15:51:16.000","EDMONDSON VILLAGE","Abated - Close SR","15-00202980","MD","CLOSED","2015-03-16T22:21:34.000","2015-03-16T22:20:00.000","21229",2,-76.680173,39.296543
"Dispatch Work Crew","E 30TH ST & SAINT PAUL ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T15:38:05.000","2015-03-16T15:38:05.000","CHARLES VILLAGE","Abated - Close SR","15-00202958","MD","CLOSED","2015-03-16T16:42:53.000","2015-03-16T16:42:00.000","21218",2,-86.0716861,39.8110159
"Dispatch Work Crew","THE ALAMEDA &E COLD SPRING LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T15:30:24.000","2015-03-16T15:30:24.000","NEW NORTHWOOD","Abated - Close SR","15-00202943","MD","CLOSED","2015-03-17T18:54:51.000","2015-03-17T18:54:00.000","21239",2,-122.2416355,37.7652065
"Dispatch Work Crew","3700  BEECH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T15:09:18.000","2015-03-16T15:09:18.000","WYMAN PARK","Abated - Close SR","15-00202897","MD","CLOSED","2015-03-14T16:59:50.000","2015-03-14T16:59:00.000","21211",2,-76.627146,39.33309
"Dispatch Work Crew","3000  LORENA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T14:57:46.000","2015-03-16T14:57:46.000","LAKELAND","Abated - Close SR","15-00202877","MD","CLOSED","2015-03-16T20:24:17.000","2015-03-16T20:23:00.000","21230",2,-76.653287,39.256152
"Dispatch Work Crew","4700  EDMONDSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T14:30:01.000","2015-03-16T14:30:01.000","HUNTING RIDGE","Abated - Close SR","15-00202815","MD","CLOSED","2015-03-16T19:06:29.000","2015-03-16T19:06:00.000","21229",2,-76.698324,39.293408
"Dispatch Work Crew","3001  FLEETWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T14:23:08.000","2015-03-16T14:23:08.000","WESTFIELD","Abated - Close SR","15-00202801","MD","CLOSED","2015-03-17T18:21:47.000","2015-03-17T18:21:00.000","21214",2,-76.552082,39.361955
"Dispatch Work Crew","HILLEN RD &E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T14:22:48.000","2015-03-16T14:22:48.000","MT PLEASANT PARK","Abated - Close SR","15-00202800","MD","CLOSED","2015-03-18T17:02:11.000","2015-03-18T17:01:00.000","21239",2,-76.5816433,39.3595487
"Dispatch Work Crew","WETHEREDSVILLE RD &N FOREST PARK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T14:13:21.000","2015-03-16T14:13:21.000","DICKEYVILLE","Abated - Close SR","15-00202783","MD","CLOSED","2015-03-17T18:16:21.000","2015-03-17T18:16:00.000","21207",2,-76.7025782,39.3153118
"Dispatch Work Crew","2051 S HANOVER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T13:22:19.000","2015-03-16T13:22:19.000","PORT COVINGTON","Abated - Close SR","15-00202712","MD","CLOSED","2015-03-17T17:57:54.000","2015-03-17T17:57:00.000","21230",2,-76.614276,39.266714
"Dispatch Work Crew","1901 E LOMBARD ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T13:12:16.000","2015-03-16T13:12:16.000","UPPER FELLS POINT","Abated - Close SR","15-00202697","MD","CLOSED","2015-03-14T14:25:01.000","2015-03-14T14:24:00.000","21231",2,-76.590142,39.29033
"Dispatch Work Crew","YORK RD &E LAKE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T13:11:50.000","2015-03-16T13:11:50.000","LAKE EVESHAM","Abated - Close SR","15-00202696","MD","CLOSED","2015-03-16T18:17:49.000","2015-03-16T18:17:00.000","21212",2,-77.109057,39.862392
"Dispatch Work Crew","2700 E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T13:07:09.000","2015-03-16T13:07:09.000","NORTH HARFORD ROAD","Abated - Close SR","15-00202685","MD","CLOSED","2015-03-17T17:36:29.000","2015-03-17T17:36:00.000","21214",2,-76.557902,39.365632
"Dispatch Work Crew","W MULBERRY ST &N PAYSON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T12:48:40.000","2015-03-16T12:48:40.000","PENROSE/FAYETTE STREET OUTREACH","Abated - Close SR","15-00202649","MD","CLOSED","2015-03-16T22:32:59.000","2015-03-16T22:31:00.000","21223",2,-95.4452916,29.1638541
"Dispatch Work Crew","5300  GOODNOW RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T12:43:44.000","2015-03-16T12:43:44.000","FRANKFORD","Abated - Close SR","15-00202634","MD","CLOSED","2015-03-18T17:18:38.000","2015-03-18T17:18:00.000","21206",2,-76.542695,39.3242649
"Dispatch Work Crew","2717  HUDSON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T12:19:32.000","2015-03-16T12:19:32.000","CANTON","Abated - Close SR","15-00202608","MD","CLOSED","2015-03-14T14:04:01.000","2015-03-14T14:02:00.000","21224",2,-76.577782,39.281951
"Dispatch Work Crew","308 S EAST AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T12:17:57.000","2015-03-16T12:17:57.000","HIGHLANDTOWN","Abated - Close SR","15-00202607","MD","CLOSED","2015-03-14T14:02:01.000","2015-03-14T14:01:00.000","21224",2,-76.5718645,39.2881959
"Dispatch Work Crew","3600  TOWANDA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T12:07:36.000","2015-03-16T12:07:36.000","PARK CIRCLE","Abated - Close SR","15-00202591","MD","CLOSED","2015-03-14T16:55:10.000","2015-03-14T16:49:00.000","21215",2,-76.6613552,39.3284029
"Dispatch Work Crew","1322 E 33RD ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T11:46:59.000","2015-03-16T11:46:59.000","EDNOR GARDENS-LAKESIDE","Abated - Close SR","15-00202558","MD","CLOSED","2015-03-16T13:46:56.000","2015-03-16T13:46:00.000","21218",2,-76.595596,39.32873
"Dispatch Work Crew","1700 E MADISON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T11:34:42.000","2015-03-16T11:34:42.000","MIDDLE EAST","Abated - Close SR","15-00202544","MD","CLOSED","2015-03-14T12:48:22.000","2015-03-14T12:48:00.000","21205",2,-76.594168,39.2994633
"Dispatch Work Crew","WOODBOURNE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T11:25:31.000","2015-03-16T11:25:31.000","NEW NORTHWOOD","Abated - Close SR","15-00202527","MD","CLOSED","2015-03-19T15:10:45.000","2015-03-19T15:10:00.000","21239",2,-76.5909041,39.354972
"Dispatch Work Crew","2500  OSWEGO AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T11:01:44.000","2015-03-16T11:01:44.000","GREENSPRING","Abated - Close SR","15-00202501","MD","CLOSED","2015-03-14T12:14:40.000","2015-03-14T12:13:00.000","21215",2,-76.658994,39.337324
"Dispatch Work Crew","700  NORTH PT RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T10:35:09.000","2015-03-16T10:35:09.000","PULASKI INDUSTRIAL AREA","Abated - Close SR","15-00202487","MD","CLOSED","2015-03-14T13:35:57.000","2015-03-14T13:35:00.000","21224",2,-76.537634,39.300136
"Dispatch Work Crew","2437 W BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T01:42:35.000","2015-03-16T01:42:35.000","SHIPLEY HILL","Abated - Close SR","15-00202402","MD","CLOSED","2015-03-16T19:44:59.000","2015-03-16T19:44:00.000","21223",2,-76.655323,39.287519
"Dispatch Work Crew","1509  PRESSTMAN ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T00:52:33.000","2015-03-16T00:52:33.000","SANDTOWN-WINCHESTER","Abated - Close SR","15-00202380","MD","CLOSED","2015-03-16T22:12:20.000","2015-03-16T22:11:00.000","21217",2,-76.642255,39.30524
"Dispatch Work Crew","1700  KELLY AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T00:51:36.000","2015-03-16T00:51:36.000","MOUNT WASHINGTON","Abated - Close SR","15-00202379","MD","CLOSED","2015-03-14T12:53:38.000","2015-03-14T12:52:00.000","21209",2,-76.6533493,39.3669569
"Dispatch Work Crew","37  BIRCKHEAD ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T00:39:34.000","2015-03-16T00:39:34.000","SBIC","Abated - Close SR","15-00202362","MD","CLOSED","2015-03-14T13:34:03.000","2015-03-14T13:33:00.000","21230",2,-76.6123453,39.2730699
"Dispatch Work Crew","700  MURPHY LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-14T00:00:18.000","2015-03-16T00:00:18.000","HERITAGE CROSSING","Abated - Close SR","15-00202311","MD","CLOSED","2015-03-16T22:26:47.000","2015-03-16T22:26:00.000","21201",2,-76.6289613,39.2952655
"Dispatch Work Crew","GRINDON AVE & GIBBONS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:39:37.000","2015-03-15T23:39:37.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00202295","MD","CLOSED","2015-03-14T13:49:34.000","2015-03-14T13:49:00.000","21214",2,-76.5714526,39.3511023
"Dispatch Work Crew","HARFORD RD & CHESTERFIELD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:38:35.000","2015-03-15T23:38:35.000","MAYFIELD","Abated - Close SR","15-00202294","MD","CLOSED","2015-03-18T17:19:53.000","2015-03-18T17:19:00.000","21218",2,-76.4972104,39.4215075
"Dispatch Work Crew","1200 W CROSS ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:30:57.000","2015-03-15T23:30:57.000","WASHINGTON VILLAGE","Abated - Close SR","15-00202284","MD","CLOSED","2015-03-16T22:35:07.000","2015-03-16T22:34:00.000","21230",2,-76.6311903,39.2821053
"Dispatch Work Crew","2023  FLEET ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:27:40.000","2015-03-15T23:27:40.000","FELLS POINT","Abated - Close SR","15-00202281","MD","CLOSED","2015-03-14T11:46:52.000","2015-03-14T11:46:00.000","21231",2,-76.5879879,39.2846156
"Dispatch Work Crew","N GAY ST &E NORTH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:22:37.000","2015-03-15T23:22:37.000","BROADWAY EAST","Abated - Close SR","15-00202276","MD","CLOSED","2015-03-14T12:07:46.000","2015-03-14T12:07:00.000","21213",2,-76.5897917,39.3076816
"Dispatch Work Crew","6607  OLD HARFORD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:17:41.000","2015-03-15T23:17:41.000","WESTFIELD","Abated - Close SR","15-00202269","MD","CLOSED","2015-03-16T19:25:11.000","2015-03-16T19:25:00.000","21214",2,-76.557978,39.365066
"Dispatch Work Crew","699  WASHINGTON PL","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:11:35.000","2015-03-15T23:11:35.000","MOUNT VERNON","Abated - Close SR","15-00202264","MD","CLOSED","2015-03-17T16:08:40.000","2015-03-17T16:00:00.000","21201",2,-76.615672,39.297543
"Dispatch Work Crew","JANICE AVE & MARBOURNE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:10:40.000","2015-03-15T23:10:40.000","LAKELAND","Abated - Close SR","15-00202261","MD","CLOSED","2015-03-16T20:18:15.000","2015-03-16T20:17:00.000","21230",2,-118.209849,35.565619
"Dispatch Work Crew","NORTHWOOD DR & PENTRIDGE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T23:04:11.000","2015-03-15T23:04:11.000","NEW NORTHWOOD","Abated - Close SR","15-00202252","MD","CLOSED","2015-03-14T16:45:13.000","2015-03-14T16:44:00.000","21239",2,-76.5986467,39.3582455
"Dispatch Work Crew","1000  ARGONNE DR","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-13T22:53:02.000","2015-03-15T22:53:02.000","ORIGINAL NORTHWOOD","Abated - Close SR","15-00202233","MD","CLOSED","2015-03-14T12:48:00.000","2015-03-14T12:47:00.000","21218",2,-76.6001622,39.3400992
