"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"1 E 39TH ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-03-31T11:23:36.000","2015-05-10T11:23:36.000","GUILFORD","15-00251596","MD","CLOSED","2015-06-11T14:20:33.000","21218","Dispatch Work Crew","Abated - Close SR","2015-06-11T14:20:00.000",2,-76.6170216,39.335936
"2300  WALDO CT","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-05T15:21:50.000","2015-07-15T15:21:50.000","MCELDERRY PARK","15-00441124","MD","CLOSED","2015-07-16T19:32:22.000","21205","Dispatch Work Crew","Abated - Close SR","2015-07-16T19:29:00.000",2,-76.5850053,39.2971329
"4799  THE ALAMEDA","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-18T14:30:41.000","2015-06-27T14:30:41.000","NEW NORTHWOOD","15-00388638","MD","NEW","2015-05-18T14:30:41.000","21239",NA,NA,NA,2,-76.599591,39.3456702
"E BALTIMORE ST &S GAY ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-28T20:25:38.000","2015-06-07T20:25:38.000","DOWNTOWN","15-00332606","MD","CLOSED","2015-06-09T19:41:15.000","21202","Dispatch Inspector","Abated - Close SR","2015-06-09T19:38:00.000",2,-88.1392461,41.3101454
"PARK HEIGHTS AVE & CLARKS LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-01T17:47:00.000","2015-05-11T17:47:00.000","CROSS COUNTRY","15-00256938","MD","CLOSED","2015-05-14T12:24:01.000","21215","Dispatch Work Crew","Abated - Close SR","2015-05-14T12:24:00.000",2,-76.7238521,39.3923803
"1400 W COLD SPRING LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-26T20:36:51.000","2015-08-05T20:36:51.000","CROSS KEYS","15-00502801","MD","DUPCLOSD","2015-07-02T14:32:31.000",NA,NA,NA,NA,2,-76.6441229,39.346923
"GERTRUDE ST & PRESBURY ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-14T11:56:15.000","2015-06-23T11:56:15.000","NORTHWEST COMMUNITY ACTION","15-00377770","MD","CLOSED","2015-06-17T17:38:55.000","21216","Dispatch Work Crew","Abated - Close SR","2015-06-17T17:38:00.000",2,-96.0194473,41.189491
"20  INDIAN LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-29T16:28:32.000","2015-08-08T16:28:32.000","ROLAND PARK","15-00508393","MD","CLOSED","2015-07-02T17:52:14.000","21210","Dispatch Work Crew","Closed","2015-07-02T17:52:00.000",2,-76.64017,39.354125
"1123  BELLEMORE RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-20T21:01:38.000","2015-08-29T21:01:38.000","NORTH ROLAND PARK/POPLAR HILL","15-00571961","MD","CLOSED","2015-07-21T17:30:36.000","21210","Dispatch Work Crew","Abated - Close SR","2015-07-21T17:29:00.000",2,-76.647636,39.368583
"2604 E BALTIMORE ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-06T21:23:31.000","2015-08-15T21:23:31.000","BALTIMORE-LINWOOD","15-00529539","MD","CLOSED","2015-07-21T19:29:11.000","21224","Dispatch Inspector","Abated - Close SR","2015-07-21T19:28:00.000",2,-76.580174,39.292282
"6014  PINEHURST RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-08-03T11:48:30.000","2015-09-12T11:48:30.000","LAKE EVESHAM","15-00610889","MD","DUPOPEN","2015-08-03T11:48:30.000","21212",NA,NA,NA,2,-76.6156309,39.365877
"200  STONY RUN LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-02T17:15:48.000","2015-07-12T17:15:48.000","TUSCANY-CANTERBURY","15-00430353","MD","CLOSED","2015-06-12T16:39:33.000","21210","Dispatch Work Crew","Closed","2015-06-12T16:39:00.000",2,-76.6222654,39.3366094
"4566  DERBY MANOR DR","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-29T18:35:06.000","2015-08-08T18:35:06.000","PARKLANE","15-00509226","MD","CLOSED","2015-06-30T14:18:13.000","21215","Dispatch Work Crew","Abated - Close SR","2015-06-30T14:18:00.000",2,-76.6594208,39.3436179
"2300  KEN OAK RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-07T18:46:09.000","2015-07-17T18:46:09.000","MOUNT WASHINGTON","15-00443747","MD","CLOSED","2015-06-08T17:49:26.000","21209","Dispatch Work Crew","Abated - Close SR","2015-06-08T17:49:00.000",2,-76.664353,39.360074
"1  STRATFORD RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-17T18:32:45.000","2015-07-27T18:32:45.000","GUILFORD","15-00473423","MD","CLOSED","2015-06-17T18:32:45.000","21218","Dispatch Work Crew","Closed","2015-06-17T18:32:45.000",2,-76.617956,39.339203
"5524  WESLEY AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-02T13:25:08.000","2015-08-11T13:25:08.000","HOWARD PARK","15-00519319","MD","NEW","2015-07-02T13:25:08.000","21207",NA,NA,NA,2,-76.7084214,39.3332989
"DRUID PARK DR & REISTERSTOWN RD, BALTIMO",NA,"STREETRE","TRM-Street Repairs","2015-06-14T21:08:26.000","2015-07-24T21:08:26.000","PARK CIRCLE","15-00462020","MD","CLOSED","2015-06-16T18:34:12.000",NA,"Dispatch Work Crew","Closed","2015-06-16T18:34:00.000",2,-76.6565247,39.3264765
"4221  MORRISON CT","BALTIMORE","STREETRE","TRM-Street Repairs","2015-02-23T11:39:51.000","2015-04-04T11:39:51.000","CURTIS BAY","15-00135410","MD","CLOSED","2015-05-15T16:57:51.000","21226","Dispatch Inspector","Abated - Close SR","2015-05-15T16:57:00.000",2,-76.5877702,39.2270211
"RAPPOLLA ST & FAIT AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-02T11:44:37.000","2015-07-12T11:44:37.000","GREEKTOWN","15-00428791","MD","CLOSED","2015-06-09T15:19:51.000","21224","Dispatch Inspector","Abated - Close SR","2015-06-09T15:18:00.000",2,-76.5528441,39.2851422
"31  LIGHT ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-19T12:30:13.000","2015-07-29T12:30:13.000","DOWNTOWN","15-00478408","MD","CLOSED","2015-07-22T19:36:24.000","21202","Dispatch Work Crew","Abated - Close SR","2015-07-22T19:35:00.000",2,-76.61327,39.287996
"ART MUSEUM DR & WYMAN PARK DR, BALTIMORE",NA,"STREETRE","TRM-Street Repairs","2015-07-14T19:12:32.000","2015-08-23T19:12:32.000","JOHNS HOPKINS HOMEWOOD","15-00554552","MD","CLOSED","2015-07-15T18:36:30.000",NA,"Dispatch Work Crew","Abated - Close SR","2015-07-15T18:36:00.000",2,-81.6156751,30.3027121
"841 S DALLAS ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-24T10:36:51.000","2015-08-03T10:36:51.000","FELLS POINT","15-00491371","MD","NEW","2015-06-24T10:36:51.000","21231",NA,NA,NA,2,-76.5955654,39.2813897
"4600  FALLS RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-26T20:27:15.000","2015-08-05T20:27:15.000","CROSS KEYS","15-00502770","MD","DUPCLOSD","2015-07-02T14:32:31.000",NA,NA,NA,NA,2,-76.6439336,39.3471462
"6307  PEARCE AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-12T20:51:49.000","2015-05-22T20:51:49.000","CROSS COUNTRY","15-00285223","MD","DUPCLOSD","2015-05-12T18:48:23.000","21215",NA,NA,NA,2,-76.691976,39.3625649
"530 W UNIVERSITY PKWY","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-08T20:15:11.000","2015-08-17T20:15:11.000","ROLAND PARK","15-00536856","MD","NEW","2015-07-08T20:15:11.000",NA,NA,NA,NA,2,-76.6250994,39.3375969
"4200 N CHARLES ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-01-30T11:02:42.000","2015-03-11T11:02:42.000","TUSCANY-CANTERBURY","15-00068186","MD","DUPCLOSD","2015-05-30T12:33:02.000","21218",NA,NA,NA,2,-76.6183828,39.3390836
"2701  KENNEDY AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-03T14:16:57.000","2015-07-13T14:16:57.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00433060","MD","NEW","2015-06-03T14:16:57.000","21218",NA,NA,NA,2,-76.594705,39.322398
"3701  CLIFTON AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-24T23:44:12.000","2015-07-03T23:44:12.000","FAIRMONT","15-00404958","MD","CLOSED","2015-05-26T17:15:04.000","21216","Dispatch Work Crew","Abated - Close SR","2015-05-26T17:15:00.000",2,-76.679923,39.310473
"1400 W COLD SPRING LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-26T20:37:21.000","2015-08-05T20:37:21.000","CROSS KEYS","15-00502802","MD","DUPCLOSD","2015-07-02T14:32:31.000",NA,NA,NA,NA,2,-76.6441229,39.346923
"700  NOTTINGHAM RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-17T19:18:25.000","2015-05-27T19:18:25.000","HUNTING RIDGE","15-00303646","MD","CLOSED","2015-05-12T18:37:30.000","21229","Generate Work Order","Abated - Close SR","2015-05-12T18:37:00.000",2,-76.703418,39.294241
"5809  SEFTON AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-03-11T18:09:32.000","2015-04-20T18:09:32.000","GLENHAM-BELFORD","15-00191853","MD","CLOSED","2015-05-30T12:21:01.000","21214","Dispatch Work Crew","Abated - Close SR","2015-05-30T12:20:00.000",2,-76.553494,39.352342
"5100  ELMER AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-01T19:35:04.000","2015-07-11T19:35:04.000","CENTRAL PARK HEIGHTS","15-00427827","MD","CLOSED","2015-06-02T16:31:33.000","21215","Dispatch Work Crew","Abated - Close SR","2015-06-02T16:31:00.000",2,-76.677518,39.3465754
"3000 S HANOVER ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-01T22:12:10.000","2015-08-10T22:12:10.000","MIDDLE BRANCH/REEDBIRD PARKS","15-00518177","MD","CLOSED","2015-07-07T19:21:19.000","21225","Dispatch Work Crew","Abated - Close SR","2015-07-07T19:20:00.000",2,-76.6150127,39.2513247
"5103  EDMONDSON AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-30T14:04:47.000","2015-06-09T14:04:47.000","TEN HILLS","15-00337838","MD","CLOSED","2015-06-15T12:16:00.000","21229","Dispatch Work Crew","Abated - Close SR","2015-06-15T12:15:00.000",2,-76.705358,39.2903019
"6107  MARIETTA AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-15T18:14:38.000","2015-07-25T18:14:38.000","CHRISTOPHER","15-00465202","MD","NEW","2015-06-15T18:14:38.000","21214",NA,NA,NA,2,-76.563042,39.359646
"REISTERSTOWN RD & MANCHESTER AVE, BALTIM","baltimore","STREETRE","TRM-Street Repairs","2015-06-09T15:44:40.000","2015-07-19T15:44:40.000","LUCILLE PARK","15-00448619","MD","CLOSED","2015-06-11T13:56:57.000",NA,"Dispatch Work Crew","Abated - Close SR","2015-06-11T13:56:00.000",2,-76.7338154,39.3843237
"4401  BELVIEU AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-07T12:31:39.000","2015-08-16T12:31:39.000","WEST ARLINGTON","15-00530433","MD","NEW","2015-07-07T12:31:39.000","21215",NA,NA,NA,2,-76.6941499,39.339419
"1600  KEY HWY","BALTIMORE","STREETRE","TRM-Street Repairs","2015-03-25T14:54:45.000","2015-05-04T14:54:45.000","LOCUST POINT INDUSTRIAL AREA","15-00236018","MD","CLOSED","2015-05-13T13:18:51.000","21230","Dispatch Inspector","Abated - Close SR","2015-05-13T13:15:00.000",2,-76.600348,39.2698539
"2409 W COLD SPRING LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-18T17:57:56.000","2015-06-27T17:57:56.000","GREENSPRING","15-00389649","MD","CLOSED","2015-05-19T15:02:25.000","21215","Dispatch Work Crew","Abated - Close SR","2015-05-19T15:02:00.000",2,-76.659085,39.340559
"3207  CLARKS LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-22T12:43:19.000","2015-08-01T12:43:19.000","CHESWOLDE","15-00484584","MD","CLOSED","2015-07-16T19:22:56.000","21215","Dispatch Work Crew","Closed","2015-07-16T19:22:00.000",2,-76.6943202,39.3680763
"HARFORD AVE & E MADISON ST, BALTIMORE, M",NA,"STREETRE","TRM-Street Repairs","2015-07-11T11:50:34.000","2015-08-20T11:50:34.000","OLDTOWN","15-00545322","MD","CLOSED","2015-07-27T19:20:05.000",NA,"Dispatch Inspector","Abated - Close SR","2015-07-27T19:18:00.000",2,-76.4972104,39.4215075
"5316  TRAMORE RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-29T16:30:00.000","2015-08-08T16:30:00.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00508404","MD","NEW","2015-06-29T16:30:00.000","21214",NA,NA,NA,2,-76.567957,39.354677
"2225  POPLAR GROVE ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-21T20:51:46.000","2015-06-30T20:51:46.000","PANWAY/BRADDISH AVENUE","15-00400048","MD","CLOSED","2015-05-22T15:06:11.000","21216","Dispatch Work Crew","Abated - Close SR","2015-05-22T15:05:00.000",2,-76.665734,39.313084
"4119  SAINT GEORGES AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-18T15:40:19.000","2015-06-27T15:40:19.000","PEN LUCY","15-00388977","MD","CLOSED","2015-05-19T19:03:52.000","21218","Dispatch Work Crew","Abated - Close SR","2015-05-19T19:03:00.000",2,-76.601319,39.341684
"W STRATHMORE AVE & WALLIS AVE, BALTIMORE",NA,"STREETRE","TRM-Street Repairs","2015-07-15T12:10:52.000","2015-08-24T12:10:52.000","CROSS COUNTRY","15-00556344","MD","CLOSED","2015-07-15T16:36:18.000",NA,"Dispatch Work Crew","Abated - Close SR","2015-07-15T16:36:00.000",2,-76.69253,39.3609649
"100  HILLVALE RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-02T21:56:03.000","2015-08-11T21:56:03.000","IRVINGTON","15-00522035","MD","OPEN","2015-07-07T11:30:31.000","21229",NA,NA,NA,2,-76.692675,39.285701
"3100  SUMTER AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-13T14:08:16.000","2015-06-22T14:08:16.000","CENTRAL PARK HEIGHTS","15-00374770","MD","CLOSED","2015-05-13T17:13:47.000","21215","Dispatch Work Crew","Abated - Close SR","2015-05-13T17:13:00.000",2,-76.6671993,39.3424021
"HARFORD RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-05T15:38:18.000","2015-07-15T15:38:18.000","WALTHERSON","15-00441211","MD","NEW","2015-06-05T15:38:18.000","21214",NA,NA,NA,2,-76.5551463,39.3596191
"313 N GRANTLEY ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-17T16:02:00.000","2015-05-27T16:02:00.000","ALLENDALE","15-00302644","MD","DUPCLOSD","2015-05-12T11:23:27.000","21229",NA,NA,NA,2,-76.6765643,39.2911889
"INDIAN LN & CLUB RD, BALTIMORE, MD, 2121",NA,"STREETRE","TRM-Street Repairs","2015-06-29T13:42:18.000","2015-08-08T13:42:18.000","ROLAND PARK","15-00507287","MD","CLOSED","2015-07-02T17:56:46.000",NA,"Dispatch Work Crew","Closed","2015-07-02T17:56:00.000",2,-75.6526449,40.3501099
"2410  SHELLYDALE DR","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-12T17:14:23.000","2015-06-21T17:14:23.000","CHESWOLDE","15-00371390","MD","CLOSED","2015-06-03T16:05:38.000","21209","Dispatch Work Crew","Closed","2015-06-03T16:05:00.000",2,-76.679639,39.370298
"W 40TH ST & KESWICK RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-05T21:38:02.000","2015-06-14T21:38:02.000","ROLAND PARK","15-00351707","MD","CLOSED","2015-06-12T16:10:12.000","21211","Dispatch Work Crew","Closed","2015-06-12T16:10:00.000",2,-85.3210154,35.0080789
"5702  STUART AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-08T12:36:08.000","2015-08-17T12:36:08.000","MOUNT WASHINGTON","15-00534442","MD","CLOSED","2015-07-08T14:46:58.000","21215","Dispatch Work Crew","Abated - Close SR","2015-07-08T14:46:00.000",2,-76.674477,39.3600489
"3904  FERNDALE AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-08T17:51:12.000","2015-08-17T17:51:12.000","HOWARD PARK","15-00536262","MD","NEW","2015-07-08T17:51:56.000","21215",NA,NA,NA,2,-76.6967704,39.3387545
"20  INDIAN LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-23T14:13:06.000","2015-08-02T14:13:06.000","ROLAND PARK","15-00488941","MD","CLOSED","2015-06-23T18:09:28.000","21210","Dispatch Work Crew","Abated - Close SR","2015-06-23T18:09:00.000",2,-76.64017,39.354125
"116 W UNIVERSITY PKWY","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-28T10:39:33.000","2015-08-07T10:39:33.000","TUSCANY-CANTERBURY","15-00504795","MD","CLOSED","2015-06-29T16:02:57.000","21210","Dispatch Work Crew","Abated - Close SR","2015-06-29T16:02:00.000",2,-76.6222491,39.3370857
"316 E 22ND ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-15T12:30:28.000","2015-07-25T12:30:28.000","BARCLAY","15-00463118","MD","NEW","2015-06-15T12:30:28.000","21218",NA,NA,NA,2,-76.61209,39.314717
"1409 E CLEMENT ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-25T02:26:13.000","2015-06-04T02:26:13.000","LOCUST POINT","15-00323880","MD","O-PENDNG","2015-06-09T19:33:02.000","21230",NA,NA,NA,2,-76.594047,39.270511
"S CLINTON ST & BOSTON ST, BALTIMORE, MD,",NA,"STREETRE","TRM-Street Repairs","2015-06-09T18:42:08.000","2015-07-19T18:42:08.000","CANTON INDUSTRIAL AREA","15-00449578","MD","CLOSED","2015-06-10T12:44:55.000",NA,"Dispatch Inspector","Abated - Close SR","2015-06-10T12:44:00.000",2,-73.1492686,44.4594444
"LINDEN AVE & WHITELOCK ST, BALTIMORE, MD",NA,"STREETRE","TRM-Street Repairs","2015-07-20T17:40:16.000","2015-08-29T17:40:16.000","RESERVOIR HILL","15-00571120","MD","DUPOPEN","2015-07-21T18:35:32.000",NA,NA,NA,NA,2,-80.058177,40.4652679
"5803  MERVILLE AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-21T15:57:28.000","2015-08-30T15:57:28.000","MOUNT WASHINGTON","15-00574428","MD","NEW","2015-07-21T15:57:28.000","21215",NA,NA,NA,2,-76.676479,39.359895
"EB NORTHERN PKWY TO SB I 83 & W NORTHERN",NA,"STREETRE","TRM-Street Repairs","2015-07-16T14:02:21.000","2015-08-25T14:02:21.000","COLDSPRING","15-00560775","MD","CLOSED","2015-07-28T15:40:07.000",NA,"Dispatch Work Crew","Abated - Close SR","2015-07-28T15:38:00.000",2,NA,NA
"2300  LAURETTA AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-08-03T12:34:12.000","2015-09-12T12:34:12.000","ROSEMONT HOMEOWNERS/TENANTS","15-00611246","MD","NEW","2015-08-03T12:34:12.000","21223",NA,NA,NA,2,-76.6533529,39.2943
"2128  SAINT PAUL ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-08T18:15:02.000","2015-06-17T18:15:02.000","CHARLES NORTH","15-00361467","MD","CLOSED","2015-05-14T18:41:30.000","21218","Dispatch Work Crew","Abated - Close SR","2015-05-14T18:41:00.000",2,-76.615476,39.314168
"5810  KIPLING CT","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-28T02:48:24.000","2015-08-07T02:48:24.000","MID-GOVANS","15-00504720","MD","CLOSED","2015-07-06T13:50:02.000","21212","Dispatch Work Crew","Abated - Close SR","2015-07-06T13:49:00.000",2,-76.6057639,39.362362
"1117 W 42ND ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-07-08T20:29:45.000","2015-08-17T20:29:45.000","HOES HEIGHTS","15-00536952","MD","DUPCLOSD","2015-07-15T18:58:48.000",NA,NA,NA,NA,2,-76.637467,39.338748
"CHESLEY AVE & CEDONIA AVE, BALTIMORE, MD","Baltimore","STREETRE","TRM-Street Repairs","2015-06-28T23:49:39.000","2015-08-07T23:49:39.000","OVERLEA","15-00505789","MD","DUPOPEN","2015-06-28T23:49:39.000","21206",NA,NA,NA,2,-76.5446693,39.3637763
"2200 N MONROE ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-08-03T21:13:54.000","2015-09-12T21:13:54.000","MONDAWMIN","15-00614957","MD","CLOSED","2015-08-04T14:44:29.000","21217","Dispatch Work Crew","Abated - Close SR","2015-08-04T14:44:00.000",2,-76.648648,39.313216
"GLENMORE AVE & BELAIR RD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-03-17T13:26:53.000","2015-04-26T13:26:53.000","ROSEMONT EAST","15-00210847","MD","CLOSED","2015-05-29T18:46:06.000","21206","Dispatch Work Crew","Abated - Close SR","2015-05-29T18:46:00.000",2,-76.540277,39.3536264
"900  DRUID HILL AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-25T09:52:48.000","2015-08-04T09:52:48.000","HERITAGE CROSSING","15-00496771","MD","OPEN","2015-06-30T11:47:07.000","21201",NA,NA,NA,2,-76.6256968,39.2983859
"1  VALLEY LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-28T16:58:02.000","2015-08-07T16:58:02.000","ROLAND PARK","15-00505339","MD","O-PENDNG","2015-07-16T18:39:06.000","21210",NA,NA,NA,2,-76.6342429,39.3538909
"711 W 40TH ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-11T21:53:37.000","2015-06-20T21:53:37.000","HAMPDEN","15-00369100","MD","CLOSED","2015-06-12T13:42:16.000","21211","Dispatch Work Crew","Abated - Close SR","2015-06-12T13:42:00.000",2,-76.630499,39.335719
"3116  O'DONNELL ST","BALTIMORE","STREETRE","TRM-Street Repairs","2015-04-29T18:00:45.000","2015-06-08T18:00:45.000","CANTON","15-00335544","MD","CLOSED","2015-05-20T18:52:50.000","21224",NA,NA,NA,2,-76.5720014,39.2805376
"PURNELL DR & W FOREST PARK AVE, BALTIMOR",NA,"STREETRE","TRM-Street Repairs","2015-07-18T23:34:35.000","2015-08-27T23:34:35.000","PURNELL","15-00567820","MD","NEW","2015-07-18T23:34:35.000",NA,NA,NA,NA,2,-76.7084142,39.320239
"2200  PARK AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-15T13:34:57.000","2015-07-25T13:34:57.000","RESERVOIR HILL","15-00463609","MD","CLOSED","2015-06-16T18:37:23.000","21217","Dispatch Work Crew","Closed","2015-06-16T18:37:00.000",2,-76.630503,39.314843
"6410  CROSS COUNTRY BLVD","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-01T14:23:10.000","2015-07-11T14:23:10.000","CROSS COUNTRY","15-00426101","MD","CLOSED","2015-06-02T16:35:45.000","21215","Dispatch Work Crew","Abated - Close SR","2015-06-02T16:35:00.000",2,-76.692348,39.36513
"3418  ROLAND AVE","BALTIMORE","STREETRE","TRM-Street Repairs","2015-06-02T15:28:08.000","2015-07-12T15:28:08.000","HAMPDEN","15-00429968","MD","DUPCLOSD","2015-06-04T18:38:50.000","21211",NA,NA,NA,2,-76.6327534,39.3290666
"2835 W COLD SPRING LN","BALTIMORE","STREETRE","TRM-Street Repairs","2015-05-11T22:52:34.000","2015-06-20T22:52:34.000","TOWANDA-GRANTLEY","15-00369210","MD","CLOSED","2015-05-22T11:17:01.000","21215","Dispatch Work Crew","Abated - Close SR","2015-05-22T11:15:00.000",2,-76.669859,39.337917
