"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Dispatch Work Crew","3300  HILLEN RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T20:37:20.000","2015-04-24T20:37:20.000","EDNOR GARDENS-LAKESIDE","Abated - Close SR","15-00316694","MD","CLOSED","2015-04-23T18:15:12.000","2015-04-23T18:14:00.000","21218",1,-76.58967,39.3287059
"Dispatch Work Crew","CHERRY HILL RD & ROUND RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T20:00:43.000","2015-04-24T20:00:43.000","CHERRY HILL","Abated - Close SR","15-00316611","MD","CLOSED","2015-04-23T19:07:09.000","2015-04-23T19:06:00.000","21225",1,-77.631104,36.9303563
"Dispatch Work Crew","CHERRY HILL RD & GILES RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T20:00:32.000","2015-04-24T20:00:32.000","CHERRY HILL","Abated - Close SR","15-00316610","MD","CLOSED","2015-04-23T19:04:56.000","2015-04-23T19:04:00.000","21225",1,-77.631104,36.9303563
"Dispatch Work Crew","4838  BOWLAND AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T19:56:33.000","2015-04-24T19:56:33.000","FRANKFORD","Abated - Close SR","15-00316602","MD","CLOSED","2015-04-23T18:12:17.000","2015-04-23T18:11:00.000","21206",1,-76.550043,39.319458
"Dispatch Work Crew","906  WICKLOW RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T19:56:25.000","2015-04-24T19:56:25.000","ROGNEL HEIGHTS","Abated - Close SR","15-00316600","MD","CLOSED","2015-04-23T19:22:46.000","2015-04-23T19:22:00.000","21229",1,-76.689059,39.296468
"Dispatch Work Crew","5310  WALTHER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T18:50:25.000","2015-04-24T18:50:25.000","WALTHERSON","Abated - Close SR","15-00316418","MD","CLOSED","2015-04-23T16:21:10.000","2015-04-23T16:20:00.000","21214",1,-76.556619,39.3462
"Dispatch Work Crew","1600  BAKER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T18:33:18.000","2015-04-24T18:33:18.000","SANDTOWN-WINCHESTER","Abated - Close SR","15-00316343","MD","CLOSED","2015-04-23T19:14:42.000","2015-04-23T19:14:00.000","21217",1,-76.6434147,39.3067725
"Dispatch Work Crew","2400  WESTWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T18:26:32.000","2015-04-24T18:26:32.000","COPPIN HEIGHTS/ASH-CO-EAST","Abated - Close SR","15-00316312","MD","CLOSED","2015-04-23T19:13:51.000","2015-04-23T19:13:00.000","21216",1,-76.656349,39.308692
"Dispatch Work Crew","6000  HILLEN RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T17:40:36.000","2015-04-24T17:40:36.000","LOCH RAVEN","Abated - Close SR","15-00315985","MD","CLOSED","2015-04-24T15:38:34.000","2015-04-24T15:38:00.000","21239",1,-76.580353,39.361517
"Dispatch Work Crew","1233  BROENING HWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T16:37:29.000","2015-04-24T16:37:29.000","MEDFORD","Abated - Close SR","15-00315563","MD","CLOSED","2015-04-23T17:58:06.000","2015-04-23T17:57:00.000","21224",1,-76.5434108,39.279738
"Dispatch Work Crew","2516  HERMOSA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T16:13:51.000","2015-04-24T16:13:51.000","LAURAVILLE","Abated - Close SR","15-00315441","MD","CLOSED","2015-04-24T16:46:03.000","2015-04-24T16:45:00.000","21214",1,-76.5711649,39.348958
"Dispatch Work Crew","MANNASOTA AVE & MORAVIA RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T15:53:20.000","2015-04-24T15:53:20.000","FRANKFORD","Abated - Close SR","15-00315363","MD","CLOSED","2015-04-23T18:32:02.000","2015-04-23T18:31:00.000","21206",1,-76.5618348,39.3251668
"Dispatch Work Crew","3632  HINELINE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T15:23:13.000","2015-04-24T15:23:13.000","VIOLETVILLE","Abated - Close SR","15-00315219","MD","CLOSED","2015-04-23T18:23:52.000","2015-04-23T18:23:00.000","21229",1,-76.678983,39.266559
"Dispatch Work Crew","W PATAPSCO AVE & GABLE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:55:26.000","2015-04-24T14:55:26.000","LAKELAND","Abated - Close SR","15-00315088","MD","CLOSED","2015-04-24T16:46:42.000","2015-04-24T16:46:00.000","21230",1,-76.644183,39.2510515
"Dispatch Work Crew","CARSWELL ST & KIRK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:52:23.000","2015-04-24T14:52:23.000","COLDSTREAM HOMESTEAD MONTEBELLO","Abated - Close SR","15-00315066","MD","CLOSED","2015-04-23T14:54:40.000","2015-04-23T14:51:00.000","21218",1,-82.747997,31.043516
"Dispatch Work Crew","245 S CONKLING ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:50:29.000","2015-04-24T14:50:29.000","HIGHLANDTOWN","Abated - Close SR","15-00315058","MD","CLOSED","2015-04-23T17:54:30.000","2015-04-23T17:54:00.000","21224",1,-76.567042,39.28907
"Dispatch Work Crew","6203  EASTERN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:25:17.000","2015-04-24T14:25:17.000","PULASKI INDUSTRIAL AREA","Abated - Close SR","15-00314840","MD","CLOSED","2015-04-23T17:52:46.000","2015-04-23T17:52:00.000","21224",1,-76.542553,39.28727
"Dispatch Work Crew","EASTERN AVE & ELRINO ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:24:21.000","2015-04-24T14:24:21.000","PULASKI INDUSTRIAL AREA","Abated - Close SR","15-00314829","MD","CLOSED","2015-04-23T17:51:00.000","2015-04-23T17:50:00.000","21224",1,-71.130511,41.68958
"Dispatch Work Crew","4300  6TH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T14:07:45.000","2015-04-24T14:07:45.000","BROOKLYN","Abated - Close SR","15-00314677","MD","CLOSED","2015-04-23T19:05:52.000","2015-04-23T19:05:00.000","21225",1,-76.6010315,39.2279793
"Dispatch Work Crew","5400  LOCH RAVEN BLVD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:58:56.000","2015-04-24T13:58:56.000","WOODBOURNE HEIGHTS","Abated - Close SR","15-00314601","MD","CLOSED","2015-04-24T15:43:36.000","2015-04-24T15:43:00.000","21239",1,-76.5904113,39.3561862
"Dispatch Work Crew","3049 E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:54:33.000","2015-04-24T13:54:33.000","WESTFIELD","Abated - Close SR","15-00314563","MD","CLOSED","2015-04-23T15:34:23.000","2015-04-23T15:33:00.000","21214",1,-76.548098,39.361589
"Dispatch Work Crew","4732  MELBOURNE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:46:36.000","2015-04-24T13:46:36.000","BEECHFIELD","Abated - Close SR","15-00314500","MD","CLOSED","2015-04-24T17:22:55.000","2015-04-24T17:22:00.000","21229",1,-76.694889,39.272463
NA,"1100  POPLAR GROVE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:38:56.000","2015-04-24T13:38:56.000","FRANKLINTOWN ROAD",NA,"15-00314447","MD","CLOSED","2015-04-24T18:48:45.000",NA,"21216",1,-76.665672,39.300334
"Dispatch Work Crew","2907  BRIGHTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:33:31.000","2015-04-24T13:33:31.000","NORTHWEST COMMUNITY ACTION","Abated - Close SR","15-00314415","MD","CLOSED","2015-04-24T16:51:30.000","2015-04-24T16:50:00.000","21216",1,-76.666269,39.305042
"Dispatch Work Crew","2003  HILLENWOOD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:31:45.000","2015-04-24T13:31:45.000","PERRING LOCH","Abated - Close SR","15-00314404","MD","CLOSED","2015-04-23T16:27:32.000","2015-04-23T16:24:00.000","21239",1,-76.5804048,39.3539279
"Dispatch Work Crew","5811  THE ALAMEDA","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:30:32.000","2015-04-24T13:30:32.000","RAMBLEWOOD","Abated - Close SR","15-00314397","MD","CLOSED","2015-04-23T15:26:29.000","2015-04-23T15:26:00.000","21239",1,-76.5935993,39.3631058
"Dispatch Work Crew","5800  THE ALAMEDA","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:28:03.000","2015-04-24T13:28:03.000","GLEN OAKS","Abated - Close SR","15-00314379","MD","CLOSED","2015-04-23T15:28:47.000","2015-04-23T15:28:00.000","21239",1,-76.594188,39.3630884
"Dispatch Work Crew","5702  THE ALAMEDA","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:25:11.000","2015-04-24T13:25:11.000","GLEN OAKS","Abated - Close SR","15-00314353","MD","CLOSED","2015-04-23T15:00:43.000","2015-04-23T14:59:00.000","21239",1,-76.5944186,39.3612123
"Dispatch Work Crew","1700  ABBOTSTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:11:22.000","2015-04-24T13:11:22.000","COLDSTREAM HOMESTEAD MONTEBELLO","Abated - Close SR","15-00314239","MD","CLOSED","2015-04-24T16:49:00.000","2015-04-24T16:48:00.000","21218",1,-76.5928852,39.32209
"Dispatch Work Crew","HAMILTON AVE & WALTHER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T13:03:54.000","2015-04-24T13:03:54.000","GLENHAM-BELFORD","Abated - Close SR","15-00314182","MD","CLOSED","2015-04-23T16:17:45.000","2015-04-23T16:16:00.000","21214",1,-84.5480957,39.2335285
"Dispatch Work Crew","2401  FLEETWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:43:28.000","2015-04-24T12:43:28.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00314021","MD","CLOSED","2015-04-23T14:19:53.000","2015-04-23T14:19:00.000","21214",1,-76.565261,39.3664879
"Dispatch Work Crew","MEDFORD RD & TIVOLY AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:42:01.000","2015-04-24T12:42:01.000","EDNOR GARDENS-LAKESIDE","Abated - Close SR","15-00314007","MD","CLOSED","2015-04-23T15:51:32.000","2015-04-23T15:50:00.000","21218",1,-84.5570649,40.2810326
"Dispatch Work Crew","5600  PERRING PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:39:48.000","2015-04-24T12:39:48.000","MT PLEASANT PARK","Abated - Close SR","15-00313989","MD","CLOSED","2015-04-23T15:31:07.000","2015-04-23T15:30:00.000","21239",1,-76.5731595,39.3593646
"Dispatch Work Crew","1802  BARCLAY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:36:24.000","2015-04-24T12:36:24.000","GREENMOUNT WEST","Abated - Close SR","15-00313952","MD","CLOSED","2015-04-22T17:47:12.000","2015-04-22T17:46:00.000","21202",1,-76.611132,39.310404
"Dispatch Work Crew","3304  HILLEN RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:36:05.000","2015-04-24T12:36:05.000","EDNOR GARDENS-LAKESIDE","Abated - Close SR","15-00313949","MD","CLOSED","2015-04-23T15:54:21.000","2015-04-23T15:53:00.000","21218",1,-76.589651,39.32913
"Dispatch Work Crew","2835  FLEETWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:35:25.000","2015-04-24T12:35:25.000","WESTFIELD","Abated - Close SR","15-00313943","MD","CLOSED","2015-04-23T14:18:26.000","2015-04-23T14:18:00.000","21214",1,-76.555205,39.362823
"Dispatch Work Crew","1000  BOLTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:34:56.000","2015-04-24T12:34:56.000","MADISON PARK","Abated - Close SR","15-00313938","MD","CLOSED","2015-04-24T18:52:15.000","2015-04-24T18:51:00.000","21201",1,-76.6225857,39.3033472
"Dispatch Work Crew","JORDAN ST & DOLPHIN ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:34:31.000","2015-04-24T12:34:31.000","BOLTON HILL","Abated - Close SR","15-00313934","MD","CLOSED","2015-04-24T16:39:51.000","2015-04-24T16:39:00.000","21217",1,-88.2636579,31.4465084
"Dispatch Work Crew","2710  FLEETWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:33:24.000","2015-04-24T12:33:24.000","WESTFIELD","Abated - Close SR","15-00313921","MD","CLOSED","2015-04-23T14:17:07.000","2015-04-23T14:16:00.000","21214",1,-76.557197,39.364277
"Dispatch Work Crew","2800  PROSPECT ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:32:06.000","2015-04-24T12:32:06.000","MOSHER","Abated - Close SR","15-00313906","MD","CLOSED","2015-04-24T17:02:22.000","2015-04-24T16:52:00.000","21216",1,-76.6634253,39.2986819
"Dispatch Work Crew","WEST BAY AVE & EDWIGHT CT","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:31:29.000","2015-04-24T12:31:29.000","CURTIS BAY","Abated - Close SR","15-00313900","MD","CLOSED","2015-04-23T19:17:25.000","2015-04-23T19:16:00.000","21225",1,-74.2784912,39.7652968
"Dispatch Work Crew","2700  FLEETWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:31:21.000","2015-04-24T12:31:21.000","WESTFIELD","Abated - Close SR","15-00313899","MD","CLOSED","2015-04-23T14:15:30.000","2015-04-23T14:14:00.000","21214",1,-76.558296,39.364711
"Dispatch Work Crew","33 S KOSSUTH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:31:18.000","2015-04-24T12:31:18.000","SAINT JOSEPHS","Abated - Close SR","15-00313896","MD","CLOSED","2015-04-24T17:21:58.000","2015-04-24T17:21:00.000","21229",1,-76.675376,39.286288
"Dispatch Work Crew","WASHINGTON BLVD &W PATAPSCO AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:27:00.000","2015-04-24T12:27:00.000","MORRELL PARK","Abated - Close SR","15-00313857","MD","CLOSED","2015-04-24T17:28:01.000","2015-04-24T17:27:00.000","21227",1,-76.7243256,39.2093698
"Dispatch Work Crew","126 S WARWICK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:24:44.000","2015-04-24T12:24:44.000","SHIPLEY HILL","Abated - Close SR","15-00313842","MD","CLOSED","2015-04-24T16:48:48.000","2015-04-24T16:48:00.000","21223",1,-76.6544068,39.2853473
"Dispatch Work Crew","2300  WASHINGTON BLVD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T12:23:33.000","2015-04-24T12:23:33.000","MORRELL PARK","Abated - Close SR","15-00313839","MD","CLOSED","2015-04-23T18:26:22.000","2015-04-23T18:26:00.000","21230",1,-76.6493895,39.2695667
"Dispatch Work Crew","2208  CEDLEY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T11:45:17.000","2015-04-24T11:45:17.000","WESTPORT","Abated - Close SR","15-00313565","MD","CLOSED","2015-04-24T17:27:13.000","2015-04-24T17:26:00.000","21230",1,-76.631905,39.263723
"Dispatch Work Crew","1734 W NORTH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T11:41:21.000","2015-04-24T11:41:21.000","PENN NORTH","Abated - Close SR","15-00313523","MD","CLOSED","2015-04-22T17:32:37.000","2015-04-22T17:32:00.000","21217",1,-76.645982,39.310158
"Dispatch Work Crew","THE ALAMEDA & RAMBLEWOOD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T11:25:02.000","2015-04-24T11:25:02.000","RAMBLEWOOD","Abated - Close SR","15-00313392","MD","CLOSED","2015-04-24T15:36:00.000","2015-04-24T15:35:00.000","21239",1,-122.2416355,37.7652065
"Dispatch Work Crew","1200  WALTERS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:46:04.000","2015-04-24T10:46:04.000","WOODBOURNE HEIGHTS","Abated - Close SR","15-00313183","MD","CLOSED","2015-04-22T14:16:52.000","2015-04-22T14:16:00.000","21239",1,-76.594118,39.359872
"Dispatch Work Crew","3300 W BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:29:00.000","2015-04-24T10:29:00.000","SAINT JOSEPHS","Abated - Close SR","15-00313132","MD","CLOSED","2015-04-22T16:33:43.000","2015-04-22T16:29:00.000","21229",1,-76.6726044,39.2860116
"Dispatch Work Crew","3200 W BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:25:39.000","2015-04-24T10:25:39.000","CARROLL-SOUTH HILTON","Abated - Close SR","15-00313127","MD","CLOSED","2015-04-22T16:35:43.000","2015-04-22T16:34:00.000","21229",1,-76.6711233,39.2858729
"Dispatch Work Crew","4300  MANNASOTA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:24:20.000","2015-04-24T10:24:20.000","BELAIR-EDISON","Abated - Close SR","15-00313123","MD","CLOSED","2015-04-22T14:06:08.000","2015-04-22T14:05:00.000","21206",1,-76.5608727,39.3257659
"Dispatch Work Crew","3100 E BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:23:50.000","2015-04-24T10:23:50.000","BALTIMORE-LINWOOD","Abated - Close SR","15-00313122","MD","CLOSED","2015-04-22T15:40:30.000","2015-04-22T15:40:00.000","21224",1,-76.57321,39.292536
"Dispatch Work Crew","1000 W LANVALE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:23:36.000","2015-04-24T10:23:36.000","HARLEM PARK","Abated - Close SR","15-00313121","MD","CLOSED","2015-04-22T15:46:07.000","2015-04-22T15:45:00.000","21217",1,-76.6338931,39.2980587
"Dispatch Work Crew","3000 W BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:23:25.000","2015-04-24T10:23:25.000","CARROLL-SOUTH HILTON","Abated - Close SR","15-00313120","MD","CLOSED","2015-04-22T16:37:15.000","2015-04-22T16:37:00.000","21229",1,-76.66841,39.286081
"Dispatch Work Crew","1101 W LANVALE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:22:19.000","2015-04-24T10:22:19.000","HARLEM PARK","Abated - Close SR","15-00313118","MD","CLOSED","2015-04-22T15:36:32.000","2015-04-22T15:36:00.000","21217",1,-76.6360148,39.2978097
"Dispatch Work Crew","1200 W LANVALE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T10:19:57.000","2015-04-24T10:19:57.000","HARLEM PARK","Abated - Close SR","15-00313117","MD","CLOSED","2015-04-22T15:34:40.000","2015-04-22T15:33:00.000","21217",1,-76.6372654,39.2979245
"Dispatch Work Crew","EDMONDSON AVE & HILTON PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T09:56:17.000","2015-04-24T09:56:17.000","CARROLL-SOUTH HILTON","Abated - Close SR","15-00313080","MD","CLOSED","2015-04-22T16:28:57.000","2015-04-22T16:28:00.000","21229",1,-76.7051535,39.2908485
"Dispatch Work Crew","4430  MANNASOTA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T08:19:23.000","2015-04-24T08:19:23.000","FRANKFORD","Abated - Close SR","15-00313008","MD","CLOSED","2015-04-22T14:09:24.000","2015-04-22T14:00:00.000","21206",1,-76.559875,39.328183
"Dispatch Work Crew","1368  PENTWOOD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T01:30:36.000","2015-04-24T01:30:36.000","NEW NORTHWOOD","Abated - Close SR","15-00312937","MD","CLOSED","2015-04-22T16:51:34.000","2015-04-22T16:50:00.000","21239",1,-76.5932848,39.3488731
"Dispatch Work Crew","1324  PENTWOOD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-22T01:29:45.000","2015-04-24T01:29:45.000","NEW NORTHWOOD","Abated - Close SR","15-00312935","MD","CLOSED","2015-04-22T16:48:28.000","2015-04-22T16:47:00.000","21239",1,-76.5950132,39.3486819
"Dispatch Work Crew","2901  JOSEPH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T23:50:43.000","2015-04-23T23:50:43.000","CHERRY HILL","Abated - Close SR","15-00312827","MD","CLOSED","2015-04-23T19:19:19.000","2015-04-23T19:18:00.000","21225",1,-76.62515,39.250713
"Dispatch Work Crew","500 E 25TH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T23:24:37.000","2015-04-23T23:24:37.000","BETTER WAVERLY","Abated - Close SR","15-00312807","MD","CLOSED","2015-04-23T14:46:07.000","2015-04-23T14:43:00.000","21218",1,-76.6090045,39.3181547
"Dispatch Work Crew","5200  CORDELIA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T22:16:53.000","2015-04-23T22:16:53.000","ARLINGTON","Abated - Close SR","15-00312710","MD","CLOSED","2015-04-22T17:21:51.000","2015-04-22T17:21:00.000","21215",1,-76.6827824,39.3468081
"Dispatch Work Crew","2810  STEELE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T21:43:35.000","2015-04-23T21:43:35.000","CHESWOLDE","Abated - Close SR","15-00312658","MD","CLOSED","2015-04-22T14:40:52.000","2015-04-22T14:39:00.000","21209",1,-76.681305,39.363244
"Dispatch Work Crew","TIVOLY AVE &E 30TH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T21:19:36.000","2015-04-23T21:19:36.000","COLDSTREAM HOMESTEAD MONTEBELLO","Abated - Close SR","15-00312615","MD","CLOSED","2015-04-22T17:52:50.000","2015-04-22T17:52:00.000","21218",1,-76.5921231,39.3313895
"Dispatch Work Crew","520  HARWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T20:50:25.000","2015-04-23T20:50:25.000","MID-GOVANS","Abated - Close SR","15-00312558","MD","CLOSED","2015-04-22T18:12:31.000","2015-04-22T18:11:00.000","21212",1,-76.607482,39.357747
"Dispatch Work Crew","1117  COOKS LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T20:39:20.000","2015-04-23T20:39:20.000","WEST HILLS","Abated - Close SR","15-00312534","MD","CLOSED","2015-04-22T15:52:54.000","2015-04-22T15:51:00.000","21229",1,-76.710121,39.298833
"Dispatch Work Crew","2714  HUDSON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T20:29:24.000","2015-04-23T20:29:24.000","CANTON","Abated - Close SR","15-00312511","MD","CLOSED","2015-04-22T15:38:15.000","2015-04-22T15:37:00.000","21224",1,-76.5773877,39.2823686
"Dispatch Work Crew","HUDSON ST &S LAKEWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T20:26:51.000","2015-04-23T20:26:51.000","CANTON","Abated - Close SR","15-00312505","MD","CLOSED","2015-04-22T14:50:59.000","2015-04-22T14:50:00.000","21224",1,-92.7568703,44.9746896
"Dispatch Work Crew","1000  OGDEN ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T19:46:54.000","2015-04-23T19:46:54.000","GRACELAND PARK","Abated - Close SR","15-00312424","MD","CLOSED","2015-04-22T14:58:40.000","2015-04-22T14:58:00.000","21224",1,-76.5330585,39.2832061
"Dispatch Work Crew","101 W OSTEND ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T19:35:10.000","2015-04-23T19:35:10.000","SBIC","Abated - Close SR","15-00312394","MD","CLOSED","2015-04-23T18:27:57.000","2015-04-23T18:27:00.000","21230",1,-76.615884,39.274492
NA,"811 S EAST AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-03-23T10:59:36.000","2015-03-25T10:59:36.000","CANTON",NA,"15-00227450","MD","DUPCLOSD","2015-03-23T15:05:20.000",NA,"21224",1,-76.571021,39.282883
"Dispatch Work Crew","500 N WHEELER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T19:13:05.000","2015-04-23T19:13:05.000","ROSEMONT HOMEOWNERS/TENANTS","Abated - Close SR","15-00312326","MD","CLOSED","2015-04-23T18:32:33.000","2015-04-23T18:31:00.000","21223",1,-76.6547533,39.2935523
"Dispatch Work Crew","400 N WARWICK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T19:11:28.000","2015-04-23T19:11:28.000","PENROSE/FAYETTE STREET OUTREACH","Abated - Close SR","15-00312317","MD","CLOSED","2015-04-23T19:04:05.000","2015-04-23T19:03:00.000","21223",1,-76.6562704,39.2932193
"Dispatch Work Crew","5103  EDMONDSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T18:52:53.000","2015-04-23T18:52:53.000","TEN HILLS","Abated - Close SR","15-00312259","MD","CLOSED","2015-04-22T16:26:02.000","2015-04-22T16:25:00.000","21229",1,-76.705358,39.2903019
"Dispatch Work Crew","E FAYETTE ST &N PRESIDENT ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T18:39:28.000","2015-04-23T18:39:28.000","DOWNTOWN","Abated - Close SR","15-00312198","MD","CLOSED","2015-04-22T17:46:04.000","2015-04-22T17:45:00.000","21202",1,-79.722638,39.8973136
"Dispatch Work Crew","5222  ERDMAN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T18:10:28.000","2015-04-23T18:10:28.000","ARMISTEAD GARDENS","Abated - Close SR","15-00312074","MD","CLOSED","2015-04-21T18:12:34.000","2015-04-21T18:11:00.000","21205",1,-76.5547473,39.3039593
"Dispatch Work Crew","5904  GLENKIRK RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:48:57.000","2015-04-23T17:48:57.000","RAMBLEWOOD","Abated - Close SR","15-00311960","MD","CLOSED","2015-04-22T14:13:26.000","2015-04-22T14:12:00.000","21239",1,-76.589763,39.363527
"Dispatch Work Crew","5900  HILLEN RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:33:30.000","2015-04-23T17:33:30.000","LOCH RAVEN","Abated - Close SR","15-00311887","MD","CLOSED","2015-04-22T17:24:27.000","2015-04-22T17:23:00.000","21239",1,-76.581644,39.360201
"Dispatch Work Crew","5900  LOCH RAVEN BLVD","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:32:26.000","2015-04-23T17:32:26.000","RAMBLEWOOD","Abated - Close SR","15-00311883","MD","CLOSED","2015-04-22T17:06:07.000","2015-04-22T17:02:00.000","21239",1,-76.587609,39.362901
"Dispatch Work Crew","4704  FURLEY AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:31:01.000","2015-04-23T17:31:01.000","FRANKFORD","Abated - Close SR","15-00311875","MD","CLOSED","2015-04-22T14:04:37.000","2015-04-22T13:53:00.000","21206",1,-76.55163,39.329016
"Dispatch Work Crew","3206  ORLANDO AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:25:20.000","2015-04-23T17:25:20.000","WOODRING","Abated - Close SR","15-00311858","MD","CLOSED","2015-04-22T18:04:44.000","2015-04-22T18:04:00.000","21234",1,-76.542703,39.365524
"Dispatch Work Crew","606  HARWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-04-21T17:21:43.000","2015-04-23T17:21:43.000","MID-GOVANS","Abated - Close SR","15-00311836","MD","CLOSED","2015-04-22T16:59:20.000","2015-04-22T16:59:00.000","21212",1,-76.6062199,39.3578
