"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"826 W 34TH ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T07:49:22.000","2015-04-02T07:49:22.000","HAMPDEN","15-00246654","MD","DUPCLOSD","2015-03-30T11:29:17.000","21211",NA,NA,NA,2,-76.630347,39.328825
"1639  STONEWOOD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T06:50:23.000","2015-04-02T06:50:23.000","STONEWOOD-PENTWOOD-WINSTON","15-00246653","MD","CLOSED","2015-03-30T05:53:14.000","21239",NA,NA,NA,2,-76.585998,39.348393
"2710  BAKER ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T06:36:09.000","2015-04-02T06:36:09.000","COPPIN HEIGHTS/ASH-CO-EAST","15-00246648","MD","CLOSED","2015-03-30T06:38:12.000","21216",NA,NA,NA,2,-76.6612554,39.306305
"1208 E PRESTON ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T02:22:35.000","2015-04-02T02:22:35.000","OLIVER","15-00246623","MD","CLOSED","2015-03-30T16:13:59.000","21202",NA,NA,NA,2,-76.6013849,39.305283
"5518  PLAINFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T02:16:19.000","2015-04-02T02:16:19.000","FRANKFORD","15-00246620","MD","CLOSED","2015-03-30T07:28:40.000","21206",NA,NA,NA,2,-76.543857,39.336853
"1313  EUTAW PL","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T02:15:16.000","2015-04-02T02:15:16.000","BOLTON HILL","15-00246619","MD","CLOSED","2015-03-30T10:03:08.000","21217",NA,NA,NA,2,-76.626146,39.304533
"1114  CARROLL ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T01:50:35.000","2015-04-02T01:50:35.000","WASHINGTON VILLAGE","15-00246617","MD","CLOSED","2015-03-30T07:53:03.000","21230",NA,NA,NA,2,-76.63214,39.281813
"4006  5TH ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T01:41:48.000","2015-04-02T01:41:48.000","BROOKLYN","15-00246613","MD","DUPCLOSD","2015-04-01T13:44:19.000","21225",NA,NA,NA,2,-76.606593,39.232116
"3043  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T01:35:44.000","2015-04-02T01:35:44.000","BELAIR-EDISON","15-00246611","MD","CLOSED","2015-03-30T09:58:59.000","21213",NA,NA,NA,2,-76.568659,39.323729
"6108  MARLORA RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T01:29:38.000","2015-04-02T01:29:38.000","GLEN OAKS","15-00246609","MD","CLOSED","2015-03-31T02:23:57.000","21239",NA,NA,NA,2,-76.5956901,39.3675313
"2600 N HOWARD ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:55:40.000","2015-04-02T00:55:40.000","REMINGTON","15-00246594","MD","CLOSED","2015-03-31T12:04:42.000","21218",NA,NA,NA,2,-76.6203193,39.3194384
"1401 W 41ST ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:55:35.000","2015-04-02T00:55:35.000","HAMPDEN","15-00246593","MD","DUPCLOSD","2015-03-31T11:20:12.000","21211",NA,NA,NA,2,-76.6399681,39.3363515
"5700  LEITH WALK","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:49:01.000","2015-04-02T00:49:01.000","RAMBLEWOOD","15-00246588","MD","DUPCLOSD","2015-03-30T11:29:13.000","21239",NA,NA,NA,2,-76.591975,39.361312
"2633  MURA ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:43:17.000","2015-04-02T00:43:17.000","BEREA","15-00246585","MD","DUPCLOSD","2015-04-01T01:48:47.000","21213",NA,NA,NA,2,-76.5800737,39.3052363
"1334  GLYNDON AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:41:17.000","2015-04-02T00:41:17.000","WASHINGTON VILLAGE","15-00246584","MD","CLOSED","2015-03-30T08:39:44.000","21223",NA,NA,NA,2,-76.6378014,39.2812105
"1000 S ELLWOOD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:25:05.000","2015-04-02T00:25:05.000","CANTON","15-00246566","MD","DUPCLOSD","2015-03-31T11:03:49.000","21224",NA,NA,NA,2,-76.5728157,39.2811259
"5951  WESTERN RUN DR","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:18:08.000","2015-04-02T00:18:08.000","CHESWOLDE","15-00246557","MD","DUPCLOSD","2015-04-01T10:53:50.000","21209",NA,NA,NA,2,-76.6802965,39.3623468
"835  CHAUNCEY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-29T00:02:16.000","2015-04-02T00:02:16.000","RESERVOIR HILL","15-00246549","MD","CLOSED","2015-03-30T06:13:40.000","21217",NA,NA,NA,2,-76.6355422,39.3151903
"5900  FENWICK AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T22:57:56.000","2015-04-01T22:57:56.000","LOCH RAVEN","15-00246513","MD","CLOSED","2015-03-31T03:39:12.000","21239",NA,NA,NA,2,-76.583747,39.362164
"3927  MOUNT PLEASANT AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T22:56:40.000","2015-04-01T22:56:40.000","BALTIMORE HIGHLANDS","15-00246511","MD","CLOSED","2015-03-30T14:19:06.000","21224",NA,NA,NA,2,-76.56388,39.290811
"3514  PARKLAWN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T22:11:03.000","2015-04-01T22:11:03.000","BELAIR-EDISON","15-00246481","MD","CLOSED","2015-04-01T12:35:13.000","21213",NA,NA,NA,2,-76.574237,39.32574
"2427 E LANVALE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T18:27:45.000","2015-04-01T18:27:45.000","BROADWAY EAST","15-00246295","MD","CLOSED","2015-03-31T08:33:30.000","21213",NA,NA,NA,2,-76.583453,39.309852
"3405  CROSSLAND AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T17:57:31.000","2015-04-01T17:57:31.000","BELAIR-EDISON","15-00246266","MD","CLOSED","2015-04-01T09:18:48.000","21213",NA,NA,NA,2,-76.577427,39.326048
"4300  BUCHANAN AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T16:41:16.000","2015-04-01T16:41:16.000","MEDFIELD","15-00246159","MD","CLOSED","2015-03-31T04:03:25.000","21211",NA,NA,NA,2,-76.6426761,39.3408256
"617 W 40TH ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T15:53:45.000","2015-04-01T15:53:45.000","ROLAND PARK","15-00246084","MD","DUPCLOSD","2015-03-31T10:47:53.000","21211",NA,NA,NA,2,-76.628225,39.336911
"3209  BERKSHIRE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T15:25:18.000","2015-04-01T15:25:18.000","ARCADIA","15-00246027","MD","CLOSED","2015-03-31T07:00:05.000","21214",NA,NA,NA,2,-76.56928,39.3349959
"2719  KILDAIRE DR","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T14:40:42.000","2015-04-01T14:40:42.000","NORTH HARFORD ROAD","15-00245973","MD","CLOSED","2015-03-31T03:49:25.000","21234",NA,NA,NA,2,-76.555721,39.366757
"4505  ROKEBY RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T13:35:47.000","2015-04-01T13:35:47.000","ROGNEL HEIGHTS","15-00245867","MD","CLOSED","2015-03-30T08:19:29.000","21229",NA,NA,NA,2,-76.6931331,39.2955263
"3907  EDGEWOOD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T13:12:44.000","2015-04-01T13:12:44.000","EAST ARLINGTON","15-00245839","MD","DUPCLOSD","2015-03-31T10:53:41.000","21215",NA,NA,NA,2,-76.66955,39.3313563
"3900  LINKWOOD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T12:59:19.000","2015-04-01T12:59:19.000","TUSCANY-CANTERBURY","15-00245817","MD","DUPCLOSD","2015-04-01T13:48:23.000","21210","Cityworks SR Comments","UPDATED","2015-03-28T17:17:48.000",2,-76.6234526,39.3362213
"3135  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T12:49:01.000","2015-04-01T12:49:01.000","BELAIR-EDISON","15-00245793","MD","DUPCLOSD","2015-03-31T11:48:31.000","21213",NA,NA,NA,2,-76.567787,39.323072
"3119  PELHAM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T10:31:11.000","2015-04-01T10:31:11.000","BELAIR-EDISON","15-00245532","MD","DUPCLOSD","2015-04-01T12:53:28.000","21213",NA,NA,NA,2,-76.5689724,39.3231906
"5041  PEMBRIDGE AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T06:50:05.000","2015-04-01T06:50:05.000","CENTRAL PARK HEIGHTS","15-00245503","MD","DUPCLOSD","2015-04-01T10:04:58.000","21215",NA,NA,NA,2,-76.669958,39.350451
"5508  SPRINGLAKE WAY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T06:15:40.000","2015-04-01T06:15:40.000","HOMELAND","15-00245501","MD","DUPCLOSD","2015-03-28T06:37:33.000","21212",NA,NA,NA,2,-76.617697,39.3652609
"2700 E NORTHERN PKWY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T05:46:35.000","2015-04-01T05:46:35.000","NORTH HARFORD ROAD","15-00245498","MD","DUPCLOSD","2015-03-30T07:02:20.000","21214",NA,NA,NA,2,-76.557902,39.365632
"880  TYSON ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T04:01:47.000","2015-04-01T04:01:47.000","MOUNT VERNON","15-00245488","MD","CLOSED","2015-03-30T05:39:00.000","21201",NA,NA,NA,2,-76.6194625,39.3002057
"4257  HILLSDALE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T03:00:50.000","2015-04-01T03:00:50.000","WEST ARLINGTON","15-00245481","MD","CLOSED","2015-03-28T03:08:36.000","21215",NA,NA,NA,2,-76.6916508,39.3392779
"5320  MIDWOOD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T01:55:55.000","2015-04-01T01:55:55.000","WOODBOURNE-MCCABE","15-00245468","MD","CLOSED","2015-03-30T05:45:06.000","21212",NA,NA,NA,2,-76.6027459,39.3537496
"1139  CARROLL ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T01:31:42.000","2015-04-01T01:31:42.000","WASHINGTON VILLAGE","15-00245453","MD","CLOSED","2015-03-30T08:33:41.000","21230",NA,NA,NA,2,-76.632178,39.281204
"1023  HARLEM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T01:25:30.000","2015-04-01T01:25:30.000","HARLEM PARK","15-00245447","MD","CLOSED","2015-03-30T05:49:08.000","21217",NA,NA,NA,2,-76.635006,39.296597
"2233  KENTUCKY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T01:10:14.000","2015-04-01T01:10:14.000","MAYFIELD","15-00245444","MD","DUPCLOSD","2015-03-31T11:03:47.000","21213",NA,NA,NA,2,-76.578549,39.328381
"1131  CARROLL ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T01:06:18.000","2015-04-01T01:06:18.000","WASHINGTON VILLAGE","15-00245443","MD","CLOSED","2015-03-30T09:24:30.000","21230",NA,NA,NA,2,-76.632074,39.281286
"3045  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:47:55.000","2015-04-01T00:47:55.000","BELAIR-EDISON","15-00245432","MD","CLOSED","2015-03-30T09:52:56.000","21213",NA,NA,NA,2,-76.568622,39.323703
"3104  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:47:51.000","2015-04-01T00:47:51.000","BELAIR-EDISON","15-00245431","MD","CLOSED","2015-03-30T09:52:55.000","21213",NA,NA,NA,2,-76.568027,39.323808
"1759  DARLEY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:42:21.000","2015-04-01T00:42:21.000","DARLEY PARK","15-00245424","MD","DUPCLOSD","2015-03-30T12:47:51.000","21213",NA,NA,NA,2,-76.5923851,39.3145799
"1732  DARLEY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:40:24.000","2015-04-01T00:40:24.000","DARLEY PARK","15-00245416","MD","DUPCLOSD","2015-03-31T11:14:03.000","21213",NA,NA,NA,2,-76.5930189,39.3148966
"5700  LEITH WALK","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:39:55.000","2015-04-01T00:39:55.000","RAMBLEWOOD","15-00245415","MD","DUPCLOSD","2015-03-31T03:22:53.000","21239",NA,NA,NA,2,-76.591975,39.361312
"3033  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:31:36.000","2015-04-01T00:31:36.000","BELAIR-EDISON","15-00245409","MD","DUPCLOSD","2015-03-30T14:02:51.000","21213",NA,NA,NA,2,-76.568839,39.32386
"1307 N STOCKTON ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:29:39.000","2015-04-01T00:29:39.000","SANDTOWN-WINCHESTER","15-00245404","MD","CLOSED","2015-03-28T05:28:44.000","21217",NA,NA,NA,2,-76.637943,39.30392
"1310  KUPER ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:26:08.000","2015-04-01T00:26:08.000","NEW SOUTHWEST/MOUNT CLARE","15-00245402","MD","CLOSED","2015-03-30T08:09:18.000","21223",NA,NA,NA,2,-76.6389139,39.2851426
"1716 W PRATT ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:15:25.000","2015-04-01T00:15:25.000","UNION SQUARE","15-00245388","MD","CLOSED","2015-03-30T09:52:53.000","21223",NA,NA,NA,2,-76.6445052,39.2854663
"1100  CARROLL ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:06:40.000","2015-04-01T00:06:40.000","WASHINGTON VILLAGE","15-00245377","MD","CLOSED","2015-03-28T04:54:04.000","21230",NA,NA,NA,2,-76.6314775,39.2820797
"1203  JAMES ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:05:37.000","2015-04-01T00:05:37.000","WASHINGTON VILLAGE","15-00245376","MD","CLOSED","2015-03-31T15:00:58.000","21223",NA,NA,NA,2,-76.634933,39.28225
"946  HARLEM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-28T00:01:08.000","2015-04-01T00:01:08.000","HARLEM PARK","15-00245375","MD","CLOSED","2015-03-28T05:14:25.000","21217",NA,NA,NA,2,-76.63484,39.29706
"5100  ARDMORE WAY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:55:02.000","2015-03-31T23:55:02.000","WALTHERSON","15-00245363","MD","CLOSED","2015-04-01T03:33:22.000","21206",NA,NA,NA,2,-76.556383,39.338008
"742 S LINWOOD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:53:10.000","2015-03-31T23:53:10.000","CANTON","15-00245362","MD","CLOSED","2015-03-30T13:03:53.000","21224",NA,NA,NA,2,-76.5758327,39.2833247
"1713 E PRATT ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:51:42.000","2015-03-31T23:51:42.000","FELLS POINT","15-00245361","MD","CLOSED","2015-03-31T02:09:46.000","21223",NA,NA,NA,2,-76.592827,39.289072
"1900 E LAFAYETTE AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:34:47.000","2015-03-31T23:34:47.000","BROADWAY EAST","15-00245338","MD","CLOSED","2015-03-28T05:28:41.000","21213",NA,NA,NA,2,-76.5914905,39.3109608
"1602 W LANVALE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:30:43.000","2015-03-31T23:30:43.000","HARLEM PARK","15-00245336","MD","CLOSED","2015-03-28T05:18:28.000","21217",NA,NA,NA,2,-76.643092,39.297925
"245 S ANN ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:28:51.000","2015-03-31T23:28:51.000","UPPER FELLS POINT","15-00245335","MD","CLOSED","2015-03-30T09:49:04.000","21231",NA,NA,NA,2,-76.591302,39.288338
"605  CHARRAWAY RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:24:36.000","2015-03-31T23:24:36.000","BEECHFIELD","15-00245334","MD","CLOSED","2015-03-30T13:20:17.000","21229",NA,NA,NA,2,-76.6968241,39.2746071
"3000  PELHAM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:16:28.000","2015-03-31T23:16:28.000","BELAIR-EDISON","15-00245330","MD","CLOSED","2015-03-28T02:14:20.000","21213",NA,NA,NA,2,-76.5696394,39.3240806
"3124  CHESTERFIELD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:10:27.000","2015-03-31T23:10:27.000","BELAIR-EDISON","15-00245327","MD","DUPCLOSD","2015-03-28T02:23:57.000","21213",NA,NA,NA,2,-76.567628,39.323515
"3000  PELHAM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:09:07.000","2015-03-31T23:09:07.000","BELAIR-EDISON","15-00245325","MD","CLOSED","2015-03-28T02:19:59.000","21213",NA,NA,NA,2,-76.5696394,39.3240806
"3100  PELHAM AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:08:42.000","2015-03-31T23:08:42.000","BELAIR-EDISON","15-00245324","MD","CLOSED","2015-03-28T02:19:58.000","21213",NA,NA,NA,2,-76.5691638,39.3237511
"1200  GLENEAGLE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:08:37.000","2015-03-31T23:08:37.000","RAMBLEWOOD","15-00245323","MD","CLOSED","2015-03-28T05:14:23.000","21239",NA,NA,NA,2,-76.593148,39.364322
"2900  FENDALL RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:05:14.000","2015-03-31T23:05:14.000","HOWARD PARK","15-00245320","MD","CLOSED","2015-03-30T09:49:02.000","21207",NA,NA,NA,2,-76.705853,39.326012
"5801  THE ALAMEDA","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T23:00:14.000","2015-03-31T23:00:14.000","RAMBLEWOOD","15-00245318","MD","CLOSED","2015-03-28T05:28:42.000","21239",NA,NA,NA,2,-76.593633,39.362792
"5718  LEITH WALK","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T22:58:17.000","2015-03-31T22:58:17.000","RAMBLEWOOD","15-00245315","MD","CLOSED","2015-03-28T05:34:41.000","21239",NA,NA,NA,2,-76.5917137,39.3618467
"1209  GLENEAGLE RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T22:56:11.000","2015-03-31T22:56:11.000","RAMBLEWOOD","15-00245313","MD","CLOSED","2015-03-28T05:18:26.000","21239",NA,NA,NA,2,-76.5929263,39.3637845
"6 N EDEN ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T22:27:53.000","2015-03-31T22:27:53.000","WASHINGTON HILL","15-00245284","MD","DUPCLOSD","2015-03-28T09:07:40.000","21231",NA,NA,NA,2,-76.5988898,39.2918124
"2700  BAKER ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T19:58:38.000","2015-03-31T19:58:38.000","COPPIN HEIGHTS/ASH-CO-EAST","15-00244897","MD","DUPCLOSD","2015-03-30T12:47:45.000","21216",NA,NA,NA,2,-76.6610103,39.306306
"1201  HARFORD AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T19:45:13.000","2015-03-31T19:45:13.000","OLIVER","15-00244863","MD","DUPCLOSD","2015-03-30T12:02:55.000","21202",NA,NA,NA,2,-76.6017155,39.3042244
"3400  NOBLE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:57:17.000","2015-03-31T15:57:17.000","BALTIMORE HIGHLANDS","15-00243888","MD","CLOSED","2015-03-28T02:17:55.000","21224",NA,NA,NA,2,-76.5689974,39.2931976
"2720  KILDAIRE DR","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T18:15:17.000","2015-03-31T18:15:17.000","NORTH HARFORD ROAD","15-00244452","MD","CLOSED","2015-03-28T05:52:58.000","21234",NA,NA,NA,2,-76.555331,39.367134
"958  ARGONNE DR","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:27:13.000","2015-03-31T15:27:13.000","PEN LUCY","15-00243777","MD","CLOSED","2015-03-28T02:48:20.000","21218",NA,NA,NA,2,-76.6010485,39.3401498
"5508  SPRINGLAKE WAY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T17:10:34.000","2015-03-31T17:10:34.000","HOMELAND","15-00244182","MD","CLOSED","2015-05-04T14:28:35.000","21212",NA,NA,NA,2,-76.617697,39.3652609
"4223  BELVIEU AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T16:44:50.000","2015-03-31T16:44:50.000","WEST ARLINGTON","15-00244069","MD","CLOSED","2015-03-28T02:58:33.000","21215",NA,NA,NA,2,-76.691497,39.339426
"3600 E NORTHERN PKWY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T14:29:58.000","2015-03-31T14:29:58.000","WOODRING","15-00243476","MD","CLOSED","2015-03-28T06:39:34.000","21206",NA,NA,NA,2,-76.538939,39.358958
"2000  ALICEANNA ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T16:42:02.000","2015-03-31T16:42:02.000","FELLS POINT","15-00244062","MD","CLOSED","2015-04-15T07:10:20.000","21231","Cityworks SR Comments","UPDATED","2015-04-07T15:31:00.000",2,-76.5884993,39.2838838
"300 E NORTHERN PKWY","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T14:39:42.000","2015-03-31T14:39:42.000","LAKE EVESHAM","15-00243541","MD","CLOSED","2015-03-28T05:59:00.000","21212",NA,NA,NA,2,-76.6157046,39.3646967
"1400  POPLAR GROVE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:45:50.000","2015-03-31T15:45:50.000","NORTHWEST COMMUNITY ACTION","15-00243840","MD","CLOSED","2015-03-28T05:44:48.000","21216",NA,NA,NA,2,-76.6657369,39.303618
"TAMARIND RD &W COLD SPRING LN","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:43:59.000","2015-03-31T15:43:59.000","COLDSPRING","15-00243835","MD","CLOSED","2015-04-01T04:09:41.000","21209","Cityworks SR Comments","UPDATED","2015-03-27T16:12:15.000",2,-76.6535836,39.3458525
"5307  WYNDHOLME CIR","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:39:47.000","2015-03-31T15:39:47.000","BEECHFIELD","15-00243817","MD","CLOSED","2015-03-30T07:24:36.000","21229",NA,NA,NA,2,-76.703732,39.2781782
"1200  RAMBLEWOOD RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:10:26.000","2015-03-31T15:10:26.000","RAMBLEWOOD","15-00243699","MD","CLOSED","2015-03-28T05:08:25.000","21239",NA,NA,NA,2,-76.593324,39.362797
"409  CATHEDRAL","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:02:09.000","2015-03-31T15:02:09.000","DOWNTOWN","15-00243659","MD","CLOSED","2015-03-28T04:23:45.000","21201",NA,NA,NA,2,-76.6166183,39.2946171
"300 W CENTRE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:01:15.000","2015-03-31T15:01:15.000","MOUNT VERNON","15-00243658","MD","CLOSED","2015-03-28T03:39:04.000","21201",NA,NA,NA,2,-76.6199091,39.2962413
"200 W CENTRE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-03-27T15:00:38.000","2015-03-31T15:00:38.000","MOUNT VERNON","15-00243656","MD","CLOSED","2015-03-28T03:49:10.000","21201",NA,NA,NA,2,-76.6183764,39.2962515
