"","m","km","miles","seconds","minutes","hours","startLon","startLat","endLon","endLat","leg","route"
"220",1472,1.472,0.9147008,272,4.53333333333333,0.0755555555555556,-78.0889012,36.7095042,-78.0931939,36.696814,220,"A"
"221",1375,1.375,0.854425,288,4.8,0.08,-78.0931939,36.696814,-78.1049655,36.7041439,221,"A"
"222",4325,4.325,2.687555,916,15.2666666666667,0.254444444444444,-78.1049655,36.7041439,-78.1468963,36.6967211,222,"A"
"223",202,0.202,0.1255228,34,0.566666666666667,0.00944444444444444,-78.1468963,36.6967211,-78.1490217,36.697013,223,"A"
"224",9876,9.876,6.1369464,1682,28.0333333333333,0.467222222222222,-78.1490217,36.697013,-78.1919834,36.6271393,224,"A"
"225",47,0.047,0.0292058,33,0.55,0.00916666666666667,-78.1919834,36.6271393,-78.1921243,36.6267282,225,"A"
"226",2477,2.477,1.5392078,409,6.81666666666667,0.113611111111111,-78.1921243,36.6267282,-78.2136509,36.6176377,226,"A"
"227",2911,2.911,1.8088954,659,10.9833333333333,0.183055555555556,-78.2136509,36.6176377,-78.2063844,36.5922689,227,"A"
"228",5165,5.165,3.209531,941,15.6833333333333,0.261388888888889,-78.2063844,36.5922689,-78.2391381,36.5606374,228,"A"
"229",2402,2.402,1.4926028,426,7.1,0.118333333333333,-78.2391381,36.5606374,-78.2588103,36.5484801,229,"A"
"230",592,0.592,0.3678688,86,1.43333333333333,0.0238888888888889,-78.2588103,36.5484801,-78.2637051,36.544985,230,"A"
"231",93,0.093,0.0577902,91,1.51666666666667,0.0252777777777778,-78.2637051,36.544985,-78.2643289,36.544314,231,"A"
"232",11447,11.447,7.1131658,2051,34.1833333333333,0.569722222222222,-78.2643289,36.544314,-78.3094696,36.45936,232,"A"
"233",5915,5.915,3.675581,1141,19.0166666666667,0.316944444444444,-78.3094696,36.45936,-78.3289885,36.4116771,233,"A"
"234",1790,1.79,1.112306,361,6.01666666666667,0.100277777777778,-78.3289885,36.4116771,-78.3473554,36.4169121,234,"A"
"235",247,0.247,0.1534858,40,0.666666666666667,0.0111111111111111,-78.3473554,36.4169121,-78.3475152,36.4190645,235,"A"
"236",2168,2.168,1.3471952,438,7.3,0.121666666666667,-78.3475152,36.4190645,-78.3686473,36.4119161,236,"A"
"237",604,0.604,0.3753256,110,1.83333333333333,0.0305555555555556,-78.3686473,36.4119161,-78.369162,36.406578,237,"A"
"238",13147,13.147,8.1695458,2543,42.3833333333333,0.706388888888889,-78.369162,36.406578,-78.483557,36.3574135,238,"A"
"239",9472,9.472,5.8859008,1667,27.7833333333333,0.463055555555556,-78.483557,36.3574135,-78.5474912,36.3154127,239,"A"
"240",647,0.647,0.4020458,318,5.3,0.0883333333333333,-78.5474912,36.3154127,-78.5404855,36.3140701,240,"A"
"241",7245,7.245,4.502043,1283,21.3833333333333,0.356388888888889,-78.5404855,36.3140701,-78.5527622,36.2527384,241,"A"
"242",10371,10.371,6.4445394,1908,31.8,0.53,-78.5527622,36.2527384,-78.5781361,36.1712029,242,"A"
"243",6682,6.682,4.1521948,1257,20.95,0.349166666666667,-78.5781361,36.1712029,-78.574956,36.1150815,243,"A"
"244",10819,10.819,6.7229266,1937,32.2833333333333,0.538055555555556,-78.574956,36.1150815,-78.6829712,36.1150595,244,"A"
"245",627,0.627,0.3896178,166,2.76666666666667,0.0461111111111111,-78.6829712,36.1150595,-78.689382,36.1171366,245,"A"
"246",1043,1.043,0.6481202,147,2.45,0.0408333333333333,-78.689382,36.1171366,-78.6970119,36.110993,246,"A"
"247",4858,4.858,3.0187612,976,16.2666666666667,0.271111111111111,-78.6970119,36.110993,-78.7333664,36.0819298,247,"A"
"248",1299,1.299,0.8071986,235,3.91666666666667,0.0652777777777778,-78.7333664,36.0819298,-78.7371356,36.0708122,248,"A"
"249",2682,2.682,1.6665948,506,8.43333333333333,0.140555555555556,-78.7371356,36.0708122,-78.7481226,36.0511624,249,"A"
"250",161,0.161,0.1000454,25,0.416666666666667,0.00694444444444444,-78.7481226,36.0511624,-78.7495065,36.0502535,250,"A"
"251",10640,10.64,6.611696,2037,33.95,0.565833333333333,-78.7495065,36.0502535,-78.8418148,36.0061393,251,"A"
"252",2344,2.344,1.4565616,420,7,0.116666666666667,-78.8418148,36.0061393,-78.8578919,35.9901864,252,"A"
"253",3034,3.034,1.8853276,734,12.2333333333333,0.203888888888889,-78.8578919,35.9901864,-78.8908722,35.9945454,253,"A"
"254",514,0.514,0.3193996,130,2.16666666666667,0.0361111111111111,-78.8908722,35.9945454,-78.8923212,35.9902039,254,"A"
"255",3413,3.413,2.1208382,683,11.3833333333333,0.189722222222222,-78.8923212,35.9902039,-78.9070499,35.9639812,255,"A"
"256",3034,3.034,1.8853276,685,11.4166666666667,0.190277777777778,-78.9070499,35.9639812,-78.9067907,35.9395636,256,"A"
"257",13,0.013,0.0080782,3,0.05,0.000833333333333333,-78.9067907,35.9395636,-78.9068366,35.9394524,257,"A"
"258",509,0.509,0.3162926,121,2.01666666666667,0.0336111111111111,-78.9068366,35.9394524,-78.9086631,35.9354948,258,"A"
"259",3632,3.632,2.2569248,728,12.1333333333333,0.202222222222222,-78.9086631,35.9354948,-78.934486,35.913384,259,"A"
"260",37,0.037,0.0229918,10,0.166666666666667,0.00277777777777778,-78.934486,35.913384,-78.9348811,35.913416,260,"A"
"261",396,0.396,0.2460744,96,1.6,0.0266666666666667,-78.9348811,35.913416,-78.938165,35.9122356,261,"A"
"262",170,0.17,0.105638,39,0.65,0.0108333333333333,-78.938165,35.9122356,-78.9392865,35.9111701,262,"A"
"263",114,0.114,0.0708396,44,0.733333333333333,0.0122222222222222,-78.9392865,35.9111701,-78.9405116,35.9111447,263,"A"
"264",194,0.194,0.1205516,124,2.06666666666667,0.0344444444444444,-78.9405116,35.9111447,-78.94169,35.909934,264,"A"
"265",1341,1.341,0.8332974,299,4.98333333333333,0.0830555555555555,-78.94169,35.909934,-78.9503819,35.9032179,265,"A"
"266",278,0.278,0.1727492,40,0.666666666666667,0.0111111111111111,-78.9503819,35.9032179,-78.9503998,35.9009179,266,"A"
"267",687,0.687,0.4269018,155,2.58333333333333,0.0430555555555556,-78.9503998,35.9009179,-78.9518265,35.8952087,267,"A"
"268",163,0.163,0.1012882,35,0.583333333333333,0.00972222222222222,-78.9518265,35.8952087,-78.9534809,35.8946303,268,"A"
"269",13484,13.484,8.3789576,2756,45.9333333333333,0.765555555555556,-78.9534809,35.8946303,-78.9225103,35.7843542,269,"A"
"270",2649,2.649,1.6460886,425,7.08333333333333,0.118055555555556,-78.9225103,35.7843542,-78.9213026,35.7609967,270,"A"
"271",5573,5.573,3.4630622,1232,20.5333333333333,0.342222222222222,-78.9213026,35.7609967,-78.9411768,35.7163105,271,"A"
"272",634,0.634,0.3939676,138,2.3,0.0383333333333333,-78.9411768,35.7163105,-78.9469999,35.7143058,272,"A"
"273",4104,4.104,2.5502256,919,15.3166666666667,0.255277777777778,-78.9469999,35.7143058,-78.935629,35.6809725,273,"A"
"274",17447,17.447,10.8415658,3337,55.6166666666667,0.926944444444444,-78.935629,35.6809725,-79.0941559,35.6166033,274,"A"
"275",18862,18.862,11.7208468,3783,63.05,1.05083333333333,-79.0941559,35.6166033,-79.1604872,35.485014,275,"A"
"276",4238,4.238,2.6334932,915,15.25,0.254166666666667,-79.1604872,35.485014,-79.1919108,35.462624,276,"A"
"277",3107,3.107,1.9306898,765,12.75,0.2125,-79.1919108,35.462624,-79.2152139,35.4438091,277,"A"
"278",2763,2.763,1.7169282,554,9.23333333333333,0.153888888888889,-79.2152139,35.4438091,-79.2270072,35.4209707,278,"A"
"279",6548,6.548,4.0689272,1390,23.1666666666667,0.386111111111111,-79.2270072,35.4209707,-79.28713,35.3942139,279,"A"
"280",1556,1.556,0.9668984,279,4.65,0.0775,-79.28713,35.3942139,-79.280424,35.3814418,280,"A"
"281",4265,4.265,2.650271,835,13.9166666666667,0.231944444444444,-79.280424,35.3814418,-79.3208033,35.3620923,281,"A"
"282",3774,3.774,2.3451636,702,11.7,0.195,-79.3208033,35.3620923,-79.3296757,35.3299814,282,"A"
"283",2314,2.314,1.4379196,468,7.8,0.13,-79.3296757,35.3299814,-79.3497058,35.3180541,283,"A"
"284",250,0.25,0.15535,67,1.11666666666667,0.0186111111111111,-79.3497058,35.3180541,-79.3479284,35.3163407,284,"A"
"285",2981,2.981,1.8523934,618,10.3,0.171666666666667,-79.3479284,35.3163407,-79.3618507,35.2945348,285,"A"
"286",2109,2.109,1.3105326,344,5.73333333333333,0.0955555555555556,-79.3618507,35.2945348,-79.3624398,35.2786205,286,"A"
"287",9197,9.197,5.7150158,1939,32.3166666666667,0.538611111111111,-79.3624398,35.2786205,-79.354618,35.2054959,287,"A"
"288",5448,5.448,3.3853872,1090,18.1666666666667,0.302777777777778,-79.354618,35.2054959,-79.3937555,35.1692206,288,"A"
"289",6760,6.76,4.200664,1256,20.9333333333333,0.348888888888889,-79.3937555,35.1692206,-79.3889927,35.1167135,289,"A"
"290",113,0.113,0.0702182,94,1.56666666666667,0.0261111111111111,-79.3889927,35.1167135,-79.3882242,35.1159103,290,"A"
"291",1838,1.838,1.1421332,273,4.55,0.0758333333333333,-79.3882242,35.1159103,-79.3979977,35.1015666,291,"A"
"292",10210,10.21,6.344494,1821,30.35,0.505833333333333,-79.3979977,35.1015666,-79.360822,35.0167526,292,"A"
"293",4645,4.645,2.886403,787,13.1166666666667,0.218611111111111,-79.360822,35.0167526,-79.3713364,34.977784,293,"A"
"294",12602,12.602,7.8308828,2179,36.3166666666667,0.605277777777778,-79.3713364,34.977784,-79.449573,34.886477,294,"A"
"295",176,0.176,0.1093664,24,0.4,0.00666666666666667,-79.449573,34.886477,-79.4514797,34.8867115,295,"A"
"296",663,0.663,0.4119882,182,3.03333333333333,0.0505555555555556,-79.4514797,34.8867115,-79.4525736,34.8808209,296,"A"
"297",11181,11.181,6.9478734,2043,34.05,0.5675,-79.4525736,34.8808209,-79.488458,34.810258,297,"A"
"298",2916,2.916,1.8120024,537,8.95,0.149166666666667,-79.488458,34.810258,-79.5120111,34.7930109,298,"A"
"299",19,0.019,0.0118066,92,1.53333333333333,0.0255555555555556,-79.5120111,34.7930109,-79.5118472,34.7929041,299,"A"
"300",1875,1.875,1.165125,286,4.76666666666667,0.0794444444444444,-79.5118472,34.7929041,-79.5273446,34.7821283,300,"A"
"301",1991,1.991,1.2372074,391,6.51666666666667,0.108611111111111,-79.5273446,34.7821283,-79.5425138,34.7732149,301,"A"
"302",6563,6.563,4.0782482,1211,20.1833333333333,0.336388888888889,-79.5425138,34.7732149,-79.57346,34.7215209,302,"A"
"303",2143,2.143,1.3316602,357,5.95,0.0991666666666667,-79.57346,34.7215209,-79.5864231,34.7062879,303,"A"
"304",1098,1.098,0.6822972,227,3.78333333333333,0.0630555555555556,-79.5864231,34.7062879,-79.585906,34.696512,304,"A"
"305",8723,8.723,5.4204722,1498,24.9666666666667,0.416111111111111,-79.585906,34.696512,-79.6615713,34.6511588,305,"A"
"306",32,0.032,0.0198848,80,1.33333333333333,0.0222222222222222,-79.6615713,34.6511588,-79.66172,34.6508998,306,"A"
"307",2145,2.145,1.332903,351,5.85,0.0975,-79.66172,34.6508998,-79.6711719,34.6340892,307,"A"
"308",1713,1.713,1.0644582,316,5.26666666666667,0.0877777777777778,-79.6711719,34.6340892,-79.6765801,34.6199656,308,"A"
"309",3827,3.827,2.3780978,657,10.95,0.1825,-79.6765801,34.6199656,-79.7146288,34.6067506,309,"A"
"310",19737,19.737,12.2645718,3716,61.9333333333333,1.03222222222222,-79.7146288,34.6067506,-79.8725316,34.4898301,310,"A"
"311",4695,4.695,2.917473,885,14.75,0.245833333333333,-79.8725316,34.4898301,-79.90783,34.4592761,311,"A"
"312",6774,6.774,4.2093636,1187,19.7833333333333,0.329722222222222,-79.90783,34.4592761,-79.9409847,34.405785,312,"A"
"313",4151,4.151,2.5794314,766,12.7666666666667,0.212777777777778,-79.9409847,34.405785,-79.9683652,34.3798182,313,"A"
"314",893,0.893,0.5549102,158,2.63333333333333,0.0438888888888889,-79.9683652,34.3798182,-79.975961,34.3754682,314,"A"
"315",18943,18.943,11.7711802,3437,57.2833333333333,0.954722222222222,-79.975961,34.3754682,-79.970111,34.2151345,315,"A"
"316",5424,5.424,3.3704736,979,16.3166666666667,0.271944444444444,-79.970111,34.2151345,-79.9655248,34.1690943,316,"A"
"317",786,0.786,0.4884204,212,3.53333333333333,0.0588888888888889,-79.9655248,34.1690943,-79.9591799,34.1643664,317,"A"
"318",397,0.397,0.2466958,72,1.2,0.02,-79.9591799,34.1643664,-79.9611061,34.1613247,318,"A"
"319",5590,5.59,3.473626,962,16.0333333333333,0.267222222222222,-79.9611061,34.1613247,-80.0006454,34.128125,319,"A"
"320",202,0.202,0.1255228,36,0.6,0.01,-80.0006454,34.128125,-80.0025664,34.1272449,320,"A"
"321",3409,3.409,2.1183526,591,9.85,0.164166666666667,-80.0025664,34.1272449,-80.0345517,34.1123168,321,"A"
"322",447,0.447,0.2777658,97,1.61666666666667,0.0269444444444444,-80.0345517,34.1123168,-80.033275,34.1084405,322,"A"
"323",2609,2.609,1.6212326,459,7.65,0.1275,-80.033275,34.1084405,-80.0264599,34.0859961,323,"A"
"324",3112,3.112,1.9337968,549,9.15,0.1525,-80.0264599,34.0859961,-80.0550808,34.0712768,324,"A"
"325",1210,1.21,0.751894,250,4.16666666666667,0.0694444444444444,-80.0550808,34.0712768,-80.045265,34.064048,325,"A"
"326",1988,1.988,1.2353432,358,5.96666666666667,0.0994444444444444,-80.045265,34.064048,-80.062304,34.0534489,326,"A"
"327",10951,10.951,6.8049514,1988,33.1333333333333,0.552222222222222,-80.062304,34.0534489,-80.1486607,33.9897829,327,"A"
"328",4212,4.212,2.6173368,733,12.2166666666667,0.203611111111111,-80.1486607,33.9897829,-80.1675978,33.9553184,328,"A"
"329",291,0.291,0.1808274,123,2.05,0.0341666666666667,-80.1675978,33.9553184,-80.1669008,33.9527691,329,"A"
"330",8224,8.224,5.1103936,1506,25.1,0.418333333333333,-80.1669008,33.9527691,-80.2167777,33.8983549,330,"A"
"331",8740,8.74,5.431036,1632,27.2,0.453333333333333,-80.2167777,33.8983549,-80.2424566,33.8252477,331,"A"
"332",3593,3.593,2.2326902,617,10.2833333333333,0.171388888888889,-80.2424566,33.8252477,-80.2720796,33.8050182,332,"A"
"333",1052,1.052,0.6537128,208,3.46666666666667,0.0577777777777778,-80.2720796,33.8050182,-80.2800384,33.811754,333,"A"
"334",3230,3.23,2.007122,621,10.35,0.1725,-80.2800384,33.811754,-80.3046149,33.7911863,334,"A"
"335",262,0.262,0.1628068,56,0.933333333333333,0.0155555555555556,-80.3046149,33.7911863,-80.3062888,33.7930871,335,"A"
"336",342,0.342,0.2125188,81,1.35,0.0225,-80.3062888,33.7930871,-80.3093092,33.7913172,336,"A"
"337",4786,4.786,2.9740204,875,14.5833333333333,0.243055555555556,-80.3093092,33.7913172,-80.3543689,33.7796588,337,"A"
"338",11754,11.754,7.3039356,2117,35.2833333333333,0.588055555555556,-80.3543689,33.7796588,-80.3576775,33.6772972,338,"A"
"339",6441,6.441,4.0024374,1117,18.6166666666667,0.310277777777778,-80.3576775,33.6772972,-80.3790313,33.6272064,339,"A"
"340",2190,2.19,1.360866,367,6.11666666666667,0.101944444444444,-80.3790313,33.6272064,-80.3820013,33.6085416,340,"A"
"341",3646,3.646,2.2656244,620,10.3333333333333,0.172222222222222,-80.3820013,33.6085416,-80.394903,33.5784066,341,"A"
"342",6399,6.399,3.9763386,1119,18.65,0.310833333333333,-80.394903,33.5784066,-80.4218278,33.5376294,342,"A"
"343",1452,1.452,0.9022728,284,4.73333333333333,0.0788888888888889,-80.4218278,33.5376294,-80.4295253,33.5262589,343,"A"
"344",977,0.977,0.6071078,172,2.86666666666667,0.0477777777777778,-80.4295253,33.5262589,-80.4355583,33.5191496,344,"A"
"345",6846,6.846,4.2541044,1275,21.25,0.354166666666667,-80.4355583,33.5191496,-80.4862619,33.4748889,345,"A"
"346",6476,6.476,4.0241864,1230,20.5,0.341666666666667,-80.4862619,33.4748889,-80.4999428,33.4229235,346,"A"
"347",531,0.531,0.3299634,117,1.95,0.0325,-80.4999428,33.4229235,-80.5042783,33.4198069,347,"A"
"348",64207,64.207,39.8982298,11531,192.183333333333,3.20305555555556,-80.5042783,33.4198069,-80.6674028,32.9083948,348,"A"
"349",2853,2.853,1.7728542,506,8.43333333333333,0.140555555555556,-80.6674028,32.9083948,-80.6846536,32.8906001,349,"A"
"350",646,0.646,0.4014244,151,2.51666666666667,0.0419444444444444,-80.6846536,32.8906001,-80.6907847,32.8879201,350,"A"
"351",36305,36.305,22.559927,6413,106.883333333333,1.78138888888889,-80.6907847,32.8879201,-80.8528405,32.6419636,351,"A"
"352",2398,2.398,1.4901172,415,6.91666666666667,0.115277777777778,-80.8528405,32.6419636,-80.8756768,32.6326161,352,"A"
"353",50,0.05,0.03107,65,1.08333333333333,0.0180555555555556,-80.8756768,32.6326161,-80.875419,32.632221,353,"A"
"354",5758,5.758,3.5780212,1002,16.7,0.278333333333333,-80.875419,32.632221,-80.9120062,32.5926027,354,"A"
"355",873,0.873,0.5424822,165,2.75,0.0458333333333333,-80.9120062,32.5926027,-80.911878,32.595951,355,"A"
"356",12823,12.823,7.9682122,2301,38.35,0.639166666666667,-80.911878,32.595951,-80.9742062,32.4971057,356,"A"
"357",1921,1.921,1.1937094,375,6.25,0.104166666666667,-80.9742062,32.4971057,-80.9803607,32.4806628,357,"A"
"358",12539,12.539,7.7917346,2202,36.7,0.611666666666667,-80.9803607,32.4806628,-81.1073313,32.463483,358,"A"
"359",17775,17.775,11.045385,3130,52.1666666666667,0.869444444444444,-81.1073313,32.463483,-81.2613705,32.5425631,359,"A"
"360",21536,21.536,13.3824704,3884,64.7333333333333,1.07888888888889,-81.2613705,32.5425631,-81.3131513,32.3706582,360,"A"
"361",18646,18.646,11.5866244,3418,56.9666666666667,0.949444444444444,-81.3131513,32.3706582,-81.4775352,32.2836427,361,"A"
"362",22940,22.94,14.254916,4106,68.4333333333333,1.14055555555556,-81.4775352,32.2836427,-81.7091343,32.2951066,362,"A"
"363",1803,1.803,1.1203842,379,6.31666666666667,0.105277777777778,-81.7091343,32.2951066,-81.723954,32.2848179,363,"A"
"364",4106,4.106,2.5514684,783,13.05,0.2175,-81.723954,32.2848179,-81.7608937,32.2652683,364,"A"
"365",4285,4.285,2.662699,761,12.6833333333333,0.211388888888889,-81.7608937,32.2652683,-81.7704887,32.2291135,365,"A"
"366",404,0.404,0.2510456,60,1,0.0166666666666667,-81.7704887,32.2291135,-81.7725899,32.2260064,366,"A"
"367",433,0.433,0.2690662,92,1.53333333333333,0.0255555555555556,-81.7725899,32.2260064,-81.7766988,32.224352,367,"A"
"368",3158,3.158,1.9623812,500,8.33333333333333,0.138888888888889,-81.7766988,32.224352,-81.8055794,32.2168474,368,"A"
"369",630,0.63,0.391482,136,2.26666666666667,0.0377777777777778,-81.8055794,32.2168474,-81.8112802,32.218146,369,"A"
"370",6442,6.442,4.0030588,1236,20.6,0.343333333333333,-81.8112802,32.218146,-81.87788,32.2111813,370,"A"
"371",5913,5.913,3.6743382,1079,17.9833333333333,0.299722222222222,-81.87788,32.2111813,-81.9039331,32.1652982,371,"A"
"372",469,0.469,0.2914366,119,1.98333333333333,0.0330555555555556,-81.9039331,32.1652982,-81.9089125,32.1652706,372,"A"
"373",452,0.452,0.2808728,89,1.48333333333333,0.0247222222222222,-81.9089125,32.1652706,-81.9091602,32.1612115,373,"A"
"374",23868,23.868,14.8315752,4217,70.2833333333333,1.17138888888889,-81.9091602,32.1612115,-82.1329905,32.0812101,374,"A"
"375",149,0.149,0.0925886,84,1.4,0.0233333333333333,-82.1329905,32.0812101,-82.1337318,32.0800405,375,"A"
"376",35,0.035,0.021749,6,0.1,0.00166666666666667,-82.1337318,32.0800405,-82.1340172,32.0798413,376,"A"
"377",30070,30.07,18.685498,5715,95.25,1.5875,-82.1340172,32.0798413,-82.4276589,32.014457,377,"A"
"378",3240,3.24,2.013336,721,12.0166666666667,0.200277777777778,-82.4276589,32.014457,-82.4484868,31.9958684,378,"A"
"379",1708,1.708,1.0613512,322,5.36666666666667,0.0894444444444444,-82.4484868,31.9958684,-82.4600959,31.9846192,379,"A"
"380",5038,5.038,3.1306132,984,16.4,0.273333333333333,-82.4600959,31.9846192,-82.5126073,31.988256,380,"A"
"381",14986,14.986,9.3123004,2783,46.3833333333333,0.773055555555556,-82.5126073,31.988256,-82.589794,31.8818499,381,"A"
"382",1803,1.803,1.1203842,366,6.1,0.101666666666667,-82.589794,31.8818499,-82.599892,31.8694618,382,"A"
"383",25,0.025,0.015535,5,0.0833333333333333,0.00138888888888889,-82.599892,31.8694618,-82.6001013,31.8693234,383,"A"
"384",978,0.978,0.6077292,203,3.38333333333333,0.0563888888888889,-82.6001013,31.8693234,-82.6092133,31.8662686,384,"A"
"385",380,0.38,0.236132,63,1.05,0.0175,-82.6092133,31.8662686,-82.6091828,31.8628486,385,"A"
"386",1190,1.19,0.739466,212,3.53333333333333,0.0588888888888889,-82.6091828,31.8628486,-82.6203106,31.8585831,386,"A"
"387",148,0.148,0.0919672,26,0.433333333333333,0.00722222222222222,-82.6203106,31.8585831,-82.6208186,31.857321,387,"A"
"388",37007,37.007,22.9961498,6573,109.55,1.82583333333333,-82.6208186,31.857321,-82.8851767,31.6288214,388,"A"
"389",402,0.402,0.2498028,74,1.23333333333333,0.0205555555555556,-82.8851767,31.6288214,-82.8891037,31.63017,389,"A"
"390",405,0.405,0.251667,67,1.11666666666667,0.0186111111111111,-82.8891037,31.63017,-82.8906415,31.6267716,390,"A"
"391",181,0.181,0.1124734,58,0.966666666666667,0.0161111111111111,-82.8906415,31.6267716,-82.8923506,31.6274934,391,"A"
"392",337,0.337,0.2094118,60,1,0.0166666666666667,-82.8923506,31.6274934,-82.8956636,31.6283726,392,"A"
"393",12506,12.506,7.7712284,2342,39.0333333333333,0.650555555555556,-82.8956636,31.6283726,-83.0153623,31.5926613,393,"A"
"394",985,0.985,0.612079,175,2.91666666666667,0.0486111111111111,-83.0153623,31.5926613,-83.0256174,31.5940522,394,"A"
"395",3189,3.189,1.9816446,566,9.43333333333333,0.157222222222222,-83.0256174,31.5940522,-83.0562324,31.5848114,395,"A"
"396",697,0.697,0.4331158,143,2.38333333333333,0.0397222222222222,-83.0562324,31.5848114,-83.0553319,31.5786376,396,"A"
"397",61,0.061,0.0379054,24,0.4,0.00666666666666667,-83.0553319,31.5786376,-83.0559407,31.5788062,397,"A"
"398",2162,2.162,1.3434668,411,6.85,0.114166666666667,-83.0559407,31.5788062,-83.0623921,31.5603188,398,"A"
"399",3338,3.338,2.0742332,599,9.98333333333333,0.166388888888889,-83.0623921,31.5603188,-83.0975926,31.561321,399,"A"
"400",939,0.939,0.5834946,165,2.75,0.0458333333333333,-83.0975926,31.561321,-83.0992231,31.5531369,400,"A"
"401",11023,11.023,6.8496922,1974,32.9,0.548333333333333,-83.0992231,31.5531369,-83.2119041,31.5612808,401,"A"
"402",814,0.814,0.5058196,210,3.5,0.0583333333333333,-83.2119041,31.5612808,-83.2106521,31.554235,402,"A"
"403",4992,4.992,3.1020288,885,14.75,0.245833333333333,-83.2106521,31.554235,-83.2523104,31.5394136,403,"A"
"404",7,0.007,0.0043498,28,0.466666666666667,0.00777777777777778,-83.2523104,31.5394136,-83.2523554,31.5394658,404,"A"
"405",5172,5.172,3.2138808,945,15.75,0.2625,-83.2523554,31.5394658,-83.30048,31.5231813,405,"A"
"406",7210,7.21,4.480294,1292,21.5333333333333,0.358888888888889,-83.30048,31.5231813,-83.345591,31.474548,406,"A"
"407",1440,1.44,0.894816,282,4.7,0.0783333333333333,-83.345591,31.474548,-83.358058,31.4692801,407,"A"
"408",6761,6.761,4.2012854,1222,20.3666666666667,0.339444444444444,-83.358058,31.4692801,-83.3845754,31.4184808,408,"A"
"409",234,0.234,0.1454076,78,1.3,0.0216666666666667,-83.3845754,31.4184808,-83.3846497,31.4163771,409,"A"
"410",604,0.604,0.3753256,110,1.83333333333333,0.0305555555555556,-83.3846497,31.4163771,-83.3907851,31.4178318,410,"A"
"411",5854,5.854,3.6376756,992,16.5333333333333,0.275555555555556,-83.3907851,31.4178318,-83.4077002,31.3687852,411,"A"
"412",319,0.319,0.1982266,69,1.15,0.0191666666666667,-83.4077002,31.3687852,-83.4080413,31.3659414,412,"A"
"413",8529,8.529,5.2999206,1495,24.9166666666667,0.415277777777778,-83.4080413,31.3659414,-83.4184627,31.2955296,413,"A"
"414",3303,3.303,2.0524842,606,10.1,0.168333333333333,-83.4184627,31.2955296,-83.4420591,31.2743248,414,"A"
"415",1332,1.332,0.8277048,251,4.18333333333333,0.0697222222222222,-83.4420591,31.2743248,-83.4557344,31.2735099,415,"A"
"416",920,0.92,0.571688,183,3.05,0.0508333333333333,-83.4557344,31.2735099,-83.4651912,31.2717285,416,"A"
"417",862,0.862,0.5356468,191,3.18333333333333,0.0530555555555556,-83.4651912,31.2717285,-83.4632746,31.2641538,417,"A"
"418",270,0.27,0.167778,59,0.983333333333333,0.0163888888888889,-76.6209634,39.289946,-76.6208115,39.2875231,1,"B"
"419",239,0.239,0.1485146,112,1.86666666666667,0.0311111111111111,-76.6208115,39.2875231,-76.6235888,39.2874169,2,"B"
"420",268,0.268,0.1665352,97,1.61666666666667,0.0269444444444444,-76.6235888,39.2874169,-76.6234766,39.2850073,3,"B"
"421",1522,1.522,0.9457708,344,5.73333333333333,0.0955555555555556,-76.6234766,39.2850073,-76.6380745,39.2785363,4,"B"
"422",28,0.028,0.0173992,5,0.0833333333333333,0.00138888888888889,-76.6380745,39.2785363,-76.6383344,39.2786739,5,"B"
"423",1007,1.007,0.6257498,204,3.4,0.0566666666666667,-76.6383344,39.2786739,-76.6463405,39.2721956,6,"B"
"424",11,0.011,0.0068354,1,0.0166666666666667,0.000277777777777778,-76.6463405,39.2721956,-76.6462431,39.2721285,7,"B"
"425",285,0.285,0.177099,90,1.5,0.025,-76.6462431,39.2721285,-76.6484187,39.2702007,8,"B"
"426",4951,4.951,3.0765514,1082,18.0333333333333,0.300555555555556,-76.6484187,39.2702007,-76.663282,39.2375785,9,"B"
"427",1569,1.569,0.9749766,327,5.45,0.0908333333333333,-76.663282,39.2375785,-76.6654664,39.2245956,10,"B"
"428",1036,1.036,0.6437704,234,3.9,0.065,-76.6654664,39.2245956,-76.675581,39.2203025,11,"B"
"429",1988,1.988,1.2353432,434,7.23333333333333,0.120555555555556,-76.675581,39.2203025,-76.6940039,39.2115885,12,"B"
"430",954,0.954,0.5928156,265,4.41666666666667,0.0736111111111111,-76.6940039,39.2115885,-76.7028979,39.212954,13,"B"
"431",3170,3.17,1.969838,577,9.61666666666667,0.160277777777778,-76.7028979,39.212954,-76.7207922,39.1905019,14,"B"
"432",209,0.209,0.1298726,69,1.15,0.0191666666666667,-76.7207922,39.1905019,-76.7189736,39.1892564,15,"B"
"433",1964,1.964,1.2204296,426,7.1,0.118333333333333,-76.7189736,39.1892564,-76.7326558,39.1796081,16,"B"
"434",342,0.342,0.2125188,51,0.85,0.0141666666666667,-76.7326558,39.1796081,-76.7352987,39.1818667,17,"B"
"435",793,0.793,0.4927702,304,5.06666666666667,0.0844444444444444,-76.7352987,39.1818667,-76.74099,39.1763543,18,"B"
"436",220,0.22,0.136708,39,0.65,0.0108333333333333,-76.74099,39.1763543,-76.7431389,39.1773866,19,"B"
"437",2644,2.644,1.6429816,611,10.1833333333333,0.169722222222222,-76.7431389,39.1773866,-76.7591519,39.1597572,20,"B"
"438",1111,1.111,0.6903754,262,4.36666666666667,0.0727777777777778,-76.7591519,39.1597572,-76.7701593,39.1644284,21,"B"
